date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,unadjustedVolume,changeOverTime,open,high,close,vwap,adjClose,low,change,volume,changePercent
2025-03-14,"March 14, 25",,,,,,3591548,0.0141,30.51,31.2,30.94,30.735,30.77,30.29,0.43,3591548,1.41
2025-03-13,"March 13, 25",,,,,,3915899,-0.0176,30.62,30.92,30.08,30.42,29.92,30.06,-0.54,3915899,-1.76
2025-03-12,"March 12, 25",,,,,,3220000,-0.0284,31.64,31.76,30.74,31.1925,30.57,30.63,-0.9,3220000,-2.84
2025-03-11,"March 11, 25",,,,,,4387509,-0.0221,32.07,32.72,31.36,31.855,31.19,31.27,-0.71,4387509,-2.21
2025-03-10,"March 10, 25",,,,,,4409626,-0.0102,32.36,32.77,32.03,32.2175,31.85,31.71,-0.33,4409626,-1.02
2025-03-07,"March 07, 25",,,,,,7333100,0.0482,31.12,33.49,32.62,32.0725,32.44,31.06,1.5,7333100,4.82
2025-03-06,"March 06, 25",,,,,,4277838,-0.0009566327,31.36,31.92,31.33,31.4125,31.16,31.04,-0.03,4277838,-0.09566327
2025-03-05,"March 05, 25",,,,,,4345046,0.0204,30.89,31.66,31.52,31.205,31.35,30.75,0.625,4345046,2.04
2025-03-04,"March 04, 25",,,,,,8287735,0.0274,29.9,31.47,30.72,30.4525,30.55,29.72,0.82,8287735,2.74
2025-03-03,"March 03, 25",,,,,,7610796,-0.0554,31.96,32.1,30.19,31.075,30.02,30.05,-1.77,7610796,-5.54
2025-02-28,"February 28, 25",,,,,,20830138,0.0105,31.38,31.83,31.71,31.515,31.54,31.14,0.33,20830138,1.05
2025-02-27,"February 27, 25",,,,,,4630500,-0.0206,32.55,32.61,31.88,32.205,31.71,31.78,-0.67,4630500,-2.06
2025-02-26,"February 26, 25",,,,,,4947757,0.0067943,32.38,33.35,32.6,32.6775,32.42,32.38,0.22,4947757,0.67943
2025-02-25,"February 25, 25",,,,,,4801300,-0.0131,32.91,32.98,32.48,32.5725,32.3,31.92,-0.43,4801300,-1.31
2025-02-24,"February 24, 25",,,,,,4580127,0.0030534,32.75,32.94,32.85,32.66,32.67,32.1,0.1,4580127,0.30534
2025-02-21,"February 21, 25",,,,,,3272554,-0.0336,33.91,34.03,32.77,33.36,32.59,32.73,-1.13,3272554,-3.36
2025-02-20,"February 20, 25",,,,,,4679342,-0.0194,34.54,34.68,33.87,34.0475,33.68,33.1,-0.67,4679342,-1.94
2025-02-19,"February 19, 25",,,,,,5879611,-0.0157,35.02,35.1,34.47,34.6875,34.28,34.16,-0.55,5879611,-1.57
2025-02-18,"February 18, 25",,,,,,4722616,0.0097449,34.89,35.38,35.23,35.0675,35.04,34.77,0.34,4722616,0.97449
2025-02-14,"February 14, 25",,,,,,4674800,0.0108,34.32,34.9,34.69,34.5325,34.5,34.22,0.37,4674800,1.08
2025-02-13,"February 13, 25",,,,,,4748025,0.0002941176,34,34.21,34.01,33.9725,33.82,33.67,0.01,4748025,0.02941176
2025-02-12,"February 12, 25",,,,,,4203121,0.0065127,33.78,34.15,34,33.8625,33.81,33.52,0.22,4203121,0.65127
2025-02-11,"February 11, 25",,,,,,6173106,-0.0084746,34.22,34.42,33.93,33.9725,33.74,33.32,-0.29,6173106,-0.84746
2025-02-10,"February 10, 25",,,,,,3577600,-0.0118,34.03,34.2,33.63,33.86,33.45,33.58,-0.405,3577600,-1.18
2025-02-07,"February 07, 25",,,,,,5404383,-0.0259,34.7,34.78,33.8,34.1675,33.62,33.39,-0.9,5404383,-2.59
2025-02-06,"February 06, 25",,,,,,6763700,0.0237,33.79,34.77,34.59,34.235,34.4,33.79,0.8,6763700,2.37
2025-02-05,"February 05, 25",,,,,,10698856,-0.0378,34.9,34.9,33.58,34.125,33.4,33.12,-1.32,10698856,-3.78
2025-02-04,"February 04, 25",,,,,,8982800,0.0302,35.4,36.52,36.47,35.9375,36.27,35.36,1.07,8982800,3.02
2025-02-03,"February 03, 25",,,,,,4324722,0.009122,35.08,35.86,35.4,35.355,35.21,35.08,0.32,4324722,0.9122
2025-01-31,"January 31, 25",,,,,,4196500,0.0139,35.21,36.08,35.7,35.5275,35.5,35.12,0.49,4196500,1.39
2025-01-30,"January 30, 25",,,,,,3872357,-0.0073301,35.47,35.71,35.21,35.345,35.02,34.99,-0.26,3872357,-0.73301
2025-01-29,"January 29, 25",,,,,,3170750,-0.0101,35.54,35.92,35.18,35.4325,34.99,35.09,-0.36,3170750,-1.01
2025-01-28,"January 28, 25",,,,,,3436179,0.0126,34.98,35.6,35.42,35.1525,35.23,34.61,0.44,3436179,1.26
2025-01-27,"January 27, 25",,,,,,4581804,0.0273,34.06,35.68,34.99,34.6975,34.8,34.06,0.93,4581804,2.73
2025-01-24,"January 24, 25",,,,,,3638105,0.0247,33.24,34.19,34.06,33.6725,33.87,33.2,0.82,3638105,2.47
2025-01-23,"January 23, 25",,,,,,3322406,0.0253,32.44,33.32,33.26,32.835,33.08,32.32,0.82,3322406,2.53
2025-01-22,"January 22, 25",,,,,,2883115,-0.0033649,32.69,33.15,32.58,32.71,32.4,32.42,-0.11,2883115,-0.33649
2025-01-21,"January 21, 25",,,,,,4097263,-0.0024375,32.82,33.03,32.74,32.7575,32.56,32.44,-0.08,4097263,-0.24375
2025-01-17,"January 17, 25",,,,,,4687277,-0.0121,33.14,33.18,32.74,32.8775,32.56,32.45,-0.4,4687277,-1.21
2025-01-16,"January 16, 25",,,,,,3194416,0.0238,31.96,32.82,32.72,32.325,32.54,31.8,0.76,3194416,2.38
2025-01-15,"January 15, 25",,,,,,3982400,-0.0089617,32.36,32.59,32.07,32.2575,31.89,32.01,-0.29,3982400,-0.89617
2025-01-14,"January 14, 25",,,,,,3066926,0.0216,31.02,32.09,31.69,31.455,31.52,31.02,0.67,3066926,2.16
2025-01-13,"January 13, 25",,,,,,5288700,0.0127,30.78,31.25,31.17,30.9725,31,30.69,0.39,5288700,1.27
2025-01-10,"January 10, 25",,,,,,4092500,-0.0166,31.33,31.43,30.81,31.0875,30.64,30.78,-0.52,4092500,-1.66
2025-01-08,"January 08, 25",,,,,,3461164,-0.0049969,32.02,32.2,31.86,31.9225,31.69,31.61,-0.16,3461164,-0.49969
2025-01-07,"January 07, 25",,,,,,4911347,-0.0294,33.38,33.8,32.4,32.98,32.22,32.34,-0.98,4911347,-2.94
2025-01-06,"January 06, 25",0.19,0.19,2025-01-06,2025-01-21,2024-12-11,3793433,0.0227,32.64,33.52,33.38,33.045,33.2,32.64,0.74,3793433,2.27
2025-01-03,"January 03, 25",,,,,,2567140,-0.0021374,32.75,32.88,32.68,32.67,32.31,32.37,-0.07,2567140,-0.21374
2025-01-02,"January 02, 25",,,,,,2364679,-0.0109,32.97,33.2,32.61,32.81,32.24,32.46,-0.36,2364679,-1.09
2024-12-31,"December 31, 24",,,,,,5503400,-0.0060772,32.91,33.15,32.71,32.8475,32.34,32.62,-0.2,5503400,-0.60772
2024-12-30,"December 30, 24",,,,,,2521400,0.0098522,32.48,32.94,32.8,32.56,32.43,32.02,0.32,2521400,0.98522
2024-12-27,"December 27, 24",,,,,,1873018,-0.0039039,33.3,33.68,33.17,33.2775,32.79,32.96,-0.13,1873018,-0.39039
2024-12-26,"December 26, 24",,,,,,1618629,0.0124,33.02,33.7,33.43,33.2675,33.05,32.92,0.41,1618629,1.24
2024-12-24,"December 24, 24",,,,,,1267800,0.0178,32.64,33.27,33.22,32.91,32.84,32.51,0.58,1267800,1.78
2024-12-23,"December 23, 24",,,,,,3826885,-0.0203,33.54,33.85,32.86,33.225,32.49,32.65,-0.68,3826885,-2.03
2024-12-20,"December 20, 24",,,,,,11310636,0.066,31.67,33.89,33.76,32.72,33.38,31.56,2.09,11310636,6.6
2024-12-19,"December 19, 24",,,,,,5456222,0.0164,31.13,31.79,31.64,31.38,31.28,30.96,0.51,5456222,1.64
2024-12-18,"December 18, 24",,,,,,4672200,-0.0158,31.58,31.85,31.08,31.3675,30.73,30.96,-0.5,4672200,-1.58
2024-12-17,"December 17, 24",,,,,,4254426,-0.0229,32.32,32.45,31.58,31.95,31.22,31.45,-0.74,4254426,-2.29
2024-12-16,"December 16, 24",,,,,,7222600,0.0486,30.86,33.58,32.36,31.9075,31.99,30.83,1.5,7222600,4.86
2024-12-13,"December 13, 24",,,,,,6124941,0.0268,30.63,31.49,31.45,31.02,31.09,30.51,0.82,6124941,2.68
2024-12-12,"December 12, 24",,,,,,8780731,-0.0123,30.96,31.19,30.58,30.67,30.23,29.95,-0.38,8780731,-1.23
2024-12-11,"December 11, 24",,,,,,9622637,0.0006357279,31.46,32.78,31.48,31.625,31.12,30.78,0.02,9622637,0.06357279
2024-12-10,"December 10, 24",,,,,,4809779,-0.0108,33.41,33.82,33.05,33.2575,32.68,32.75,-0.36,4809779,-1.08
2024-12-09,"December 09, 24",,,,,,5362120,0.0066325,33.17,34.8,33.39,33.5925,33.01,33.01,0.22,5362120,0.66325
2024-12-06,"December 06, 24",,,,,,3870771,0.0088848,32.64,33.03,32.93,32.775,32.56,32.5,0.29,3870771,0.88848
2024-12-05,"December 05, 24",,,,,,2879603,-0.013,33.02,33.16,32.59,32.83,32.22,32.55,-0.43,2879603,-1.3
2024-12-04,"December 04, 24",,,,,,2435751,-0.008449,33.14,33.28,32.86,33.0025,32.49,32.73,-0.28,2435751,-0.8449
2024-12-03,"December 03, 24",,,,,,3529916,-0.0117,33.24,33.7,32.85,33.1525,32.48,32.82,-0.39,3529916,-1.17
2024-12-02,"December 02, 24",,,,,,3196564,0.0212,32.51,33.28,33.2,32.83,32.82,32.33,0.69,3196564,2.12
2024-11-29,"November 29, 24",,,,,,1338726,0.0098705,32.42,32.85,32.74,32.605,32.37,32.41,0.32,1338726,0.98705
2024-11-27,"November 27, 24",,,,,,2538075,-0.0036776,32.63,32.79,32.51,32.5325,32.14,32.2,-0.12,2538075,-0.36776
2024-11-26,"November 26, 24",,,,,,2911426,0.0039963,32.53,32.78,32.66,32.435,32.29,31.77,0.13,2911426,0.39963
2024-11-25,"November 25, 24",,,,,,7099638,0.0307,31.6,32.93,32.57,32.1725,32.2,31.59,0.97,7099638,3.07
2024-11-22,"November 22, 24",,,,,,3749621,0.0060625,31.34,32.01,31.53,31.555,31.17,31.34,0.185,3749621,0.60625
2024-11-21,"November 21, 24",,,,,,5616200,0.0335,30.48,31.62,31.5,30.955,31.14,30.22,1.02,5616200,3.35
2024-11-20,"November 20, 24",,,,,,2166325,-0.0006572461,30.43,30.57,30.41,30.3675,30.07,30.06,-0.02,2166325,-0.06572461
2024-11-19,"November 19, 24",,,,,,2978338,0.0039775,30.17,30.5,30.29,30.27,29.95,30.12,0.12,2978338,0.39775
2024-11-18,"November 18, 24",,,,,,3582680,-0.0013093,30.55,30.65,30.51,30.465,30.16,30.15,-0.04,3582680,-0.13093
2024-11-15,"November 15, 24",,,,,,3737644,-0.022,31.4,31.43,30.71,31.0525,30.36,30.67,-0.69,3737644,-2.2
2024-11-14,"November 14, 24",,,,,,3984133,0.0209,30.62,31.52,31.26,31.005,30.91,30.62,0.64,3984133,2.09
2024-11-13,"November 13, 24",,,,,,4843530,-0.0016239,30.79,31.05,30.74,30.735,30.39,30.36,-0.05,4843530,-0.16239
2024-11-12,"November 12, 24",,,,,,6317138,-0.0194,31.49,31.75,30.88,31.1125,30.53,30.33,-0.61,6317138,-1.94
2024-11-11,"November 11, 24",,,,,,6317912,0.0452,30.56,32.23,31.94,31.3225,31.58,30.56,1.38,6317912,4.52
2024-11-08,"November 08, 24",,,,,,10143629,-0.0227,31.27,31.64,30.56,30.89,30.21,30.09,-0.71,10143629,-2.27
2024-11-07,"November 07, 24",,,,,,23731700,-0.0305,32.09,32.76,31.11,31.6425,30.76,30.61,-0.98,23731700,-3.05
2024-11-06,"November 06, 24",,,,,,7713800,0.0055747,37.67,38.04,37.88,37.685,37.45,37.15,0.21,7713800,0.55747
2024-11-05,"November 05, 24",,,,,,3403100,0.0132,36.46,37.17,36.94,36.6525,36.52,36.04,0.48,3403100,1.32
2024-11-04,"November 04, 24",,,,,,3442232,0.0117,35.81,36.54,36.23,36.0725,35.82,35.71,0.42,3442232,1.17
2024-11-01,"November 01, 24",,,,,,4559430,-0.0138,36.19,36.35,35.69,35.9525,35.29,35.58,-0.5,4559430,-1.38
2024-10-31,"October 31, 24",,,,,,3566074,-0.0217,36.83,37.16,36.03,36.5075,35.62,36.01,-0.8,3566074,-2.17
2024-10-30,"October 30, 24",,,,,,3423400,-0.0059283,37.11,37.7,36.89,37.13,36.47,36.82,-0.22,3423400,-0.59283
2024-10-29,"October 29, 24",,,,,,2488725,-0.0005411255,36.96,37.4,36.94,37.0375,36.52,36.85,-0.02,2488725,-0.05411255
2024-10-28,"October 28, 24",,,,,,2478916,-0.0045711,37.19,37.67,37.02,37.2175,36.6,36.99,-0.17,2478916,-0.45711
2024-10-25,"October 25, 24",,,,,,2288400,-0.0095821,37.57,37.59,37.21,37.33,36.79,36.95,-0.36,2288400,-0.95821
2024-10-24,"October 24, 24",,,,,,2231343,-0.0071656,37.68,37.94,37.41,37.5975,36.99,37.36,-0.27,2231343,-0.71656
2024-10-23,"October 23, 24",,,,,,2677632,0,37.61,37.72,37.61,37.54,37.18,37.22,0,2677632,0
2024-10-22,"October 22, 24",,,,,,2157495,-0.0026413,37.86,37.9,37.76,37.7525,37.33,37.49,-0.1,2157495,-0.26413
2024-10-21,"October 21, 24",,,,,,2629245,-0.0133,38.36,38.59,37.85,38.1075,37.42,37.63,-0.51,2629245,-1.33
2024-10-18,"October 18, 24",,,,,,2735930,0.0073394,38.15,38.63,38.43,38.3175,37.99,38.06,0.28,2735930,0.73394
2024-10-17,"October 17, 24",,,,,,2548904,0.0076842,37.74,38.26,38.03,37.8625,37.6,37.42,0.29,2548904,0.76842
2024-10-16,"October 16, 24",,,,,,2560304,-0.0222,38.69,38.77,37.83,38.2775,37.4,37.82,-0.865,2560304,-2.22
2024-10-15,"October 15, 24",,,,,,3470824,0.0198,37.87,38.72,38.62,38.25,38.18,37.79,0.75,3470824,1.98
2024-10-14,"October 14, 24",,,,,,4386200,0.0053206,37.59,37.92,37.79,37.6725,37.36,37.39,0.2,4386200,0.53206
2024-10-11,"October 11, 24",,,,,,3731517,0.0298,36.63,37.82,37.72,37.2,37.29,36.63,1.09,3731517,2.98
2024-10-10,"October 10, 24",,,,,,3651710,-0.0046296,36.72,37.05,36.55,36.6675,36.14,36.35,-0.17,3651710,-0.46296
2024-10-09,"October 09, 24",,,,,,3810700,-0.0207,37.64,37.69,36.86,37.25,36.44,36.81,-0.78,3810700,-2.07
2024-10-08,"October 08, 24",,,,,,4433716,0.0167,37.1,38.13,37.72,37.3025,37.29,36.26,0.62,4433716,1.67
2024-10-07,"October 07, 24",,,,,,4856624,-0.0010647,37.57,38.41,37.53,37.6975,37.11,37.28,-0.04,4856624,-0.10647
2024-10-04,"October 04, 24",,,,,,3737933,0.0021322,37.52,38.17,37.6,37.665,37.17,37.37,0.08,3737933,0.21322
2024-10-03,"October 03, 24",,,,,,3523687,0,37.29,37.69,37.29,37.36,36.87,37.17,0,3523687,0
2024-10-02,"October 02, 24",,,,,,4373217,0.0037523,37.31,37.67,37.45,37.365,37.03,37.03,0.14,4373217,0.37523
2024-10-01,"October 01, 24",,,,,,4186022,-0.015,38.1,38.15,37.53,37.8175,37.11,37.49,-0.57,4186022,-1.5
2024-09-30,"September 30, 24",,,,,,3340784,0.0021186,37.76,37.97,37.84,37.7725,37.41,37.52,0.08,3340784,0.21186
2024-09-27,"September 27, 24",,,,,,3831820,0.0142,37.28,38.07,37.81,37.605,37.38,37.26,0.53,3831820,1.42
2024-09-26,"September 26, 24",,,,,,2510635,-0.0088,37.5,37.8,37.17,37.3925,36.75,37.1,-0.33,2510635,-0.88
2024-09-25,"September 25, 24",,,,,,3934124,0,37,37.46,37,37.095,36.58,36.92,0,3934124,0
2024-09-24,"September 24, 24",,,,,,3757452,0.0053879,37.12,37.46,37.32,37.165,36.9,36.76,0.2,3757452,0.53879
2024-09-23,"September 23, 24",,,,,,3077536,0.0051941,36.58,36.94,36.77,36.6575,36.35,36.34,0.19,3077536,0.51941
2024-09-20,"September 20, 24",,,,,,12190100,-0.0046614,36.47,36.49,36.3,36.265,35.89,35.8,-0.17,12190100,-0.46614
2024-09-19,"September 19, 24",,,,,,3274085,0.0021763,36.76,37.23,36.84,36.8275,36.42,36.48,0.08,3274085,0.21763
2024-09-18,"September 18, 24",,,,,,3184300,0.0083426,35.96,36.62,36.26,36.1525,35.85,35.77,0.3,3184300,0.83426
2024-09-17,"September 17, 24",,,,,,3436791,0.0158,35.38,36.35,35.94,35.7425,35.53,35.3,0.56,3436791,1.58
2024-09-16,"September 16, 24",,,,,,3307200,0.0002843332,35.17,35.52,35.18,35.1875,34.78,34.88,0.01,3307200,0.02843332
2024-09-13,"September 13, 24",,,,,,2818100,-0.0039818,35.16,35.92,35.02,35.2625,34.62,34.95,-0.14,2818100,-0.39818
2024-09-12,"September 12, 24",,,,,,5635096,-0.0107,35.37,35.38,34.99,35.0825,34.59,34.59,-0.38,5635096,-1.07
2024-09-11,"September 11, 24",,,,,,6498517,-0.0213,36.11,36.14,35.34,35.5325,34.94,34.54,-0.77,6498517,-2.13
2024-09-10,"September 10, 24",,,,,,4165084,-0.0022014,36.34,36.44,36.26,36.2,35.85,35.76,-0.08,4165084,-0.22014
2024-09-09,"September 09, 24",,,,,,3313502,0.0027832,35.93,36.48,36.03,36.05,35.62,35.76,0.1,3313502,0.27832
2024-09-06,"September 06, 24",,,,,,4276675,-0.0189,36.51,37.1,35.82,36.2925,35.41,35.74,-0.69,4276675,-1.89
2024-09-05,"September 05, 24",,,,,,3702300,0.0024712,36.42,36.93,36.51,36.485,36.1,36.08,0.09,3702300,0.24712
2024-09-04,"September 04, 24",,,,,,2560100,-0.0046423,36.62,37.18,36.45,36.6625,36.04,36.4,-0.17,2560100,-0.46423
2024-09-03,"September 03, 24",,,,,,3490800,-0.0013554,36.89,37.95,36.84,37.085,36.42,36.66,-0.05,3490800,-0.13554
2024-08-30,"August 30, 24",,,,,,3626374,-0.0101,37.59,37.59,37.21,37.26,36.79,36.65,-0.38,3626374,-1.01
2024-08-29,"August 29, 24",,,,,,3245752,0.0018858,37.12,37.47,37.19,37.1775,36.77,36.93,0.07,3245752,0.18858
2024-08-28,"August 28, 24",,,,,,2345100,-0.0097035,37.1,37.23,36.74,36.925,36.32,36.63,-0.36,2345100,-0.97035
2024-08-27,"August 27, 24",,,,,,3147221,-0.0016151,37.15,37.36,37.09,37.13,36.67,36.92,-0.06,3147221,-0.16151
2024-08-26,"August 26, 24",,,,,,2954218,-0.0079639,37.67,37.9,37.37,37.57,36.95,37.34,-0.3,2954218,-0.79639
2024-08-23,"August 23, 24",,,,,,5294640,0.0177,36.67,37.42,37.32,37,36.9,36.59,0.65,5294640,1.77
2024-08-22,"August 22, 24",,,,,,4800505,-0.0183,37.1,37.16,36.42,36.76,36.01,36.36,-0.68,4800505,-1.83
2024-08-21,"August 21, 24",,,,,,4550417,0.0123,36.69,37.58,37.14,36.9625,36.72,36.44,0.45,4550417,1.23
2024-08-20,"August 20, 24",,,,,,3375900,0.0046755,36.36,36.6,36.53,36.415,36.12,36.17,0.17,3375900,0.46755
2024-08-19,"August 19, 24",,,,,,3884718,0.0478,34.91,36.7,36.58,35.775,36.17,34.91,1.67,3884718,4.78
2024-08-16,"August 16, 24",,,,,,2962020,-0.0017021,35.25,35.37,35.19,35.075,34.79,34.49,-0.06,2962020,-0.17021
2024-08-15,"August 15, 24",,,,,,4797800,0.0238,34.81,35.67,35.64,35.105,35.24,34.3,0.83,4797800,2.38
2024-08-14,"August 14, 24",,,,,,3198394,-0.0104,34.53,35.09,34.17,34.4625,33.78,34.06,-0.36,3198394,-1.04
2024-08-13,"August 13, 24",,,,,,4803600,0.0267,33.66,34.63,34.56,34.0525,34.17,33.36,0.9,4803600,2.67
2024-08-12,"August 12, 24",,,,,,3530213,-0.0362,35.04,35.04,33.77,34.39,33.39,33.71,-1.27,3530213,-3.62
2024-08-09,"August 09, 24",,,,,,3680889,0.0023008,34.77,35,34.85,34.7775,34.46,34.49,0.08,3680889,0.23008
2024-08-08,"August 08, 24",,,,,,4784909,0.0184,34.24,35.09,34.87,34.5475,34.48,33.99,0.63,4784909,1.84
2024-08-07,"August 07, 24",,,,,,4954900,-0.0345,36.2,36.76,34.95,35.6725,34.55,34.78,-1.25,4954900,-3.45
2024-08-06,"August 06, 24",,,,,,3565132,-0.0016788,35.74,36.01,35.68,35.6325,35.28,35.1,-0.06,3565132,-0.16788
2024-08-05,"August 05, 24",,,,,,7268518,0.0154,35.12,35.83,35.66,35.275,35.26,34.49,0.54,7268518,1.54
2024-08-02,"August 02, 24",,,,,,5757684,-0.0091867,37.01,37.32,36.67,36.7975,36.25,36.19,-0.34,5757684,-0.91867
2024-08-01,"August 01, 24",,,,,,9199148,-0.0247,38.52,38.52,37.57,37.665,37.14,36.05,-0.95,9199148,-2.47
2024-07-31,"July 31, 24",,,,,,21731522,0.0036842,38,38.84,38.14,37.7775,37.71,36.13,0.14,21731522,0.36842
2024-07-30,"July 30, 24",,,,,,4331615,0.0154,33.18,33.88,33.69,33.4575,33.31,33.08,0.51,4331615,1.54
2024-07-29,"July 29, 24",,,,,,6290003,-0.0101,33.54,34.05,33.2,33.455,32.82,33.03,-0.34,6290003,-1.01
2024-07-26,"July 26, 24",,,,,,3176664,-0.0015015,33.3,33.35,33.25,33.1525,32.87,32.71,-0.05,3176664,-0.15015
2024-07-25,"July 25, 24",,,,,,6752445,0.0057471,33.06,33.66,33.25,32.94,32.87,31.79,0.19,6752445,0.57471
2024-07-24,"July 24, 24",,,,,,4380453,-0.0308,34.04,34.2,32.99,33.5425,32.62,32.94,-1.05,4380453,-3.08
2024-07-23,"July 23, 24",,,,,,4970516,0.0017498,34.29,34.82,34.35,34.4325,33.96,34.27,0.06,4970516,0.17498
2024-07-22,"July 22, 24",,,,,,3965523,-0.0109,34.79,34.86,34.41,34.585,34.02,34.28,-0.38,3965523,-1.09
2024-07-19,"July 19, 24",,,,,,4074776,-0.0034493,34.79,34.99,34.67,34.7175,34.28,34.42,-0.12,4074776,-0.34493
2024-07-18,"July 18, 24",,,,,,7845254,-0.0166,35.58,36.33,34.99,35.4325,34.59,34.83,-0.59,7845254,-1.66
2024-07-17,"July 17, 24",,,,,,9712842,0.0398,34.19,35.95,35.55,34.9175,35.15,33.98,1.36,9712842,3.98
2024-07-16,"July 16, 24",,,,,,15605806,0.0055523,34.22,35.04,34.41,34.3375,34.02,33.68,0.19,15605806,0.55523
2024-07-15,"July 15, 24",,,,,,8595300,0.0040765,31.89,32.32,32.02,31.985,31.66,31.71,0.13,8595300,0.40765
2024-07-12,"July 12, 24",,,,,,6627235,0.0193,31.67,32.83,32.28,32.05,31.91,31.42,0.61,6627235,1.93
2024-07-11,"July 11, 24",,,,,,7445432,0.0076653,31.31,31.77,31.55,31.3975,31.19,30.96,0.24,7445432,0.76653
2024-07-10,"July 10, 24",,,,,,6429000,-0.0099487,31.16,31.17,30.85,30.925,30.5,30.52,-0.31,6429000,-0.99487
2024-07-09,"July 09, 24",,,,,,5786038,0.0262,30.15,31.05,30.94,30.56,30.59,30.1,0.79,5786038,2.62
2024-07-08,"July 08, 24",,,,,,4976519,0.022,29.55,30.21,30.2,29.85,29.86,29.44,0.65,4976519,2.2
2024-07-05,"July 05, 24",,,,,,3859257,0,29.42,29.6,29.42,29.3975,29.09,29.15,0,3859257,0
2024-07-03,"July 03, 24",,,,,,1895700,-0.0010152,29.55,29.98,29.52,29.6375,29.19,29.5,-0.03,1895700,-0.10152
2024-07-02,"July 02, 24",,,,,,3510118,-0.0003394433,29.46,29.62,29.45,29.435,29.12,29.21,-0.01,3510118,-0.03394433
2024-07-01,"July 01, 24",,,,,,5058400,-0.033,30.34,30.55,29.34,29.84,29.01,29.13,-1,5058400,-3.3
2024-06-28,"June 28, 24",,,,,,11048735,0.0009884679,30.35,30.54,30.38,30.3325,30.04,30.06,0.03,11048735,0.09884679
2024-06-27,"June 27, 24",,,,,,7211030,0.0072775,30.23,30.62,30.45,30.36,30.11,30.14,0.22,7211030,0.72775
2024-06-26,"June 26, 24",,,,,,5596600,0.0066401,30.12,30.56,30.32,30.23,29.98,29.92,0.2,5596600,0.66401
2024-06-25,"June 25, 24",,,,,,5262834,-0.015,30.7,30.93,30.24,30.45,29.9,29.93,-0.46,5262834,-1.5
2024-06-24,"June 24, 24",,,,,,4537500,-0.005168,30.96,31.52,30.8,31.0125,30.45,30.77,-0.16,4537500,-0.5168
2024-06-21,"June 21, 24",,,,,,12732623,0.0214,30.36,31.11,31.01,30.6925,30.66,30.29,0.65,12732623,2.14
2024-06-20,"June 20, 24",,,,,,3012717,-0.0032906,30.39,30.54,30.29,30.3025,29.95,29.99,-0.1,3012717,-0.32906
2024-06-18,"June 18, 24",,,,,,4395660,-0.001311,30.51,31.52,30.47,30.685,30.13,30.24,-0.04,4395660,-0.1311
2024-06-17,"June 17, 24",,,,,,3693900,-0.0237,31.28,31.49,30.54,30.96,30.19,30.53,-0.74,3693900,-2.37
2024-06-14,"June 14, 24",,,,,,3844300,0.0076653,31.31,31.65,31.55,31.39,31.19,31.05,0.24,3844300,0.76653
2024-06-13,"June 13, 24",,,,,,5467333,0.0171,31.08,32.15,31.61,31.4575,31.25,30.99,0.525,5467333,1.71
2024-06-12,"June 12, 24",,,,,,3909709,-0.0366,32.23,32.37,31.05,31.65,30.7,30.95,-1.18,3909709,-3.66
2024-06-11,"June 11, 24",,,,,,3085005,-0.0003152585,31.72,31.81,31.71,31.6225,31.35,31.25,-0.01,3085005,-0.03152585
2024-06-10,"June 10, 24",,,,,,2944200,0.0034657,31.74,32.04,31.85,31.7425,31.49,31.34,0.11,2944200,0.34657
2024-06-07,"June 07, 24",,,,,,3567522,-0.0133,32.45,32.57,32.02,32.235,31.66,31.9,-0.43,3567522,-1.33
2024-06-06,"June 06, 24",,,,,,3783675,0.0477,31.21,32.72,32.7,31.96,32.33,31.21,1.49,3783675,4.77
2024-06-05,"June 05, 24",,,,,,4017632,0.0067243,31.23,31.67,31.44,31.3525,31.08,31.07,0.21,4017632,0.67243
2024-06-04,"June 04, 24",,,,,,2972100,0.012,30.71,31.27,31.08,30.93,30.73,30.66,0.37,2972100,1.2
2024-06-03,"June 03, 24",,,,,,4183926,0.0108,30.69,31.11,31.02,30.8325,30.67,30.51,0.33,4183926,1.08
2024-05-31,"May 31, 24",,,,,,6347110,0.0224,29.96,30.67,30.63,30.215,30.28,29.6,0.67,6347110,2.24
2024-05-30,"May 30, 24",,,,,,4770825,0.0067204,29.76,30.06,29.96,29.7925,29.62,29.39,0.2,4770825,0.67204
2024-05-29,"May 29, 24",,,,,,4875118,0.0186,29,29.57,29.54,29.2725,29.21,28.98,0.54,4875118,1.86
2024-05-28,"May 28, 24",,,,,,4486737,0.0030759,29.26,30.12,29.35,29.495,29.02,29.25,0.09,4486737,0.30759
2024-05-24,"May 24, 24",,,,,,3809500,-0.0067568,29.6,29.69,29.4,29.465,29.07,29.17,-0.2,3809500,-0.67568
2024-05-23,"May 23, 24",,,,,,4965821,-0.0006779661,29.5,29.93,29.48,29.575,29.15,29.39,-0.02,4965821,-0.06779661
2024-05-22,"May 22, 24",,,,,,3581400,-0.012,29.97,30.36,29.61,29.8475,29.27,29.45,-0.36,3581400,-1.2
2024-05-21,"May 21, 24",,,,,,4045704,-0.0092379,30.31,30.73,30.03,30.26,29.69,29.97,-0.28,4045704,-0.92379
2024-05-20,"May 20, 24",,,,,,4706858,-0.0232,31.1,31.29,30.38,30.745,30.04,30.21,-0.72,4706858,-2.32
