symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
VRTX,2024-12-31,402.7,257500000,103695250000,4569600000,1749500000,100875150000
VRTX,2023-12-31,406.89,257700000,104855553000,10369100000,808400000,95294853000
VRTX,2022-12-31,288.78,256100000,73956558000,10504000000,899700000,64352258000
VRTX,2021-12-31,219.6,257700000,56590920000,6795000000,967400000,50763320000
VRTX,2020-12-31,236.34,259841000,61410821940,5988200000,931900000,56354521940
VRTX,2019-12-31,218.95,256728000,56210595600,3109322000,661662000,53762935600
VRTX,2018-12-31,165.71,254292000,42138727320,2650134000,586821000,40075414320
VRTX,2017-12-31,149.86,248858000,37293859880,1665412000,606433000,36234880880
VRTX,2016-12-31,73.67,243591304,17945371365,1183945000,840761000,17602187365
VRTX,2015-12-31,125.83,240837229,30304548525,714768000,826238000,30416018525
VRTX,2014-12-31,118.8,234918152,27908276457,625259000,824947000,28107964457
VRTX,2013-12-31,74.3,224831249,16704961800,569299000,506584000,16642246800
VRTX,2012-12-31,41.9,211946000,8880537400,489407000,696908000,9088038400
VRTX,2011-12-31,33.21,204891000,6804430110,475320000,455950000,6785060110
VRTX,2010-12-31,35.03,200402000,7020082060,243197000,536991000,7313876060
VRTX,2009-12-31,42.85,173259000,7424148150,446658000,185907000,7163397150
VRTX,2008-12-31,30.38,140556000,4270091280,389115000,287500000,4168476280
VRTX,2007-12-31,23.23,128986000,2996344780,355663000,19997000,2660678780
VRTX,2006-12-31,37.42,113221000,4236729820,213171000,123755000,4147313820
VRTX,2005-12-31,27.67,89241000,2469298470,78045000,180097000,2571350470
VRTX,2004-12-31,10.57,78571000,830495470,55006000,334997000,1110486470
VRTX,2003-12-31,10.35,77004000,796991400,98159000,363848000,1062680400
VRTX,2002-12-31,15.85,75749000,1200621650,108098000,328139000,1420662650
VRTX,2001-12-31,24.59,74464000,1831069760,189205000,327605000,1969469760
VRTX,2000-12-31,71.5,67682000,4839263000,322090000,362340000,4879513000
VRTX,1999-12-31,17.5,51036000,893130000,31500000,7059000,868689000
VRTX,1998-12-31,14.88,50598000,752645250,24200000,9800000,738245250
VRTX,1997-12-31,16.5,48528000,800712000,71500000,8400000,737612000
VRTX,1996-12-31,20.13,37383178,752336457,34900000,8500000,725936457
VRTX,1995-12-31,13,34126984,443650792,28400000,7000000,422250792
VRTX,1994-12-31,7.5,31428571,235714282,71600000,6400000,170514282
VRTX,1993-12-31,9.25,25000000,231250000,28600000,6000000,208650000
VRTX,1992-12-31,4.88,24285714,118392855,11600000,5100000,111892855
VRTX,1991-12-31,7.38,14615385,107788464,27600000,3300000,83488464
VRTX,1990-12-31,4.5,19676000,88542000,4400000,3200000,87342000
