symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
IEX,2024-12-31,209.29,75700000,15843253000,620800000,1986300000,17208753000
IEX,2023-12-31,217.11,75600000,16413516000,534300000,1445800000,17325016000
IEX,2022-12-31,228.33,75700000,17284581000,430200000,1586900000,18441281000
IEX,2021-12-31,236.32,76000000,17960320000,855400000,1301300000,18406220000
IEX,2020-12-31,199.2,75741000,15087607200,1025851000,1155500000,15217256200
IEX,2019-12-31,172,75594000,13002168000,632581000,934415000,13304002000
IEX,2018-12-31,126.26,76412000,9647779120,466407000,848818000,10030190120
IEX,2017-12-31,131.97,76232000,10060337040,375950000,859046000,10543433040
IEX,2016-12-31,90.06,75803000,6826818180,235964000,1015281000,7606135180
IEX,2015-12-31,76.61,77126000,5908622860,328018000,840794000,6421398860
IEX,2014-12-31,77.84,79715000,6205015600,509137000,863952000,6559830600
IEX,2013-12-31,73.85,81517000,6020030450,439629000,773876000,6354277450
IEX,2012-12-31,46.53,82689000,3847519170,318864000,786576000,4315231170
IEX,2011-12-31,37.11,82145000,3048400950,230259000,808810000,3626951950
IEX,2010-12-31,39.12,80466000,3147829920,235136000,527895000,3440588920
IEX,2009-12-31,31.15,79716000,2483153400,73526000,400100000,2809727400
IEX,2008-12-31,24.15,81123000,1959120450,61353000,554000000,2451767450
IEX,2007-12-31,36.13,80666000,2914462580,102757000,454731000,3266436580
IEX,2006-12-31,31.61,79527000,2513848470,77941000,361980000,2797887470
IEX,2005-12-31,27.41,77088000,2112982080,77290000,160043000,2195735080
IEX,2004-12-31,27,75110000,2027970000,7274000,225317000,2246013000
IEX,2003-12-31,18.48,73192500,1352597400,8552000,176546000,1520591400
IEX,2002-12-31,14.53,71255250,1035338782,6952000,241051000,1269437782
IEX,2001-12-31,15.33,67999500,1042432335,4972000,291820000,1329280335
IEX,2000-12-31,14.72,66883500,984525120,8415000,241886000,1217996120
IEX,1999-12-31,13.5,66474000,897399000,2900000,268600000,1163099000
IEX,1998-12-31,10.89,65997000,718707330,2700000,283400000,999407330
IEX,1997-12-31,15.5,65643287,1017470948,11800000,258400000,1264070948
IEX,1996-12-31,11.81,64848916,765865697,5300000,271700000,1032265697
IEX,1995-12-31,12.07,66619125,804092838,5900000,206200000,1004392838
IEX,1994-12-31,8.35,65994750,551056162,6300000,168200000,712956162
IEX,1993-12-31,7.06,63896795,451111372,3500000,117500000,565111372
IEX,1992-12-31,4.69,63241709,296603615,2400000,139800000,434003615
IEX,1991-12-31,3.31,52557640,173965788,1500000,65800000,238265788
IEX,1990-12-31,2.1,48342052,101518309,800000,103900000,204618309
IEX,1989-12-31,3.36,43456543,146013984,3500000,124900000,267413984
IEX,1988-12-31,2.89,54514721,157547543,1200000,143300000,299647543
