holder,shares,dateReported,change
VANGUARD GROUP INC,5332636,2025-09-30,798975
"BlackRock, Inc.",3882165,2025-09-30,-1225104
FMR LLC,2641058,2025-09-30,595966
STATE STREET CORP,1852991,2025-09-30,244494
"GEODE CAPITAL MANAGEMENT, LLC",1417733,2025-09-30,377174
VICTORY CAPITAL MANAGEMENT INC,949360,2025-09-30,311474
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,791170,2025-09-30,-514094
"Select Equity Group, L.P.",735769,2025-09-30,-171086
Invesco Ltd.,723579,2025-09-30,-406001
AQR CAPITAL MANAGEMENT LLC,627507,2025-09-30,5488
MORGAN STANLEY,541970,2025-09-30,-42792
FIRST TRUST ADVISORS LP,521720,2025-09-30,-9983
"Allspring Global Investments Holdings, LLC",510188,2025-09-30,-8166
NORTHERN TRUST CORP,497178,2025-09-30,-48938
Qube Research & Technologies Ltd,489658,2025-09-30,198657
Burgundy Asset Management Ltd.,443982,2025-09-30,-86475
"FULLER & THALER ASSET MANAGEMENT, INC.",420062,2025-09-30,-100540
UBS ASSET MANAGEMENT AMERICAS INC,415654,2025-09-30,-74421
DIMENSIONAL FUND ADVISORS LP,411103,2025-09-30,-44265
NORDEA INVESTMENT MANAGEMENT AB,407292,2025-09-30,12182
"LORD, ABBETT & CO. LLC",388605,2025-09-30,-84663
AMERICAN CENTURY COMPANIES INC,354437,2025-09-30,4920
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,332625,2025-09-30,-15441
GOLDMAN SACHS GROUP INC,322136,2025-09-30,125444
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,320416,2025-09-30,18123
"JACOBS LEVY EQUITY MANAGEMENT, INC",318174,2025-09-30,5438
AMERIPRISE FINANCIAL INC,310539,2025-09-30,-26679
CITADEL ADVISORS LLC,305552,2025-09-30,83478
"FEDERATED HERMES, INC.",296777,2025-09-30,-25660
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,296035,2025-09-30,-40049
Bank of New York Mellon Corp,294918,2025-09-30,-68984
DEUTSCHE BANK AG\,289872,2025-09-30,171467
"Epoch Investment Partners, Inc.",282953,2025-09-30,31873
MILLENNIUM MANAGEMENT LLC,272250,2025-09-30,163220
TD ASSET MANAGEMENT INC,271888,2025-09-30,17043
"TimesSquare Capital Management, LLC",264237,2025-09-30,-16245
JPMORGAN CHASE & CO,252686,2025-09-30,25583
Man Group plc,247702,2025-09-30,-94492
ROYAL BANK OF CANADA,235984,2025-09-30,-44421
WELLS FARGO & COMPANY/MN,224792,2025-09-30,-55372
PRICE T ROWE ASSOCIATES INC /MD/,218774,2025-09-30,91594
Swedbank AB,215690,2025-09-30,20
"Nuveen, LLC",215502,2025-09-30,29026
BANK OF AMERICA CORP /DE/,207581,2025-09-30,-75489
CONGRESS ASSET MANAGEMENT CO /MA,201693,2025-09-30,-36407
"Russell Investments Group, Ltd.",182555,2025-09-30,862
"Clark Capital Management Group, Inc.",177043,2025-09-30,-10490
UBS Group AG,173117,2025-09-30,6938
Legal & General Group Plc,172242,2025-09-30,-6527
Amundi,167594,2025-09-30,12032
ENVESTNET ASSET MANAGEMENT INC,166301,2025-09-30,-17842
Allianz Asset Management GmbH,164491,2025-09-30,-72762
ZACKS INVESTMENT MANAGEMENT,142574,2025-09-30,61
SYSTEMATIC FINANCIAL MANAGEMENT LP,142103,2025-09-30,-13054
BI Asset Management Fondsmaeglerselskab A/S,135828,2025-09-30,13964
"Pacer Advisors, Inc.",135565,2025-09-30,-63943
Swiss National Bank,129000,2025-09-30,-8700
LOS ANGELES CAPITAL MANAGEMENT LLC,125414,2025-09-30,-24721
MACQUARIE GROUP LTD,125268,2025-09-30,58399
BARCLAYS PLC,125042,2025-09-30,82341
PANAGORA ASSET MANAGEMENT INC,116577,2025-09-30,-2103
BNP Paribas Asset Management Holding S.A.,113311,2025-09-30,35263
VALUE HOLDINGS MANAGEMENT CO. LLC,112670,2025-09-30,0
BANK OF MONTREAL /CAN/,106601,2025-09-30,77643
HSBC HOLDINGS PLC,105197,2025-09-30,-1420
"Sumitomo Mitsui Trust Holdings, Inc.",101960,2025-09-30,7021
"Bridgewater Associates, LP",101653,2025-09-30,-106759
SEI INVESTMENTS CO,98682,2025-09-30,-6617
Fiera Capital Corp,96699,2025-09-30,-340
RHUMBLINE ADVISERS,96332,2025-09-30,-40322
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,96149,2025-09-30,2613
AXA Investment Managers S.A.,95313,2025-09-30,95313
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",90195,2025-09-30,51002
LPL Financial LLC,86240,2025-09-30,16806
AustralianSuper Pty Ltd,85930,2025-09-30,-17140
RAYMOND JAMES FINANCIAL INC,84203,2025-09-30,-22339
Robeco Institutional Asset Management B.V.,77079,2025-09-30,-33283
WORLDQUANT MILLENNIUM ADVISORS LLC,75725,2025-09-30,16304
Aware Super Pty Ltd as trustee of Aware Super,72744,2025-09-30,-6832
RENAISSANCE GROUP LLC,69206,2025-09-30,-21113
Pictet Asset Management Holding SA,69154,2025-09-30,2207
TEACHER RETIREMENT SYSTEM OF TEXAS,68912,2025-09-30,-12361
WELLINGTON MANAGEMENT GROUP LLP,68772,2025-09-30,8767
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,67405,2025-09-30,-3577
LAZARD ASSET MANAGEMENT LLC,63364,2025-09-30,23454
Korea Investment CORP,62136,2025-09-30,7499
ALLIANCEBERNSTEIN L.P.,61615,2025-09-30,-16097
PRINCIPAL FINANCIAL GROUP INC,61478,2025-09-30,-77919
KIRR MARBACH & CO LLC /IN/,60937,2025-09-30,458
"Gotham Asset Management, LLC",60803,2025-09-30,13130
