date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,DAY,USD,0001725057,2025-02-28,2025-02-28 16:03:36,2024,FY,18100000,209800000,-34100000,155500000,-106000000,-48000000,0,15700000,-73700000,37800000,281100000,-109600000,-173100000,-557300000,368100000,0,-471900000,1700000,0,-36100000,0,94000000,59600000,-36300000,-167500000,3253900000,3421400000,281100000,-109600000,171500000,https://www.sec.gov/Archives/edgar/data/1725057/000095017025029980/0000950170-25-029980-index.htm,https://www.sec.gov/Archives/edgar/data/1725057/000095017025029980/day-20241231.htm
2023-12-31,DAY,USD,0001725057,2024-02-28,2024-02-28 16:15:49,2023,FY,54800000,132500000,4100000,136700000,-124800000,-48300000,0,9300000,-85800000,16200000,219500000,-114400000,0,-534900000,447500000,-1000000,-202800000,-7900000,0,0,0,249900000,242000000,11500000,270200000,3421400000,3151200000,219500000,-114400000,105100000,https://www.sec.gov/Archives/edgar/data/1725057/000095017024022100/0000950170-24-022100-index.htm,https://www.sec.gov/Archives/edgar/data/1725057/000095017024022100/day-20231231.htm
2022-12-31,DAY,USD,0001725057,2023-11-13,2023-11-13 06:57:04,2022,FY,-73400000,89000000,-1700000,144800000,-42100000,-39500000,0,-200000,-2400000,16000000,132600000,-94500000,0,-652800000,404800000,0,-342500000,-8400000,0,0,0,773000000,764600000,-46800000,507900000,3151200000,2643300000,132600000,-94500000,38100000,https://www.sec.gov/Archives/edgar/data/1725057/000095017023062413/0000950170-23-062413-index.htm,https://www.sec.gov/Archives/edgar/data/1725057/000095017023062413/cday-20221231.htm
2021-12-31,DAY,USD,0001725057,2022-02-28,2022-02-25 21:46:54,2021,FY,-75400000,77500000,-38500000,113400000,-41000000,-34800000,0,9300000,-15500000,12800000,48800000,-63700000,-409500000,-763800000,488000000,37900000,-711100000,554000000,0,0,0,-62100000,491900000,-21300000,-191700000,2643300000,2835000000,48800000,-63700000,-14900000,https://www.sec.gov/Archives/edgar/data/1725057/000095017022002143/0000950170-22-002143-index.htm,https://www.sec.gov/Archives/edgar/data/1725057/000095017022002143/cday-20211231.htm
2020-12-31,DAY,USD,0001725057,2021-02-26,2021-02-26 17:23:44,2020,FY,-4000000,51800000,-7000000,65800000,-161100000,-12000000,0,-1400000,-147700000,24300000,-30200000,-18100000,-58300000,-212400000,369300000,-41700000,38800000,-10000000,0,0,0,575300000,565300000,-4000000,569900000,2228500000,1658600000,-30200000,-59800000,-90000000,https://www.sec.gov/Archives/edgar/data/1725057/000156459021009508/0001564590-21-009508-index.htm,https://www.sec.gov/Archives/edgar/data/1725057/000156459021009508/cday-10k_20201231.htm
2019-12-31,DAY,USD,0001725057,2020-02-28,2020-02-28 17:32:34,2019,FY,78700000,57100000,-69400000,36500000,-61500000,-16400000,0,3800000,-48900000,9200000,50600000,-16300000,-30200000,-408400000,374500000,-38900000,-119300000,-7200000,0,0,0,616900000,609700000,11300000,552300000,1658600000,1106300000,50600000,-55200000,-4600000,https://www.sec.gov/Archives/edgar/data/1725057/000156459020007850/0001564590-20-007850-index.htm,https://www.sec.gov/Archives/edgar/data/1725057/000156459020007850/cday-10k_20191231.htm
2018-12-31,DAY,USD,0001725057,2019-02-28,2019-02-28 16:54:06,2018,FY,-61100000,56600000,-16100000,23200000,-48500000,-3600000,0,-6400000,-38500000,55400000,9500000,-8000000,0,-855200000,844300000,-32200000,-51100000,-454000000,595000000,0,0,-1392600000,-1251600000,-12800000,-1305500000,1106300000,2411800000,9500000,-40200000,-30700000,https://www.sec.gov/Archives/edgar/data/1725057/000156459019005517/0001564590-19-005517-index.htm,https://www.sec.gov/Archives/edgar/data/1725057/000156459019005517/cday-10k_20181231.htm
2017-12-31,DAY,USD,0001725057,2017-12-31,2017-12-30 19:00:00,2017,FY,-10500000,57900000,-65000000,17200000,-43600000,5300000,0,-4300000,-56600000,4200000,-39800000,-17500000,-500000,-598500000,610200000,-33300000,-407400000,-25900000,78400000,-1800000,0,356100000,406800000,11000000,343600000,2411800000,2068200000,-39800000,-50800000,-90600000,,
2016-12-31,DAY,USD,0001725057,2016-12-31,2016-12-30 19:00:00,2016,FY,-92800000,53200000,-8300000,12500000,-49300000,-7200000,0,-4400000,-39100000,9200000,-75500000,-7400000,101600000,-699700000,677600000,690900000,763000000,-11800000,75000000,0,0,-693900000,-630700000,1300000,57600000,120800000,63200000,-75500000,-32900000,-108400000,,
2015-12-31,DAY,USD,0001725057,2015-12-31,2015-12-31 00:00:00,2015,FY,-104700000,56000000,-7900000,12800000,-40600000,-8500000,0,-3200000,-29900000,66100000,-18300000,-9200000,0,-610600000,557000000,386700000,323900000,-7000000,0,0,0,-361200000,-368200000,-10400000,-72900000,63200000,136100000,-18300000,-34500000,-52800000,,
