symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
FTNT,2024-12-31,94.48,764400000,72220512000,2875900000,994300000,70338912000
FTNT,2023-12-31,58.53,778600000,45571458000,1397900000,992300000,45165858000
FTNT,2022-12-31,48.89,791400000,38691546000,1682900000,990400000,37999046000
FTNT,2021-12-31,71.88,816000000,58654080000,1319100000,988400000,58323380000
FTNT,2020-12-31,29.71,821000000,24391910000,1061800000,0,23330110000
FTNT,2019-12-31,21.35,855000000,18254250000,1222500000,0,17031750000
FTNT,2018-12-31,14.09,845500000,11913095000,1112400000,0,10800695000
FTNT,2017-12-31,8.74,871575000,7617565500,811004000,0,6806561500
FTNT,2016-12-31,6.02,863000000,5195260000,709003000,0,4486257000
FTNT,2015-12-31,6.23,851925000,5307492750,543277000,0,4764215750
FTNT,2014-12-31,6.13,819155000,5021420150,283254000,0,4738166150
FTNT,2013-12-31,3.83,812175000,3110630250,115873000,0,2994757250
FTNT,2012-12-31,4.2,790370000,3319554000,122975000,0,3196579000
FTNT,2011-12-31,4.36,762905000,3326265800,71990000,0,3254275800
FTNT,2010-12-31,3.24,703630000,2279761200,66859000,0,2212902200
FTNT,2009-12-31,1.76,623370000,1097131200,212458000,0,884673200
FTNT,2008-12-31,1.66,623370000,1034794200,56571000,0,978223200
FTNT,2007-12-31,1.66,574930000,954383800,71411000,0,882972800
FTNT,2006-12-31,1.66,574930000,954383800,0,0,954383800
