symbol,date,calendarYear,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
MPWR,2024-12-31,2024,FY,45.4145147019486,36.764130949196485,16.22276178522192,13.216156711043437,17.7564558941542,64.72904792279677,63.99071997366201,64.72904792279677,0.3249655342702525,28756028300.000004,28080005300.000004,16.0944916885879,13.028874224094968,36.47344440075595,44.77095822460813,9.141181880285476,9.141181880285476,12.722579538761272,48.767958519455085,35.615993328344395,43.71844161222622,0.06213305889673226,0.022335907911177007,0.0050203972512903846,0.0043662085921389445,-1.1740831694998854,5.313062902497564,0,0.4412660211563217,0.00836774110421918,0.13467453965411094,0,0.14713787322731187,0.009920109966638993,0.1853325046612803,0.06620361560418649,4.010925061762284,0.09317203570295864,231.39449402727064,0.1621959078580925,0.4989088898600056,15.963651515463281,1270486000,3109885000,1093723000,1835511000,241263500,82742000,401656500,38.454406234425264,37.944485566247224,155.29644707623982,9.491760132113122,9.619316075922205,2.350343532462209,0.5679695921535193,3.006605074178481
MPWR,2023-12-31,2023,FY,38.24977945809704,8.9765595463138,13.40501995379122,12.195652173913043,23.28241965973535,43.05689981096408,42.91888258769166,43.05689981096408,0.11688720856962823,30031435800,29509157800,70.26968369624731,16.49107547642268,47.055506233812224,51.72171122994652,14.649916802402412,14.649916802402412,16.204278468945763,56.541352049419054,46.23716188795903,50.82221671101466,0.014230888021677605,0.019334240422830534,0.0027147149256636417,0.0022860283615400065,-1.0007166068855575,7.7413959623034865,0,1.4933360475836153,0.0061883155117079015,0.4348509736202951,0,0.14477351801576213,0.002699279849717769,0.0902175292574736,0.031617640598504616,1.433429595698068,0.08221036839839391,93.25402706177195,0.1850611019363915,0.17603475106084485,23.17606070153329,1584464000,2043368000,1435085000,1959987000,223596500,62209500,415496000,50.10764813252853,28.72627516866616,175.0743231164831,7.284317137268549,12.706137424949967,2.0848288515566766,0.20848132554188198,1.2093677798781768
MPWR,2022-12-31,2022,FY,38.396387527553664,9.366576069510133,5.279046375757057,4.019753033578017,15.79114858647035,35.70958974468723,35.568964410298115,35.70958974468723,0.03561110278853768,16523134470,16236191470,37.75232244694657,9.209460128149964,66.98368887681718,87.96809083697579,9.90238203597982,9.90238203597982,9.049527391274298,28.792729673221622,65.82044102742891,86.44042500971618,0.02648843660957024,0.011367758359712725,0.0009972420025865965,0.0008082044407531261,-0.508855309195441,5.355425208807897,0,0.5636047085488677,0.00834980797683964,0.31522464311173665,0,0.133863538570954,0.0031915332813634563,0.2385456108061652,0.03279718284110341,1.585466400819098,0.0897317278173261,86.75092649060738,0.24462069598734615,0.2132578153245556,15.390042159779142,1147219000,1662031000,1020336000,1510947000,161835500,72244000,353353500,40.11698588968134,30.087694944715366,218.9669070113037,9.098390417558344,12.131205154488212,1.666918553958282,0.26229861884379857,1.25929334217904
MPWR,2021-12-31,2021,FY,26.341802796013173,5.278467209003075,6.979346142941266,4.902226778041919,15.813875378944843,27.13103312904844,26.987721096595493,27.13103312904844,0,22619673830,22430408830,93.46084392805642,18.72802722806297,70.68427183525515,100.633859333013,18.183236799479094,18.183236799479094,18.571324699991223,77.04972873356326,70.09283719258774,99.79182829711885,0.010699667988979132,0.009937013313688441,0,0,-0.6501360282499072,4.95651790750141,0,1.3222297054412184,0.004834906145063543,0.4518744086305847,0,0.15783020008312648,0.00414358456954582,0.2976094497046967,0.07885258958865637,3.318512840168647,0.10223481078789665,56.76469894358915,0.17169148050354302,0.15325147189749083,13.256161261477395,897908000,1237414000,783012000,1267441000,103869000,60598000,208239500,38.22171008728281,58.01759968143294,181.27538820574378,9.549546557872182,6.291194430727354,2.01351106519619,0.19455459671941383,2.077119364899348
MPWR,2020-12-31,2020,FY,18.83256021409456,3.6658117752007136,5.972413024085638,4.731578947368421,13.271922390722569,21.556355932203388,21.409812667261374,21.556355932203388,0.06911239964317574,16421753200,16089908200,99.90420197718632,19.44663900375628,61.32027348461369,77.4012235817575,16.98942071432784,16.98942071432784,19.053668177705777,86.56445403288285,60.081135013424046,75.83712693953734,0.010009588988342609,0.01291969239922568,0.0032061262979949036,0.00256435505105127,-1.785341525350779,5.7290857255611725,0,1.6292197718631178,0.005406609082396878,0.5401429657794676,0,0.16294354208409714,0.005437359483852176,0.20776092874239646,0.06588769995215832,2.89997915146461,0.10130948828352589,42.16615617590132,0.14509148700624833,0.13676035010649626,10.987639384478145,695029000,960016000,600094000,983128000,71280500,32720000,142281000,35.12368376177687,36.807816685953426,151.46085316170758,10.391848488204674,9.916371924860488,2.40986362073576,0.17005711850045574,1.2408340767172168
MPWR,2019-12-31,2019,FY,14.546994092436002,2.5214641491949497,5.011073786632688,2.768817328854396,10.55014479323526,17.919402293524847,17.76717247770184,17.919402293524847,0.05460442488126955,7684233300,7513630300,70.60183665781568,12.237579727386088,35.52532003717008,64.29459904949965,9.934483142014582,9.934483142014582,11.965884721167154,62.66946610727899,34.73659773558388,62.86715000502025,0.014163937474412703,0.015553405959186585,0.003047223561747971,0.0024645144425565284,-1.422960473088504,6.6704606770170525,0,1.987366660847674,0.008757412401833245,0.6182893999393599,0,0.1716091673952615,0.006870735851522676,0.44746027563186824,0.15413881682568348,6.510190354476357,0.1253326453486983,31.88448580905461,0.11482441906945848,0.11459101035582078,8.855276265492876,556981000,766920000,472322000,794730000,61145500,24974500,131942000,35.632667166729576,35.34821162232418,165.26335601357974,10.243409461663948,10.32584063657365,2.2085960784313725,0.14071139806410157,2.2422564577782924
MPWR,2018-12-31,2018,FY,13.057306847226581,2.360163221380207,3.171404869736783,2.6663602529034574,8.458835926640061,14.351217434195776,14.201403524505627,14.351217434195776,0,5184982500,5012278500,49.25506801687123,8.903061049276936,36.655679351860364,43.59875972251419,8.100358072967522,8.100358072967522,8.606513422461546,39.24396536199998,35.43473358265406,42.14655034685726,0.020302479323700707,0.022936432283040493,0,0,-1.3521973676999084,7.220502492572011,0,1.3437226887563172,0.009156250768445217,0.45099175437929856,0.195409542190521,0.1604702755236254,0.00842164167817784,0.1592494927572092,0.03867908005398518,1.8297457558281212,0.10406743340281809,27.606201302061354,0.1414192962372729,0.13380108039402605,7.575383390879333,500371000,633411000,427471000,657054000,50807500,22745500,117832500,38.22527997087822,31.87148170680056,191.67299413970753,9.548654719548786,11.452244466002293,1.9042849601126233,0.1644573522909952,0.5050446168333259
MPWR,2017-12-31,2017,FY,11.388851269649335,1.576856106408706,3.236299879081016,1.645659008464329,7.233131801692866,12.624111245465539,12.442200725513906,12.624111245465539,0,4646086000,4563327000,71.25570909313988,9.86578868576792,34.718661495579916,68.2765988713849,8.90042853831462,8.90042853831462,9.690053065324072,48.152614806685804,34.10023090546327,67.06041323771456,0.01403396321118464,0.014646306590106167,0,0,-0.8732800101300017,6.932170692183039,0,2.0523748907258867,0.007302060271807281,0.5203134825084735,0.20652157756264744,0.17488623550471516,0.011546603177234679,0.49149983933762265,0.13966648900365022,4.085025774796597,0.11173021835563322,21.163509996486663,0.10374750273902049,0.10125868695888496,6.040108827085852,384375000,514485000,319730000,536533000,38050500,20120000,85375000,31.486190062620906,39.15777865560603,170.4126341431299,11.592383812524616,9.321264191469776,2.141859973207361,0.12490828667048526,1.5906408706166868
MPWR,2016-12-31,2016,FY,9.611855772084281,1.3037887031358195,2.665595014343654,1.7477989909981204,6.633297062023939,10.661687605104362,10.424943119992086,10.661687605104362,0,3312921480.0000005,3200218480.0000005,62.83993702579667,8.523848249778087,30.736101905627823,46.87609983869599,7.684524536319692,7.684524536319692,8.233873592939936,46.452686523834416,29.690483736292286,45.28141155163144,0.015913446883141943,0.021332832796266573,0,0,-1.6359374092782906,7.236900285330965,0,2.0444992412746585,0.009990879711402032,0.6278262518968134,0.21358239100510723,0.18947679878558657,0.018729237017878174,0.3443118772382313,0.09548582969909819,2.529099086820226,0.11575264044871547,17.685113139522485,0.10939761449139615,0.10511351741490929,6.196365862103076,330063000,421543000,302974000,424807000,33153500,15457000,67339000,33.316879574955294,35.776947219222464,146.72305278077755,10.955407728951151,10.202100189361335,2.4876799731352053,0.12228727303092439,0.9177960233455337
MPWR,2015-12-31,2015,FY,8.43848492525969,0.8911071700025336,1.7668102356219915,1.3608310108943502,5.952951608816823,9.336610083607804,9.042107930073474,9.336610083607804,0,2514633700,2423773700,71.49532867053338,7.549933496863995,36.05933377308707,46.816981307715224,6.823675769844457,6.823675769844457,7.277135531289501,43.39558662918733,34.75641992658024,45.12536677092642,0.013986927797873703,0.02135977100760242,0,0,-1.6267702719639052,7.668784511239979,0,1.9827135221198682,0.011916248477859817,0.8519561014443308,0.21710947046690304,0.19751881753521064,0.026952015488598026,0.22978088792015602,0.048110440241753163,1.1625915983457882,0.12478870617623482,13.682039477101707,0.08761749875047652,0.0838105041926698,5.749201925513048,288645000,356892000,269159000,365628000,28230000,13312500,52063500,33.78584489006716,32.19633350338134,150.8933079569386,10.803340901719105,11.336694594794988,2.418927684348748,0.09544226030891467,0.40597922472764125
