date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-28,TSCO,USD,0000916365,2025-02-20,2025-02-20 16:59:40,2024,FY,1101240000,447162000,-22602000,48367000,-90832000,0,-194323000,56374000,47117000,-62500000,1420835000,-784047000,0,0,0,140129000,-643918000,95213000,39357000,-584575000,-472492000,0,-922497000,0,-145580000,251491000,397071000,1420835000,-784047000,636788000,https://www.sec.gov/Archives/edgar/data/916365/000091636525000076/0000916365-25-000076-index.htm,https://www.sec.gov/Archives/edgar/data/916365/000091636525000076/tsco-20241228.htm
2023-12-31,TSCO,USD,0000916365,2024-02-23,2024-02-23 16:06:18,2023,FY,1107226000,393049000,6172000,57015000,-181416000,0,40872000,-218829000,-3459000,-48013000,1334033000,-753883000,14310000,0,0,86504000,-653069000,567192000,24397000,-618635000,-449620000,-9729000,-486395000,0,194569000,397071000,202502000,1334033000,-753883000,580150000,https://www.sec.gov/Archives/edgar/data/916365/000091636524000046/0000916365-24-000046-index.htm,https://www.sec.gov/Archives/edgar/data/916365/000091636524000046/tsco-20231230.htm
2022-12-31,TSCO,USD,0000916365,2023-02-23,2023-02-23 16:54:00,2022,FY,1088712000,343062000,51693000,53832000,-182478000,0,-349742000,162335000,4929000,2158000,1356979000,-773369000,-321401000,0,0,1044000,-1093726000,173942000,25535000,-728655000,-409603000,0,-938781000,0,-675528000,202502000,878030000,1356979000,-773369000,583610000,https://www.sec.gov/Archives/edgar/data/916365/000091636523000045/0000916365-23-000045-index.htm,https://www.sec.gov/Archives/edgar/data/916365/000091636523000045/tsco-20221231.htm
2021-12-31,TSCO,USD,0000916365,2022-02-17,2022-02-17 16:10:33,2021,FY,997114000,270158000,29149000,47649000,-209395000,0,-407922000,179534000,18993000,4045000,1138720000,-628431000,0,0,0,1091000,-627340000,-4580000,82249000,-813769000,-239006000,0,-975106000,0,-463726000,878030000,1341756000,1138720000,-628431000,510289000,https://www.sec.gov/Archives/edgar/data/916365/000091636522000049/0000916365-22-000049-index.htm,https://www.sec.gov/Archives/edgar/data/916365/000091636522000049/tsco-20211225.htm
2020-12-31,TSCO,USD,0000916365,2021-02-18,2021-02-18 17:24:32,2020,FY,748958000,217124000,-31739000,37273000,350005000,0,-180489000,333060000,197434000,72894000,1394515000,-294002000,0,0,0,1792000,-292210000,598330000,99340000,-350756000,-174656000,-17048000,155210000,0,1257515000,1341756000,84241000,1394515000,-294002000,1100513000,https://www.sec.gov/Archives/edgar/data/916365/000091636521000052/0000916365-21-000052-index.htm,https://www.sec.gov/Archives/edgar/data/916365/000091636521000052/tsco-20201226.htm
2019-12-31,TSCO,USD,0000916365,2020-02-20,2020-02-20 16:33:42,2019,FY,562354000,195978000,6760000,31136000,15785000,0,-13239000,23055000,5969000,-297000,811716000,-217450000,0,0,0,2489000,-214961000,-14958000,115981000,-537137000,-162699000,0,-598813000,0,-2058000,84241000,86299000,811716000,-217450000,594266000,https://www.sec.gov/Archives/edgar/data/916365/000091636520000050/0000916365-20-000050-index.htm,https://www.sec.gov/Archives/edgar/data/916365/000091636520000050/tsco-20191228.htm
2018-12-31,TSCO,USD,0000916365,2019-02-21,2019-02-21 17:15:43,2018,FY,532357000,177351000,11887000,28921000,-55555000,0,-136334000,43413000,37366000,-567000,694394000,-278530000,0,0,0,2216000,-276314000,-21996000,79643000,-351143000,-147087000,-346000,-440929000,0,-22849000,86299000,109148000,694394000,-278530000,415864000,https://www.sec.gov/Archives/edgar/data/916365/000091636519000035/0000916365-19-000035-index.htm,https://www.sec.gov/Archives/edgar/data/916365/000091636519000035/a2018q4form10-k.htm
2017-12-31,TSCO,USD,0000916365,2018-02-22,2018-02-22 17:02:48,2017,FY,422599000,165834000,26724000,29202000,-13369000,0,-83552000,57046000,13137000,460000,631450000,-250401000,1225000,0,0,11220000,-237956000,150054000,16330000,-370219000,-133828000,-599000,-338262000,0,55232000,109148000,53916000,631450000,-250401000,381049000,https://www.sec.gov/Archives/edgar/data/916365/000091636518000031/0000916365-18-000031-index.htm,https://www.sec.gov/Archives/edgar/data/916365/000091636518000031/a2017q4form10-k.htm
2016-12-31,TSCO,USD,0000916365,2017-02-23,2017-02-23 17:28:43,2016,FY,437120000,142958000,9976000,23554000,36524000,0,-67650000,82477000,21697000,579000,650711000,-226017000,-143610000,0,0,362000,-369265000,123850000,41010000,-332551000,-122272000,-1380000,-279672000,0,-9897000,53916000,63813000,639040000,-226017000,413023000,https://www.sec.gov/Archives/edgar/data/916365/000091636517000031/0000916365-17-000031-index.htm,https://www.sec.gov/Archives/edgar/data/916365/000091636517000031/a2016form10-k.htm
2015-12-31,TSCO,USD,0000916365,2016-02-23,2016-02-22 19:39:51,2015,FY,410395000,123569000,-5450000,19420000,-92037000,0,-168925000,56426000,20462000,315000,456212000,-236496000,0,0,0,584000,-235912000,149493000,41689000,-295702000,-103101000,0,-180589000,0,12679000,63813000,51134000,429180000,-236496000,192684000,https://www.sec.gov/Archives/edgar/data/916365/000091636516000140/0000916365-16-000140-index.htm,https://www.sec.gov/Archives/edgar/data/916365/000091636516000140/a2015form10-k.htm
