holder,shares,dateReported,change
FIRST TRUST ADVISORS LP,404070,2025-09-30,45233
"Clark Capital Management Group, Inc.",378919,2025-09-30,180434
"Grantham, Mayo, Van Otterloo & Co. LLC",349097,2025-09-30,-759
"Nuveen, LLC",346411,2025-09-30,3194
Man Group plc,329676,2025-09-30,18680
ALLIANCEBERNSTEIN L.P.,319842,2025-09-30,42371
ROYAL BANK OF CANADA,317491,2025-09-30,55576
SCHRODER INVESTMENT MANAGEMENT GROUP,315693,2025-09-30,9762
MILLENNIUM MANAGEMENT LLC,308430,2025-09-30,274800
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,289761,2025-09-30,189236
C Partners Holding GmbH,266648,2025-09-30,0
Swiss National Bank,248000,2025-09-30,-13600
FMR LLC,244018,2025-09-30,-320910
Universal- Beteiligungs- und Servicegesellschaft mbH,239115,2025-09-30,3533
ACADIAN ASSET MANAGEMENT LLC,236695,2025-09-30,-7662
"HighTower Advisors, LLC",235696,2025-09-30,-9174
HRT FINANCIAL LP,230609,2025-09-30,217786
"GW&K Investment Management, LLC",230190,2025-09-30,-11020
PANAGORA ASSET MANAGEMENT INC,213951,2025-09-30,209423
"Sumitomo Mitsui Trust Holdings, Inc.",203386,2025-09-30,1019
"Point72 Asset Management, L.P.",200670,2025-09-30,200670
FRANKLIN RESOURCES INC,200542,2025-09-30,63994
LOS ANGELES CAPITAL MANAGEMENT LLC,196942,2025-09-30,16192
RHUMBLINE ADVISERS,187893,2025-09-30,-2494
DekaBank Deutsche Girozentrale,185886,2025-09-30,0
LAZARD ASSET MANAGEMENT LLC,179818,2025-09-30,51875
BNP Paribas Asset Management Holding S.A.,179323,2025-09-30,14278
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",171903,2025-09-30,6220
BALYASNY ASSET MANAGEMENT L.P.,171559,2025-09-30,171559
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,157525,2025-09-30,5581
TEACHER RETIREMENT SYSTEM OF TEXAS,154081,2025-09-30,-9229
CITIGROUP INC,153390,2025-09-30,41774
"Connor, Clark & Lunn Investment Management Ltd.",151318,2025-09-30,10823
CIBC Asset Management Inc,150142,2025-09-30,-182
"BNP PARIBAS ARBITRAGE, SNC",150013,2025-09-30,-11523
Treasurer of the State of North Carolina,147748,2025-09-30,107554
Quantinno Capital Management LP,146401,2025-09-30,5575
"Susquehanna Portfolio Strategies, LLC",145999,2025-09-30,44621
Triodos Investment Management BV,145000,2025-09-30,-5000
PRICE T ROWE ASSOCIATES INC /MD/,144690,2025-09-30,6007
STIFEL FINANCIAL CORP,143921,2025-09-30,-16511
Andra AP-fonden,139400,2025-09-30,28319
RENAISSANCE TECHNOLOGIES LLC,137400,2025-09-30,-175700
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,133723,2025-09-30,-6367
Qube Research & Technologies Ltd,131353,2025-09-30,-150610
"Gotham Asset Management, LLC",131178,2025-09-30,21029
"VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.",127736,2025-09-30,-5295
"JANE STREET GROUP, LLC",122512,2025-09-30,122512
BAHL & GAYNOR INC,118882,2025-09-30,3107
Zurcher Kantonalbank (Zurich Cantonalbank),113504,2025-09-30,80080
PRINCIPAL FINANCIAL GROUP INC,112669,2025-09-30,-6872
"Russell Investments Group, Ltd.",110425,2025-09-30,-2839
Achmea Investment Management B.V.,109196,2025-09-30,4525
DANSKE BANK A/S,106547,2025-09-30,-3367
AMERIPRISE FINANCIAL INC,102951,2025-09-30,-3937
SEI INVESTMENTS CO,101954,2025-09-30,10850
Allianz Asset Management GmbH,99601,2025-09-30,-14645
"ASSETMARK, INC",97541,2025-09-30,18165
BANK OF MONTREAL /CAN/,96387,2025-09-30,5035
LPL Financial LLC,94562,2025-09-30,11718
STRS OHIO,92058,2025-09-30,79625
"STANSBERRY ASSET MANAGEMENT, LLC",90737,2025-09-30,37188
Walleye Capital LLC,90131,2025-09-30,32980
ODDO BHF ASSET MANAGEMENT SAS,88119,2025-09-30,0
abrdn plc,86016,2025-09-30,11018
"Foyston, Gordon, & Payne Inc",81590,2025-09-30,1645
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,78309,2025-09-30,-2450
Swedbank AB,76580,2025-09-30,0
SCHWARTZ INVESTMENT COUNSEL INC,76000,2025-09-30,0
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,75527,2025-09-30,-45
NS Partners Ltd,75428,2025-09-30,57
AVIVA PLC,75425,2025-09-30,-37572
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",75067,2025-09-30,35556
"Bridgewater Associates, LP",74883,2025-09-30,34502
Mitsubishi UFJ Trust & Banking Corp,74639,2025-09-30,-37250
TRUIST FINANCIAL CORP,74244,2025-09-30,10367
"Advisors Capital Management, LLC",71674,2025-09-30,604
SCHWERIN BOYLE CAPITAL MANAGEMENT INC,68738,2025-09-30,-966
"FEDERATED HERMES, INC.",68300,2025-09-30,64604
Janney Montgomery Scott LLC,67959,2025-09-30,-3128
"IEQ CAPITAL, LLC",67658,2025-09-30,-2765
AMERICAN CENTURY COMPANIES INC,65674,2025-09-30,-889
CITADEL ADVISORS LLC,65018,2025-09-30,65018
"NFJ INVESTMENT GROUP, LLC",63169,2025-09-30,-49655
Mediolanum International Funds Ltd,63092,2025-09-30,-3067
MEYER HANDELMAN CO,62980,2025-09-30,-1950
"NATIXIS ADVISORS, L.P.",62203,2025-09-30,-46119
"Jump Financial, LLC",61576,2025-09-30,13498
"FULLER & THALER ASSET MANAGEMENT, INC.",57699,2025-09-30,6739
NEW YORK STATE COMMON RETIREMENT FUND,56900,2025-09-30,500
"Brandywine Global Investment Management, LLC",55990,2025-09-30,10
"MOORE CAPITAL MANAGEMENT, LP",55832,2025-09-30,55832
GREAT WEST LIFE ASSURANCE CO /CAN/,53515,2025-09-30,-2630
BURNEY CO/,52422,2025-09-30,52422
Calamos Advisors LLC,52290,2025-09-30,0
Korea Investment CORP,48833,2025-09-30,-39793
Vontobel Holding Ltd.,47609,2025-09-30,46194
MIRABELLA FINANCIAL SERVICES LLP,47333,2025-09-30,47333
CLIFFORD SWAN INVESTMENT COUNSEL LLC,47309,2025-09-30,0
STATE OF WISCONSIN INVESTMENT BOARD,45131,2025-09-30,-1652
"Chevy Chase Trust Holdings, LLC",44213,2025-09-30,-1640
KLP KAPITALFORVALTNING AS,43800,2025-09-30,0
"MML INVESTORS SERVICES, LLC",43640,2025-09-30,1350
Aquatic Capital Management LLC,42854,2025-09-30,-8387
TUDOR INVESTMENT CORP ET AL,42756,2025-09-30,-13827
ROYAL LONDON ASSET MANAGEMENT LTD,42711,2025-09-30,-1153
Verition Fund Management LLC,42251,2025-09-30,15110
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",41378,2025-09-30,17635
"Ensign Peak Advisors, Inc",40495,2025-09-30,-8315
"ADVISOR GROUP HOLDINGS, INC.",40142,2025-09-30,25572
"Asset Management One Co., Ltd.",38854,2025-09-30,1124
Police & Firemen's Retirement System of New Jersey,38043,2025-09-30,5243
Quantbot Technologies LP,37963,2025-09-30,37963
"Vestmark Advisory Solutions, Inc.",37675,2025-09-30,-5503
"NewEdge Wealth, LLC",36309,2025-09-30,-818
PITTENGER & ANDERSON INC,34940,2025-09-30,0
JLB & ASSOCIATES INC,34242,2025-09-30,1412
HSBC HOLDINGS PLC,33513,2025-09-30,-16611
Cetera Investment Advisers,33459,2025-09-30,9629
NATIONAL BANK OF CANADA /FI/,33138,2025-09-30,-17864
"INSIGNEO ADVISORY SERVICES, LLC",32778,2025-09-30,19
"State of Tennessee, Treasury Department",32018,2025-09-30,4602
"Beck Bode, LLC",30786,2025-09-30,30786
"TRILLIUM ASSET MANAGEMENT, LLC",29626,2025-09-30,-385
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,28874,2025-09-30,160
MEEDER ASSET MANAGEMENT INC,28692,2025-09-30,0
"Lafayette Investments, Inc.",28650,2025-09-30,-837
DnB Asset Management AS,28639,2025-09-30,926
"ExodusPoint Capital Management, LP",28486,2025-09-30,28486
Cerity Partners LLC,28392,2025-09-30,-17811
"Old West Investment Management, LLC",28206,2025-09-30,3439
AZZAD ASSET MANAGEMENT INC /ADV,28074,2025-09-30,454
Neuberger Berman Group LLC,27986,2025-09-30,3559
"Bank Julius Baer & Co. Ltd, Zurich",27983,2025-09-30,-2344
"Empowered Funds, LLC",27911,2025-09-30,25778
State of New Jersey Common Pension Fund D,27811,2025-09-30,1051
NOMURA ASSET MANAGEMENT CO LTD,27246,2025-09-30,30
Lansforsakringar Fondforvaltning AB (publ),27147,2025-09-30,0
Illinois Municipal Retirement Fund,27114,2025-09-30,2700
"Fusion Capital, LLC",26580,2025-09-30,26580
"Atria Investments, Inc",25566,2025-09-30,-1131
Arizona State Retirement System,25378,2025-09-30,157
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",25219,2025-09-30,2829
Arrow Capital Pty Ltd,25000,2025-09-30,25000
VICTORY CAPITAL MANAGEMENT INC,24909,2025-09-30,11005
"BOOTHBAY FUND MANAGEMENT, LLC",24682,2025-09-30,24682
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,23932,2025-09-30,3100
TD ASSET MANAGEMENT INC,23814,2025-09-30,-461
"PNC FINANCIAL SERVICES GROUP, INC.",23771,2025-09-30,213
"GHP Investment Advisors, Inc.",23735,2025-09-30,9549
"Resona Asset Management Co.,Ltd.",23490,2025-09-30,-1005
STATE OF MICHIGAN RETIREMENT SYSTEM,23228,2025-09-30,-200
Handelsbanken Fonder AB,23000,2025-09-30,0
ProShare Advisors LLC,22991,2025-09-30,-672
"QRG CAPITAL MANAGEMENT, INC.",22931,2025-09-30,-5250
"CWM, LLC",22679,2025-09-30,53
"Graham Capital Management, L.P.",22500,2025-09-30,22500
Banque de Luxembourg S.A.,22229,2025-09-30,-713
"Douglass Winthrop Advisors, LLC",22212,2025-09-30,19
Sierra Legacy Group,21977,2025-09-30,0
LGT Group Foundation,21806,2025-09-30,-1279
Czech National Bank,21804,2025-09-30,771
Regency Capital Management Inc.\DE,21794,2025-09-30,4632
Zurich Insurance Group Ltd/FI,21583,2025-09-30,11383
"EXENCIAL WEALTH ADVISORS, LLC",21383,2025-09-30,787
"Brinker Capital Investments, LLC",21347,2025-09-30,-336
"MetLife Investment Management, LLC",21301,2025-09-30,-620
iSAM Funds (UK) Ltd,20982,2025-09-30,20982
"WILEY BROS.-AINTREE CAPITAL, LLC",20867,2025-09-30,1872
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,20615,2025-09-30,-489
CREDIT AGRICOLE S A,20604,2025-09-30,20604
VOYA INVESTMENT MANAGEMENT LLC,20367,2025-09-30,-5801
AGF MANAGEMENT LTD,19484,2025-09-30,19484
FORSTA AP-FONDEN,19300,2025-09-30,1600
LOUISBOURG INVESTMENTS INC.,18725,2025-09-30,-3220
"Cubist Systematic Strategies, LLC",18695,2025-09-30,18695
NBT BANK N A /NY,18476,2025-09-30,0
Retirement Systems of Alabama,18312,2025-09-30,-152
WELLINGTON MANAGEMENT GROUP LLP,17984,2025-09-30,17984
"CBOE Vest Financial, LLC",17850,2025-09-30,2582
CANADA PENSION PLAN INVESTMENT BOARD,17103,2025-09-30,2531
Creative Planning,17033,2025-09-30,1477
AMALGAMATED BANK,16949,2025-09-30,-411
"Lighthouse Investment Partners, LLC",16938,2025-09-30,13987
TD PRIVATE CLIENT WEALTH LLC,16933,2025-09-30,-4387
"PRINCIPAL SECURITIES, INC.",16781,2025-09-30,3389
"Mariner, LLC",16719,2025-09-30,-2516
Rockefeller Capital Management L.P.,16655,2025-09-30,-188
PARSONS CAPITAL MANAGEMENT INC/RI,16459,2025-09-30,-40
"Edgestream Partners, L.P.",16261,2025-09-30,16261
"Sone Capital Management, LLC",16080,2025-09-30,-8090
"FORVIS Wealth Advisors, LLC",16002,2025-09-30,16002
Genus Capital Management Inc.,15940,2025-09-30,15940
1832 Asset Management L.P.,15713,2025-09-30,6160
Mn Services Vermogensbeheer B.V.,15681,2025-09-30,0
"NISA INVESTMENT ADVISORS, LLC",15625,2025-09-30,-5321
"Savant Capital, LLC",15580,2025-09-30,13
GATEWAY INVESTMENT ADVISERS LLC,15549,2025-09-30,16
OCCUDO QUANTITATIVE STRATEGIES LP,15457,2025-09-30,15457
OPPENHEIMER & CO INC,15376,2025-09-30,17
THRIVENT FINANCIAL FOR LUTHERANS,15339,2025-09-30,-8412
OMERS ADMINISTRATION Corp,15019,2025-09-30,-1200
Greenwich Wealth Management LLC,14904,2025-09-30,40
"Horizon Investments, LLC",14748,2025-09-30,3854
PARK AVENUE SECURITIES LLC,14653,2025-09-30,4420
PRUDENTIAL FINANCIAL INC,14534,2025-09-30,-1886
MERCER GLOBAL ADVISORS INC /ADV,14518,2025-09-30,-1587
Utah Retirement Systems,14347,2025-09-30,0
"Pathstone Holdings, LLC",14232,2025-09-30,1036
Elo Mutual Pension Insurance Co,13954,2025-09-30,1519
"WEST MICHIGAN ADVISORS, LLC",13892,2025-09-30,13892
M&T BANK CORP,13782,2025-09-30,-1085
Daiwa Securities Group Inc.,13602,2025-09-30,616
Diversified Trust Co,13570,2025-09-30,25
"Toroso Investments, LLC",13469,2025-09-30,-209
Dakota Wealth Management,13400,2025-09-30,2721
"Mirae Asset Global Investments Co., Ltd.",13338,2025-09-30,1124
BANK OF NOVA SCOTIA,12884,2025-09-30,2746
Birch Hill Investment Advisors LLC,12500,2025-09-30,0
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,12368,2025-09-30,-1217
CAPTRUST FINANCIAL ADVISORS,12322,2025-09-30,-1379
"SRS Capital Advisors, Inc.",12317,2025-09-30,11821
"Sumitomo Mitsui DS Asset Management Company, Ltd",12179,2025-09-30,358
"XPONANCE, INC.",12167,2025-09-30,-409
COMMERCE BANK,12020,2025-09-30,-137
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,11927,2025-09-30,8
"IFG Advisory, LLC",11390,2025-09-30,5190
PICTON MAHONEY ASSET MANAGEMENT,11302,2025-09-30,7091
GABELLI FUNDS LLC,11200,2025-09-30,0
ING GROEP NV,11098,2025-09-30,11098
"Summit Trail Advisors, LLC",10997,2025-09-30,5981
INTECH INVESTMENT MANAGEMENT LLC,10819,2025-09-30,-10557
MACQUARIE GROUP LTD,10790,2025-09-30,-1073
Pallas Capital Advisors LLC,10392,2025-09-30,22
"YOUSIF CAPITAL MANAGEMENT, LLC",10257,2025-09-30,-740
Ethic Inc.,9898,2025-09-30,1344
"Waterloo Capital, L.P.",9769,2025-09-30,1333
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,9758,2025-09-30,2329
Centric Wealth Management,9755,2025-09-30,-672
Sterling Capital Management LLC,9448,2025-09-30,-2208
"COMMONWEALTH EQUITY SERVICES, LLC",9425,2025-09-30,-538
STONERIDGE INVESTMENT PARTNERS LLC,9375,2025-09-30,0
IQ EQ FUND MANAGEMENT (IRELAND) Ltd,9330,2025-09-30,-1822
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,9309,2025-09-30,-561
US BANCORP \DE\,9205,2025-09-30,32
"State of Alaska, Department of Revenue",9204,2025-09-30,-459
"SG Americas Securities, LLC",9098,2025-09-30,-866
"True North Advisors, LLC",8972,2025-09-30,507
Point72 Asia (Singapore) Pte. Ltd.,8956,2025-09-30,8956
"DIVERSIFY WEALTH MANAGEMENT, LLC",8760,2025-09-30,-91
AMICA MUTUAL INSURANCE CO,8736,2025-09-30,-2091
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,8266,2025-09-30,-48
Arkadios Wealth Advisors,8000,2025-09-30,695
PRUDENTIAL PLC,7907,2025-09-30,-43255
Federation des caisses Desjardins du Quebec,7866,2025-09-30,-2578
National Pension Service,7785,2025-09-30,6368
OSTRUM ASSET MANAGEMENT,7752,2025-09-30,345
"Rafferty Asset Management, LLC",7724,2025-09-30,-49
"Envestnet Portfolio Solutions, Inc.",7693,2025-09-30,-625
"BLVD Private Wealth, LLC",7596,2025-09-30,0
MOKAN Wealth Management Inc.,7579,2025-09-30,-2024
TRANSATLANTIQUE PRIVATE WEALTH LLC,7517,2025-09-30,265
PUBLIC SECTOR PENSION INVESTMENT BOARD,7423,2025-09-30,919
"Quartz Partners, LLC",7382,2025-09-30,2171
"Merit Financial Group, LLC",7375,2025-09-30,-49
"Heritage Family Offices, LLP",7367,2025-09-30,947
"Convergence Investment Partners, LLC",7326,2025-09-30,7326
"CI Private Wealth, LLC",7243,2025-09-30,-1000
Generali Asset Management SPA SGR,7159,2025-09-30,-5933
Investment Management Corp of Ontario,7096,2025-09-30,-45
"Vanguard Personalized Indexing Management, LLC",6984,2025-09-30,631
"Pacer Advisors, Inc.",6960,2025-09-30,1
"Caprock Group, LLC",6957,2025-09-30,6957
Fruth Investment Management,6882,2025-09-30,-241
Tredje AP-fonden,6873,2025-09-30,-8841
River Wealth Advisors LLC,6865,2025-09-30,-18
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,6818,2025-09-30,0
TOCQUEVILLE ASSET MANAGEMENT L.P.,6741,2025-09-30,800
AMERICAN NATIONAL BANK,6731,2025-09-30,-360
Walleye Trading LLC,6712,2025-09-30,6529
Vestcor Inc,6594,2025-09-30,-1719
"Baird Financial Group, Inc.",6584,2025-09-30,-1558
Engineers Gate Manager LP,6569,2025-09-30,6569
MIZUHO SECURITIES USA LLC,6253,2025-09-30,311
United Super Pty Ltd in its capacity as Trustee for the Construction & Building Unions Superannuation Fund,6200,2025-09-30,900
Avanza Fonder AB,6079,2025-09-30,0
"New Age Alpha Advisors, LLC",5986,2025-09-30,-153
JANUS HENDERSON GROUP PLC,5977,2025-09-30,0
GROUPAMA ASSET MANAGMENT,5950,2025-09-30,5950
"Dynasty Wealth Management, LLC",5926,2025-09-30,2356
VALLEY NATIONAL ADVISERS INC,5913,2025-09-30,-87
Morningstar Investment Management LLC,5881,2025-09-30,5881
"MISSION WEALTH MANAGEMENT, LP",5865,2025-09-30,-258
State of Wyoming,5841,2025-09-30,-721
Polymer Capital Management (US) LLC,5600,2025-09-30,5600
"Bragg Financial Advisors, Inc",5561,2025-09-30,-69
W.H. Cornerstone Investments Inc.,5464,2025-09-30,5464
"Herold Advisors, Inc.",5433,2025-09-30,305
"AIGEN INVESTMENT MANAGEMENT, LP",5387,2025-09-30,5387
MARTINGALE ASSET MANAGEMENT L P,5312,2025-09-30,-1329
"LVW Advisors, LLC",5253,2025-09-30,-778
HANCOCK WHITNEY CORP,5095,2025-09-30,5095
"Cito Capital Group, LLC",5070,2025-09-30,170
HARTFORD INVESTMENT MANAGEMENT CO,5051,2025-09-30,-128
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,5038,2025-09-30,1084
Oak Thistle LLC,5030,2025-09-30,5030
"RMB Capital Management, LLC",4936,2025-09-30,-12
OPPENHEIMER ASSET MANAGEMENT INC.,4893,2025-09-30,-262
Gulf International Bank (UK) Ltd,4854,2025-09-30,0
USA Financial Portformulas Corp,4759,2025-09-30,4759
"Colony Group, LLC",4728,2025-09-30,-2602
Impact Capital Partners LLC,4703,2025-09-30,-140
"Resources Investment Advisors, LLC.",4702,2025-09-30,-42
"Financial & Tax Architects, LLC",4664,2025-09-30,4664
"Dai-Ichi Life Insurance Company, Ltd",4640,2025-09-30,-283
Larson Financial Group LLC,4620,2025-09-30,-214
DAVENPORT & Co LLC,4582,2025-09-30,-918
Louisiana State Employees Retirement System,4500,2025-09-30,0
"Nilsine Partners, LLC",4495,2025-09-30,3
"Cambridge Investment Research Advisors, Inc.",4479,2025-09-30,-14
"Kestra Advisory Services, LLC",4454,2025-09-30,-190
Raiffeisen Bank International AG,4449,2025-09-30,2313
Catalyst Funds Management Pty Ltd,4400,2025-09-30,4400
"Patriot Financial Group Insurance Agency, LLC",4380,2025-09-30,349
BRIDGES INVESTMENT MANAGEMENT INC,4364,2025-09-30,0
BOSTON FAMILY OFFICE LLC,4346,2025-09-30,0
Tower Research Capital LLC (TRC),4322,2025-09-30,2998
Verdence Capital Advisors LLC,4279,2025-09-30,107
ROVIN CAPITAL /UT/ /ADV,4207,2025-09-30,66
WEATHERLY ASSET MANAGEMENT L. P.,4197,2025-09-30,0
"Cresset Asset Management, LLC",4188,2025-09-30,1855
"DMC Group, LLC",4171,2025-09-30,105
Maryland State Retirement & Pension System,4088,2025-09-30,0
"LEAVELL INVESTMENT MANAGEMENT, INC.",4069,2025-09-30,0
"SECURIAN ASSET MANAGEMENT, INC",4022,2025-09-30,-439
Assenagon Asset Management S.A.,3993,2025-09-30,-567
"Norinchukin Bank, The",3972,2025-09-30,-116
"Knollwood Investment Advisory, LLC",3912,2025-09-30,-73
REGIONS FINANCIAL CORP,3895,2025-09-30,608
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,3882,2025-09-30,-200
WESBANCO BANK INC,3881,2025-09-30,-47
ASR Vermogensbeheer N.V.,3795,2025-09-30,-13
NORDEN GROUP LLC,3657,2025-09-30,562
PEAPACK GLADSTONE FINANCIAL CORP,3589,2025-09-30,0
CANANDAIGUA NATIONAL BANK & TRUST CO,3556,2025-09-30,0
"Allspring Global Investments Holdings, LLC",3539,2025-09-30,-93
AUXIER ASSET MANAGEMENT,3533,2025-09-30,-33
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC",3501,2025-09-30,3
"Sequoia Financial Advisors, LLC",3471,2025-09-30,-9
TOKIO MARINE ASSET MANAGEMENT CO LTD,3433,2025-09-30,128
"WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC",3428,2025-09-30,-114
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,3398,2025-09-30,-34
"GAMCO INVESTORS, INC. ET AL",3282,2025-09-30,-166
AMG National Trust Bank,3268,2025-09-30,0
"Venturi Wealth Management, LLC",3140,2025-09-30,-31
Jain Global LLC,3104,2025-09-30,3104
GUYASUTA INVESTMENT ADVISORS INC,3095,2025-09-30,0
ALLSTATE CORP,3092,2025-09-30,3092
Wealthfront Advisers LLC,3028,2025-09-30,264
EVERPAR ADVISORS LLC,3017,2025-09-30,9
Minot DeBlois Advisors LLC,3002,2025-09-30,-310
Buckingham Strategic Partners,2997,2025-09-30,-349
"EverSource Wealth Advisors, LLC",2985,2025-09-30,-641
"Pensionmark Financial Group, LLC",2978,2025-09-30,509
"Lido Advisors, LLC",2952,2025-09-30,174
"Martin Investment Management, LLC",2941,2025-09-30,20
"Metis Global Partners, LLC",2900,2025-09-30,-204
BENJAMIN EDWARDS INC,2882,2025-09-30,380
"HB Wealth Management, LLC",2866,2025-09-30,290
BROWN BROTHERS HARRIMAN & CO,2848,2025-09-30,83
Texas Yale Capital Corp.,2821,2025-09-30,0
MACKENZIE FINANCIAL CORP,2821,2025-09-30,-6112
"Catalytic Wealth RIA, LLC",2811,2025-09-30,106
LECAP ASSET MANAGEMENT LTD,2762,2025-09-30,2762
"SAGESPRING WEALTH PARTNERS, LLC",2736,2025-09-30,-198
AE Wealth Management LLC,2735,2025-09-30,157
"NorthCrest Asset Manangement, LLC",2693,2025-09-30,568
"Parallel Advisors, LLC",2691,2025-09-30,9
Gibbs Wealth Management,2663,2025-09-30,-576
HighPoint Advisor Group LLC,2649,2025-09-30,301
HM PAYSON & CO,2644,2025-09-30,63
LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA,2640,2025-09-30,2640
"Callan Family Office, LLC",2638,2025-09-30,-73
Breakwater Capital Group,2615,2025-09-30,0
"Advyzon Investment Management, LLC",2613,2025-09-30,2613
JOHNSON INVESTMENT COUNSEL INC,2611,2025-09-30,2611
OSSIAM,2585,2025-09-30,-2469
US Asset Management LLC,2519,2025-09-30,0
"AXXCESS WEALTH MANAGEMENT, LLC",2513,2025-09-30,-56
"Thrive Wealth Management, LLC",2507,2025-09-30,54
"Portside Wealth Group, LLC",2490,2025-09-30,-45
PITCAIRN CO,2484,2025-09-30,121
FIFTH THIRD BANCORP,2482,2025-09-30,102
GAMMA Investing LLC,2481,2025-09-30,544
FRG Family Wealth Advisors LLC,2441,2025-09-30,-265
"J.W. COLE ADVISORS, INC.",2429,2025-09-30,91
"CHOREO, LLC",2421,2025-09-30,-692
Baader Bank Aktiengesellschaft,2415,2025-09-30,2415
Keystone Financial Services,2405,2025-09-30,-14
Versor Investments LP,2398,2025-09-30,2398
Tranquilli Financial Advisor LLC,2391,2025-09-30,239
Wahed Invest LLC,2355,2025-09-30,15
"Private Advisor Group, LLC",2350,2025-09-30,2350
Alhambra Investment Partners LLC,2333,2025-09-30,0
MUFG SECURITIES AMERICAS INC.,2315,2025-09-30,408
"Diversify Advisory Services, LLC",2308,2025-09-30,60
Chicago Partners Investment Group LLC,2300,2025-09-30,53
Squarepoint Ops LLC,2290,2025-09-30,-23
"Atomi Financial Group, Inc.",2256,2025-09-30,377
NOMURA HOLDINGS INC,2250,2025-09-30,2250
Riverwater Partners LLC,2242,2025-09-30,0
COLDSTREAM CAPITAL MANAGEMENT INC,2241,2025-09-30,529
"Advisory Alpha, LLC",2227,2025-09-30,2227
BESSEMER GROUP INC,2215,2025-09-30,377
