symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
UDR,2024-12-31,43.41,329290000,14294478899,1326000,6009240000,20302392899
UDR,2023-12-31,38.29,328765000,12588411850,2922000,5984545000,18570034850
UDR,2022-12-31,38.73,321671000,12458317829,1193000,5676541000,18133665829
UDR,2021-12-31,59.99,300326000,18016556740,967000,5605275000,23620864740
UDR,2020-12-31,38.43,294545000,11319364350,1409000,5172140000,16490095350
UDR,2019-12-31,46.7,285247000,13321034900,8106000,4906082000,18219010900
UDR,2018-12-31,39.62,268179000,10625251980,185216000,3547787000,13987822980
UDR,2017-12-31,38.52,267024000,10285764480,2038000,3671663000,13955389480
UDR,2016-12-31,36.48,265386000,9681281280,2112000,3401478000,13080647280
UDR,2015-12-31,37.57,258669000,9718194330,6742000,3570795000,13282247330
UDR,2014-12-31,30.82,251528000,7752092960,15224000,3565299000,11302167960
UDR,2013-12-31,23.35,249969000,5836776150,30249000,3523703000,9330230150
UDR,2012-12-31,23.78,237526764,5648386447,12115000,3409333000,9045604447
UDR,2011-12-31,25.1,201294000,5052479400,12503000,3918370000,8958346400
UDR,2010-12-31,23.52,165857000,3900956640,9486000,3567504000,7458974640
UDR,2009-12-31,16.44,149090000,2451039600,5985000,3426589000,5871643600
UDR,2008-12-31,13.79,140982000,1944141779,12740000,3261133000,5192534779
UDR,2007-12-31,19.85,145092000,2880076200,3219000,3502676000,6379533200
UDR,2006-12-31,31.79,133732000,4251340280,2143000,3338785000,7587982280
UDR,2005-12-31,23.44,136143000,3191191920,15543000,3159777000,6335425920
UDR,2004-12-31,24.8,128097000,3176805600,7904000,2879982000,6048883600
UDR,2003-12-31,19.2,114672000,2201702400,4824000,2132037000,4328915400
UDR,2002-12-31,16.36,106078000,1735436080,14925000,2057640000,3778151080
UDR,2001-12-31,14.4,100339000,1444881600,31471000,2064197000,3477607600
UDR,2000-12-31,10.81,103072000,1114208320,55248000,1992330000,3051290320
UDR,1999-12-31,9.88,103604000,1023607520,64647000,2127305000,3086265520
UDR,1998-12-31,10.31,99966000,1030649460,76886000,2117749000,3071512460
UDR,1997-12-31,13.94,87145000,1214801300,17580000,1156226000,2353447300
UDR,1996-12-31,15.5,57482000,890971000,13452000,1044835000,1922354000
UDR,1995-12-31,15,52781000,791715000,2904000,530339000,1319150000
UDR,1994-12-31,14.38,46182000,664097160,7261000,526664000,1183500160
UDR,1993-12-31,14.25,38620690,550344832,0,229400000,779744832
UDR,1992-12-31,12.63,35555556,449066672,0,181100000,630166672
UDR,1991-12-31,10.31,24000000,247440000,0,168400000,415840000
UDR,1990-12-31,7.44,23333333,173599997,0,132700000,306299997
UDR,1989-12-31,9,19642857,176785713,0,96700000,273485713
UDR,1988-12-31,9.06,14615385,132415388,0,73400000,205815388
UDR,1987-12-31,8.56,11111111,95111110,0,72000000,167111110
UDR,1986-12-31,8.44,8461538,71415380,0,84800000,156215380
UDR,1985-12-31,6.69,8571429,57342860,0,23000000,80342860
