date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,CPT,USD,0000906345,2025-02-20,2025-02-20 15:21:20,2024,FY,170840000,582014000,0,15166000,8754000,0,0,-3336000,12090000,-1897000,774877000,-393735000,0,0,0,108505000,-285230000,-226048000,0,-49997000,-450965000,1525000,-725485000,0,-235838000,32209000,268047000,774877000,-393735000,381142000,https://www.sec.gov/Archives/edgar/data/906345/000090634525000008/0000906345-25-000008-index.htm,https://www.sec.gov/Archives/edgar/data/906345/000090634525000008/cpt-20241231.htm
2023-12-31,CPT,USD,0000906345,2024-02-22,2024-02-22 12:40:20,2023,FY,410553000,574813000,0,14512000,17975000,0,0,13639000,4336000,-222903000,794950000,-5597000,0,0,0,-121530000,-127127000,18486000,0,0,-434875000,-825000,-417214000,0,250609000,268047000,17438000,794950000,-410934000,384016000,https://www.sec.gov/Archives/edgar/data/906345/000090634524000007/0000906345-24-000007-index.htm,https://www.sec.gov/Archives/edgar/data/906345/000090634524000007/cpt-20231231.htm
2022-12-31,CPT,USD,0000906345,2023-02-23,2023-02-23 13:39:20,2022,FY,661508000,577020000,0,12822000,3913000,0,0,-2990000,6903000,-510551000,744712000,-449431000,-1066051000,-70536000,70536000,59298000,-1456184000,-8000000,516758000,0,-396822000,-2006000,109930000,0,-601542000,17438000,618980000,744712000,-449431000,295281000,https://www.sec.gov/Archives/edgar/data/906345/000090634523000008/0000906345-23-000008-index.htm,https://www.sec.gov/Archives/edgar/data/906345/000090634523000008/cpt-20221231.htm
2021-12-31,CPT,USD,0000906345,2022-02-17,2022-02-17 13:55:07,2021,FY,312376000,420692000,0,15397000,3518000,0,0,14786000,-11268000,-174516000,577467000,-428714000,375242000,-629959000,254717000,-375677000,-804391000,0,759209000,0,-343039000,5201000,421371000,0,194447000,618980000,424533000,577467000,-428714000,148753000,https://www.sec.gov/Archives/edgar/data/906345/000090634522000009/0000906345-22-000009-index.htm,https://www.sec.gov/Archives/edgar/data/906345/000090634522000009/cpt-20211231.htm
2020-12-31,CPT,USD,0000906345,2021-02-18,2021-02-18 13:08:12,2020,FY,128579000,367162000,0,13942000,9505000,0,0,-62000,9567000,131000,519319000,-427247000,0,0,2202000,-4557000,-429602000,638823000,0,0,-333360000,1854000,307317000,0,397034000,424533000,27499000,519319000,-427247000,92072000,https://www.sec.gov/Archives/edgar/data/906345/000090634521000010/0000906345-21-000010-index.htm,https://www.sec.gov/Archives/edgar/data/906345/000090634521000010/cpt-20201231.htm
2019-12-31,CPT,USD,0000906345,2020-02-20,2020-02-20 13:04:30,2019,FY,224270000,336274000,0,15235000,38094000,0,0,19713000,18381000,-58276000,555597000,-407558000,367339000,-436305000,68966000,-384887000,-792445000,187249000,353213000,0,-317253000,-2465000,220744000,0,-16104000,27499000,43603000,555597000,-407558000,148039000,https://www.sec.gov/Archives/edgar/data/906345/000090634520000008/0000906345-20-000008-index.htm,https://www.sec.gov/Archives/edgar/data/906345/000090634520000008/cpt1231201910k.htm
2018-12-31,CPT,USD,0000906345,2019-02-15,2019-02-15 13:14:43,2018,FY,160694000,300946000,-4566000,16749000,9553000,0,0,-4133000,13686000,20371000,503747000,-359230000,0,-290005000,20771000,-281691000,-640921000,114107000,0,-14668000,-298005000,1538000,-197028000,0,-334202000,43603000,377805000,503747000,-359230000,144517000,https://www.sec.gov/Archives/edgar/data/906345/000090634519000006/0000906345-19-000006-index.htm,https://www.sec.gov/Archives/edgar/data/906345/000090634519000006/cpt1231201810k.htm
2017-12-31,CPT,USD,0000906345,2018-02-16,2018-02-16 12:49:21,2017,FY,200860000,263974000,-4438000,17547000,-4846000,0,0,-2300000,-2546000,-38441000,434656000,-299086000,0,-58267000,100000000,9332000,-189754000,-278999000,445038000,0,-280761000,1799000,-112923000,0,131979000,377805000,245826000,434656000,-299086000,135570000,https://www.sec.gov/Archives/edgar/data/906345/000090634518000007/0000906345-18-000007-index.htm,https://www.sec.gov/Archives/edgar/data/906345/000090634518000007/cpt1231201710k.htm
2016-12-31,CPT,USD,0000906345,2017-02-13,2017-02-13 14:41:20,2016,FY,455384000,250146000,364439000,20123000,281000,0,0,-2309000,2590000,-647310000,443063000,-342952000,622982000,-100000000,515754000,1133364000,690412000,-247077000,0,0,-663363000,6203000,-904237000,0,229238000,245826000,16588000,443063000,-342952000,100111000,https://www.sec.gov/Archives/edgar/data/906345/000090634517000009/0000906345-17-000009-index.htm,https://www.sec.gov/Archives/edgar/data/906345/000090634517000009/cpt12312016-10k.htm
2015-12-31,CPT,USD,0000906345,2016-02-19,2016-02-19 12:36:17,2015,FY,258262000,257082000,-8947000,17674000,-5711000,877000,6167000,-15528000,2773000,-95122000,423238000,-425574000,0,0,0,132266000,-293308000,-9043000,0,0,-253129000,-11059000,-273231000,0,-143301000,10617000,153918000,423238000,-425574000,-2336000,https://www.sec.gov/Archives/edgar/data/906345/000090634516000044/0000906345-16-000044-index.htm,https://www.sec.gov/Archives/edgar/data/906345/000090634516000044/cpt12312015-10k.htm
