holder,shares,dateReported,change
VANGUARD GROUP INC,6071120,2025-09-30,-129817
"BlackRock, Inc.",3842364,2025-09-30,-12011
STATE STREET CORP,2864337,2025-09-30,-93773
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,2462878,2025-09-30,-61354
"GEODE CAPITAL MANAGEMENT, LLC",1517672,2025-09-30,19285
MORGAN STANLEY,1489667,2025-09-30,-6560
LAZARD ASSET MANAGEMENT LLC,1299434,2025-09-30,-258289
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,1066908,2025-09-30,-1306
Invesco Ltd.,970923,2025-09-30,-15276
FMR LLC,890453,2025-09-30,-23674
ProShare Advisors LLC,773547,2025-09-30,-92849
GOLDMAN SACHS GROUP INC,754263,2025-09-30,-233161
VAN ECK ASSOCIATES CORP,743386,2025-09-30,-18628
JPMORGAN CHASE & CO,718616,2025-09-30,376395
"Champlain Investment Partners, LLC",630814,2025-09-30,-185301
MILLENNIUM MANAGEMENT LLC,592385,2025-09-30,226514
Bank of New York Mellon Corp,528924,2025-09-30,-13284
NORTHERN TRUST CORP,492080,2025-09-30,5859
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,477487,2025-09-30,242
WELLS FARGO & COMPANY/MN,447105,2025-09-30,-8497
DIMENSIONAL FUND ADVISORS LP,434252,2025-09-30,-10420
RAYMOND JAMES FINANCIAL INC,411857,2025-09-30,45641
UBS Group AG,403690,2025-09-30,-105222
"GW&K Investment Management, LLC",361428,2025-09-30,-14808
Boston Trust Walden Corp,355833,2025-09-30,220
JOHNSON INVESTMENT COUNSEL INC,337659,2025-09-30,-707
CONFLUENCE INVESTMENT MANAGEMENT LLC,330517,2025-09-30,-5573
AMERICAN CENTURY COMPANIES INC,325201,2025-09-30,5007
ENVESTNET ASSET MANAGEMENT INC,260977,2025-09-30,-4673
"CBOE Vest Financial, LLC",250202,2025-09-30,-38939
PRINCIPAL FINANCIAL GROUP INC,246979,2025-09-30,-19952
