date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,dividend,paymentDate,declarationDate,adjDividend
2024-05-16,40.98,42.13,40.49,40.51,39.66,6355211,6355211,-0.47,-1.15,41.0275,"May 16, 24",-0.0115,,,,,
2024-05-15,40.92,40.96,40.16,40.93,40.07,3742937,3742937,0.01,0.02443793,40.7425,"May 15, 24",0.0002443793,,,,,
2024-05-14,40,40.74,39.81,40.71,39.85,4554079,4554079,0.71,1.78,40.315,"May 14, 24",0.0178,,,,,
2024-05-13,39.17,39.82,38.78,39.79,38.95,6086552,6086552,0.62,1.58,39.39,"May 13, 24",0.0158,,,,,
2024-05-10,40.13,40.22,38.74,38.93,38.11,5645034,5645034,-1.2,-2.99,39.505,"May 10, 24",-0.0299,,,,,
2024-05-09,40.18,40.33,39.76,40.02,39.18,3978545,3978545,-0.16,-0.39821,40.0725,"May 09, 24",-0.0039821,,,,,
2024-05-08,40.15,40.41,39.78,39.91,39.07,4432029,4432029,-0.24,-0.59776,40.0625,"May 08, 24",-0.0059776,,,,,
2024-05-07,40.82,41.37,40.49,40.51,39.66,5961244,5961244,-0.31,-0.75943,40.7975,"May 07, 24",-0.0075943,2024-05-08,0.1575,2024-06-01,2024-04-17,0.1575
2024-05-06,40.83,41.47,40.56,41.04,40.02,6081006,6081006,0.21,0.51433,40.975,"May 06, 24",0.0051433,,,,,
2024-05-03,39.93,40.41,39.66,40.27,39.27,5993122,5993122,0.34,0.85149,40.0675,"May 03, 24",0.0085149,,,,,
2024-05-02,39.04,39.67,38.81,39.48,38.5,5026300,5026300,0.44,1.13,39.25,"May 02, 24",0.0113,,,,,
2024-05-01,39.8,39.81,38.3,38.66,37.7,8342501,8342501,-1.14,-2.86,39.1425,"May 01, 24",-0.0286,,,,,
2024-04-30,41.4,41.47,40.06,40.09,39.09,7630648,7630648,-1.31,-3.16,40.755,"April 30, 24",-0.0316,,,,,
2024-04-29,40.52,41.25,40.52,41.05,40.03,5849486,5849486,0.53,1.31,40.835,"April 29, 24",0.0131,,,,,
2024-04-26,40.2,40.73,39.55,40.61,39.6,7059900,7059900,0.41,1.02,40.2725,"April 26, 24",0.0102,,,,,
2024-04-25,39.4,41.04,39.21,40.41,39.41,9380100,9380100,1.01,2.56,40.015,"April 25, 24",0.0256,,,,,
2024-04-24,38.58,39.85,37.88,39.43,38.45,11735100,11735100,0.85,2.2,38.935,"April 24, 24",0.022,,,,,
2024-04-23,37.8,38.53,37.55,37.98,37.04,7640337,7640337,0.18,0.47619,37.965,"April 23, 24",0.0047619,,,,,
2024-04-22,36.49,38.15,36.45,37.97,37.03,10531573,10531573,1.48,4.06,37.265,"April 22, 24",0.0406,,,,,
2024-04-19,36,36.7,35.91,36.65,35.74,4957500,4957500,0.65,1.81,36.315,"April 19, 24",0.0181,,,,,
2024-04-18,36.2,36.78,36.12,36.22,35.32,6788452,6788452,0.02,0.05524862,36.33,"April 18, 24",0.0005524862,,,,,
2024-04-17,35.95,36.77,35.91,36.04,35.14,5246753,5246753,0.09,0.25035,36.1675,"April 17, 24",0.0025035,,,,,
2024-04-16,36.28,36.52,35.24,36.2,35.3,4914900,4914900,-0.08,-0.22051,36.06,"April 16, 24",-0.0022051,,,,,
2024-04-15,37.3,37.64,36.43,36.52,35.61,5711000,5711000,-0.78,-2.09,36.9725,"April 15, 24",-0.0209,,,,,
2024-04-12,37.73,38.41,37.13,37.25,36.32,5580607,5580607,-0.48,-1.27,37.63,"April 12, 24",-0.0127,,,,,
2024-04-11,37.95,37.98,36.94,37.49,36.56,6009203,6009203,-0.46,-1.21,37.59,"April 11, 24",-0.0121,,,,,
2024-04-10,37.97,38.24,37.55,37.71,36.77,6232579,6232579,-0.26,-0.68475,37.8675,"April 10, 24",-0.0068475,,,,,
2024-04-09,36.94,37.95,36.94,37.95,37.01,6560867,6560867,1.01,2.73,37.445,"April 09, 24",0.0273,,,,,
2024-04-08,36.64,37.03,36.45,36.84,35.92,4993821,4993821,0.2,0.54585,36.74,"April 08, 24",0.0054585,,,,,
2024-04-05,36.54,36.72,36.09,36.48,35.57,3684323,3684323,-0.06,-0.1642,36.4575,"April 05, 24",-0.001642,,,,,
2024-04-04,37.76,37.84,36.66,36.76,35.85,5667000,5667000,-1,-2.65,37.255,"April 04, 24",-0.0265,,,,,
2024-04-03,36.98,37.26,36.68,37.19,36.27,5626853,5626853,0.21,0.56787,37.0275,"April 03, 24",0.0056787,,,,,
2024-04-02,37,37.08,36.53,36.87,35.95,4541346,4541346,-0.13,-0.35135,36.87,"April 02, 24",-0.0035135,,,,,
2024-04-01,37.33,37.5,36.6,37.11,36.19,6531933,6531933,-0.22,-0.58934,37.135,"April 01, 24",-0.0058934,,,,,
2024-03-28,36.3,37.4,36.12,37.07,36.15,9857438,9857438,0.77,2.12,36.7225,"March 28, 24",0.0212,,,,,
2024-03-27,34.69,36.07,34.62,36.07,35.17,7136418,7136418,1.38,3.98,35.3625,"March 27, 24",0.0398,,,,,
2024-03-26,35.04,35.29,34.75,34.95,34.08,6988749,6988749,-0.09,-0.25685,35.0075,"March 26, 24",-0.0025685,,,,,
2024-03-25,34.48,34.98,34.43,34.82,33.95,6541900,6541900,0.34,0.98608,34.6775,"March 25, 24",0.0098608,,,,,
2024-03-22,34.3,34.4,34.14,34.36,33.51,4897500,4897500,0.06,0.17493,34.3,"March 22, 24",0.0017493,,,,,
2024-03-21,33.95,34.41,33.78,34.36,33.51,5585000,5585000,0.41,1.21,34.125,"March 21, 24",0.0121,,,,,
2024-03-20,33.23,34,33.17,33.82,32.98,7017321,7017321,0.59,1.78,33.555,"March 20, 24",0.0178,,,,,
2024-03-19,33.28,33.81,33.2,33.56,32.73,7376470,7376470,0.28,0.84135,33.4625,"March 19, 24",0.0084135,,,,,
2024-03-18,33.68,33.87,33.31,33.4,32.57,5769900,5769900,-0.28,-0.83135,33.565,"March 18, 24",-0.0083135,,,,,
2024-03-15,33.89,34.06,32.99,33.43,32.6,23927100,23927100,-0.46,-1.36,33.5925,"March 15, 24",-0.0136,,,,,
2024-03-14,34.3,34.3,33.21,33.78,32.94,11838400,11838400,-0.52,-1.52,33.8975,"March 14, 24",-0.0152,,,,,
2024-03-13,34.38,34.53,33.99,34.01,33.16,11280000,11280000,-0.37,-1.08,34.2275,"March 13, 24",-0.0108,,,,,
2024-03-12,34.78,34.89,33.82,34.52,33.66,12828600,12828600,-0.26,-0.74756,34.5025,"March 12, 24",-0.0074756,,,,,
2024-03-11,34.9,35.47,33.63,34.61,33.75,28488733,28488733,-0.29,-0.83095,34.6525,"March 11, 24",-0.0083095,,,,,
2024-03-08,37.4,37.73,37.1,37.52,36.59,2788376,2788376,0.12,0.32086,37.4375,"March 08, 24",0.0032086,,,,,
2024-03-07,37.71,37.84,37.17,37.26,36.33,3106450,3106450,-0.45,-1.19,37.495,"March 07, 24",-0.0119,,,,,
2024-03-06,38.22,38.23,37.27,37.59,36.66,4344389,4344389,-0.63,-1.65,37.8275,"March 06, 24",-0.0165,,,,,
2024-03-05,37.48,38.31,37.32,37.99,37.05,2899000,2899000,0.51,1.36,37.775,"March 05, 24",0.0136,,,,,
2024-03-04,37.85,38.19,37.4,37.54,36.61,4843454,4843454,-0.31,-0.81902,37.745,"March 04, 24",-0.0081902,,,,,
2024-03-01,37.17,37.41,36.82,37.01,36.09,9281710,9281710,-0.16,-0.43045,37.1025,"March 01, 24",-0.0043045,,,,,
2024-02-29,36.68,37.31,36.6,37.15,36.23,5415200,5415200,0.47,1.28,36.935,"February 29, 24",0.0128,,,,,
2024-02-28,36.67,36.99,36.39,36.58,35.67,3375615,3375615,-0.09,-0.24543,36.6575,"February 28, 24",-0.0024543,,,,,
2024-02-27,37.15,37.28,36.39,36.52,35.61,3174319,3174319,-0.63,-1.7,36.835,"February 27, 24",-0.017,,,,,
2024-02-26,37.43,37.7,36.47,36.74,35.83,4569700,4569700,-0.69,-1.84,37.085,"February 26, 24",-0.0184,,,,,
2024-02-23,36.76,37.32,36.33,37.01,36.09,5777625,5777625,0.25,0.68009,36.855,"February 23, 24",0.0068009,,,,,
2024-02-22,36.48,37.56,36.13,37.32,36.39,6677741,6677741,0.84,2.3,36.8725,"February 22, 24",0.023,,,,,
2024-02-21,35.32,38.24,35.3,37.3,36.37,12919204,12919204,1.98,5.61,36.54,"February 21, 24",0.0561,,,,,
2024-02-20,34.6,34.6,33.55,33.73,32.89,6013601,6013601,-0.87,-2.51,34.12,"February 20, 24",-0.0251,,,,,
2024-02-16,34.5,35.06,34.04,34.7,33.84,4934614,4934614,0.2,0.57971,34.575,"February 16, 24",0.0057971,2024-02-20,0.1575,2024-03-01,2024-02-08,0.1575
2024-02-15,33.44,34.74,33.19,34.49,33.48,7970939,7970939,1.05,3.14,33.965,"February 15, 24",0.0314,,,,,
2024-02-14,32.73,33.6,32.07,32.96,31.99,13748800,13748800,0.23,0.70272,32.84,"February 14, 24",0.0070272,,,,,
2024-02-13,34.42,34.66,33.72,34.1,33.1,6480700,6480700,-0.32,-0.92969,34.225,"February 13, 24",-0.0092969,,,,,
2024-02-12,34.66,35.36,34.39,34.93,33.91,5205500,5205500,0.27,0.779,34.835,"February 12, 24",0.00779,,,,,
2024-02-09,34.5,34.82,34.21,34.33,33.32,3616800,3616800,-0.17,-0.49275,34.465,"February 09, 24",-0.0049275,,,,,
2024-02-08,34,34.85,33.87,34.75,33.73,4380419,4380419,0.75,2.21,34.3675,"February 08, 24",0.0221,,,,,
2024-02-07,34.37,34.51,33.84,34.23,33.23,4576700,4576700,-0.14,-0.40733,34.2375,"February 07, 24",-0.0040733,,,,,
2024-02-06,34.12,34.62,33.91,34.23,33.23,3247537,3247537,0.11,0.32239,34.22,"February 06, 24",0.0032239,,,,,
2024-02-05,34.78,34.88,34.14,34.18,33.18,4790032,4790032,-0.6,-1.73,34.495,"February 05, 24",-0.0173,,,,,
2024-02-02,35.01,35.39,34.58,35.04,34.01,3834266,3834266,0.03,0.0856898,35.005,"February 02, 24",0.000856898,,,,,
2024-02-01,35.58,35.76,34.87,35.06,34.03,3653000,3653000,-0.52,-1.46,35.3175,"February 01, 24",-0.0146,,,,,
2024-01-31,36.22,36.25,35.37,35.4,34.36,4259800,4259800,-0.82,-2.26,35.81,"January 31, 24",-0.0226,,,,,
2024-01-30,35.44,36.5,35.37,36.15,35.09,3431102,3431102,0.71,2,35.865,"January 30, 24",0.02,,,,,
2024-01-29,35.77,35.85,35.16,35.82,34.77,3882341,3882341,0.05,0.13978,35.65,"January 29, 24",0.0013978,,,,,
2024-01-26,35.97,36.05,35.2,35.88,34.83,4478288,4478288,-0.09,-0.25021,35.775,"January 26, 24",-0.0025021,,,,,
2024-01-25,35.99,36.07,35.27,36.06,35,3800104,3800104,0.07,0.1945,35.8475,"January 25, 24",0.001945,,,,,
2024-01-24,35.56,36.24,35.47,35.66,34.62,4359400,4359400,0.1,0.28121,35.7325,"January 24, 24",0.0028121,,,,,
2024-01-23,35.44,35.68,35.01,35.26,34.23,3559800,3559800,-0.18,-0.5079,35.3475,"January 23, 24",-0.005079,,,,,
2024-01-22,34.89,35.67,34.77,35.38,34.34,7055600,7055600,0.49,1.4,35.1775,"January 22, 24",0.014,,,,,
2024-01-19,35.05,35.35,34.64,35.33,34.3,6086337,6086337,0.28,0.79886,35.0925,"January 19, 24",0.0079886,,,,,
2024-01-18,35.9,36.02,34.84,35.21,34.18,6872628,6872628,-0.69,-1.92,35.4925,"January 18, 24",-0.0192,,,,,
2024-01-17,35.74,36.34,35.71,35.96,34.91,5684878,5684878,0.22,0.61556,35.9375,"January 17, 24",0.0061556,,,,,
2024-01-16,36.91,37.37,36.25,36.3,35.24,5563949,5563949,-0.61,-1.65,36.7075,"January 16, 24",-0.0165,,,,,
2024-01-12,37.96,38.39,37.4,37.82,36.71,4357238,4357238,-0.14,-0.36881,37.8925,"January 12, 24",-0.0036881,,,,,
2024-01-11,37.54,38.11,37.02,37.05,35.97,6627528,6627528,-0.49,-1.31,37.43,"January 11, 24",-0.0131,,,,,
2024-01-10,37.71,37.88,37.23,37.71,36.61,4098201,4098201,0,0,37.6325,"January 10, 24",0,,,,,
2024-01-09,38.53,38.59,37.65,38.07,36.96,6252500,6252500,-0.46,-1.19,38.21,"January 09, 24",-0.0119,,,,,
2024-01-08,38.02,38.28,37.12,38.21,37.09,6001833,6001833,0.195,0.49974,37.9075,"January 08, 24",0.0049974,,,,,
2024-01-05,38.1,38.71,37.55,38.71,37.58,8312331,8312331,0.61,1.6,38.2675,"January 05, 24",0.016,,,,,
2024-01-04,39.4,39.4,38.17,38.2,37.08,5823500,5823500,-1.2,-3.05,38.7925,"January 04, 24",-0.0305,,,,,
2024-01-03,38.77,38.99,38.18,38.73,37.6,8412430,8412430,-0.04,-0.10317,38.6675,"January 03, 24",-0.0010317,,,,,
2024-01-02,39.11,39.32,38.58,38.92,37.78,4707210,4707210,-0.19,-0.48581,38.9825,"January 02, 24",-0.0048581,,,,,
2023-12-29,38.95,39.3,38.66,38.66,37.53,2090992,2090992,-0.29,-0.74454,38.8925,"December 29, 23",-0.0074454,,,,,
2023-12-28,39.2,39.88,38.99,39.02,37.88,4005609,4005609,-0.18,-0.45918,39.2725,"December 28, 23",-0.0045918,,,,,
2023-12-27,39.53,39.66,38.94,39.18,38.03,3209018,3209018,-0.35,-0.8854,39.3275,"December 27, 23",-0.008854,,,,,
2023-12-26,39,39.56,39,39.21,38.06,2657062,2657062,0.21,0.53846,39.1925,"December 26, 23",0.0053846,,,,,
2023-12-22,39.08,39.33,38.8,38.99,37.85,3310982,3310982,-0.09,-0.2303,39.05,"December 22, 23",-0.002303,,,,,
2023-12-21,38.52,39.05,38.2,39.02,37.88,5239600,5239600,0.5,1.3,38.6975,"December 21, 23",0.013,,,,,
2023-12-20,38.85,39.1,37.88,38,36.89,7190931,7190931,-0.85,-2.19,38.4575,"December 20, 23",-0.0219,,,,,
2023-12-19,38.57,38.88,37.68,38.84,37.7,7433600,7433600,0.27,0.70003,38.4925,"December 19, 23",0.0070003,,,,,
2023-12-18,39.23,39.56,38.71,38.91,37.77,6630800,6630800,-0.32,-0.8157,39.1025,"December 18, 23",-0.008157,,,,,
2023-12-15,38.84,38.86,37.99,38.44,37.31,19031900,19031900,-0.4,-1.03,38.5325,"December 15, 23",-0.0103,,,,,
2023-12-14,37.63,38.83,37.38,38.82,37.68,9302462,9302462,1.19,3.16,38.165,"December 14, 23",0.0316,,,,,
2023-12-13,36.15,37.29,35.96,37.26,36.17,6643341,6643341,1.11,3.07,36.665,"December 13, 23",0.0307,,,,,
2023-12-12,36.32,36.65,35.85,36.01,34.96,6437800,6437800,-0.31,-0.85352,36.2075,"December 12, 23",-0.0085352,,,,,
2023-12-11,36.26,37.23,36.12,36.89,35.81,5518800,5518800,0.63,1.74,36.625,"December 11, 23",0.0174,,,,,
2023-12-08,37.25,37.34,36.52,37.13,36.04,4769202,4769202,-0.12,-0.32215,37.06,"December 08, 23",-0.0032215,,,,,
2023-12-07,36.96,37.19,36.09,36.99,35.91,6629514,6629514,0.03,0.08116883,36.8075,"December 07, 23",0.0008116883,,,,,
2023-12-06,38.2,38.67,36.83,36.87,35.79,6001800,6001800,-1.33,-3.48,37.6425,"December 06, 23",-0.0348,,,,,
2023-12-05,39.28,39.54,38.33,38.36,37.24,2946800,2946800,-0.92,-2.34,38.8775,"December 05, 23",-0.0234,,,,,
2023-12-04,39.65,39.91,38.81,38.97,37.83,6762535,6762535,-0.68,-1.72,39.335,"December 04, 23",-0.0172,,,,,
2023-12-01,39.81,40.51,39.65,40.24,39.06,3301600,3301600,0.43,1.08,40.0525,"December 01, 23",0.0108,,,,,
2023-11-30,40.25,40.79,39.25,39.96,38.79,11829014,11829014,-0.29,-0.7205,40.0625,"November 30, 23",-0.007205,,,,,
2023-11-29,40.1,40.11,39.31,39.75,38.59,4361700,4361700,-0.35,-0.87282,39.8175,"November 29, 23",-0.0087282,,,,,
2023-11-28,40.36,40.48,39.74,39.85,38.68,4504033,4504033,-0.51,-1.26,40.1075,"November 28, 23",-0.0126,,,,,
2023-11-27,40.51,40.51,39.7,40.23,39.05,3773165,3773165,-0.28,-0.69119,40.2375,"November 27, 23",-0.0069119,,,,,
2023-11-24,39.95,41.1,39.95,40.85,39.65,1873406,1873406,0.9,2.25,40.4625,"November 24, 23",0.0225,,,,,
2023-11-22,39.38,40.56,39.18,40.32,39.14,3271300,3271300,0.94,2.39,39.86,"November 22, 23",0.0239,,,,,
2023-11-21,39.97,40.35,39.42,40.02,38.85,3956452,3956452,0.05,0.12509,39.94,"November 21, 23",0.0012509,,,,,
2023-11-20,40.27,40.48,39.69,40.09,38.92,3285274,3285274,-0.18,-0.44698,40.1325,"November 20, 23",-0.0044698,,,,,
2023-11-17,39.85,40.85,39.78,40.37,39.19,4711554,4711554,0.52,1.3,40.2125,"November 17, 23",0.013,,,,,
2023-11-16,40.73,41.14,39.28,40.05,38.88,6232600,6232600,-0.68,-1.67,40.3,"November 16, 23",-0.0167,,,,,
2023-11-15,39.98,41.72,39.84,41.33,40.12,5968354,5968354,1.35,3.38,40.7175,"November 15, 23",0.0338,,,,,
2023-11-14,39.83,40.5,39.55,39.9,38.73,3782636,3782636,0.07,0.17575,39.945,"November 14, 23",0.0017575,,,,,
2023-11-13,39.53,40.06,39.21,39.8,38.63,3706125,3706125,0.27,0.68303,39.65,"November 13, 23",0.0068303,,,,,
2023-11-10,39.79,39.9,38.62,39.13,37.98,4538545,4538545,-0.66,-1.66,39.36,"November 10, 23",-0.0166,,,,,
2023-11-09,40.09,40.3,39.33,39.41,38.26,3042631,3042631,-0.68,-1.7,39.7825,"November 09, 23",-0.017,,,,,
2023-11-08,40.53,41,39.6,39.89,38.72,4498756,4498756,-0.64,-1.58,40.255,"November 08, 23",-0.0158,,,,,
2023-11-07,41.72,41.76,40.28,40.76,39.57,5791547,5791547,-0.96,-2.3,41.13,"November 07, 23",-0.023,2023-11-08,0.1575,2023-12-01,2023-10-12,0.1575
2023-11-06,44.19,44.47,42.11,42.51,41.11,5785425,5785425,-1.68,-3.8,43.32,"November 06, 23",-0.038,,,,,
2023-11-03,44.07,45.23,44.05,44.72,43.25,5232847,5232847,0.65,1.47,44.5175,"November 03, 23",0.0147,,,,,
2023-11-02,42.7,44.5,42.53,44.35,42.89,3782956,3782956,1.65,3.86,43.52,"November 02, 23",0.0386,,,,,
2023-11-01,42.23,43.06,41.56,42.72,41.31,4276300,4276300,0.49,1.16,42.3925,"November 01, 23",0.0116,,,,,
2023-10-31,41.35,42.5,41.06,42.38,40.98,4464768,4464768,1.03,2.49,41.8225,"October 31, 23",0.0249,,,,,
2023-10-30,41.48,42.25,40.39,41.18,39.82,8406714,8406714,-0.3,-0.72324,41.325,"October 30, 23",-0.0072324,,,,,
2023-10-27,43.16,43.21,41.4,41.95,40.57,4425326,4425326,-1.21,-2.8,42.43,"October 27, 23",-0.028,,,,,
2023-10-26,40.5,43.14,39.58,42.81,41.4,7130200,7130200,2.31,5.7,41.5075,"October 26, 23",0.057,,,,,
2023-10-25,42.78,42.78,41.82,42.02,40.64,4324440,4324440,-0.76,-1.78,42.35,"October 25, 23",-0.0178,,,,,
2023-10-24,42.55,42.72,42.07,42.53,41.13,3859900,3859900,-0.02,-0.04700353,42.4675,"October 24, 23",-0.0004700353,,,,,
2023-10-23,41.83,42.48,41.32,42.27,40.88,5288700,5288700,0.44,1.05,41.975,"October 23, 23",0.0105,,,,,
2023-10-20,42.97,43.03,41.81,42.35,40.96,4358211,4358211,-0.62,-1.44,42.54,"October 20, 23",-0.0144,,,,,
2023-10-19,43.75,44.15,42.97,43.09,41.67,4183925,4183925,-0.66,-1.51,43.49,"October 19, 23",-0.0151,,,,,
2023-10-18,44.66,44.66,43.05,43.68,42.24,5559612,5559612,-0.98,-2.19,44.0125,"October 18, 23",-0.0219,,,,,
2023-10-17,43.64,44.66,43.36,44.26,42.8,6792518,6792518,0.62,1.42,43.98,"October 17, 23",0.0142,,,,,
2023-10-16,43.5,43.6,42.42,43.5,42.07,4329318,4329318,0,0,43.255,"October 16, 23",0,,,,,
2023-10-13,43.85,44.2,43.32,43.37,41.94,4254844,4254844,-0.48,-1.09,43.685,"October 13, 23",-0.0109,,,,,
2023-10-12,43.55,43.95,43.16,43.41,41.98,3933125,3933125,-0.14,-0.32147,43.5175,"October 12, 23",-0.0032147,,,,,
2023-10-11,43.31,43.73,42.63,43.55,42.12,4939146,4939146,0.24,0.55414,43.305,"October 11, 23",0.0055414,,,,,
2023-10-10,44.29,44.55,43.61,44.09,42.64,4067611,4067611,-0.2,-0.45157,44.135,"October 10, 23",-0.0045157,,,,,
2023-10-09,43.09,44.43,43.09,44.35,42.89,4894264,4894264,1.26,2.92,43.74,"October 09, 23",0.0292,,,,,
2023-10-06,41.31,43.18,41.24,42.79,41.38,7244604,7244604,1.48,3.58,42.13,"October 06, 23",0.0358,,,,,
2023-10-05,39.7,41.4,39.59,41.09,39.74,6080023,6080023,1.39,3.5,40.445,"October 05, 23",0.035,,,,,
2023-10-04,39.42,40.04,38.98,39.65,38.34,5614927,5614927,0.23,0.58346,39.5225,"October 04, 23",0.0058346,,,,,
2023-10-03,39.05,39.65,38.68,39.62,38.32,5685819,5685819,0.57,1.46,39.25,"October 03, 23",0.0146,,,,,
2023-10-02,40.32,40.32,38.65,39.09,37.8,5434409,5434409,-1.23,-3.05,39.595,"October 02, 23",-0.0305,,,,,
2023-09-29,40.36,40.76,40.21,40.58,39.24,4413426,4413426,0.22,0.54509,40.4775,"September 29, 23",0.0054509,,,,,
2023-09-28,39.63,40.63,39.59,40.44,39.11,4248035,4248035,0.81,2.04,40.0725,"September 28, 23",0.0204,,,,,
2023-09-27,39.47,40.22,39.3,39.61,38.31,6979500,6979500,0.14,0.3547,39.65,"September 27, 23",0.003547,,,,,
2023-09-26,38.55,39.43,38.4,38.96,37.68,4630000,4630000,0.41,1.06,38.835,"September 26, 23",0.0106,,,,,
2023-09-25,38.45,39.18,38.17,38.92,37.64,3444500,3444500,0.47,1.22,38.68,"September 25, 23",0.0122,,,,,
2023-09-22,39.02,39.5,38.32,38.45,37.18,4931352,4931352,-0.57,-1.46,38.8225,"September 22, 23",-0.0146,,,,,
2023-09-21,40.16,40.16,38.57,38.74,37.46,6346431,6346431,-1.42,-3.54,39.4075,"September 21, 23",-0.0354,,,,,
2023-09-20,40.37,40.98,39.99,40,38.68,5928723,5928723,-0.37,-0.91652,40.335,"September 20, 23",-0.0091652,,,,,
2023-09-19,41.65,41.9,40.73,40.99,39.64,8309253,8309253,-0.66,-1.58,41.3175,"September 19, 23",-0.0158,,,,,
2023-09-18,41.44,41.72,41.04,41.19,39.83,5821839,5821839,-0.25,-0.60328,41.3475,"September 18, 23",-0.0060328,,,,,
2023-09-15,42.13,42.54,41.36,41.53,40.16,7924220,7924220,-0.5987,-1.42,41.89,"September 15, 23",-0.0142,,,,,
2023-09-14,43.54,43.74,42.33,42.59,41.19,4590164,4590164,-0.95,-2.18,43.05,"September 14, 23",-0.0218,,,,,
2023-09-13,43.74,43.99,42.92,42.95,41.54,3865326,3865326,-0.79,-1.81,43.4,"September 13, 23",-0.0181,,,,,
2023-09-12,42.83,43.77,42.69,43.77,42.33,4218034,4218034,0.94,2.19,43.265,"September 12, 23",0.0219,,,,,
2023-09-11,42.73,43.13,41.73,42.21,40.82,4219936,4219936,-0.52,-1.22,42.45,"September 11, 23",-0.0122,,,,,
2023-09-08,42.09,42.5,41.78,42.48,41.08,6495239,6495239,0.39,0.92659,42.2125,"September 08, 23",0.0092659,,,,,
2023-09-07,42.48,42.55,41.58,41.76,40.38,4978000,4978000,-0.72,-1.69,42.0925,"September 07, 23",-0.0169,,,,,
2023-09-06,42.97,43.48,42,42.33,40.94,5157802,5157802,-0.64,-1.49,42.695,"September 06, 23",-0.0149,,,,,
2023-09-05,43.94,44.01,43.18,43.21,41.79,3681285,3681285,-0.73,-1.66,43.585,"September 05, 23",-0.0166,,,,,
2023-09-01,43.67,44.24,43.17,44.22,42.76,3947863,3947863,0.55,1.26,43.825,"September 01, 23",0.0126,,,,,
2023-08-31,42.95,43.35,42.56,43.22,41.8,4111400,4111400,0.27,0.62864,43.02,"August 31, 23",0.0062864,,,,,
2023-08-30,42.76,43.24,42.7,42.99,41.57,4574000,4574000,0.23,0.53789,42.9225,"August 30, 23",0.0053789,,,,,
2023-08-29,42.08,42.77,41.77,42.74,41.33,3446105,3446105,0.66,1.57,42.34,"August 29, 23",0.0157,,,,,
2023-08-28,42.5,42.64,41.99,42.35,40.96,3021400,3021400,-0.15,-0.35294,42.37,"August 28, 23",-0.0035294,,,,,
2023-08-25,41.88,42.48,41.79,42.04,40.66,2931046,2931046,0.16,0.38204,42.0475,"August 25, 23",0.0038204,,,,,
2023-08-24,41.49,42.42,41.38,41.7,40.33,4174487,4174487,0.21,0.50615,41.7475,"August 24, 23",0.0050615,,,,,
2023-08-23,42.27,42.49,41.61,41.75,40.38,6881600,6881600,-0.52,-1.23,42.03,"August 23, 23",-0.0123,,,,,
2023-08-22,44.44,44.57,43.36,43.4,41.97,3408095,3408095,-1.04,-2.34,43.9425,"August 22, 23",-0.0234,,,,,
2023-08-21,44,44.88,43.78,44.57,43.1,7609715,7609715,0.57,1.3,44.3075,"August 21, 23",0.013,,,,,
2023-08-18,42.52,43.48,42.45,43.47,42.04,5191535,5191535,0.95,2.23,42.98,"August 18, 23",0.0223,,,,,
2023-08-17,42.95,43.59,42.26,42.91,41.5,6028300,6028300,-0.04,-0.09313155,42.9275,"August 17, 23",-0.0009313155,,,,,
2023-08-16,41.94,42.57,41.83,41.98,40.6,2991732,2991732,0.04,0.09537434,42.08,"August 16, 23",0.0009537434,,,,,
2023-08-15,42.33,42.53,41.8,42.2,40.81,3292225,3292225,-0.13,-0.30711,42.215,"August 15, 23",-0.0030711,,,,,
2023-08-14,43.07,43.11,42.57,42.9,41.49,4426557,4426557,-0.17,-0.39471,42.9125,"August 14, 23",-0.0039471,,,,,
2023-08-11,42.7,43.27,42.6,43.05,41.63,2615758,2615758,0.35,0.81967,42.905,"August 11, 23",0.0081967,,,,,
2023-08-10,43.52,43.98,42.56,42.79,41.38,4668194,4668194,-0.73,-1.68,43.2125,"August 10, 23",-0.0168,,,,,
2023-08-09,43.99,44.36,43.29,44.05,42.6,17814351,17814351,0.06,0.13639,43.9225,"August 09, 23",0.0013639,,,,,
2023-08-08,41.17,42.93,41,42.91,41.5,3436422,3436422,1.74,4.23,42.0025,"August 08, 23",0.0423,2023-08-09,0.15,2023-09-01,2023-07-19,0.15
2023-08-07,42.16,42.91,41.99,42.15,40.62,3285795,3285795,-0.01,-0.02371917,42.3025,"August 07, 23",-0.0002371917,,,,,
2023-08-04,42,42.57,41.38,41.8,40.28,3330086,3330086,-0.2,-0.47619,41.9375,"August 04, 23",-0.0047619,,,,,
2023-08-03,41.31,42.32,40.86,41.73,40.22,2855741,2855741,0.42,1.02,41.555,"August 03, 23",0.0102,,,,,
2023-08-02,41.13,41.2,39.93,40.86,39.38,4832071,4832071,-0.27,-0.65646,40.78,"August 02, 23",-0.0065646,,,,,
2023-08-01,41.59,42.14,41.2,41.67,40.16,6217591,6217591,0.08,0.19235,41.65,"August 01, 23",0.0019235,,,,,
2023-07-31,41.86,42.42,41.83,42.18,40.65,6317477,6317477,0.32,0.76445,42.0725,"July 31, 23",0.0076445,,,,,
2023-07-28,42.17,42.65,41.71,42.28,40.75,7959930,7959930,0.11,0.26085,42.2025,"July 28, 23",0.0026085,,,,,
2023-07-27,42.02,42.36,40.89,41.42,39.92,5563882,5563882,-0.6,-1.43,41.6725,"July 27, 23",-0.0143,,,,,
