date,symbol,calendarYear,period,growthCashAndCashEquivalents,growthShortTermInvestments,growthCashAndShortTermInvestments,growthNetReceivables,growthInventory,growthOtherCurrentAssets,growthTotalCurrentAssets,growthPropertyPlantEquipmentNet,growthGoodwill,growthIntangibleAssets,growthGoodwillAndIntangibleAssets,growthLongTermInvestments,growthTaxAssets,growthOtherNonCurrentAssets,growthTotalNonCurrentAssets,growthOtherAssets,growthTotalAssets,growthAccountPayables,growthShortTermDebt,growthTaxPayables,growthDeferredRevenue,growthOtherCurrentLiabilities,growthTotalCurrentLiabilities,growthLongTermDebt,growthDeferredRevenueNonCurrent,growthDeferrredTaxLiabilitiesNonCurrent,growthOtherNonCurrentLiabilities,growthTotalNonCurrentLiabilities,growthOtherLiabilities,growthTotalLiabilities,growthCommonStock,growthRetainedEarnings,growthAccumulatedOtherComprehensiveIncomeLoss,growthOthertotalStockholdersEquity,growthTotalStockholdersEquity,growthTotalLiabilitiesAndStockholdersEquity,growthTotalInvestments,growthTotalDebt,growthNetDebt
2024-12-31,ODFL,2024,FY,-0.7494784450863188,0,-0.7494784450863188,-0.14241625942797523,0,-0.10503019817218796,-0.3696648308060731,0.10011854749408178,0,0,0,0,0,-0.030600573715079207,0.09193098744352332,0,-0.003809234936623713,-0.18581410608828275,0.785,0,0,-0.5426147057031113,-0.007580903980112291,-0.3332944295313203,0,0.05176629985790291,-0.33141223436710077,-0.005135761011037801,0,-0.0061972832385607315,-0.022713715413206076,-0.0023373301845966443,0,0,-0.0031055864151790674,-0.003809234936623713,0,1.1041924553309077,1.1684773699769941
2023-12-31,ODFL,2023,FY,1.3283470737257932,-1,0.8407286552635711,0.016845994820939007,0,0.013631864348424857,0.22446612547390066,0.1107484320875015,0,0,0,0,0,0.2564393348086794,0.11887463603141718,0,0.1392513552445847,0.06115266996000941,0,0,0,-0.03234724814241808,0.02805812836334191,-0.24994059752635595,0,0.16945075117144098,0.08059995026787531,0.08236621436194543,0,0.05810019963008974,0.9772273634549083,0.17874874348932462,0,0,0.16559204602787306,0.1392513552445847,-1,-0.19993397557096126,-3.0975807478951696
2022-12-31,ODFL,2022,FY,-0.5972189794277116,-0.8060196593995276,-0.6713138269755662,0.01006005655130512,0,0,-0.3252285214415224,0.14658831739168562,0,0,0,0,0,-0.019223581647310996,0.13587725950379856,0,0.003539530075842925,0.28788521431427916,0,0,0,0.11776817045035963,0.14121972970527794,-0.19994597136482337,0,0.2484621137191518,-0.19284875835517792,-0.031886205669937995,0,0.03849923406178481,-0.04164855229980002,-0.02763590194343736,0,0,-0.007307448461291584,0.003539530075842925,-0.8060196593995276,0.00016008484496783296,0.7618727197015033
2021-12-31,ODFL,2021,FY,0.1522905612435543,-0.2296305491803775,-0.020099657785115292,0.31896297405233565,0,0,0.11296034307618437,0.1035181163137935,0,0,0,0,0,0.047307111865685716,0.09970534898279662,0,0.10347712849103197,0.20446351680751995,0,-1,0,0.3481492710516824,0.24416155227400638,0.00016011047622859775,0,0.1294582444030698,-0.06006271241185533,0.011210581618885001,0,0.09453831862428363,-0.01751238681018281,0.1313836751096375,0,0,0.10628033411418374,0.10347712849103197,-0.2296305491803775,0.00016011047622859775,-0.2027137735116866
2020-12-31,ODFL,2020,FY,-0.0053051383771380994,0,0.8130737837951686,0.11283917043352566,0,0,0.4343449841607505,-0.018459766204588668,-1,0,-1,0,0,0.5098692642912074,-0.0008511429862685674,0,0.09356416909936209,-0.02480997523272696,0,0,0,-0.0063420664436641665,0.01924416460658044,1.220688888888889,0,-0.15938831289795544,0.44684907486290437,0.22090654304384746,0,0.14020971721078077,-0.020664268384505982,0.08343993022493756,0,0,0.07971228775638918,0.09356416909936209,0,1.220688888888889,0.15916513047625155
2019-12-31,ODFL,2019,FY,1.1209100177631095,0,1.1209100177631095,-0.12833682142399522,0,0,0.22741207172177863,0.07763935587778041,0,0,0,0,0,1.1723177824526667,0.1020339873774856,0,0.1270096068494391,-0.10524975164930335,0,0,0,-0.02989075664127061,0.026218561833533296,0,0,0.057718164162652574,0.12257717073895422,0.08010345071919507,0,0.05787580943570768,0.4715006770897452,0.12651965232568066,0,0,0.14931413480331715,0.1270096068494391,0,0,-1.4681034126732837
2018-12-31,ODFL,2018,FY,0.49285277180649917,0,0.49285277180649917,0.12621788874431492,0,0,0.20794556771281428,0.14576418229630864,0,0,0,0,0,0.0801851325836689,0.1430417699538323,0,0.15540844420458189,0.06495408862184486,-1,0,0,0.3007878557476764,0.016188623240630227,0,0,0.30379553590229524,0.04785927291655518,0.15333434728423845,0,0.09251234887628385,-0.013959698956057295,0.18773650315431425,0,0,0.17727487137954387,0.15540844420458189,0,-0.5263157894736842,-3.4754482163760705
2017-12-31,ODFL,2017,FY,11.531904434175598,0,11.531904434175598,0.24303340319113634,0,0,0.5280172075834636,0.07274777126102323,0,0,0,0,0,0.1343631539044731,0.07354087200821222,0,0.13803520226448096,-0.17358993902439024,0,0,0,0.18112564837036463,0.21623428816918194,-0.5713265063110264,0,-0.30315224927457546,0.14916228288396066,-0.20834104587449434,0,-0.06332942447481862,-0.000485319097306479,0.24762482063896454,0,0,0.2299620021629704,0.13803520226448096,0,-0.09502262443438914,-1.342411712585967
2016-12-31,ODFL,2016,FY,-0.1134065550906555,0,-0.1134065550906555,-0.030601539495954184,0,0,0.002336730149582165,0.10771415919756772,0,0,0,0,0,0.26030145952272893,0.10977257007234358,0,0.0931451966021543,0.3360888968760296,-1,0,0,0.036768896130477007,0.011331385204028002,-0.021823196697634113,0,0.15972925370340432,0.16084338131270523,0.12083027000896338,0,0.08086029976965392,-0.023575405757611658,0.1074429479924374,0,0,0.09884681388334697,0.0931451966021543,0,-0.21546280034378387,-0.2250333107174679
2015-12-31,ODFL,2015,FY,-0.670221634518642,0,-0.670221634518642,-0.008197757976430008,0,0,-0.05459021427934577,0.16073644266870118,0,0,0,0,0,0.03657207943346704,0.15622036344195034,0,0.10297074952252377,0.47358432272586837,-0.25833006664053315,0,0,0.17315442561205274,0.11643026467113653,-0.10569166666666667,0,0.22800033435730258,0.057234206048630554,0.08596696152802932,0,0.053483487003703985,-0.019514461609943082,0.14117940511630178,0,0,0.12755343813919617,0.10297074952252377,0,-0.14070025816561132,0.01162684925616281
