date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2026-01-02,205.31,207.05,203.72,206.59,206.59,632700,632700,1.28,0.62345,205.6675,"January 02, 26",0.0062345
2025-12-31,206.2,206.71,203.08,203.19,203.19,599900,599900,-3.01,-1.46,204.795,"December 31, 25",-0.0146
2025-12-30,206.53,207.82,205.64,206.01,206.01,592146,592146,-0.52,-0.25178,206.5,"December 30, 25",-0.0025178
2025-12-29,204.75,207.59,204.75,206.85,206.85,653750,653750,2.1,1.03,205.985,"December 29, 25",0.0103
2025-12-26,205.8,206.5,204.86,206.04,206.04,462900,462900,0.24,0.11662,205.8,"December 26, 25",0.0011662
2025-12-24,205.5,207.58,205.09,205.33,205.33,434800,434800,-0.17,-0.08272506,205.875,"December 24, 25",-0.0008272506
2025-12-23,202.19,205.76,202,205.25,205.25,752600,752600,3.06,1.51,203.8,"December 23, 25",0.0151
2025-12-22,204.35,205.5,203.44,203.71,203.71,782132,782132,-0.64,-0.31319,204.25,"December 22, 25",-0.0031319
2025-12-19,200.28,203.99,199.74,202.47,202.47,2985200,2985200,2.19,1.09,201.62,"December 19, 25",0.0109
2025-12-18,202.26,203.86,197.92,199.53,199.53,1461700,1461700,-2.73,-1.35,200.8925,"December 18, 25",-0.0135
2025-12-17,205.97,207.2,196.39,198.53,198.53,1798300,1798300,-7.44,-3.61,202.0225,"December 17, 25",-0.0361
2025-12-16,207.33,208.02,203.74,204.87,204.87,1274700,1274700,-2.46,-1.19,205.99,"December 16, 25",-0.0119
2025-12-15,210.52,210.52,206.48,207.48,207.48,909609,909609,-3.04,-1.44,208.75,"December 15, 25",-0.0144
2025-12-12,213.22,214.06,208.07,208.81,208.81,1151447,1151447,-4.41,-2.07,211.04,"December 12, 25",-0.0207
2025-12-11,212.78,214.58,210.5,214.14,214.14,756359,756359,1.36,0.63916,213,"December 11, 25",0.0063916
2025-12-10,210.24,214.43,209.73,212.78,212.78,1199004,1199004,2.54,1.21,211.795,"December 10, 25",0.0121
2025-12-09,208.96,212.36,208.94,210.46,210.46,1012638,1012638,1.5,0.71784,210.18,"December 09, 25",0.0071784
2025-12-08,211.9,212.93,208.37,209.62,209.62,1001500,1001500,-2.28,-1.08,210.705,"December 08, 25",-0.0108
2025-12-05,209.22,211.57,208.8,210.49,210.49,1159985,1159985,1.27,0.60702,210.02,"December 05, 25",0.0060702
2025-12-04,206.32,209.87,205.85,209.07,209.07,1103000,1103000,2.75,1.33,207.7775,"December 04, 25",0.0133
2025-12-03,200.84,206.85,199.43,206.61,206.61,1157125,1157125,5.77,2.87,203.4325,"December 03, 25",0.0287
2025-12-02,198.4,202.17,197.66,201.4,201.4,1357417,1357417,3,1.51,199.9075,"December 02, 25",0.0151
2025-12-01,196.42,198.98,196.4,197.54,197.54,979762,979762,1.12,0.57021,197.335,"December 01, 25",0.0057021
2025-11-28,196.46,199.5,196,197.95,197.95,829711,829711,1.49,0.75842,197.4775,"November 28, 25",0.0075842
2025-11-26,195,196.94,193.01,196.19,196.19,1641410,1641410,1.19,0.61026,195.285,"November 26, 25",0.0061026
2025-11-25,200.5,201.5,188.56,195.46,195.46,3898500,3898500,-5.04,-2.51,196.505,"November 25, 25",-0.0251
2025-11-24,173.99,180.04,173.36,177.67,177.67,2828000,2828000,3.68,2.12,176.265,"November 24, 25",0.0212
2025-11-21,170.05,173.53,167.23,172.71,172.71,2184041,2184041,2.66,1.56,170.88,"November 21, 25",0.0156
2025-11-20,178.21,179.57,168.97,169.67,169.67,1199642,1199642,-8.54,-4.79,174.105,"November 20, 25",-0.0479
2025-11-19,174.79,176.89,172,174.61,174.61,822000,822000,-0.18,-0.10298,174.5725,"November 19, 25",-0.0010298
2025-11-18,174.26,177.11,172.38,174.73,174.73,812700,812700,0.47,0.26971,174.62,"November 18, 25",0.0026971
2025-11-17,178,178.38,173.39,175.51,175.51,987900,987900,-2.49,-1.4,176.32,"November 17, 25",-0.014
2025-11-14,175.51,180.76,175.37,179.06,179.06,1191900,1191900,3.55,2.02,177.675,"November 14, 25",0.0202
2025-11-13,182.61,184.11,177.27,178.37,178.37,1007100,1007100,-4.24,-2.32,180.59,"November 13, 25",-0.0232
2025-11-12,184.49,185.9,183.52,184.05,184.05,999200,999200,-0.44,-0.2385,184.49,"November 12, 25",-0.002385
2025-11-11,183.71,184.41,181.36,182.46,182.46,1186100,1186100,-1.25,-0.68042,182.985,"November 11, 25",-0.0068042
2025-11-10,183.11,185,182,183.51,183.51,1031162,1031162,0.4,0.21845,183.405,"November 10, 25",0.0021845
2025-11-07,183.12,184.08,177.21,180.87,180.87,1297471,1297471,-2.25,-1.23,181.32,"November 07, 25",-0.0123
2025-11-06,186.47,187.67,182.43,185.05,185.05,1030037,1030037,-1.42,-0.76152,185.405,"November 06, 25",-0.0076152
2025-11-05,179.68,187.12,178.64,185.85,185.85,1629247,1629247,6.17,3.43,182.8225,"November 05, 25",0.0343
2025-11-04,183.34,183.34,178.53,179.1,179.1,1327200,1327200,-4.24,-2.31,181.0775,"November 04, 25",-0.0231
2025-11-03,182.16,187.11,181.49,186.18,186.18,2182417,2182417,4.02,2.21,184.235,"November 03, 25",0.0221
2025-10-31,176.84,184.46,176.21,182.96,182.96,2409500,2409500,6.12,3.46,180.1175,"October 31, 25",0.0346
2025-10-30,170.46,176.83,169.69,175.37,175.37,1685221,1685221,4.91,2.88,173.0875,"October 30, 25",0.0288
2025-10-29,171.71,173.07,169.4,170.47,170.47,1335409,1335409,-1.24,-0.72215,171.1625,"October 29, 25",-0.0072215
2025-10-28,166.94,170.5,165.06,170.04,170.04,1280242,1280242,3.1,1.86,168.135,"October 28, 25",0.0186
2025-10-27,169.19,169.19,165.82,167.77,167.77,1769123,1769123,-1.42,-0.83929,167.9925,"October 27, 25",-0.0083929
2025-10-24,170.67,171.14,169.38,169.47,169.47,666608,666608,-1.2,-0.70311,170.165,"October 24, 25",-0.0070311
2025-10-23,164.53,168.79,164.53,168.38,168.38,991027,991027,3.85,2.34,166.5575,"October 23, 25",0.0234
2025-10-22,166.43,168.2,163.32,164.69,164.69,998205,998205,-1.74,-1.05,165.66,"October 22, 25",-0.0105
2025-10-21,164.4,168.6,164.4,167.34,167.34,732526,732526,2.94,1.79,166.185,"October 21, 25",0.0179
2025-10-20,163.78,165.68,163.28,164.75,164.75,864444,864444,0.97,0.59226,164.3725,"October 20, 25",0.0059226
2025-10-17,161.41,163,161.17,162.19,162.19,795000,795000,0.78,0.48324,161.9425,"October 17, 25",0.0048324
2025-10-16,165.98,166.15,161.54,162.41,162.41,1341636,1341636,-3.57,-2.15,164.02,"October 16, 25",-0.0215
2025-10-15,167.17,167.17,163.36,164.84,164.84,1479749,1479749,-2.33,-1.39,165.635,"October 15, 25",-0.0139
2025-10-14,160.77,166.29,160.51,164.84,164.84,948700,948700,4.07,2.53,163.1025,"October 14, 25",0.0253
2025-10-13,162.67,164.69,161.34,163.35,163.35,1191338,1191338,0.68,0.41802,163.0125,"October 13, 25",0.0041802
2025-10-10,168,169.52,158.79,159.49,159.49,1678025,1678025,-8.51,-5.07,163.95,"October 10, 25",-0.0507
2025-10-09,172.71,172.95,170,171.1,171.1,673672,673672,-1.61,-0.9322,171.69,"October 09, 25",-0.009322
2025-10-08,170.49,172.99,169.91,172.18,172.18,905000,905000,1.69,0.99126,171.3925,"October 08, 25",0.0099126
2025-10-07,174.27,174.67,169.28,170.07,170.07,736331,736331,-4.2,-2.41,172.0725,"October 07, 25",-0.0241
2025-10-06,175.18,175.79,173.17,173.34,173.34,817951,817951,-1.84,-1.05,174.37,"October 06, 25",-0.0105
2025-10-03,175.81,176.85,173.23,173.35,173.35,914500,914500,-2.46,-1.4,174.81,"October 03, 25",-0.014
2025-10-02,173.94,175.2,173.04,175.16,175.16,1103100,1103100,1.22,0.70139,174.335,"October 02, 25",0.0070139
2025-10-01,174,174.21,172.02,173.1,173.1,1141025,1141025,-0.9,-0.51724,173.3325,"October 01, 25",-0.0051724
2025-09-30,173.65,175.21,173.27,174.92,174.92,718354,718354,1.27,0.73136,174.2625,"September 30, 25",0.0073136
2025-09-29,175.11,175.11,173.06,173.28,173.28,989327,989327,-1.83,-1.05,174.14,"September 29, 25",-0.0105
2025-09-26,172.44,174.14,171.89,173.34,173.34,978400,978400,0.9,0.52192,172.9525,"September 26, 25",0.0052192
2025-09-25,172.19,172.8,170.55,172.33,172.33,1072949,1072949,0.14,0.08130553,171.9675,"September 25, 25",0.0008130553
2025-09-24,177.65,178.05,174.25,174.41,174.41,1189800,1189800,-3.24,-1.82,176.09,"September 24, 25",-0.0182
2025-09-23,178.15,180.08,177.58,177.9,177.9,961105,961105,-0.25,-0.14033,178.4275,"September 23, 25",-0.0014033
2025-09-22,176.84,178.13,174.96,177.82,177.82,1121443,1121443,0.98,0.55417,176.9375,"September 22, 25",0.0055417
2025-09-19,178.01,179.49,175.44,178.15,178.15,2324500,2324500,0.14,0.07864727,177.7725,"September 19, 25",0.0007864727
2025-09-18,174.48,177.95,173.56,177.21,177.21,798034,798034,2.73,1.56,175.8,"September 18, 25",0.0156
2025-09-17,172.66,175.1,171.27,172.91,172.91,870026,870026,0.25,0.14479,172.985,"September 17, 25",0.0014479
2025-09-16,172.32,173.05,171.08,172.07,172.07,817600,817600,-0.25,-0.14508,172.13,"September 16, 25",-0.0014508
