symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
DELL,2025-01-31,103.6,696130000,72119068000,3633000000,24567000000,93053068000
DELL,2024-01-31,82.88,736000000,60999680000,7366000000,25994000000,79627680000
DELL,2023-01-31,40.62,734000000,29815080000,8607000000,29588000000,50796080000
DELL,2022-01-31,56.81,762000000,43289220000,9477000000,26954000000,60766220000
DELL,2021-01-31,37.46,744000000,27870240000,9508000000,41445000000,59807240000
DELL,2020-01-31,24.71,724000000,17890040000,9302000000,53848000000,62436040000
DELL,2019-01-31,24.61,719000000,17694590000,9676000000,53521000000,61539590000
DELL,2018-01-31,20.12,770000000,15492400000,13942000000,51871000000,53421400000
DELL,2017-01-31,17.68,718435000,12701930800,9474000000,49390000000,52617930800
DELL,2016-01-31,12.07,718435000,8671510450,6322000000,13631000000,15980510450
DELL,2015-01-31,12.07,718435000,8671510450,5398000000,14155000000,17428510450
DELL,2014-01-31,12.07,403947000,4875640290,6449000000,17415000000,15841640290
