date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,XYZ,USD,0001512673,2025-02-24,2025-02-24 21:17:17,2024,FY,2897047000,376127000,0,1272779000,-590183000,1947849000,0,-1862011000,-676021000,-2248420000,1707350000,-153947000,0,-1251738000,1451656000,603981000,649952000,1926016000,0,-1170339000,0,1196985000,1952662000,-88539000,4221425000,13230512000,9009087000,1707350000,-153947000,1553403000,https://www.sec.gov/Archives/edgar/data/1512673/000162828025007376/0001628280-25-007376-index.htm,https://www.sec.gov/Archives/edgar/data/1512673/000162828025007376/sq-20241231.htm
2023-12-31,XYZ,USD,0001512673,2024-02-22,2024-02-22 16:18:13,2023,FY,-21124000,408560000,-85879000,1276097000,-685258000,-1108529000,0,802542000,-379271000,-791435000,100961000,-151151000,0,-1165437000,1726925000,272864000,683201000,-209022000,0,-156812000,0,125697000,-240137000,29156000,573181000,9009087000,8435906000,100961000,-151151000,-50190000,https://www.sec.gov/Archives/edgar/data/1512673/000162828024006354/0001628280-24-006354-index.htm,https://www.sec.gov/Archives/edgar/data/1512673/000162828024006354/sq-20231231.htm
2022-12-31,XYZ,USD,0001512673,2023-02-23,2023-02-23 16:23:08,2022,FY,-553005000,340523000,-69593000,1071278000,-599941000,-1499057000,0,1268755000,-369639000,-13359000,175903000,-170815000,539453000,-812409000,1838868000,-169401000,1225696000,-323140000,0,0,0,420720000,97580000,-38363000,1460816000,8435906000,6975090000,175903000,-170815000,5088000,https://www.sec.gov/Archives/edgar/data/1512673/000162828023004840/0001628280-23-004840-index.htm,https://www.sec.gov/Archives/edgar/data/1512673/000162828023004840/sq-20221231.htm
2021-12-31,XYZ,USD,0001512673,2022-02-24,2022-02-24 16:19:13,2021,FY,158826000,134757000,-10435000,608040000,-221396000,-346217000,0,186804000,-61983000,178038000,847830000,-134320000,-163970000,-3251921000,2409332000,-170000000,-1310879000,2005267000,0,0,0,646767000,2652034000,-7066000,2181919000,6975090000,4793171000,847830000,-304320000,543510000,https://www.sec.gov/Archives/edgar/data/1512673/000162828022003825/0001628280-22-003825-index.htm,https://www.sec.gov/Archives/edgar/data/1512673/000162828022003825/sq-20211231.htm
2020-12-31,XYZ,USD,0001512673,2021-02-23,2021-02-23 16:19:48,2020,FY,213105000,84212000,-8016000,397800000,-9173000,-473871000,0,1876666000,-1411968000,-504818000,173110000,-138402000,-79221000,-1965891000,1626878000,-50000000,-606636000,2580638000,0,0,0,1096097000,3676735000,12995000,3256204000,4793171000,1536967000,173110000,-188402000,-15292000,https://www.sec.gov/Archives/edgar/data/1512673/000151267321000008/0001512673-21-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1512673/000151267321000008/sq-20201231.htm
2019-12-31,XYZ,USD,0001512673,2020-02-26,2020-02-26 16:16:57,2019,FY,375446000,75598000,-1376000,297863000,-150859000,-326596000,0,223217000,-47480000,-269042000,327630000,-62498000,288952000,-1319332000,1188071000,0,95193000,0,0,0,0,243401000,243401000,3841000,670065000,1536967000,866902000,327630000,-62498000,265132000,https://www.sec.gov/Archives/edgar/data/1512673/000162828020002303/0001628280-20-002303-index.htm,https://www.sec.gov/Archives/edgar/data/1512673/000162828020002303/sq-20191231.htm
2018-12-31,XYZ,USD,0001512673,2019-02-27,2019-02-27 16:45:49,2018,FY,-38453000,60961000,-646000,216881000,-16079000,245795000,-34921000,-45054000,-181899000,72416000,295080000,-61203000,-112399000,-1148442000,417780000,-1584000,-905848000,636279000,0,0,0,-120524000,515755000,-7221000,-102234000,632847000,735081000,295080000,-62787000,232293000,https://www.sec.gov/Archives/edgar/data/1512673/000151267319000003/0001512673-19-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1512673/000151267319000003/a10-kfilingsquareinc2018.htm
2017-12-31,XYZ,USD,0001512673,2018-02-27,2018-02-27 16:19:33,2017,FY,-62813000,37279000,-1385000,155836000,-43329000,-305831000,-10229000,369930000,-97199000,42123000,127711000,-26097000,-1915000,-569910000,257311000,0,-340611000,428250000,0,0,0,26683000,454933000,4303000,246336000,735081000,488745000,127711000,-26097000,101614000,https://www.sec.gov/Archives/edgar/data/1512673/000151267318000004/0001512673-18-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1512673/000151267318000004/a10-kfilingsquareinc2017.htm
2016-12-31,XYZ,USD,0001512673,2017-02-27,2017-02-24 21:42:05,2016,FY,-171590000,37745000,58000,138786000,7552000,-178405000,59809000,170299000,-44151000,10580000,23131000,-25433000,-1360000,-164766000,77422000,-104000,-122733000,-168000,0,0,0,90909000,90741000,-438000,-807000,488745000,489552000,23131000,-25833000,-2702000,https://www.sec.gov/Archives/edgar/data/1512673/000162828017001754/0001628280-17-001754-index.htm,https://www.sec.gov/Archives/edgar/data/1512673/000162828017001754/a10-kfilingsquareinc2016.htm
2015-12-31,XYZ,USD,0001512673,2016-03-10,2016-03-10 16:50:21,2015,FY,-179817000,27626000,26000,82292000,48669000,-27420000,14574000,83839000,-22324000,48788000,21123000,-37432000,-4500000,0,0,-1286000,-45096000,-30000000,251257000,0,0,43506000,264763000,-1776000,240893000,489552000,248659000,21123000,-38718000,-17595000,https://www.sec.gov/Archives/edgar/data/1512673/000151267316000002/0001512673-16-000002-index.htm,https://www.sec.gov/Archives/edgar/data/1512673/000151267316000002/a10-kfilingsquareinc2015.htm
2014-12-31,XYZ,USD,0001512673,2014-12-31,2014-12-31 00:00:00,2014,FY,-154093000,18586000,-2664000,36100000,-26884000,-50361000,-34803000,53135000,5145000,19561000,-112379000,-28794000,11715000,0,0,-7475000,-24554000,30000000,0,0,0,164152000,194152000,-1080000,56139000,222315000,166176000,-112379000,-29194000,-141573000,,
2013-12-31,XYZ,USD,0001512673,2013-12-31,2013-12-31 00:00:00,2013,FY,-104493000,8272000,33828000,14658000,771000,-27704000,7631000,20206000,638000,-13613000,-60577000,-47931000,-2872000,0,0,40000000,-10803000,0,0,0,0,18907000,18907000,-760000,-53233000,166176000,219409000,-60577000,-47931000,-108508000,,
2012-12-31,XYZ,USD,0001512673,2012-12-31,2012-12-31 00:00:00,2012,FY,-85199000,3579000,17847000,10113000,18070000,-19854000,-2263000,49129000,-8942000,-7335000,-42925000,-13033000,0,0,0,-34758000,-47791000,-190000,0,0,0,227370000,227180000,-4000,136460000,219409000,82949000,-42925000,-13033000,-55958000,,
