symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
MTD,2024-12-31,1223.68,21222000,25968936960,59362000,2131073000,28040647960
MTD,2023-12-31,1212.96,21848122,26500898061,69807000,2196285000,28627376061
MTD,2022-12-31,1445.45,22491790,32510757855,95966000,2130693000,34545484855
MTD,2021-12-31,1697.21,23129862,39256233085,98564000,1800894000,40958563085
MTD,2020-12-31,1139.68,23882648,27218576272,94254000,1334491000,28458813272
MTD,2019-12-31,793.28,24567609,19488992867,207785000,1291218000,20572425867
MTD,2018-12-31,565.58,25215674,14261480900,178110000,1034691000,15118061900
MTD,2017-12-31,619.52,25713575,15930073984,148687000,979847000,16761233984
MTD,2016-12-31,418.56,26517768,11099276974,158674000,894030000,11834632974
MTD,2015-12-31,339.13,27680918,9387429721,98887000,589626000,9878168721
MTD,2014-12-31,302.46,28890771,8738302596,85263000,451954000,9104993596
MTD,2013-12-31,242.59,29945954,7264588980,111874000,413027000,7565741980
MTD,2012-12-31,193.3,31044532,6000908035,101702000,388731000,6287937035
MTD,2011-12-31,147.71,31897779,4711620936,235601000,505015000,4981034936
MTD,2010-12-31,151.21,33280463,5032338810,447577000,681203000,5265964810
MTD,2009-12-31,104.99,33716353,3539879901,85031000,293558000,3748406901
MTD,2008-12-31,67.4,34250310,2308470894,78073000,454080000,2684477894
MTD,2007-12-31,113.8,37025209,4213468784,81222000,396642000,4528888784
MTD,2006-12-31,78.85,40065951,3159200236,151269000,355667000,3363598236
MTD,2005-12-31,55.2,42207777,2329869290,324578000,450140000,2455431290
MTD,2004-12-31,51.31,44237214,2269811450,67176000,203203000,2405838450
MTD,2003-12-31,42.21,44473913,1877243867,45116000,241516000,2073643867
MTD,2002-12-31,32.06,44280605,1419636240,31427000,312671000,1700880240
MTD,2001-12-31,51.85,40609716,2105613693,27721000,359718000,2437610693
MTD,2000-12-31,52,38897879,2022689708,21725000,288367000,2289331708
MTD,1999-12-31,38.19,38518084,1470909332,17200000,296600000,1750309332
MTD,1998-12-31,28.06,38357079,1076395529,21200000,386600000,1441795529
MTD,1997-12-31,17.25,31617071,545394474,23600000,396700000,918494474
