holder,shares,dateReported,change
VANGUARD GROUP INC,23087388,2025-09-30,-237899
"BlackRock, Inc.",17974930,2025-09-30,-14820
STATE STREET CORP,10688961,2025-09-30,-184127
JPMORGAN CHASE & CO,5968277,2025-09-30,479525
Boston Partners,5733538,2025-09-30,163548
"GEODE CAPITAL MANAGEMENT, LLC",5606495,2025-09-30,164846
Bank of New York Mellon Corp,4626609,2025-09-30,-15609
FMR LLC,4507473,2025-09-30,254380
Capital Research Global Investors,3798812,2025-09-30,1046398
MORGAN STANLEY,3711143,2025-09-30,-65922
PRICE T ROWE ASSOCIATES INC /MD/,3442694,2025-09-30,-2047133
Invesco Ltd.,3120359,2025-09-30,274331
UBS Group AG,2818148,2025-09-30,330478
"EnCap Energy Capital Fund XI, L.P.",2789263,2025-09-30,0
DIAMOND HILL CAPITAL MANAGEMENT INC,2701053,2025-09-30,-6277
DIMENSIONAL FUND ADVISORS LP,2355480,2025-09-30,198919
"Pacer Advisors, Inc.",2127765,2025-09-30,-109306
RAYMOND JAMES FINANCIAL INC,1921500,2025-09-30,-30776
WELLINGTON MANAGEMENT GROUP LLP,1860827,2025-09-30,229028
NORTHERN TRUST CORP,1808900,2025-09-30,-20266
"D. E. Shaw & Co., Inc.",1784427,2025-09-30,111631
GOLDMAN SACHS GROUP INC,1762893,2025-09-30,101555
FIL Ltd,1652663,2025-09-30,-162367
Capital World Investors,1634059,2025-09-30,-1499377
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,1385428,2025-09-30,122921
BANK OF AMERICA CORP /DE/,1369785,2025-09-30,-270713
"Smead Capital Management, Inc.",1312413,2025-09-30,258738
AMERICAN CENTURY COMPANIES INC,1268740,2025-09-30,282896
VICTORY CAPITAL MANAGEMENT INC,1265959,2025-09-30,276394
"Holocene Advisors, LP",1221650,2025-09-30,209731
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1174185,2025-09-30,21050
Legal & General Group Plc,1099878,2025-09-30,23724
"EnCap Partners GP, LLC",1085954,2025-09-30,0
YACKTMAN ASSET MANAGEMENT LP,1014468,2025-09-30,-36149
DEUTSCHE BANK AG\,1001140,2025-09-30,-42655
ROYAL BANK OF CANADA,972375,2025-09-30,129193
CITADEL ADVISORS LLC,847169,2025-09-30,146236
UBS ASSET MANAGEMENT AMERICAS INC,815913,2025-09-30,-28860
WELLS FARGO & COMPANY/MN,782851,2025-09-30,19209
Amundi,745117,2025-09-30,17967
Artisan Partners Limited Partnership,727302,2025-09-30,18533
FIRST TRUST ADVISORS LP,692486,2025-09-30,-312723
"Nuveen, LLC",656946,2025-09-30,-801034
BARCLAYS PLC,653493,2025-09-30,-51142
AMERIPRISE FINANCIAL INC,636669,2025-09-30,47544
Swiss National Bank,547399,2025-09-30,-31300
"Sumitomo Mitsui Trust Holdings, Inc.",542666,2025-09-30,-5693
"Merewether Investment Management, LP",508750,2025-09-30,85100
"BNP PARIBAS ARBITRAGE, SNC",470227,2025-09-30,-128083
CANADA PENSION PLAN INVESTMENT BOARD,463587,2025-09-30,-164023
BALYASNY ASSET MANAGEMENT L.P.,456686,2025-09-30,440005
EARNEST PARTNERS LLC,454595,2025-09-30,-6879
ENVESTNET ASSET MANAGEMENT INC,450557,2025-09-30,-13410
MILLENNIUM MANAGEMENT LLC,449567,2025-09-30,367946
NEW YORK STATE COMMON RETIREMENT FUND,428123,2025-09-30,5725
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",396717,2025-09-30,9851
"Cornerstone Investment Partners, LLC",396077,2025-09-30,-6267
Ceredex Value Advisors LLC,392228,2025-09-30,-42095
"TWO SIGMA INVESTMENTS, LP",369568,2025-09-30,339468
RHUMBLINE ADVISERS,369008,2025-09-30,15401
Rockefeller Capital Management L.P.,364355,2025-09-30,-15699
CITIGROUP INC,358939,2025-09-30,-30203
ANCHOR CAPITAL ADVISORS LLC,358081,2025-09-30,63908
National Pension Service,354481,2025-09-30,16350
ProShare Advisors LLC,353367,2025-09-30,-85460
TD ASSET MANAGEMENT INC,350703,2025-09-30,-17282
HSBC HOLDINGS PLC,342427,2025-09-30,-12652
"Clearbridge Investments, LLC",323578,2025-09-30,-19
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,322888,2025-09-30,14855
WESTFIELD CAPITAL MANAGEMENT CO LP,319664,2025-09-30,-17029
Ninepoint Partners LP,315000,2025-09-30,315000
BANK OF MONTREAL /CAN/,292090,2025-09-30,5908
SCHRODER INVESTMENT MANAGEMENT GROUP,281330,2025-09-30,18723
STIFEL FINANCIAL CORP,267391,2025-09-30,1631
"ASSETMARK, INC",256638,2025-09-30,5936
LPL Financial LLC,249465,2025-09-30,19472
SCHWARTZ INVESTMENT COUNSEL INC,245300,2025-09-30,-45000
ALLIANCEBERNSTEIN L.P.,240824,2025-09-30,7593
Jefferies Financial Group Inc.,239793,2025-09-30,236938
"Russell Investments Group, Ltd.",236918,2025-09-30,-7921
"Apollo Management Holdings, L.P.",232438,2025-09-30,0
"TWO SIGMA ADVISERS, LP",231800,2025-09-30,231800
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,228986,2025-09-30,267
FIDUCIENT ADVISORS LLC,227931,2025-09-30,0
"Point72 Asset Management, L.P.",227212,2025-09-30,-435782
BLAIR WILLIAM & CO/IL,219537,2025-09-30,215691
"Aptus Capital Advisors, LLC",218207,2025-09-30,-4218
PRINCIPAL FINANCIAL GROUP INC,215138,2025-09-30,563
Swedbank AB,209495,2025-09-30,1672
"Epoch Investment Partners, Inc.",208327,2025-09-30,-10434
HOMESTEAD ADVISERS CORP,203100,2025-09-30,-3900
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,202547,2025-09-30,-11483
TRUIST FINANCIAL CORP,189625,2025-09-30,-28559
"NATIXIS ADVISORS, L.P.",189134,2025-09-30,-18535
TOCQUEVILLE ASSET MANAGEMENT L.P.,188725,2025-09-30,-1548
"CIBC Private Wealth Group, LLC",182138,2025-09-30,-3319
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",169032,2025-09-30,-11240
KING LUTHER CAPITAL MANAGEMENT CORP,168213,2025-09-30,-6829
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,167898,2025-09-30,4
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,167776,2025-09-30,-5092
"Yarbrough Capital, LLC",167047,2025-09-30,0
"Dana Investment Advisors, Inc.",166198,2025-09-30,-5068
"TruWealth Advisors, LLC",162406,2025-09-30,5117
"Rafferty Asset Management, LLC",158969,2025-09-30,4959
TEACHER RETIREMENT SYSTEM OF TEXAS,152035,2025-09-30,-4186
AVIVA PLC,151883,2025-09-30,9124
SEI INVESTMENTS CO,146895,2025-09-30,-7687
"MARSHALL WACE, LLP",144989,2025-09-30,40662
"Susquehanna Portfolio Strategies, LLC",144461,2025-09-30,-202057
MACQUARIE GROUP LTD,142201,2025-09-30,34857
"Empowered Funds, LLC",138400,2025-09-30,14428
Distillate Capital Partners LLC,129586,2025-09-30,-1918
ROYAL LONDON ASSET MANAGEMENT LTD,126137,2025-09-30,-1597
GREAT WEST LIFE ASSURANCE CO /CAN/,124774,2025-09-30,7375
Universal- Beteiligungs- und Servicegesellschaft mbH,118706,2025-09-30,-581
"Mirae Asset Global Investments Co., Ltd.",117733,2025-09-30,10289
Zurcher Kantonalbank (Zurich Cantonalbank),115190,2025-09-30,46403
"CULLEN/FROST BANKERS, INC.",113509,2025-09-30,5542
NATIONAL BANK OF CANADA /FI/,113429,2025-09-30,-93484
Varma Mutual Pension Insurance Co,107899,2025-09-30,8500
PRUDENTIAL FINANCIAL INC,107866,2025-09-30,-12471
EVERGREEN CAPITAL MANAGEMENT LLC,106899,2025-09-30,112
NEOS Investment Management LLC,106299,2025-09-30,49081
Verition Fund Management LLC,104369,2025-09-30,3357
"12th Street Asset Management Company, LLC",104116,2025-09-30,-1752
GF FUND MANAGEMENT CO. LTD.,103711,2025-09-30,-4978
STRS OHIO,102560,2025-09-30,-25498
AQR CAPITAL MANAGEMENT LLC,100725,2025-09-30,-43375
GDS Wealth Management,100641,2025-09-30,7357
Ghisallo Capital Management LLC,100000,2025-09-30,0
