symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
FANG,2024-12-31,163.83,213545000,34985077350,161000000,12429000000,47253077350
FANG,2023-12-31,155.08,179999000,27914244920,582000000,6801000000,34133244920
FANG,2022-12-31,136.78,176539000,24147004420,157000000,6379000000,30369004420
FANG,2021-12-31,107.85,176643000,19050947550,654000000,6773000000,25169947550
FANG,2020-12-31,48.4,157976000,7646038400,104000000,5930000000,13472038400
FANG,2019-12-31,92.86,163493000,15181959980,123000000,5490000000,20548959980
FANG,2018-12-31,92.7,104622000,9698459400,214516000,4523000000,14006943400
FANG,2017-12-31,126.25,97458000,12304072500,112446000,1505197000,13696823500
FANG,2016-12-31,101.06,75077000,7587281620,1666574000,1119769000,7040476620
FANG,2015-12-31,66.9,63019000,4215971100,20115000,501907000,4697763100
FANG,2014-12-31,59.78,52826000,3157938280,30183000,685351000,3813106280
FANG,2013-12-31,52.88,42015000,2221753200,15555000,464538000,2670736200
FANG,2012-12-31,19.12,36986532,707182491,26358000,5075000,685899491
FANG,2011-12-31,17.5,36986532,647264310,6802389,85000000,725461921
FANG,2010-12-31,17.5,36986532,647264310,4089745,44766687,687941252
FANG,2009-12-31,17.5,35111532,614451810,2430308,7650000,619671502
