date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,adjDividend,dividend,paymentDate,declarationDate
2021-08-12,483.73,486.88,481.85,484.73,459.65,175600,175600,1,0.20673,484.2975,"August 12, 21",0.0020673,,,,,
2021-08-11,485.25,487.19,479.32,483.17,458.18,166800,166800,-2.08,-0.42865,483.7325,"August 11, 21",-0.0042865,2021-08-12,0.8,0.8,2021-08-26,2021-07-29
2021-08-10,485.16,490.47,482.02,484.18,458.37,154900,154900,-0.98,-0.202,485.4575,"August 10, 21",-0.00202,,,,,
2021-08-09,480.91,486.34,479.13,485.4,459.52,154600,154600,4.49,0.93365,482.945,"August 09, 21",0.0093365,,,,,
2021-08-06,487.33,490.23,480.12,481.09,455.44,147914,147914,-6.24,-1.28,484.6925,"August 06, 21",-0.0128,,,,,
2021-08-05,486.95,495.22,484.27,486.81,460.86,203800,203800,-0.14,-0.02875039,488.3125,"August 05, 21",-0.0002875039,,,,,
2021-08-04,480.07,489.31,480.07,486.97,461.01,219500,219500,6.9,1.44,484.105,"August 04, 21",0.0144,,,,,
2021-08-03,478.89,485.61,476.62,480.44,454.83,186200,186200,1.55,0.32367,480.39,"August 03, 21",0.0032367,,,,,
2021-08-02,479.32,482.24,472.01,476.51,451.11,191800,191800,-2.81,-0.58625,477.52,"August 02, 21",-0.0058625,,,,,
2021-07-30,472.91,484.42,472.19,477.82,452.35,270819,270819,4.91,1.04,476.835,"July 30, 21",0.0104,,,,,
2021-07-29,469.86,478.57,468.18,477.8,452.33,176500,176500,7.94,1.69,473.6025,"July 29, 21",0.0169,,,,,
2021-07-28,471.87,473.8,464.92,467.63,442.7,168534,168534,-4.24,-0.89855,469.555,"July 28, 21",-0.0089855,,,,,
2021-07-27,467,472.79,462,471.87,446.71,237500,237500,4.87,1.04,468.415,"July 27, 21",0.0104,,,,,
2021-07-26,462.99,476.12,462.99,466.96,442.07,332100,332100,3.97,0.85747,467.265,"July 26, 21",0.0085747,,,,,
2021-07-23,454.11,463.45,447.02,462.37,437.72,346700,346700,8.26,1.82,456.7375,"July 23, 21",0.0182,,,,,
2021-07-22,450,456.15,442.89,450.52,426.5,606452,606452,0.52,0.11556,449.89,"July 22, 21",0.0011556,,,,,
2021-07-21,455.37,457.69,452.62,457.69,433.29,275200,275200,2.32,0.50948,455.8425,"July 21, 21",0.0050948,,,,,
2021-07-20,454.41,458.28,450.67,452.51,428.39,364310,364310,-1.9,-0.41812,453.9675,"July 20, 21",-0.0041812,,,,,
2021-07-19,453.62,456.55,442.71,453.52,429.34,363900,363900,-0.1,-0.02204488,451.6,"July 19, 21",-0.0002204488,,,,,
2021-07-16,461.82,464.84,457.88,458.89,434.43,224100,224100,-2.93,-0.63445,460.8575,"July 16, 21",-0.0063445,,,,,
2021-07-15,466.52,468.27,457.55,459.82,435.31,249308,249308,-6.7,-1.44,463.04,"July 15, 21",-0.0144,,,,,
2021-07-14,472.01,473.07,465.48,468.77,443.78,236600,236600,-3.24,-0.68643,469.8325,"July 14, 21",-0.0068643,,,,,
2021-07-13,474.11,477.05,469.69,470.88,445.78,232200,232200,-3.23,-0.68128,472.9325,"July 13, 21",-0.0068128,,,,,
2021-07-12,474.25,478.67,472.15,475.51,450.16,249800,249800,1.26,0.26568,475.145,"July 12, 21",0.0026568,,,,,
2021-07-09,470.48,476.69,469.66,476.24,450.85,249700,249700,5.76,1.22,473.2675,"July 09, 21",0.0122,,,,,
2021-07-08,465.46,474.26,462.43,468.77,443.78,357700,357700,3.31,0.71112,467.73,"July 08, 21",0.0071112,,,,,
2021-07-07,465.33,472.33,464.07,470.32,445.25,283800,283800,4.99,1.07,468.0125,"July 07, 21",0.0107,,,,,
2021-07-06,468.05,468.32,455.29,464.53,439.77,223200,223200,-3.52,-0.75206,464.0475,"July 06, 21",-0.0075206,,,,,
2021-07-02,463.65,468.82,462.66,466.83,441.94,202047,202047,3.18,0.68586,465.49,"July 02, 21",0.0068586,,,,,
2021-07-01,459.55,462.48,457.13,462.05,437.42,193346,193346,2.5,0.54401,460.3025,"July 01, 21",0.0054401,,,,,
2021-06-30,466,467.55,451.84,458.66,434.21,431900,431900,-7.34,-1.58,461.0125,"June 30, 21",-0.0158,,,,,
2021-06-29,455.7,470.15,455.7,465.04,440.25,371812,371812,9.34,2.05,461.6475,"June 29, 21",0.0205,,,,,
2021-06-28,458.11,459.12,454.71,456.54,432.2,222552,222552,-1.57,-0.34271,457.12,"June 28, 21",-0.0034271,,,,,
2021-06-25,460.74,462.47,453.96,455.77,431.47,299707,299707,-4.97,-1.08,458.235,"June 25, 21",-0.0108,,,,,
2021-06-24,456.95,460.39,453.84,459.03,434.56,223715,223715,2.08,0.45519,457.5525,"June 24, 21",0.0045519,,,,,
2021-06-23,460.97,462.43,454.02,454.9,430.65,192120,192120,-6.07,-1.32,458.08,"June 23, 21",-0.0132,,,,,
2021-06-22,457.52,463,450.32,459.76,435.25,279400,279400,2.24,0.4896,457.65,"June 22, 21",0.004896,,,,,
2021-06-21,442.4,464.03,442.4,452.9,428.76,476636,476636,10.5,2.37,450.4325,"June 21, 21",0.0237,,,,,
2021-06-18,433.8,444.64,430.2,442.02,418.46,443247,443247,8.22,1.89,437.665,"June 18, 21",0.0189,,,,,
2021-06-17,431.44,438.02,428.15,436.53,413.26,224027,224027,5.09,1.18,433.535,"June 17, 21",0.0118,,,,,
2021-06-16,434.68,437.03,430,432.52,409.46,208300,208300,-2.16,-0.49692,433.5575,"June 16, 21",-0.0049692,,,,,
2021-06-15,429.52,434.77,426.54,434.41,411.25,168400,168400,4.89,1.14,431.31,"June 15, 21",0.0114,,,,,
2021-06-14,437.26,437.26,427.43,430.96,407.99,179600,179600,-6.3,-1.44,433.2275,"June 14, 21",-0.0144,,,,,
2021-06-11,428.35,432.85,426.07,431.62,408.61,161500,161500,3.27,0.76339,429.7225,"June 11, 21",0.0076339,,,,,
2021-06-10,434.57,435.92,427.92,429,406.13,182200,182200,-5.57,-1.28,431.8525,"June 10, 21",-0.0128,,,,,
2021-06-09,439.63,440.85,432.24,433.62,410.5,149049,149049,-6.01,-1.37,436.585,"June 09, 21",-0.0137,,,,,
2021-06-08,435.88,440.43,430.39,440,416.54,168012,168012,4.12,0.94521,436.675,"June 08, 21",0.0094521,,,,,
2021-06-07,438.54,440.75,431.65,435.55,412.33,157500,157500,-2.99,-0.68181,436.6225,"June 07, 21",-0.0068181,,,,,
2021-06-04,441.98,444.43,430.58,438.04,414.69,195137,195137,-3.94,-0.89144,438.7575,"June 04, 21",-0.0089144,,,,,
2021-06-03,437.3,441.64,435.7,438.4,415.03,198542,198542,1.1,0.25154,438.26,"June 03, 21",0.0025154,,,,,
2021-06-02,439.84,443.1,437.04,440.58,417.09,285100,285100,0.74,0.16824,440.14,"June 02, 21",0.0016824,,,,,
2021-06-01,440.46,441.85,435.53,438.73,415.34,204900,204900,-1.73,-0.39277,439.1425,"June 01, 21",-0.0039277,,,,,
2021-05-28,430.36,438.57,430.36,436.55,413.28,286724,286724,6.19,1.44,433.96,"May 28, 21",0.0144,,,,,
2021-05-27,429.53,433.19,426.91,431.47,408.47,766225,766225,1.94,0.45166,430.275,"May 27, 21",0.0045166,,,,,
2021-05-26,430.38,433.94,426.01,429.63,406.73,174008,174008,-0.75,-0.17426,429.99,"May 26, 21",-0.0017426,,,,,
2021-05-25,429.71,431.76,426.87,429.66,406.75,200331,200331,-0.05,-0.01163575,429.5,"May 25, 21",-0.0001163575,,,,,
2021-05-24,431.59,434,429.25,430.74,407.78,151230,151230,-0.85,-0.19695,431.395,"May 24, 21",-0.0019695,,,,,
2021-05-21,432.58,437.5,428.63,429.25,406.37,210400,210400,-3.33,-0.7698,431.99,"May 21, 21",-0.007698,,,,,
2021-05-20,428.74,431.91,425.31,429.73,406.82,276200,276200,0.99,0.23091,428.9225,"May 20, 21",0.0023091,,,,,
2021-05-19,423.89,437.77,419.79,427.83,405.02,237830,237830,3.94,0.92949,427.32,"May 19, 21",0.0092949,,,,,
2021-05-18,441.38,443.85,426.92,427.1,404.33,302817,302817,-14.28,-3.24,434.8125,"May 18, 21",-0.0324,,,,,
2021-05-17,437.47,439.98,431.17,435.67,412.44,199600,199600,-1.8,-0.41146,436.0725,"May 17, 21",-0.0041146,,,,,
2021-05-14,435.07,438.87,433.28,437.87,414.53,176600,176600,2.8,0.64357,436.2725,"May 14, 21",0.0064357,2021-05-17,0.8,0.8,2021-05-28,2021-05-04
2021-05-13,423.54,437.49,422.58,435.01,411.06,222307,222307,11.47,2.71,429.655,"May 13, 21",0.0271,,,,,
2021-05-12,435.12,437.35,418.83,419.76,396.65,269204,269204,-15.36,-3.53,427.765,"May 12, 21",-0.0353,,,,,
2021-05-11,438.71,442.05,433.84,438.87,414.71,274142,274142,0.16,0.03647056,438.3675,"May 11, 21",0.0003647056,,,,,
2021-05-10,446.08,449.44,442.91,444.96,420.46,193000,193000,-1.12,-0.25108,445.8475,"May 10, 21",-0.0025108,,,,,
2021-05-07,435.33,445.21,435.33,444.01,419.56,144400,144400,8.68,1.99,439.97,"May 07, 21",0.0199,,,,,
2021-05-06,440.68,441.89,428.91,434.85,410.91,221643,221643,-5.83,-1.32,436.5825,"May 06, 21",-0.0132,,,,,
2021-05-05,436.39,442.9,432.52,441.56,417.25,332592,332592,5.17,1.18,438.3425,"May 05, 21",0.0118,,,,,
2021-05-04,428,431.23,424.5,431.15,407.41,232916,232916,3.15,0.73598,428.72,"May 04, 21",0.0073598,,,,,
2021-05-03,425,431.47,423.52,428.86,405.25,279021,279021,3.86,0.90824,427.2125,"May 03, 21",0.0090824,,,,,
2021-04-30,421,424.44,419.14,422.52,399.26,211731,211731,1.52,0.36105,421.775,"April 30, 21",0.0036105,,,,,
2021-04-29,423.9,423.9,416.01,421.45,398.24,222080,222080,-2.45,-0.57797,421.315,"April 29, 21",-0.0057797,,,,,
2021-04-28,418.73,423.07,413.91,415.29,392.42,206239,206239,-3.44,-0.82153,417.75,"April 28, 21",-0.0082153,,,,,
2021-04-27,416.35,425,413.56,421.69,398.47,290724,290724,5.34,1.28,419.15,"April 27, 21",0.0128,,,,,
2021-04-26,419.58,419.58,409,413.25,390.5,327497,327497,-6.33,-1.51,415.3525,"April 26, 21",-0.0151,,,,,
2021-04-23,411.28,424.56,411.28,419.53,396.43,348429,348429,8.25,2.01,416.6625,"April 23, 21",0.0201,,,,,
2021-04-22,413.09,426.7,409.38,410.46,387.86,849747,849747,-2.63,-0.63667,414.9075,"April 22, 21",-0.0063667,,,,,
2021-04-21,384.05,392.13,384.05,385.67,364.44,262146,262146,1.62,0.42182,386.475,"April 21, 21",0.0042182,,,,,
2021-04-20,384.19,388.59,383.24,386.06,364.8,242129,242129,1.87,0.48674,385.52,"April 20, 21",0.0048674,,,,,
2021-04-19,382,385.68,380.69,382.95,361.86,251214,251214,0.95,0.24869,382.83,"April 19, 21",0.0024869,,,,,
2021-04-16,376.03,384.14,373.9,382.21,361.17,290534,290534,6.18,1.64,379.07,"April 16, 21",0.0164,,,,,
2021-04-15,370.67,376.98,367.71,374.43,353.81,278127,278127,3.76,1.01,372.4475,"April 15, 21",0.0101,,,,,
2021-04-14,369.97,372.29,366.23,367.7,347.45,161940,161940,-2.27,-0.61356,369.0475,"April 14, 21",-0.0061356,,,,,
2021-04-13,372.89,374.44,370.25,370.45,350.05,224500,224500,-2.44,-0.65435,372.0075,"April 13, 21",-0.0065435,,,,,
2021-04-12,370.42,371.88,368.07,371.18,350.74,184049,184049,0.76,0.20517,370.3875,"April 12, 21",0.0020517,,,,,
2021-04-09,361.88,370.45,361.88,369.49,349.15,227200,227200,7.61,2.1,365.925,"April 09, 21",0.021,,,,,
2021-04-08,358.6,361.07,354.53,360.76,340.9,227258,227258,2.16,0.60234,358.74,"April 08, 21",0.0060234,,,,,
2021-04-07,358.08,360.85,354.78,356.65,337.01,164014,164014,-1.43,-0.39935,357.59,"April 07, 21",-0.0039935,,,,,
2021-04-06,358.5,361.15,353.1,357.72,338.02,318800,318800,-0.78,-0.21757,357.6175,"April 06, 21",-0.0021757,,,,,
2021-04-05,352.65,359.22,351.87,357,337.34,305943,305943,4.35,1.23,355.185,"April 05, 21",0.0123,,,,,
2021-04-01,345.74,352.19,345.43,351.57,332.21,179613,179613,5.83,1.69,348.7325,"April 01, 21",0.0169,,,,,
2021-03-31,343.48,349.01,343.48,345.24,326.23,199400,199400,1.76,0.5124,345.3025,"March 31, 21",0.005124,,,,,
2021-03-30,339.89,343.87,335.24,342.37,323.52,274621,274621,2.48,0.72965,340.3425,"March 30, 21",0.0072965,,,,,
2021-03-29,342.96,350.5,338.87,343.48,324.57,340000,340000,0.52,0.15162,343.9525,"March 29, 21",0.0015162,,,,,
2021-03-26,335.52,342.11,333.54,341.86,323.04,400122,400122,6.34,1.89,338.2575,"March 26, 21",0.0189,,,,,
2021-03-25,337,338.16,332.7,335.25,316.79,307600,307600,-1.75,-0.51929,335.7775,"March 25, 21",-0.0051929,,,,,
2021-03-24,340.09,344.76,335.4,340.1,321.37,226200,226200,0.01,0.0029404,340.0875,"March 24, 21",2.9404e-05,,,,,
2021-03-23,334.43,342.43,333.89,340.91,322.14,321306,321306,6.48,1.94,337.915,"March 23, 21",0.0194,,,,,
2021-03-22,340.61,340.61,331.6,336.22,317.71,329031,329031,-4.39,-1.29,337.26,"March 22, 21",-0.0129,,,,,
2021-03-19,339.37,348.35,337.83,340.8,322.04,1289929,1289929,1.43,0.42137,341.5875,"March 19, 21",0.0042137,,,,,
2021-03-18,336.29,340.89,332.26,336.87,318.32,303948,303948,0.58,0.17247,336.5775,"March 18, 21",0.0017247,,,,,
2021-03-17,343.7,344.16,336.69,339.2,320.52,356100,356100,-4.5,-1.31,340.9375,"March 17, 21",-0.0131,,,,,
2021-03-16,350,351.88,342.56,343.97,325.03,249100,249100,-6.03,-1.72,347.1025,"March 16, 21",-0.0172,,,,,
2021-03-15,342.31,348,340.58,347.57,328.43,255300,255300,5.26,1.54,344.615,"March 15, 21",0.0154,,,,,
2021-03-12,342.81,344.56,339.02,342.44,323.59,221779,221779,-0.37,-0.10793,342.2075,"March 12, 21",-0.0010793,,,,,
2021-03-11,342.49,348.46,336.95,346.84,327.74,242800,242800,4.35,1.27,343.685,"March 11, 21",0.0127,,,,,
2021-03-10,341.83,344.8,338.5,343.2,324.3,284100,284100,1.37,0.40078,342.0825,"March 10, 21",0.0040078,2021-03-11,0.58,0.58,2021-03-25,2021-02-25
2021-03-09,332.94,341.12,330.2,336.51,317.43,345206,345206,3.57,1.07,335.1925,"March 09, 21",0.0107,,,,,
2021-03-08,328.84,334.67,326.8,328.34,309.72,230805,230805,-0.5,-0.15205,329.6625,"March 08, 21",-0.0015205,,,,,
2021-03-05,324.75,330.83,313.92,330.22,311.5,301316,301316,5.47,1.68,324.93,"March 05, 21",0.0168,,,,,
2021-03-04,331.66,333.52,319.06,323.59,305.24,382964,382964,-8.07,-2.43,326.9575,"March 04, 21",-0.0243,,,,,
2021-03-03,330.29,335.36,328.37,331.1,312.33,311321,311321,0.81,0.24524,331.28,"March 03, 21",0.0024524,,,,,
2021-03-02,332.17,334.63,327.08,330.7,311.95,515715,515715,-1.47,-0.44254,331.145,"March 02, 21",-0.0044254,,,,,
2021-03-01,335.01,340.47,332.77,334.2,315.25,604023,604023,-0.81,-0.24178,335.6125,"March 01, 21",-0.0024178,,,,,
2021-02-26,327.77,338.72,325.74,334.77,315.79,677110,677110,7,2.14,331.75,"February 26, 21",0.0214,,,,,
2021-02-25,326.59,328.1,320.71,322.99,304.68,460000,460000,-3.6,-1.1,324.5975,"February 25, 21",-0.011,,,,,
2021-02-24,318.91,329.67,314.92,328.39,309.77,654200,654200,9.48,2.97,322.9725,"February 24, 21",0.0297,,,,,
2021-02-23,310.75,319.91,305.47,318.25,300.21,534300,534300,7.5,2.41,313.595,"February 23, 21",0.0241,,,,,
2021-02-22,325.07,326.02,311.57,314.43,296.6,580747,580747,-10.64,-3.27,319.2725,"February 22, 21",-0.0327,,,,,
2021-02-19,329.96,332.54,325.42,326.08,307.59,363450,363450,-3.88,-1.18,328.5,"February 19, 21",-0.0118,,,,,
2021-02-18,328.33,330.85,328,330.43,311.69,264523,264523,2.1,0.6396,329.4025,"February 18, 21",0.006396,,,,,
2021-02-17,331.48,335.78,326.43,330.17,311.45,401700,401700,-1.31,-0.3952,330.965,"February 17, 21",-0.003952,,,,,
2021-02-16,341.2,344.1,330.3,333.33,314.43,563158,563158,-7.87,-2.31,337.2325,"February 16, 21",-0.0231,,,,,
2021-02-12,331.75,344.86,331.75,337.84,318.68,859800,859800,6.09,1.84,336.55,"February 12, 21",0.0184,,,,,
2021-02-11,351.11,359.99,328.81,329.89,311.19,966337,966337,-21.22,-6.04,342.45,"February 11, 21",-0.0604,,,,,
2021-02-10,361.01,362.79,349.21,350.54,330.66,446782,446782,-10.47,-2.9,355.8875,"February 10, 21",-0.029,,,,,
2021-02-09,361.07,364.43,357.96,360.29,339.86,545265,545265,-0.78,-0.21602,360.9375,"February 09, 21",-0.0021602,,,,,
2021-02-08,360.84,362.91,359.04,359.4,339.02,418707,418707,-1.44,-0.39907,360.5475,"February 08, 21",-0.0039907,,,,,
2021-02-05,359,362.11,356.73,359.32,338.95,248118,248118,0.32,0.08913649,359.29,"February 05, 21",0.0008913649,,,,,
2021-02-04,356.56,363.12,354.5,358.99,338.64,316713,316713,2.43,0.68151,358.2925,"February 04, 21",0.0068151,,,,,
2021-02-03,360.19,361.01,352.88,354.85,334.73,322601,322601,-5.34,-1.48,357.2325,"February 03, 21",-0.0148,,,,,
2021-02-02,363.94,363.94,357.3,357.3,337.04,392635,392635,-6.64,-1.82,360.62,"February 02, 21",-0.0182,,,,,
2021-02-01,356.17,360.96,353.96,359.82,339.42,205619,205619,3.65,1.02,357.7275,"February 01, 21",0.0102,,,,,
2021-01-29,360.79,364.04,353.75,354.18,334.1,301600,301600,-6.61,-1.83,358.19,"January 29, 21",-0.0183,,,,,
2021-01-28,356.76,365.09,352.51,362.66,342.1,285240,285240,5.9,1.65,359.255,"January 28, 21",0.0165,,,,,
2021-01-27,360,364.27,348.01,354.66,334.55,365000,365000,-5.34,-1.48,356.735,"January 27, 21",-0.0148,,,,,
2021-01-26,370.03,370.88,363.52,363.68,343.06,212846,212846,-6.35,-1.72,367.0275,"January 26, 21",-0.0172,,,,,
2021-01-25,371.48,373.81,364.94,368.94,348.02,199600,199600,-2.54,-0.68375,369.7925,"January 25, 21",-0.0068375,,,,,
2021-01-22,361.47,371.35,361.47,369.31,348.37,233542,233542,7.84,2.17,365.9,"January 22, 21",0.0217,,,,,
2021-01-21,365.37,372.32,363,366.71,345.92,229172,229172,1.34,0.36675,366.85,"January 21, 21",0.0036675,,,,,
2021-01-20,360.91,368.37,357.78,366.24,345.47,360345,360345,5.33,1.48,363.325,"January 20, 21",0.0148,,,,,
2021-01-19,359.62,364.69,355.89,360.63,340.18,319400,319400,1.01,0.28085,360.2075,"January 19, 21",0.0028085,,,,,
2021-01-15,365.01,365.8,357.01,359.4,339.02,298008,298008,-5.61,-1.54,361.805,"January 15, 21",-0.0154,,,,,
2021-01-14,374.38,374.6,365.81,366.7,345.91,261334,261334,-7.68,-2.05,370.3725,"January 14, 21",-0.0205,,,,,
2021-01-13,385,386.63,373.23,373.72,352.53,293300,293300,-11.28,-2.93,379.645,"January 13, 21",-0.0293,,,,,
2021-01-12,387.75,387.75,382.32,385,363.17,257930,257930,-2.75,-0.70922,385.705,"January 12, 21",-0.0070922,,,,,
2021-01-11,389.74,392.85,384.32,385.25,363.41,357681,357681,-4.49,-1.15,388.04,"January 11, 21",-0.0115,,,,,
2021-01-08,388.81,399.47,387.52,390.99,368.82,333411,333411,2.18,0.56069,391.6975,"January 08, 21",0.0056069,,,,,
2021-01-07,374.58,401.29,371.1,385.95,364.07,446836,446836,11.37,3.04,383.23,"January 07, 21",0.0304,,,,,
2021-01-06,352.2,370.91,349.19,370.38,349.38,362414,362414,18.18,5.16,360.67,"January 06, 21",0.0516,,,,,
2020-11-10,,,,,,,,,,,"November 10, 20",,2020-11-12,0.58,0.58,2020-11-25,2020-10-30
2020-08-12,,,,,,,,,,,"August 12, 20",,2020-08-13,0.58,0.58,2020-08-27,2020-07-31
2020-05-14,,,,,,,,,,,"May 14, 20",,2020-05-15,0.58,0.58,2020-05-29,2020-04-23
2020-03-11,,,,,,,,,,,"March 11, 20",,2020-03-12,0.55,0.55,2020-03-26,2020-02-28
2019-11-13,,,,,,,,,,,"November 13, 19",,2019-11-14,0.55,0.55,2019-11-27,2019-10-31
2019-08-14,,,,,,,,,,,"August 14, 19",,2019-08-15,0.55,0.55,2019-08-29,2019-07-31
2019-05-16,,,,,,,,,,,"May 16, 19",,2019-05-17,0.55,0.55,2019-05-31,2019-05-01
2019-03-13,,,,,,,,,,,"March 13, 19",,2019-03-14,0.45,0.45,2019-03-28,2019-02-27
2018-11-14,,,,,,,,,,,"November 14, 18",,2018-11-15,0.45,0.45,2018-11-29,2018-10-30
2018-08-13,,,,,,,,,,,"August 13, 18",,2018-08-14,0.45,0.45,2018-08-28,2018-07-26
2018-05-17,,,,,,,,,,,"May 17, 18",,2018-05-18,0.45,0.45,2018-06-01,2018-05-02
2018-03-15,,,,,,,,,,,"March 15, 18",,2018-03-16,0.37,0.37,2018-03-29,2018-02-28
2017-11-14,,,,,,,,,,,"November 14, 17",,2017-11-15,0.37,0.37,2017-11-28,2017-10-30
2017-08-07,,,,,,,,,,,"August 07, 17",,2017-08-09,0.37,0.37,2017-08-23,2017-07-28
2017-05-15,,,,,,,,,,,"May 15, 17",,2017-05-17,0.37,0.37,2017-05-31,2017-05-04
2017-03-13,,,,,,,,,,,"March 13, 17",,2017-03-15,0.31,0.31,2017-03-29,2017-03-06
2016-11-07,,,,,,,,,,,"November 07, 16",,2016-11-09,0.31,0.31,2016-11-23,2016-10-31
2016-08-08,,,,,,,,,,,"August 08, 16",,2016-08-10,0.31,0.31,2016-08-24,2016-08-01
2016-05-17,,,,,,,,,,,"May 17, 16",,2016-05-19,0.31,0.31,2016-06-02,2016-05-09
2016-03-14,,,,,,,,,,,"March 14, 16",,2016-03-16,0.26,0.26,2016-03-30,2016-02-29
2015-11-06,,,,,,,,,,,"November 06, 15",,2015-11-10,0.26,0.26,2015-11-24,2015-11-02
2015-08-10,,,,,,,,,,,"August 10, 15",,2015-08-12,0.26,0.26,2015-08-26,2015-08-04
2015-05-18,,,,,,,,,,,"May 18, 15",,2015-05-20,0.26,0.26,2015-06-03,2015-05-08
2015-03-10,,,,,,,,,,,"March 10, 15",,2015-03-12,0.22,0.22,2015-03-26,2015-03-03
2014-11-07,,,,,,,,,,,"November 07, 14",,2014-11-12,0.22,0.22,2014-11-26,2014-11-03
2014-08-11,,,,,,,,,,,"August 11, 14",,2014-08-13,0.22,0.22,2014-08-27,2014-08-01
2014-05-19,,,,,,,,,,,"May 19, 14",,2014-05-21,0.22,0.22,2014-06-04,2014-05-09
2014-03-11,,,,,,,,,,,"March 11, 14",,2014-03-13,0.19,0.19,2014-03-27,2014-03-03
2013-11-08,,,,,,,,,,,"November 08, 13",,2013-11-13,0.19,0.19,2013-11-27,2013-11-04
2013-08-12,,,,,,,,,,,"August 12, 13",,2013-08-14,0.19,0.19,2013-08-28,2013-08-05
2013-05-13,,,,,,,,,,,"May 13, 13",,2013-05-15,0.19,0.19,2013-05-30,2013-05-03
2013-03-11,,,,,,,,,,,"March 11, 13",,2013-03-13,0.16,0.16,2013-03-27,2013-03-04
2012-11-09,,,,,,,,,,,"November 09, 12",,2012-11-14,0.16,0.16,2012-11-28,2012-11-06
2012-08-09,,,,,,,,,,,"August 09, 12",,2012-08-13,0.16,0.16,2012-08-29,2012-08-03
2012-05-10,,,,,,,,,,,"May 10, 12",,2012-05-14,0.16,0.16,2012-05-30,2012-05-04
2012-03-08,,,,,,,,,,,"March 08, 12",,2012-03-12,0.14,0.14,2012-03-28,2012-03-02
2011-11-17,,,,,,,,,,,"November 17, 11",,2011-11-21,0.14,0.14,2011-12-07,2011-11-07
2011-08-11,,,,,,,,,,,"August 11, 11",,2011-08-15,0.14,0.14,2011-08-31,2011-08-04
2011-05-12,,,,,,,,,,,"May 12, 11",,2011-05-16,0.14,0.14,2011-06-01,2011-05-06
2011-03-10,,,,,,,,,,,"March 10, 11",,2011-03-14,0.13,0.13,2011-03-30,2011-03-04
2010-11-22,,,,,,,,,,,"November 22, 10",,2010-11-24,0.13,0.13,2010-12-08,2010-11-05
2010-08-12,,,,,,,,,,,"August 12, 10",,2010-08-16,0.13,0.13,2010-09-02,2010-08-06
2010-05-13,,,,,,,,,,,"May 13, 10",,2010-05-17,0.13,0.13,2010-06-02,2010-05-07
2010-03-05,,,,,,,,,,,"March 05, 10",,2010-03-09,0.13,0.13,2010-03-23,2010-03-01
2009-11-12,,,,,,,,,,,"November 12, 09",,2009-11-16,0.13,0.13,2009-12-03,2009-11-06
2009-08-13,,,,,,,,,,,"August 13, 09",,2009-08-17,0.13,0.13,2009-09-03,2009-08-07
2009-05-14,,,,,,,,,,,"May 14, 09",,2009-05-18,0.13,0.13,2009-06-03,2009-05-07
2009-03-05,,,,,,,,,,,"March 05, 09",,2009-03-09,0.13,0.13,2009-03-23,2009-02-26
2008-11-20,,,,,,,,,,,"November 20, 08",,2008-11-24,0.13,0.13,2008-12-08,2008-11-06
2008-08-14,,,,,,,,,,,"August 14, 08",,2008-08-18,0.13,0.13,2008-09-02,2008-08-08
2008-05-15,,,,,,,,,,,"May 15, 08",,2008-05-19,0.13,0.13,2008-06-02,2008-05-07
2008-03-13,,,,,,,,,,,"March 13, 08",,2008-03-17,0.12,0.12,2008-03-31,2008-03-03
2007-11-21,,,,,,,,,,,"November 21, 07",,2007-11-26,0.12,0.12,2007-12-10,2007-10-31
2007-08-16,,,,,,,,,,,"August 16, 07",,2007-08-20,0.12,0.12,2007-09-04,2007-08-02
2007-05-17,,,,,,,,,,,"May 17, 07",,2007-05-21,0.12,0.12,2007-06-04,2007-05-10
2007-03-01,,,,,,,,,,,"March 01, 07",,2007-03-05,0.105,0.105,2007-03-19,2007-02-14
2006-11-22,,,,,,,,,,,"November 22, 06",,2006-11-27,0.105,0.105,2006-12-11,2006-11-13
2006-08-17,,,,,,,,,,,"August 17, 06",,2006-08-21,0.105,0.105,2006-09-05,2006-08-03
2006-05-18,,,,,,,,,,,"May 18, 06",,2006-05-22,0.105,0.105,2006-06-05,2006-05-11
2006-02-23,,,,,,,,,,,"February 23, 06",,2006-02-27,0.09,0.09,2006-03-13,2006-02-16
2005-11-17,,,,,,,,,,,"November 17, 05",,2005-11-21,0.09,0.09,2005-12-05,2005-11-04
2005-08-18,,,,,,,,,,,"August 18, 05",,2005-08-22,0.09,0.09,2005-09-06,2005-08-08
2005-05-19,,,,,,,,,,,"May 19, 05",,2005-05-23,0.09,0.09,2005-06-06,2005-05-12
2005-02-24,,,,,,,,,,,"February 24, 05",,2005-02-28,0.07,0.07,2005-03-14,2005-02-17
2004-11-18,,,,,,,,,,,"November 18, 04",,2004-11-22,0.07,0.07,2004-12-06,2004-11-08
2004-08-19,,,,,,,,,,,"August 19, 04",,2004-08-23,0.0666667,0.1,2004-09-07,2004-08-09
2004-05-20,,,,,,,,,,,"May 20, 04",,2004-05-24,0.0666667,0.1,2004-06-07,2004-05-10
