date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,dividend,paymentDate,adjDividend
2024-06-12,1332.15,1390.54,1331.86,1378.36,1378.36,183707,183707,46.21,3.47,1358.2275,"June 12, 24",0.0347,,,,,
2024-06-11,1298.64,1322.19,1287.99,1315.33,1315.33,77100,77100,16.69,1.29,1306.0375,"June 11, 24",0.0129,,,,,
2024-06-10,1307.68,1325.72,1298.27,1310.15,1310.15,125934,125934,2.47,0.18888,1310.455,"June 10, 24",0.0018888,,,,,
2024-06-07,1332.93,1332.93,1307.12,1310.32,1310.32,100584,100584,-22.61,-1.7,1320.825,"June 07, 24",-0.017,,,,,
2024-06-06,1351.97,1364.22,1329.11,1329.88,1329.88,119619,119619,-22.09,-1.63,1343.795,"June 06, 24",-0.0163,,,,,
2024-06-05,1312.33,1351.95,1309.57,1351.07,1351.07,107297,107297,38.74,2.95,1331.23,"June 05, 24",0.0295,,,,,
2024-06-04,1290.46,1310.91,1285.27,1302.74,1302.74,98913,98913,12.28,0.9516,1297.345,"June 04, 24",0.009516,,,,,
2024-06-03,1288.67,1294.94,1274.55,1293.82,1293.82,144015,144015,5.15,0.39964,1287.995,"June 03, 24",0.0039964,,,,,
2024-05-31,1304.31,1305.15,1266.72,1289.93,1289.93,332819,332819,-14.38,-1.1,1291.5275,"May 31, 24",-0.011,,,,,
2024-05-30,1341.56,1342.38,1293.69,1302.66,1302.66,196804,196804,-38.9,-2.9,1320.0725,"May 30, 24",-0.029,,,,,
2024-05-29,1374.22,1386.55,1354.33,1356.3,1356.3,131455,131455,-17.92,-1.3,1367.85,"May 29, 24",-0.013,,,,,
2024-05-28,1380.16,1390,1364.34,1385.13,1385.13,188540,188540,4.97,0.3601,1379.9075,"May 28, 24",0.003601,,,,,
2024-05-24,1356.19,1387.84,1346.25,1384.64,1384.64,171482,171482,28.45,2.1,1368.73,"May 24, 24",0.021,,,,,
2024-05-23,1381.35,1381.35,1353.09,1353.18,1353.18,237070,237070,-28.17,-2.04,1367.2425,"May 23, 24",-0.0204,,,,,
2024-05-22,1374.71,1393.42,1366.06,1366.64,1366.64,192942,192942,-8.07,-0.58703,1375.2075,"May 22, 24",-0.0058703,,,,,
2024-05-21,1443.69,1443.69,1367.02,1374.8,1374.8,368583,368583,-68.89,-4.77,1407.3,"May 21, 24",-0.0477,,,,,
2024-05-20,1423.49,1451.78,1422.35,1446.28,1446.28,259431,259431,22.79,1.6,1435.975,"May 20, 24",0.016,,,,,
2024-05-17,1415.95,1415.95,1388,1411.35,1411.35,246644,246644,-4.6,-0.32487,1407.8125,"May 17, 24",-0.0032487,,,,,
2024-05-16,1374.86,1412.36,1366.16,1404.43,1404.43,356944,356944,29.57,2.15,1389.4525,"May 16, 24",0.0215,,,,,
2024-05-15,1365.94,1397.79,1364.58,1368.16,1368.16,260249,260249,2.22,0.16253,1374.1175,"May 15, 24",0.0016253,,,,,
2024-05-14,1333.12,1355.33,1324.3,1353.93,1353.93,208211,208211,20.81,1.56,1341.67,"May 14, 24",0.0156,,,,,
2024-05-13,1331.02,1342.45,1322.32,1332.53,1332.53,244621,244621,1.51,0.11345,1332.08,"May 13, 24",0.0011345,,,,,
2024-05-10,1293,1358.22,1293,1328.61,1328.61,436617,436617,35.61,2.75,1318.2075,"May 10, 24",0.0275,,,,,
2024-05-09,1251.44,1288.52,1240.31,1286.78,1286.78,200875,200875,35.34,2.82,1266.7625,"May 09, 24",0.0282,,,,,
2024-05-08,1241,1262.97,1238.69,1251.44,1251.44,132847,132847,10.44,0.84126,1248.525,"May 08, 24",0.0084126,,,,,
2024-05-07,1240.1,1244.18,1229.29,1240.62,1240.62,163561,163561,0.52,0.0419321,1238.5475,"May 07, 24",0.000419321,,,,,
2024-05-06,1205.78,1242.64,1204.03,1242.63,1242.63,207706,207706,36.85,3.06,1223.77,"May 06, 24",0.0306,,,,,
2024-05-03,1182.34,1204.54,1176.43,1193.01,1193.01,182907,182907,10.67,0.90245,1189.08,"May 03, 24",0.0090245,,,,,
2024-05-02,1155.64,1166.53,1134.86,1165.35,1165.35,166156,166156,9.71,0.84023,1155.595,"May 02, 24",0.0084023,,,,,
2024-05-01,1138.03,1178.6,1134.06,1140.73,1140.73,244833,244833,2.7,0.23725,1147.855,"May 01, 24",0.0023725,,,,,
2024-04-30,1143,1157.98,1131.03,1133.33,1133.33,210640,210640,-9.67,-0.84602,1141.335,"April 30, 24",-0.0084602,,,,,
2024-04-29,1116.4,1145.48,1112.65,1143.06,1143.06,323172,323172,26.66,2.39,1129.3975,"April 29, 24",0.0239,,,,,
2024-04-26,1136.83,1159.81,1105.65,1110.85,1110.85,440692,440692,-25.98,-2.29,1128.285,"April 26, 24",-0.0229,,,,,
2024-04-25,1175.79,1211.77,1168.83,1193.66,1193.66,218965,218965,17.87,1.52,1187.5125,"April 25, 24",0.0152,,,,,
2024-04-24,1197.67,1218.12,1178.07,1193.03,1193.03,177940,177940,-4.64,-0.38742,1196.7225,"April 24, 24",-0.0038742,,,,,
2024-04-23,1155.01,1188.4,1155.01,1188.19,1188.19,275267,275267,33.18,2.87,1171.6525,"April 23, 24",0.0287,,,,,
2024-04-22,1142.48,1157.16,1136.64,1150.66,1150.66,233504,233504,8.18,0.71599,1146.735,"April 22, 24",0.0071599,,,,,
2024-04-19,1165.64,1165.64,1121.88,1130.06,1130.06,156442,156442,-35.58,-3.05,1145.805,"April 19, 24",-0.0305,,,,,
2024-04-18,1163.28,1203,1147.06,1162.25,1162.25,214712,214712,-1.03,-0.08854274,1168.8975,"April 18, 24",-0.0008854274,,,,,
2024-04-17,1157.25,1169.92,1144.87,1153.28,1153.28,175830,175830,-3.97,-0.34305,1156.33,"April 17, 24",-0.0034305,,,,,
2024-04-16,1151.27,1153.92,1130.86,1152.7,1152.7,163230,163230,1.43,0.12421,1147.1875,"April 16, 24",0.0012421,,,,,
2024-04-15,1185.21,1197.84,1145.62,1150.52,1150.52,182644,182644,-34.69,-2.93,1169.7975,"April 15, 24",-0.0293,,,,,
2024-04-12,1168.89,1183.73,1166.5,1175.61,1175.61,118199,118199,6.72,0.5749,1173.6825,"April 12, 24",0.005749,,,,,
2024-04-11,1187.13,1199.67,1180.25,1191.68,1191.68,108216,108216,4.55,0.38328,1189.6825,"April 11, 24",0.0038328,,,,,
2024-04-10,1200,1211.26,1177.61,1181.23,1181.23,179076,179076,-18.77,-1.56,1192.525,"April 10, 24",-0.0156,,,,,
2024-04-09,1246.45,1246.45,1209.54,1219.08,1219.08,115405,115405,-27.37,-2.2,1230.38,"April 09, 24",-0.022,,,,,
2024-04-08,1232.31,1244.04,1222.46,1238.88,1238.88,96384,96384,6.57,0.53315,1234.4225,"April 08, 24",0.0053315,,,,,
2024-04-05,1221.89,1243.4,1221.89,1231.65,1231.65,80303,80303,9.76,0.79876,1229.7075,"April 05, 24",0.0079876,,,,,
2024-04-04,1260.61,1266.86,1214.89,1219.85,1219.85,114124,114124,-40.76,-3.23,1240.5525,"April 04, 24",-0.0323,,,,,
2024-04-03,1229.61,1261.74,1229.61,1248.55,1248.55,101769,101769,18.94,1.54,1242.3775,"April 03, 24",0.0154,,,,,
2024-04-02,1233.58,1247.46,1224.81,1247.29,1247.29,141742,141742,13.71,1.11,1238.285,"April 02, 24",0.0111,,,,,
2024-04-01,1249.61,1265.74,1247.93,1254.37,1254.37,121111,121111,4.76,0.38092,1254.4125,"April 01, 24",0.0038092,,,,,
2024-03-28,1259.11,1276.48,1248.57,1249.61,1249.61,151704,151704,-9.5,-0.7545,1258.4425,"March 28, 24",-0.007545,,,,,
2024-03-27,1292,1307.98,1255.02,1258.51,1258.51,144687,144687,-33.49,-2.59,1278.3775,"March 27, 24",-0.0259,,,,,
2024-03-26,1277.19,1290.13,1271.3,1282.47,1282.47,137069,137069,5.28,0.41341,1280.2725,"March 26, 24",0.0041341,,,,,
2024-03-25,1276.74,1276.74,1260.19,1266.61,1266.61,115916,115916,-10.13,-0.79343,1270.07,"March 25, 24",-0.0079343,,,,,
2024-03-22,1280,1286,1264.1,1276.74,1276.74,205626,205626,-3.26,-0.25469,1276.71,"March 22, 24",-0.0025469,,,,,
2024-03-21,1258.76,1287.46,1241.41,1280.02,1280.02,135124,135124,21.26,1.69,1266.9125,"March 21, 24",0.0169,,,,,
2024-03-20,1243.38,1247.13,1228.02,1245.4,1245.4,101868,101868,2.02,0.16246,1240.9825,"March 20, 24",0.0016246,,,,,
2024-03-19,1216.82,1239.73,1210,1235.63,1235.63,155265,155265,18.81,1.55,1225.545,"March 19, 24",0.0155,,,,,
2024-03-18,1217.97,1254.99,1216.34,1222.74,1222.74,176340,176340,4.77,0.39164,1228.01,"March 18, 24",0.0039164,,,,,
2024-03-15,1188.1,1213.63,1181,1211.81,1211.81,333057,333057,23.71,2,1198.635,"March 15, 24",0.02,,,,,
2024-03-14,1251.52,1258.77,1192.75,1202,1202,364453,364453,-49.52,-3.96,1226.26,"March 14, 24",-0.0396,,,,,
2024-03-13,1324.23,1327.54,1221.3,1245.82,1245.82,366137,366137,-78.41,-5.92,1279.7225,"March 13, 24",-0.0592,,,,,
2024-03-12,1289.42,1331.97,1282.84,1328.59,1328.59,150415,150415,39.17,3.04,1308.205,"March 12, 24",0.0304,,,,,
2024-03-11,1288.29,1294.96,1262.86,1282.68,1282.68,153054,153054,-5.61,-0.43546,1282.1975,"March 11, 24",-0.0043546,,,,,
2024-03-08,1336.37,1349.75,1296,1300.45,1300.45,135929,135929,-35.92,-2.69,1320.6425,"March 08, 24",-0.0269,,,,,
2024-03-07,1300,1335.04,1295.21,1334.99,1334.99,183126,183126,34.99,2.69,1316.31,"March 07, 24",0.0269,,,,,
2024-03-06,1278.42,1290.5,1268.56,1288.11,1288.11,112713,112713,9.69,0.75797,1281.3975,"March 06, 24",0.0075797,,,,,
2024-03-05,1297.37,1297.37,1248.03,1263.65,1263.65,181559,181559,-33.72,-2.6,1276.605,"March 05, 24",-0.026,,,,,
2024-03-04,1295.04,1315.84,1293.11,1301.25,1301.25,87271,87271,6.21,0.47952,1301.31,"March 04, 24",0.0047952,,,,,
2024-03-01,1266.48,1297.63,1263.65,1295.2,1295.2,148503,148503,28.72,2.27,1280.74,"March 01, 24",0.0227,,,,,
2024-02-29,1279.34,1284.27,1265.2,1269.91,1269.91,163261,163261,-9.43,-0.7371,1274.68,"February 29, 24",-0.007371,,,,,
2024-02-28,1273.86,1286.8,1273.86,1274.63,1274.63,193391,193391,0.77,0.0604462,1277.2875,"February 28, 24",0.000604462,,,,,
2024-02-27,1280.78,1288.75,1271.02,1276.03,1276.03,102227,102227,-4.75,-0.37087,1279.145,"February 27, 24",-0.0037087,,,,,
2024-02-26,1292.92,1306.2,1288.23,1288.25,1288.25,180408,180408,-4.67,-0.3612,1293.9,"February 26, 24",-0.003612,,,,,
2024-02-23,1291.89,1296.36,1268.29,1282.33,1282.33,123454,123454,-9.56,-0.74,1284.7175,"February 23, 24",-0.0074,,,,,
2024-02-22,1277.52,1290.92,1267.38,1288.26,1288.26,146160,146160,10.74,0.84069,1281.02,"February 22, 24",0.0084069,,,,,
2024-02-21,1248.91,1259.38,1223.88,1246.56,1246.56,151191,151191,-2.35,-0.18816,1244.6825,"February 21, 24",-0.0018816,,,,,
2024-02-20,1278.76,1278.76,1252.69,1259.2,1259.2,153381,153381,-19.56,-1.53,1267.3525,"February 20, 24",-0.0153,,,,,
2024-02-16,1295.88,1304.23,1280.6,1282.06,1282.06,115327,115327,-13.82,-1.07,1290.6925,"February 16, 24",-0.0107,,,,,
2024-02-15,1299.64,1307.49,1283.22,1302.7,1302.7,143552,143552,3.06,0.23545,1298.2625,"February 15, 24",0.0023545,,,,,
2024-02-14,1283.56,1297.77,1279.43,1293.84,1293.84,154982,154982,10.28,0.8009,1288.65,"February 14, 24",0.008009,,,,,
2024-02-13,1269.68,1289.88,1257.78,1269.48,1269.48,272961,272961,-0.2,-0.015752,1271.705,"February 13, 24",-0.00015752,,,,,
2024-02-12,1333.93,1333.93,1295.02,1298.35,1298.35,159583,159583,-35.58,-2.67,1315.3075,"February 12, 24",-0.0267,,,,,
2024-02-09,1327.95,1336.39,1317.42,1323.81,1323.81,118953,118953,-4.14,-0.31176,1326.3925,"February 09, 24",-0.0031176,,,,,
2024-02-08,1283.23,1325,1283.23,1321.44,1321.44,196762,196762,38.21,2.98,1303.225,"February 08, 24",0.0298,,,,,
2024-02-07,1263.63,1286.75,1261.96,1280.45,1280.45,168593,168593,16.82,1.33,1273.1975,"February 07, 24",0.0133,,,,,
2024-02-06,1259.81,1264.24,1230.39,1259.81,1259.81,208992,208992,0,0,1253.5625,"February 06, 24",0,,,,,
2024-02-05,1256.13,1258.79,1233.87,1256.13,1256.13,100646,100646,0,0,1251.23,"February 05, 24",0,,,,,
2024-02-02,1243.2,1257.5,1239.98,1255.3,1255.3,121410,121410,12.1,0.97329,1248.995,"February 02, 24",0.0097329,,,,,
2024-02-01,1198.83,1243.65,1198.83,1243.17,1243.17,159725,159725,44.34,3.7,1221.12,"February 01, 24",0.037,,,,,
2024-01-31,1197.34,1219.34,1187.89,1198.83,1198.83,206128,206128,1.49,0.12444,1200.85,"January 31, 24",0.0012444,,,,,
2024-01-30,1216.62,1222.72,1196.99,1197.06,1197.06,195248,195248,-19.56,-1.61,1208.3475,"January 30, 24",-0.0161,,,,,
2024-01-29,1200,1228.36,1199.04,1222.38,1222.38,198400,198400,22.38,1.87,1212.445,"January 29, 24",0.0187,,,,,
2024-01-26,1235.5,1275.92,1195.01,1196.36,1196.36,407235,407235,-39.14,-3.17,1225.6975,"January 26, 24",-0.0317,,,,,
2024-01-25,1286.92,1292.17,1273.89,1284.27,1284.27,219995,219995,-2.65,-0.20592,1284.3125,"January 25, 24",-0.0020592,,,,,
2024-01-24,1307.14,1307.14,1274.55,1275.55,1275.55,181995,181995,-31.59,-2.42,1291.095,"January 24, 24",-0.0242,,,,,
2024-01-23,1280,1291.48,1263.36,1281.51,1281.51,260545,260545,1.51,0.11797,1279.0875,"January 23, 24",0.0011797,,,,,
2024-01-22,1272,1297.45,1264.52,1288.32,1288.32,248384,248384,16.32,1.28,1280.5725,"January 22, 24",0.0128,,,,,
2024-01-19,1260.25,1266.71,1248.02,1260.21,1260.21,176049,176049,-0.04,-0.00317397,1258.7975,"January 19, 24",-3.17397e-05,,,,,
2024-01-18,1237.25,1253.47,1231.99,1250.42,1250.42,130868,130868,13.17,1.06,1243.2825,"January 18, 24",0.0106,,,,,
2024-01-17,1220,1231.23,1204.69,1230.16,1230.16,162759,162759,10.16,0.83279,1221.52,"January 17, 24",0.0083279,,,,,
2024-01-16,1230,1254.42,1211.59,1224.39,1224.39,214680,214680,-5.61,-0.4561,1230.1,"January 16, 24",-0.004561,,,,,
2024-01-12,1221.12,1231.5,1215.77,1230.99,1230.99,117315,117315,9.87,0.80827,1224.845,"January 12, 24",0.0080827,,,,,
2024-01-11,1204.27,1215.69,1190.57,1214.84,1214.84,105107,105107,10.57,0.87771,1206.3425,"January 11, 24",0.0087771,,,,,
2024-01-10,1168.33,1200.34,1165.77,1200.23,1200.23,141312,141312,31.9,2.73,1183.6675,"January 10, 24",0.0273,,,,,
2024-01-09,1144.84,1163.94,1139.75,1159.66,1159.66,109963,109963,14.82,1.29,1152.0475,"January 09, 24",0.0129,,,,,
2024-01-08,1120.92,1154.52,1115.81,1152.43,1152.43,134291,134291,31.51,2.81,1135.92,"January 08, 24",0.0281,,,,,
2024-01-05,1115.52,1132.4,1113.19,1115.46,1115.46,164641,164641,-0.06,-0.00537866,1119.1425,"January 05, 24",-5.37866e-05,,,,,
2024-01-04,1124.09,1132.93,1115.1,1117.46,1117.46,127731,127731,-6.63,-0.58981,1122.395,"January 04, 24",-0.0058981,,,,,
2024-01-03,1131.16,1135,1116.12,1122.37,1122.37,158588,158588,-8.79,-0.77708,1126.1625,"January 03, 24",-0.0077708,,,,,
2024-01-02,1152.4,1158.01,1119.88,1131.16,1131.16,190842,190842,-21.24,-1.84,1140.3625,"January 02, 24",-0.0184,,,,,
2023-12-29,1168.1,1176.22,1155.27,1164.01,1164.01,97009,97009,-4.09,-0.35014,1165.9,"December 29, 23",-0.0035014,,,,,
2023-12-28,1172.28,1173.71,1167.04,1169.34,1169.34,62817,62817,-2.94,-0.25079,1170.5925,"December 28, 23",-0.0025079,,,,,
2023-12-27,1163.99,1175.35,1162.34,1170.61,1170.61,115164,115164,6.62,0.56873,1168.0725,"December 27, 23",0.0056873,,,,,
2023-12-26,1175.17,1175.17,1160.57,1164.62,1164.62,111451,111451,-10.55,-0.89774,1168.8825,"December 26, 23",-0.0089774,,,,,
2023-12-22,1175.61,1175.61,1160.26,1168.88,1168.88,67053,67053,-6.73,-0.57247,1170.09,"December 22, 23",-0.0057247,,,,,
2023-12-21,1162.23,1172.2,1154.57,1165.46,1165.46,135161,135161,3.23,0.27791,1163.615,"December 21, 23",0.0027791,,,,,
2023-12-20,1152.51,1180.56,1149.92,1155.15,1155.15,130052,130052,2.64,0.22907,1159.535,"December 20, 23",0.0022907,,,,,
2023-12-19,1150.26,1156.39,1149.16,1152.51,1152.51,322347,322347,2.25,0.19561,1152.08,"December 19, 23",0.0019561,,,,,
2023-12-18,1135,1152.53,1130.74,1148.77,1148.77,359591,359591,13.77,1.21,1141.76,"December 18, 23",0.0121,,,,,
2023-12-15,1127.12,1136.63,1121.53,1129.78,1129.78,467099,467099,2.66,0.236,1128.765,"December 15, 23",0.00236,,,,,
2023-12-14,1181.69,1185.42,1123.56,1129.59,1129.59,423633,423633,-52.1,-4.41,1155.065,"December 14, 23",-0.0441,,,,,
2023-12-13,1163.29,1183.79,1157.76,1166.78,1166.78,236277,236277,3.49,0.30001,1167.905,"December 13, 23",0.0030001,,,,,
2023-12-12,1140.19,1159.67,1132.73,1159.22,1159.22,160563,160563,19.03,1.67,1147.9525,"December 12, 23",0.0167,,,,,
2023-12-11,1131.81,1147.52,1123.93,1145.82,1145.82,133110,133110,14.01,1.24,1137.27,"December 11, 23",0.0124,,,,,
2023-12-08,1114.12,1140.85,1112.92,1134.39,1134.39,130079,130079,20.27,1.82,1125.57,"December 08, 23",0.0182,,,,,
2023-12-07,1110.29,1120.49,1099.74,1118.06,1118.06,138422,138422,7.77,0.69982,1112.145,"December 07, 23",0.0069982,,,,,
2023-12-06,1133.58,1140.51,1108.17,1111.61,1111.61,161954,161954,-21.97,-1.94,1123.4675,"December 06, 23",-0.0194,,,,,
2023-12-05,1115.14,1131.69,1110.72,1131.04,1131.04,156112,156112,15.9,1.43,1122.1475,"December 05, 23",0.0143,,,,,
2023-12-04,1120,1151.49,1117.26,1122.43,1122.43,191052,191052,2.43,0.21696,1127.795,"December 04, 23",0.0021696,,,,,
2023-12-01,1084.97,1130.47,1083.72,1127.71,1127.71,299849,299800,42.74,3.94,1119.53,"December 01, 23",0.0394,,,,,
2023-11-30,1075,1092.15,1070.37,1087.6,1087.6,370491,370500,12.6,1.17,1086.67,"November 30, 23",0.0117,,,,,
2023-11-29,1084.67,1105.56,1071.68,1075.1,1075.1,219898,219900,-9.57,-0.8823,1085.55,"November 29, 23",-0.008823,,,,,
2023-11-28,1077.76,1089.73,1067.36,1073.31,1073.31,161249,161200,-4.45,-0.41289,1076.31,"November 28, 23",-0.0041289,,,,,
2023-11-27,1073.36,1083.53,1072.31,1081.96,1081.96,142641,142600,8.6,0.80122,1080.17,"November 27, 23",0.0080122,,,,,
2023-11-24,1061.96,1070.96,1061.96,1069.54,1069.54,36011,36000,7.58,0.71377,1066.8,"November 24, 23",0.0071377,,,,,
2023-11-22,1063.1,1077.135,1057.695,1065.17,1065.17,100831,100800,2.07,0.19471,1068.94,"November 22, 23",0.0019471,,,,,
2023-11-21,1053.71,1064.3132,1049.3,1054.9,1054.9,110744,110700,1.19,0.11293,1054.83,"November 21, 23",0.0011293,,,,,
2023-11-20,1045.89,1059.68,1037.55,1051.45,1051.45,108983,109000,5.56,0.5316,1050.45,"November 20, 23",0.005316,,,,,
2023-11-17,1037.69,1043.47,1028.59,1042.27,1042.27,101614,101600,4.58,0.44136,1038.58,"November 17, 23",0.0044136,,,,,
2023-11-16,1021.06,1046.45,1021.06,1034.06,1034.06,142614,142600,13,1.27,1036.56,"November 16, 23",0.0127,,,,,
2023-11-15,1027.64,1036.41,1014.86,1020.96,1020.96,210984,211000,-6.68,-0.65003,1024.58,"November 15, 23",-0.0065003,,,,,
2023-11-14,1021.46,1031.69,1006.71,1027.15,1027.15,214435,214400,5.69,0.55705,1020.97,"November 14, 23",0.0055705,,,,,
2023-11-13,998.08,1014,991.04,1012.27,1012.27,165585,165600,14.19,1.42,1009.11,"November 13, 23",0.0142,,,,,
2023-11-10,962.47,1002.74,962.47,996.7,996.7,188286,188300,34.23,3.56,993.62,"November 10, 23",0.0356,,,,,
2023-11-09,901.26,987.02,900.01,962.7,962.7,343330,343300,61.44,6.82,961.62,"November 09, 23",0.0682,,,,,
2023-11-08,940,954.225,930.07,940.43,940.43,284267,284200,0.43,0.04574468,935.97,"November 08, 23",0.0004574468,,,,,
2023-11-07,934.94,940.61,925.13,938.4,938.4,152053,152000,3.46,0.37008,935.65,"November 07, 23",0.0037008,,,,,
2023-11-06,930.41,930.41,907.64,927.76,927.76,219576,219600,-2.65,-0.28482,918.17,"November 06, 23",-0.0028482,,,,,
2023-11-03,910.84,932.245,910.84,930.41,930.41,171360,171400,19.57,2.15,927.18,"November 03, 23",0.0215,,,,,
2023-11-02,879.69,907.47,879.69,900.69,900.69,191740,191700,21,2.39,899.24,"November 02, 23",0.0239,,,,,
2023-11-01,849.23,872.68,838.43,870.99,870.99,193949,193900,21.76,2.56,863.43,"November 01, 23",0.0256,,,,,
2023-10-31,853.02,853.02,831.55,845.87,845.87,161543,161500,-7.15,-0.8382,844.51,"October 31, 23",-0.008382,,,,,
2023-10-30,851.02,859.23,838.72,851.29,851.29,151344,151300,0.27,0.03172663,850.78,"October 30, 23",0.0003172663,,,,,
2023-10-27,830.99,849,823.49,848.1,848.1,235815,235800,17.11,2.06,843.45,"October 27, 23",0.0206,,,,,
2023-10-26,832.29,838.81,811.99,829.72,829.72,313868,313900,-2.57,-0.30879,826.1,"October 26, 23",-0.0030879,,,,,
2023-10-25,845.12,859.3,824.64,825.1,825.1,446042,446000,-20.02,-2.37,836.16,"October 25, 23",-0.0237,,,,,
2023-10-24,927.19,929.58,845.48,862.12,862.12,553990,554000,-65.07,-7.02,875.75,"October 24, 23",-0.0702,,,,,
2023-10-23,909.07,940.1,903.03,927.19,927.19,204087,204100,18.12,1.99,927.06,"October 23, 23",0.0199,,,,,
2023-10-20,924.79,927.85,899,912,912,223402,223400,-12.79,-1.38,911.97,"October 20, 23",-0.0138,,,,,
2023-10-19,907.85,931.99,901.84,919.26,919.26,294801,294800,11.41,1.26,920.92,"October 19, 23",0.0126,,,,,
2023-10-18,915.33,922.23,908.08,914.7,914.7,256420,256400,-0.63,-0.06882764,915.78,"October 18, 23",-0.0006882764,,,,,
2023-10-17,881.76,919.72,881.56,918.29,918.29,249817,249800,36.53,4.14,913.66,"October 17, 23",0.0414,,,,,
2023-10-16,903.18,909.6095,885.85,886.6,886.6,128007,128000,-16.58,-1.84,893.14,"October 16, 23",-0.0184,,,,,
2023-10-13,889.11,895.98,883.59,895.34,895.34,154347,152300,6.23,0.7007,892.25,"October 13, 23",0.007007,,,,,
2023-10-12,906.67,906.67,889.13,892.34,892.34,149803,149800,-14.33,-1.58,895.42,"October 12, 23",-0.0158,,,,,
2023-10-11,893.69,906.74,884.205,904.68,904.68,162138,162100,10.99,1.23,897.41,"October 11, 23",0.0123,,,,,
2023-10-10,895.54,896,882.795,889.15,889.15,126895,126900,-6.39,-0.71354,890.37,"October 10, 23",-0.0071354,,,,,
2023-10-09,865.73,889.41,862.23,889.39,889.39,128397,128400,23.66,2.73,884.98,"October 09, 23",0.0273,,,,,
2023-10-06,861.49,880.67,858.88,873.52,873.52,99977,100000,12.03,1.4,872.96,"October 06, 23",0.014,,,,,
2023-10-05,857.34,866.53,851.79,862.53,862.53,109527,109500,5.19,0.60536,861.13,"October 05, 23",0.0060536,,,,,
2023-10-04,840.34,862.3,840.34,860.85,860.85,131857,131900,20.51,2.44,857.31,"October 04, 23",0.0244,,,,,
2023-10-03,861.43,871.645,829.98,836.54,836.54,220549,220500,-24.89,-2.89,839.83,"October 03, 23",-0.0289,,,,,
2023-10-02,865,878.36,858.63,863.59,863.59,140374,140400,-1.41,-0.16301,866.29,"October 02, 23",-0.0016301,,,,,
2023-09-29,878.78,891.66,868.03,868.53,868.53,197369,197000,-10.25,-1.17,873.98,"September 29, 23",-0.0117,,,,,
2023-09-28,880.72,896.145,870.74,886.84,886.84,117219,117200,6.12,0.69489,884.83,"September 28, 23",0.0069489,,,,,
2023-09-27,870.42,892.25,870.42,885.61,885.61,164345,164300,15.19,1.75,883.58,"September 27, 23",0.0175,,,,,
2023-09-26,884.8,886.11,865.31,871.22,871.22,169170,169200,-13.58,-1.53,872.73,"September 26, 23",-0.0153,,,,,
2023-09-25,883.58,898.78,883.58,889.98,889.98,137178,137200,6.4,0.72433,889.65,"September 25, 23",0.0072433,,,,,
2023-09-22,892.58,899.92,880.32,889.51,889.51,175667,175700,-3.07,-0.34395,890.01,"September 22, 23",-0.0034395,,,,,
2023-09-21,900,902.05,889.33,889.84,889.84,214225,214200,-10.16,-1.13,895.37,"September 21, 23",-0.0113,,,,,
2023-09-20,913.39,915,903.01,903.87,903.87,145405,145400,-9.52,-1.04,907.42,"September 20, 23",-0.0104,,,,,
2023-09-19,903,911.91,898.06,909.97,909.97,213676,213700,6.97,0.77187,908.69,"September 19, 23",0.0077187,,,,,
2023-09-18,889.12,908.11,884.95,903.12,903.12,207340,207300,14,1.57,902.78,"September 18, 23",0.0157,,,,,
2023-09-15,903.22,903.22,874.17,891.4,891.4,426853,426700,-11.82,-1.31,890.81,"September 15, 23",-0.0131,,,,,
2023-09-14,900,907.92,889.605,906.52,906.52,224257,224200,6.52,0.72444,903.93,"September 14, 23",0.0072444,,,,,
2023-09-13,886.18,906.19,886.18,897.46,897.46,231436,231400,11.28,1.27,897.81,"September 13, 23",0.0127,,,,,
2023-09-12,897.63,903.99,887.51,890.35,890.35,139010,139000,-7.28,-0.81102,891.89,"September 12, 23",-0.0081102,,,,,
2023-09-11,903.35,910.81,899.72,904.93,904.93,100058,100100,1.58,0.1749,905.7,"September 11, 23",0.001749,,,,,
2023-09-08,904.23,911.41,895,899.72,899.72,110705,110700,-4.51,-0.49877,902.36,"September 08, 23",-0.0049877,,,,,
2023-09-07,905.47,906.96,894.83,904.22,904.22,192311,192300,-1.25,-0.13805,903.27,"September 07, 23",-0.0013805,,,,,
2023-09-06,889.7,916.41,889.7,907.88,907.88,155706,155700,18.18,2.04,908.22,"September 06, 23",0.0204,,,,,
2023-09-05,889.48,898.27,868.16,892.71,892.71,147115,147100,3.23,0.36313,889.6,"September 05, 23",0.0036313,,,,,
2023-09-01,909.87,914.715,891.02,896.56,896.56,176696,176700,-13.31,-1.46,897.13,"September 01, 23",-0.0146,,,,,
2023-08-31,898.8,915.475,898.8,904.59,904.59,205430,205400,5.79,0.64419,906.46,"August 31, 23",0.0064419,,,,,
2023-08-30,890,902.98,888.67,898.69,898.69,160087,160100,8.69,0.9764,899.07,"August 30, 23",0.009764,,,,,
2023-08-29,861.19,889.995,861.19,888.34,888.34,123334,123300,27.15,3.15,882.94,"August 29, 23",0.0315,,,,,
2023-08-28,851.34,869.49,851.34,865,865,165725,165700,13.66,1.6,864.47,"August 28, 23",0.016,,,,,
2023-08-25,850.13,861.27,846.0196,851.89,851.89,73846,73800,1.76,0.20703,854.02,"August 25, 23",0.0020703,,,,,
