date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
2024-12-31,TMUS,USD,0001283699,2025-01-31,2025-01-31 16:04:31,2024,FY,81400000000,29653000000,51747000000,0.6357125307,0,17747000000,3100000000,20818000000,12919000000,33737000000,63390000000,0,3411000000,12919000000,31042000000,0.3813513514,18010000000,0.2212530713,-3298000000,14712000000,0.1807371007,3373000000,11339000000,0.1392997543,9.7,9.66,1169195000,1173214000,https://www.sec.gov/Archives/edgar/data/1283699/000128369925000012/0001283699-25-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1283699/000128369925000012/tmus-20241231.htm
2023-12-31,TMUS,USD,0001283699,2024-02-02,2024-02-02 16:07:53,2023,FY,78558000000,30188000000,48370000000,0.6157234145,0,0,0,21311000000,12793000000,34104000000,64292000000,0,3335000000,12818000000,27152000000,0.3456299804,14266000000,0.1815983095,-3267000000,10999000000,0.1400112019,2682000000,8317000000,0.1058708216,7.02,6.93,1185122000,1200286000,https://www.sec.gov/Archives/edgar/data/1283699/000128369924000008/0001283699-24-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1283699/000128369924000008/tmus-20231231.htm
2022-12-31,TMUS,USD,0001283699,2023-02-14,2023-02-14 16:03:54,2022,FY,79571000000,36206000000,43365000000,0.544984982,0,0,0,21607000000,15215000000,36822000000,73028000000,0,3364000000,13651000000,20161000000,0.2533712031,6543000000,0.0822284501,-3397000000,3146000000,0.0395370173,556000000,2590000000,0.0325495469,2.07,2.06,1249764000,1255377000,https://www.sec.gov/Archives/edgar/data/1283699/000128369923000016/0001283699-23-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1283699/000128369923000016/tmus-20221231.htm
2021-12-31,TMUS,USD,0001283699,2022-02-11,2022-02-11 16:09:17,2021,FY,80118000000,36605000000,43513000000,0.5431114107,0,0,0,20238000000,16383000000,36621000000,73226000000,0,3342000000,16383000000,23076000000,0.2880251629,6892000000,0.0860231159,-3541000000,3351000000,0.0418258069,327000000,3024000000,0.0377443271,2.42,2.41,1247155000,1254770000,https://www.sec.gov/Archives/edgar/data/1283699/000128369922000018/0001283699-22-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1283699/000128369922000018/tmus-20211231.htm
2020-12-31,TMUS,USD,0001283699,2021-02-23,2021-02-23 16:08:26,2020,FY,68397000000,28266000000,40131000000,0.5867362604,0,0,0,18926000000,14569000000,33495000000,61761000000,0,2701000000,14151000000,20382000000,0.2979955261,6636000000,0.0970217992,-3106000000,3530000000,0.0516104508,786000000,3064000000,0.0447972864,2.68,2.65,1144206000,1154749000,https://www.sec.gov/Archives/edgar/data/1283699/000128369921000039/0001283699-21-000039-index.htm,https://www.sec.gov/Archives/edgar/data/1283699/000128369921000039/tmus-20201231.htm
2019-12-31,TMUS,USD,0001283699,2020-02-06,2020-02-06 16:08:16,2019,FY,44998000000,18521000000,26477000000,0.5884039291,0,0,0,14139000000,6616000000,20755000000,39276000000,24000000,1135000000,6616000000,12354000000,0.2745455354,5722000000,0.1271612072,-1119000000,4603000000,0.1022934353,1135000000,3468000000,0.077070092,4.06,4.02,854144000,863434000,https://www.sec.gov/Archives/edgar/data/1283699/000128369920000026/0001283699-20-000026-index.htm,https://www.sec.gov/Archives/edgar/data/1283699/000128369920000026/tmus-20191231.htm
2018-12-31,TMUS,USD,0001283699,2019-02-07,2019-02-07 07:46:51,2018,FY,43310000000,18354000000,24956000000,0.5762179635,0,13161000000,0,13161000000,6486000000,19647000000,38001000000,19000000,1357000000,6486000000,11760000000,0.2715308243,5309000000,0.12258139,-1392000000,3917000000,0.0904410067,1029000000,2888000000,0.0666820596,3.4,3.36,849744000,858290000,https://www.sec.gov/Archives/edgar/data/1283699/000128369919000015/0001283699-19-000015-index.htm,https://www.sec.gov/Archives/edgar/data/1283699/000128369919000015/tmus12312018form10-k.htm
2017-12-31,TMUS,USD,0001283699,2018-02-08,2018-02-08 06:15:41,2017,FY,40604000000,17708000000,22896000000,0.5638853315,0,12259000000,0,12259000000,5749000000,18008000000,35716000000,17000000,1671000000,5984000000,10816000000,0.2663776968,4888000000,0.1203822284,-1727000000,3161000000,0.077849473,-1375000000,4536000000,0.1117131317,5.39,5.2,831850000,871787000,https://www.sec.gov/Archives/edgar/data/1283699/000128369918000011/0001283699-18-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1283699/000128369918000011/tmus12312017form10-k.htm
2016-12-31,TMUS,USD,0001283699,2017-02-14,2017-02-14 07:37:53,2016,FY,37490000000,16550000000,20940000000,0.5585489464,0,11378000000,0,11378000000,5512000000,16890000000,33440000000,13000000,1730000000,6243000000,10300000000,0.2747399306,4050000000,0.1080288077,-1723000000,2327000000,0.0620698853,867000000,1460000000,0.0389437183,1.71,1.69,822470000,833055000,https://www.sec.gov/Archives/edgar/data/1283699/000128369917000010/0001283699-17-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1283699/000128369917000010/tmus12312016form10-k.htm
2015-12-31,TMUS,USD,0001283699,2016-02-17,2016-02-17 06:09:43,2015,FY,32467000000,14898000000,17569000000,0.5411340746,0,10189000000,0,10189000000,4901000000,15090000000,29988000000,6000000,1496000000,4688000000,7162000000,0.2205932177,2479000000,0.0763544522,-1501000000,978000000,0.030122894,245000000,733000000,0.0225767703,0.83,0.82,812994028,822617938,https://www.sec.gov/Archives/edgar/data/1283699/000128369916000073/0001283699-16-000073-index.htm,https://www.sec.gov/Archives/edgar/data/1283699/000128369916000073/tmus12312015form10-k.htm
