holder,shares,dateReported,change
BERKSHIRE HATHAWAY INC,325634818,2025-09-30,0
VANGUARD GROUP INC,102316936,2025-09-30,-118766
"BlackRock, Inc.",90037987,2025-09-30,-7199097
STATE STREET CORP,46101598,2025-09-30,-274796
"GEODE CAPITAL MANAGEMENT, LLC",27370217,2025-09-30,924014
MORGAN STANLEY,19977025,2025-09-30,4077610
Invesco Ltd.,17855352,2025-09-30,270678
HOTCHKIS & WILEY CAPITAL MANAGEMENT LLC,15334232,2025-09-30,-77874
NORDEA INVESTMENT MANAGEMENT AB,13694483,2025-09-30,5873967
UBS ASSET MANAGEMENT AMERICAS INC,9552489,2025-09-30,-1245707
UBS Group AG,9226155,2025-09-30,-2557128
JPMORGAN CHASE & CO,8781771,2025-09-30,1859849
"Pacer Advisors, Inc.",8695229,2025-09-30,466427
LSV ASSET MANAGEMENT,8268443,2025-09-30,-163386
NORTHERN TRUST CORP,8230550,2025-09-30,-97574
DIMENSIONAL FUND ADVISORS LP,8043650,2025-09-30,311020
GOLDMAN SACHS GROUP INC,7730053,2025-09-30,2950544
Bank of New York Mellon Corp,7634256,2025-09-30,-118626
Capital International Investors,7583727,2025-09-30,30991
Legal & General Group Plc,6516488,2025-09-30,41380
BANK OF AMERICA CORP /DE/,6504589,2025-09-30,833467
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,6366647,2025-09-30,224611
DEUTSCHE BANK AG\,6143849,2025-09-30,177088
FIRST TRUST ADVISORS LP,6073487,2025-09-30,323762
FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,5119000,2025-09-30,235000
BARCLAYS PLC,5047005,2025-09-30,-290545
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",4463931,2025-09-30,-2900203
COOKE & BIELER LP,4439087,2025-09-30,8984
"MARSHALL WACE, LLP",4011448,2025-09-30,2131167
SOUTHEASTERN ASSET MANAGEMENT INC/TN/,3637374,2025-09-30,-36887
THOMPSON SIEGEL & WALMSLEY LLC,3592312,2025-09-30,-66461
Amundi,3489476,2025-09-30,-1162879
Squarepoint Ops LLC,3472300,2025-09-30,3236653
SCHRODER INVESTMENT MANAGEMENT GROUP,3263971,2025-09-30,77045
Robeco Institutional Asset Management B.V.,2826723,2025-09-30,1392904
VICTORY CAPITAL MANAGEMENT INC,2826152,2025-09-30,1234078
"Sumitomo Mitsui Trust Holdings, Inc.",2823091,2025-09-30,-76139
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,2665559,2025-09-30,-561154
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,2621953,2025-09-30,1812441
Swiss National Bank,2558742,2025-09-30,-154300
Newport Trust Co,2517461,2025-09-30,-38720
AMERIPRISE FINANCIAL INC,2491597,2025-09-30,1317201
BILL & MELINDA GATES FOUNDATION TRUST,2472600,2025-09-30,-150000
"Empower Advisory Group, LLC",2460699,2025-09-30,31263
AQR CAPITAL MANAGEMENT LLC,2403306,2025-09-30,-127030
MAIRS & POWER INC,2231175,2025-09-30,-150718
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",2143888,2025-09-30,136929
"BNP PARIBAS ARBITRAGE, SNC",2116254,2025-09-30,-980197
CITIGROUP INC,2042609,2025-09-30,-110148
"Russell Investments Group, Ltd.",1986084,2025-09-30,540532
"Nuveen, LLC",1947381,2025-09-30,-123645
