symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
COO,0.48083,-0.76707659,0.12285012,15.66846,11.20207,0.4808285,-12.37501,-3.93682,-9.8152,147.72036,934.26396
