symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
RCL,2024-12-31,230.69,261000000,60210090000,388000000,20820000000,80642090000
RCL,2023-12-31,129.49,256000000,33149440000,497000000,22130000000,54782440000
RCL,2022-12-31,49.43,255011000,12605193730,1935000000,23994000000,34664193730
RCL,2021-12-31,76.9,251812000,19364342800,2701770000,21693988000,38356560800
RCL,2020-12-31,74.69,214335000,16008681150,3684474000,19995596000,32319803150
RCL,2019-12-31,133.51,209405000,27957661550,243738000,11733493000,39447416550
RCL,2018-12-31,97.79,210570000,20591640300,287852000,10777699000,31081487300
RCL,2017-12-31,119.28,214617000,25599515760,120112000,7539451000,33018854760
RCL,2016-12-31,82.04,215393000,17670841720,132603000,9387436000,26925674720
RCL,2015-12-31,101.21,219537000,22219339770,121565000,8527243000,30625017770
RCL,2014-12-31,82.43,221658000,18271268940,189241000,8443948000,26525975940
RCL,2013-12-31,47.42,219638000,10415233960,204687000,8074804000,18285350960
RCL,2012-12-31,34,217930000,7409620000,194855000,8489947000,15704712000
RCL,2011-12-31,24.77,216983000,5374668910,262186000,8495853000,13608335910
RCL,2010-12-31,47,215026000,10106222000,419929000,9150116000,18836409000
RCL,2009-12-31,25.28,213809000,5405091520,284619000,8419770000,13540242520
RCL,2008-12-31,13.75,213477000,2935308750,402878000,7011403000,9543833750
RCL,2007-12-31,42.44,212784000,9030552960,230784000,5698272000,14498040960
RCL,2006-12-31,41.38,210605316,8714847976,104520000,5413744000,14024071976
RCL,2005-12-31,45.06,206327378,9297111652,125385000,4154775000,13326501652
RCL,2004-12-31,54.44,198615481,10812626785,628578000,6607026000,16791074785
RCL,2003-12-31,34.79,193561379,6734000375,330086000,5835804000,12239718375
RCL,2002-12-31,16.7,193013187,3223320222,242584000,5444838000,8425574222
RCL,2001-12-31,16.2,192770455,3122881371,727178000,5646112000,8041815371
RCL,2000-12-31,25.19,190326068,4794313652,177810000,3410096000,8026599652
RCL,1999-12-31,49.31,178536279,8803623917,63470000,2342177000,11082330917
RCL,1998-12-31,37,174089474,6441310538,172921000,2469082000,8737471538
RCL,1997-12-31,26.66,150948276,4024281038,110800000,2572700000,6486181038
RCL,1996-12-31,11.69,126806723,1482370591,40400000,1367000000,2808970591
RCL,1995-12-31,11,126271186,1388983046,31300000,935700000,2293383046
RCL,1994-12-31,14.25,126481481,1802361104,23900000,747100000,2525561104
RCL,1993-12-31,13.38,118555556,1586273339,32300000,798200000,2352173339
RCL,1992-12-31,9.13,102711864,937759318,56500000,1121000000,2002259318
RCL,1991-12-31,9.13,107500000,981475000,27400000,1017700000,1971775000
