date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,paymentDate,declarationDate,recordDate,dividend
2025-03-13,81.25,82.06,79.79,80,79.94,2181224,2181224,-1.25,-1.54,80.775,"March 13, 25",-0.0154,,,,,
2025-03-12,83.53,83.88,81.09,81.49,81.43,2542822,2542822,-2.04,-2.44,82.4975,"March 12, 25",-0.0244,,,,,
2025-03-11,83.21,84.08,81.83,82.89,82.83,2482900,2482900,-0.32,-0.38457,83.0025,"March 11, 25",-0.0038457,,,,,
2025-03-10,83.7,85.15,82.36,83.52,83.46,4090591,4090591,-0.18,-0.21505,83.6825,"March 10, 25",-0.0021505,,,,,
2025-03-07,84.23,85.4,82.3,85.23,85.17,4479422,4479422,1,1.19,84.29,"March 07, 25",0.0119,,,,,
2025-03-06,83.47,85.51,82.66,84.75,84.69,3910625,3910625,1.28,1.53,84.0975,"March 06, 25",0.0153,,,,,
2025-03-05,81.85,84.59,81.5,84.43,84.37,3466400,3466400,2.58,3.15,83.0925,"March 05, 25",0.0315,0.02,2025-03-27,2025-02-12,2025-03-05,0.02
2025-03-04,81.39,82.85,79.97,81.45,81.37,3079310,3079310,0.06,0.07371913,81.415,"March 04, 25",0.0007371913,,,,,
2025-03-03,85.46,85.97,81.91,82.6,82.52,2886811,2886811,-2.86,-3.35,83.985,"March 03, 25",-0.0335,,,,,
2025-02-28,83.61,85,83.08,84.78,84.7,3844932,3844932,1.17,1.4,84.1175,"February 28, 25",0.014,,,,,
2025-02-27,83.4,84.67,82.82,83.09,83.01,2466045,2466045,-0.31,-0.3717,83.495,"February 27, 25",-0.003717,,,,,
2025-02-26,84.08,84.87,83.23,83.36,83.28,2033500,2033500,-0.72,-0.85633,83.885,"February 26, 25",-0.0085633,,,,,
2025-02-25,82.78,83.7,81.71,83.39,83.31,2369706,2369706,0.61,0.73689,82.895,"February 25, 25",0.0073689,,,,,
2025-02-24,83.94,84.25,82.4,82.93,82.85,2744975,2744975,-1.01,-1.2,83.38,"February 24, 25",-0.012,,,,,
2025-02-21,86.87,86.89,83.26,83.69,83.61,2647900,2647900,-3.18,-3.66,85.1775,"February 21, 25",-0.0366,,,,,
2025-02-20,85.57,87.19,85.35,86.77,86.68,3180056,3180056,1.2,1.4,86.22,"February 20, 25",0.014,,,,,
2025-02-19,86.25,87.17,85.39,85.69,85.61,2217600,2217600,-0.56,-0.64928,86.125,"February 19, 25",-0.0064928,,,,,
2025-02-18,86,87.1,85.69,86.75,86.66,3974800,3974800,0.75,0.87209,86.385,"February 18, 25",0.0087209,,,,,
2025-02-14,88,89.22,85.57,85.72,85.64,7442430,7442430,-2.28,-2.59,87.1275,"February 14, 25",-0.0259,,,,,
2025-02-13,91.16,92.74,90.85,92.55,92.46,2619266,2619266,1.39,1.52,91.825,"February 13, 25",0.0152,,,,,
2025-02-12,90.63,91.55,90.31,91.35,91.26,2054716,2054716,0.72,0.79444,90.96,"February 12, 25",0.0079444,,,,,
2025-02-11,91.6,92.28,91.1,92.17,92.08,1953904,1953904,0.57,0.62227,91.7875,"February 11, 25",0.0062227,,,,,
2025-02-10,91.6,92.45,90.49,92.18,92.09,2253900,2253900,0.58,0.63319,91.68,"February 10, 25",0.0063319,,,,,
2025-02-07,92.74,92.74,90.6,90.95,90.86,2379700,2379700,-1.79,-1.93,91.7575,"February 07, 25",-0.0193,,,,,
2025-02-06,93.06,93.65,91.78,92.37,92.28,2277143,2277143,-0.69,-0.74146,92.715,"February 06, 25",-0.0074146,,,,,
2025-02-05,93.01,93.26,91.39,92.46,92.37,1669100,1669100,-0.55,-0.59133,92.53,"February 05, 25",-0.0059133,,,,,
2025-02-04,93.69,94.1,92.58,92.66,92.57,1388001,1388001,-1.03,-1.1,93.2575,"February 04, 25",-0.011,,,,,
2025-02-03,91.4,92.95,90.31,92.51,92.42,1830935,1830935,1.11,1.21,91.7925,"February 03, 25",0.0121,,,,,
2025-01-31,94.28,95.85,93.5,93.8,93.71,2857330,2857330,-0.48,-0.50912,94.3575,"January 31, 25",-0.0050912,,,,,
2025-01-30,92.32,94.38,91.48,94.01,93.92,2534951,2534951,1.69,1.83,93.0475,"January 30, 25",0.0183,,,,,
2025-01-29,90.95,92.25,90.87,91.2,91.11,1667014,1667014,0.25,0.27488,91.3175,"January 29, 25",0.0027488,,,,,
2025-01-28,91.81,91.81,90.57,90.94,90.85,2561600,2561600,-0.87,-0.94761,91.2825,"January 28, 25",-0.0094761,,,,,
2025-01-27,91.93,92.93,91.11,91.93,91.84,2127607,2127607,0,0,91.975,"January 27, 25",0,,,,,
2025-01-24,93.99,94.08,92.85,93.11,93.02,1691527,1691527,-0.88,-0.93627,93.5075,"January 24, 25",-0.0093627,,,,,
2025-01-23,94.2,94.79,92.88,94.06,93.97,2067300,2067300,-0.14,-0.14862,93.9825,"January 23, 25",-0.0014862,,,,,
2025-01-22,94.5,94.67,93.65,94.23,94.14,2400400,2400400,-0.27,-0.28571,94.2625,"January 22, 25",-0.0028571,,,,,
2025-01-21,92.83,94.65,92.61,94.08,93.99,2989116,2989116,1.25,1.35,93.5425,"January 21, 25",0.0135,,,,,
2025-01-17,91.73,92.63,91.23,91.88,91.79,2556800,2556800,0.15,0.16352,91.8675,"January 17, 25",0.0016352,,,,,
2025-01-16,90.83,91.25,90.29,90.75,90.66,2132200,2132200,-0.08,-0.08807663,90.78,"January 16, 25",-0.0008807663,,,,,
2025-01-15,90.66,91.75,90.44,90.53,90.44,2139200,2139200,-0.13,-0.14339,90.845,"January 15, 25",-0.0014339,,,,,
2025-01-14,88.92,90.23,88.83,89.4,89.31,1919100,1919100,0.48,0.53981,89.345,"January 14, 25",0.0053981,,,,,
2025-01-13,86.13,88.39,86,88.18,88.09,2969318,2969318,2.05,2.38,87.175,"January 13, 25",0.0238,,,,,
2025-01-10,88.25,88.39,86.74,87.02,86.93,2452200,2452200,-1.23,-1.39,87.6,"January 10, 25",-0.0139,,,,,
2025-01-08,88.55,89.45,87.5,89.23,89.14,2441300,2441300,0.68,0.76793,88.6825,"January 08, 25",0.0076793,,,,,
2025-01-07,91.12,91.28,88.31,89.16,89.07,3893130,3893130,-1.96,-2.15,89.9675,"January 07, 25",-0.0215,,,,,
2025-01-06,93.08,93.59,90.98,91.27,91.18,1833792,1833792,-1.81,-1.94,92.23,"January 06, 25",-0.0194,,,,,
2025-01-03,90.84,92.71,90.53,92.49,92.4,2473215,2473215,1.65,1.82,91.6425,"January 03, 25",0.0182,,,,,
2025-01-02,91.3,91.68,90.23,90.52,90.43,2149100,2149100,-0.78,-0.85433,90.9325,"January 02, 25",-0.0085433,,,,,
2024-12-31,91.11,91.4,90.16,90.46,90.37,1257932,1257932,-0.65,-0.71342,90.7825,"December 31, 24",-0.0071342,,,,,
2024-12-30,90.5,91.06,89.45,90.52,90.43,1113300,1113300,0.02,0.02209945,90.3825,"December 30, 24",0.0002209945,,,,,
2024-12-27,91.58,92.63,91,91.57,91.48,1153312,1153312,-0.01,-0.01091941,91.695,"December 27, 24",-0.0001091941,,,,,
2024-12-26,92.13,92.67,91.58,92.28,92.19,850000,850000,0.15,0.16281,92.165,"December 26, 24",0.0016281,,,,,
2024-12-24,91.52,92.57,91.26,92.35,92.26,592100,592100,0.83,0.90691,91.925,"December 24, 24",0.0090691,,,,,
2024-12-23,91.95,92.31,90.88,91.79,91.7,1571400,1571400,-0.16,-0.17401,91.7325,"December 23, 24",-0.0017401,,,,,
2024-12-20,90.89,93.79,90.41,92.28,92.19,5175456,5175456,1.39,1.53,91.8425,"December 20, 24",0.0153,,,,,
2024-12-19,94.01,94.72,91.19,91.26,91.17,3183225,3183225,-2.75,-2.93,92.795,"December 19, 24",-0.0293,,,,,
2024-12-18,97.57,97.67,92.8,92.87,92.78,2789551,2789551,-4.7,-4.82,95.2275,"December 18, 24",-0.0482,,,,,
2024-12-17,99.06,99.67,97.28,97.55,97.45,3065632,3065632,-1.51,-1.52,98.39,"December 17, 24",-0.0152,,,,,
2024-12-16,101.1,101.12,99.75,99.85,99.75,1956240,1956240,-1.25,-1.24,100.455,"December 16, 24",-0.0124,,,,,
2024-12-13,101.33,102.05,100.73,101.1,101,1441900,1441900,-0.23,-0.22698,101.3025,"December 13, 24",-0.0022698,,,,,
2024-12-12,101.68,102.04,101.02,101.42,101.32,1217200,1217200,-0.26,-0.2557,101.54,"December 12, 24",-0.002557,,,,,
2024-12-11,102.87,102.98,101.32,101.68,101.58,1748400,1748400,-1.19,-1.16,102.2125,"December 11, 24",-0.0116,,,,,
2024-12-10,102.39,103.17,100.88,101.84,101.74,1416849,1416849,-0.55,-0.53716,102.07,"December 10, 24",-0.0053716,,,,,
2024-12-09,102.92,103.2,101.44,102.54,102.44,2296777,2296777,-0.38,-0.36922,102.525,"December 09, 24",-0.0036922,,,,,
2024-12-06,103.5,103.58,102.16,102.28,102.18,1557248,1557248,-1.22,-1.18,102.88,"December 06, 24",-0.0118,,,,,
2024-12-05,103.87,104.18,102.61,102.96,102.86,1632123,1632123,-0.91,-0.8761,103.405,"December 05, 24",-0.008761,,,,,
2024-12-04,104.33,104.73,103.61,103.95,103.85,1588000,1588000,-0.38,-0.36423,104.155,"December 04, 24",-0.0036423,,,,,
2024-12-03,105.2,105.65,103.77,104.24,104.14,1775409,1775409,-0.96,-0.91255,104.715,"December 03, 24",-0.0091255,,,,,
2024-12-02,104.75,105.37,104.03,105.12,105.02,1777216,1777216,0.37,0.35322,104.8175,"December 02, 24",0.0035322,,,,,
2024-11-29,104.05,104.56,103.59,104.17,104.07,907100,907100,0.12,0.11533,104.0925,"November 29, 24",0.0011533,,,,,
2024-11-27,104.68,105.18,103.57,104.05,103.95,1170900,1170900,-0.63,-0.60183,104.37,"November 27, 24",-0.0060183,,,,,
2024-11-26,104.96,105.18,104.24,104.74,104.64,1426765,1426765,-0.22,-0.2096,104.78,"November 26, 24",-0.002096,,,,,
2024-11-25,104.71,106.03,104.56,105.35,105.25,3004173,3004173,0.64,0.61121,105.1625,"November 25, 24",0.0061121,,,,,
2024-11-22,103.35,104.96,102.56,104,103.9,2163709,2163709,0.65,0.62893,103.7175,"November 22, 24",0.0062893,,,,,
2024-11-21,103.33,103.87,102.41,103.04,102.94,2180900,2180900,-0.29,-0.28065,103.1625,"November 21, 24",-0.0028065,,,,,
2024-11-20,102.78,103.19,101.5,103.11,103.01,1990000,1990000,0.33,0.32107,102.645,"November 20, 24",0.0032107,,,,,
2024-11-19,99.98,102.44,99.84,102.38,102.28,1975814,1975814,2.4,2.4,101.16,"November 19, 24",0.024,,,,,
2024-11-18,101.7,102.46,101.21,101.65,101.55,1829216,1829216,-0.05,-0.04916421,101.755,"November 18, 24",-0.0004916421,,,,,
2024-11-15,102.69,103.67,102.05,102.43,102.33,1937410,1937410,-0.26,-0.25319,102.71,"November 15, 24",-0.0025319,,,,,
2024-11-14,104.12,104.79,102.79,102.99,102.89,1594800,1594800,-1.13,-1.09,103.6725,"November 14, 24",-0.0109,0.02,2024-12-05,2024-10-24,2024-11-14,0.02
2024-11-13,104.39,105.19,104.15,104.35,104.23,1720000,1720000,-0.04,-0.03831785,104.52,"November 13, 24",-0.0003831785,,,,,
2024-11-12,104.72,105.63,104.04,104.23,104.11,1707300,1707300,-0.49,-0.46791,104.655,"November 12, 24",-0.0046791,,,,,
2024-11-11,103.41,105.33,102.63,104.8,104.68,2766160,2766160,1.39,1.34,104.0425,"November 11, 24",0.0134,,,,,
2024-11-08,102.97,103.89,102.43,102.61,102.49,3035300,3035300,-0.36,-0.34962,102.975,"November 08, 24",-0.0034962,,,,,
2024-11-07,102.93,103.96,102.54,103.53,103.41,2009617,2009617,0.6,0.58292,103.24,"November 07, 24",0.0058292,,,,,
2024-11-06,102,103.25,101,102.98,102.86,3745661,3745661,0.98,0.96078,102.3075,"November 06, 24",0.0096078,,,,,
2024-11-05,94.81,97.8,94.64,97.7,97.59,2082100,2082100,2.89,3.05,96.2375,"November 05, 24",0.0305,,,,,
2024-11-04,94,96.22,93.8,94.61,94.5,2520303,2520303,0.61,0.64894,94.6575,"November 04, 24",0.0064894,,,,,
2024-11-01,94,97.82,93.5,93.97,93.86,3880988,3880988,-0.03,-0.03191489,94.8225,"November 01, 24",-0.0003191489,,,,,
2024-10-31,96.49,97.4,95.95,96,95.89,3327400,3327400,-0.49,-0.50782,96.46,"October 31, 24",-0.0050782,,,,,
2024-10-30,97.03,97.82,96.74,97.28,97.17,1659699,1659699,0.25,0.25765,97.2175,"October 30, 24",0.0025765,,,,,
2024-10-29,96.54,97.78,95.86,97.26,97.15,1424000,1424000,0.72,0.7458,96.86,"October 29, 24",0.007458,,,,,
2024-10-28,97.01,98.05,96.59,97.11,97,2803242,2803242,0.1,0.10308,97.19,"October 28, 24",0.0010308,,,,,
2024-10-25,96.9,97.26,95.67,96.12,96.01,1904946,1904946,-0.78,-0.80495,96.4875,"October 25, 24",-0.0080495,,,,,
2024-10-24,96.68,96.68,95.44,95.93,95.82,1841943,1841943,-0.75,-0.77576,96.1825,"October 24, 24",-0.0077576,,,,,
2024-10-23,97.64,98.04,95.98,96.39,96.28,2986621,2986621,-1.25,-1.28,97.0125,"October 23, 24",-0.0128,,,,,
2024-10-22,99.58,100.03,98.45,98.46,98.35,1611200,1611200,-1.12,-1.12,99.13,"October 22, 24",-0.0112,,,,,
2024-10-21,100.49,101.08,99.74,100.03,99.91,1842637,1842637,-0.46,-0.45776,100.335,"October 21, 24",-0.0045776,,,,,
2024-10-18,101.45,101.45,100.07,100.4,100.28,1536300,1536300,-1.05,-1.03,100.8425,"October 18, 24",-0.0103,,,,,
2024-10-17,100.96,101.9,100.96,101.03,100.91,1257500,1257500,0.07,0.06933439,101.2125,"October 17, 24",0.0006933439,,,,,
2024-10-16,100.51,101.01,100.22,100.39,100.27,1556704,1556704,-0.12,-0.11939,100.5325,"October 16, 24",-0.0011939,,,,,
2024-10-15,102.5,102.74,100.51,100.67,100.55,1932472,1932472,-1.83,-1.79,101.605,"October 15, 24",-0.0179,,,,,
2024-10-14,101.14,102.68,100.78,102.44,102.32,1361193,1361193,1.3,1.29,101.76,"October 14, 24",0.0129,,,,,
2024-10-11,98.52,100.87,98.52,100.76,100.64,2254436,2254436,2.24,2.27,99.6675,"October 11, 24",0.0227,,,,,
2024-10-10,99.01,99.77,98.33,98.56,98.45,1827547,1827547,-0.45,-0.4545,98.9175,"October 10, 24",-0.004545,,,,,
2024-10-09,98.87,99.76,98.23,99.43,99.32,1350343,1350343,0.56,0.5664,99.0725,"October 09, 24",0.005664,,,,,
2024-10-08,100.31,100.31,97.66,98.87,98.76,2051800,2051800,-1.44,-1.44,99.2875,"October 08, 24",-0.0144,,,,,
2024-10-07,100.24,101.41,99.57,100.02,99.9,2466841,2466841,-0.22,-0.21947,100.31,"October 07, 24",-0.0021947,,,,,
2024-10-04,100,101.16,99.19,101.13,101.01,2268790,2268790,1.13,1.13,100.37,"October 04, 24",0.0113,,,,,
2024-10-03,99.45,99.77,98.18,98.93,98.82,2118805,2118805,-0.52,-0.52288,99.0825,"October 03, 24",-0.0052288,,,,,
2024-10-02,97.5,100.74,97.2,99.94,99.83,3412300,3412300,2.44,2.5,98.845,"October 02, 24",0.025,,,,,
2024-10-01,98.35,98.68,96.83,98,97.89,2761617,2761617,-0.35,-0.35587,97.965,"October 01, 24",-0.0035587,,,,,
2024-09-30,97.64,98.28,96.91,98.16,98.05,3253600,3253600,0.52,0.53257,97.7475,"September 30, 24",0.0053257,,,,,
2024-09-27,96.59,99.15,96.24,98.08,97.97,3873200,3873200,1.49,1.54,97.515,"September 27, 24",0.0154,,,,,
2024-09-26,96.87,97.54,95.02,96.41,96.3,2765508,2765508,-0.46,-0.47486,96.46,"September 26, 24",-0.0047486,,,,,
2024-09-25,98.46,98.46,94.51,95.03,94.92,3078529,3078529,-3.43,-3.48,96.615,"September 25, 24",-0.0348,,,,,
2024-09-24,98.2,99.57,97.59,98.01,97.9,1775310,1775310,-0.19,-0.19348,98.3425,"September 24, 24",-0.0019348,,,,,
2024-09-23,97.34,98.26,96.84,97.49,97.38,1479100,1479100,0.15,0.1541,97.4825,"September 23, 24",0.001541,,,,,
2024-09-20,97.11,98,95.99,96.77,96.66,3738434,3738434,-0.34,-0.35012,96.9675,"September 20, 24",-0.0035012,,,,,
2024-09-19,96,97.72,94.88,97.65,97.54,2253400,2253400,1.65,1.72,96.5625,"September 19, 24",0.0172,,,,,
2024-09-18,94.18,95.93,93.24,93.74,93.63,2213603,2213603,-0.44,-0.46719,94.2725,"September 18, 24",-0.0046719,,,,,
2024-09-17,91.68,94.04,91.19,93.97,93.86,2156200,2156200,2.29,2.5,92.72,"September 17, 24",0.025,,,,,
2024-09-16,91.81,92.17,90.54,90.94,90.84,2293803,2293803,-0.87,-0.94761,91.365,"September 16, 24",-0.0094761,,,,,
2024-09-13,90.28,91.82,89.51,91.03,90.93,2523300,2523300,0.75,0.83075,90.66,"September 13, 24",0.0083075,,,,,
2024-09-12,89.75,90.72,88.11,89.86,89.76,2468804,2468804,0.11,0.12256,89.61,"September 12, 24",0.0012256,,,,,
2024-09-11,87.96,89.87,86.37,89.63,89.53,2259100,2259100,1.67,1.9,88.4575,"September 11, 24",0.019,,,,,
2024-09-10,87.95,88.06,86.9,88.03,87.93,2492400,2492400,0.08,0.09096077,87.735,"September 10, 24",0.0009096077,,,,,
2024-09-09,87.99,88.61,87.36,87.45,87.35,2439320,2439320,-0.54,-0.61371,87.8525,"September 09, 24",-0.0061371,,,,,
2024-09-06,87.42,88.8,86.38,86.84,86.74,2539700,2539700,-0.58,-0.66346,87.36,"September 06, 24",-0.0066346,,,,,
2024-09-05,87.12,87.69,85.49,87.61,87.51,2919900,2919900,0.49,0.56244,86.9775,"September 05, 24",0.0056244,,,,,
2024-09-04,88,88.71,87,87.26,87.16,1619424,1619424,-0.74,-0.84091,87.7425,"September 04, 24",-0.0084091,,,,,
2024-09-03,90.59,91,87.53,88.33,88.23,2557242,2557242,-2.26,-2.49,89.3625,"September 03, 24",-0.0249,,,,,
2024-08-30,91.13,91.56,89.95,91.45,91.34,2153639,2153639,0.32,0.35115,91.0225,"August 30, 24",0.0035115,,,,,
2024-08-29,90.28,92.09,89.68,90.8,90.7,2024607,2024607,0.52,0.57599,90.7125,"August 29, 24",0.0057599,,,,,
2024-08-28,91,91.31,89,89.4,89.3,1853100,1853100,-1.6,-1.76,90.1775,"August 28, 24",-0.0176,,,,,
2024-08-27,90.03,90.9,89.77,90.63,90.53,1136936,1136936,0.6,0.66644,90.3325,"August 27, 24",0.0066644,,,,,
2024-08-26,92,92.24,90.73,90.8,90.7,1677652,1677652,-1.2,-1.3,91.4425,"August 26, 24",-0.013,,,,,
2024-08-23,90.7,92.01,90.32,91.64,91.53,1824993,1824993,0.94,1.04,91.1675,"August 23, 24",0.0104,,,,,
2024-08-22,91.32,91.71,89.98,90.14,90.04,1201403,1201403,-1.18,-1.29,90.7875,"August 22, 24",-0.0129,,,,,
2024-08-21,90.68,91.46,90.52,91.16,91.06,1079200,1079200,0.48,0.52933,90.955,"August 21, 24",0.0052933,,,,,
2024-08-20,90.9,91.24,90.08,90.5,90.4,1305200,1305200,-0.4,-0.44004,90.68,"August 20, 24",-0.0044004,,,,,
2024-08-19,91.37,91.84,90.67,90.95,90.85,1676849,1676849,-0.42,-0.45967,91.2075,"August 19, 24",-0.0045967,,,,,
2024-08-16,92.21,92.52,90.99,91.01,90.91,2260400,2260400,-1.2,-1.3,91.6825,"August 16, 24",-0.013,,,,,
2024-08-15,92.54,92.85,91.25,92.22,92.11,1859200,1859200,-0.32,-0.3458,92.215,"August 15, 24",-0.003458,0.02,2024-09-05,2024-07-26,2024-08-15,0.02
2024-08-14,89.97,91.12,89.73,91.03,90.91,1463614,1463614,1.06,1.18,90.4625,"August 14, 24",0.0118,,,,,
2024-08-13,88.95,90.05,88.08,89.91,89.79,2074728,2074728,0.96,1.08,89.2475,"August 13, 24",0.0108,,,,,
2024-08-12,89.69,89.96,87.96,88.26,88.14,2064833,2064833,-1.43,-1.59,88.9675,"August 12, 24",-0.0159,,,,,
2024-08-09,90.06,90.75,88.6,89.47,89.35,2674900,2674900,-0.585,-0.65512,89.72,"August 09, 24",-0.0065512,,,,,
2024-08-08,88.7,90.61,88.01,90.48,90.36,2580843,2580843,1.78,2.01,89.45,"August 08, 24",0.0201,,,,,
2024-08-07,89.18,89.68,87.03,87.3,87.18,2845200,2845200,-1.88,-2.11,88.2975,"August 07, 24",-0.0211,,,,,
2024-08-06,87.31,90.03,87.06,88.15,88.03,2968237,2968237,0.84,0.96209,88.1375,"August 06, 24",0.0096209,,,,,
2024-08-05,84.74,88.57,83.72,87.04,86.93,4558090,4558090,2.3,2.71,86.0175,"August 05, 24",0.0271,,,,,
2024-08-02,89.5,89.7,86.68,87.42,87.3,6031716,6031716,-2.08,-2.32,88.325,"August 02, 24",-0.0232,,,,,
2024-08-01,92,95.38,90.4,91.23,91.11,7445639,7445639,-0.77,-0.83696,92.2525,"August 01, 24",-0.0083696,,,,,
2024-07-31,100.22,101.17,98.86,100.4,100.27,3310700,3310700,0.18,0.1796,100.1625,"July 31, 24",0.001796,,,,,
2024-07-30,99.55,100.67,98.37,98.87,98.74,2526400,2526400,-0.68,-0.68307,99.365,"July 30, 24",-0.0068307,,,,,
2024-07-29,98.73,99.52,98.09,98.74,98.61,2290906,2290906,0.01,0.01012863,98.77,"July 29, 24",0.0001012863,,,,,
2024-07-26,98.09,99.61,97.84,98.7,98.57,1803638,1803638,0.61,0.62188,98.56,"July 26, 24",0.0062188,,,,,
2024-07-25,96.1,98.77,94.96,96.94,96.81,2901642,2901642,0.84,0.87409,96.6925,"July 25, 24",0.0087409,,,,,
2024-07-24,99.39,99.79,95.57,95.75,95.62,3511200,3511200,-3.64,-3.66,97.625,"July 24, 24",-0.0366,,,,,
2024-07-23,99.65,101.3,99.51,100.25,100.12,1419400,1419400,0.6,0.60211,100.1775,"July 23, 24",0.0060211,,,,,
2024-07-22,97.9,100.14,97.08,99.95,99.82,2042900,2042900,2.05,2.09,98.7675,"July 22, 24",0.0209,,,,,
2024-07-19,98.25,98.55,96.79,96.86,96.73,1549000,1549000,-1.39,-1.41,97.6125,"July 19, 24",-0.0141,,,,,
2024-07-18,97.74,99.59,97.34,97.91,97.78,2313600,2313600,0.17,0.17393,98.145,"July 18, 24",0.0017393,,,,,
2024-07-17,99.86,99.86,98.02,98.02,97.89,2623019,2623019,-1.84,-1.84,98.94,"July 17, 24",-0.0184,,,,,
2024-07-16,99.28,100.65,98.95,100.34,100.21,3024421,3024421,1.06,1.07,99.805,"July 16, 24",0.0107,,,,,
2024-07-15,98.1,99.44,97.91,98.66,98.53,2817100,2817100,0.56,0.57085,98.5275,"July 15, 24",0.0057085,,,,,
2024-07-12,96.31,98.28,96,97.28,97.15,2807639,2807639,0.97,1.01,96.9675,"July 12, 24",0.0101,,,,,
2024-07-11,94.7,97,94.62,95.5,95.37,2005724,2005724,0.8,0.84477,95.455,"July 11, 24",0.0084477,,,,,
2024-07-10,92.61,94.43,92.28,94.3,94.18,1486300,1486300,1.69,1.82,93.405,"July 10, 24",0.0182,,,,,
2024-07-09,92.32,92.9,91.69,91.73,91.61,1668012,1668012,-0.59,-0.63908,92.16,"July 09, 24",-0.0063908,,,,,
2024-07-08,91.63,92.74,91.51,92.11,91.99,1359909,1359909,0.48,0.52385,91.9975,"July 08, 24",0.0052385,,,,,
2024-07-05,90.94,91.46,90,91.38,91.26,1378116,1378116,0.44,0.48384,90.945,"July 05, 24",0.0048384,,,,,
2024-07-03,90.82,91.78,90.2,91.05,90.93,651726,651726,0.23,0.25325,90.9625,"July 03, 24",0.0025325,,,,,
2024-07-02,89.49,90.7,89.05,90.66,90.54,1111900,1111900,1.17,1.31,89.975,"July 02, 24",0.0131,,,,,
2024-07-01,92.06,92.3,89.04,89.54,89.42,1338415,1338415,-2.52,-2.74,90.735,"July 01, 24",-0.0274,,,,,
2024-06-28,91,91.93,90.18,90.84,90.72,2875825,2875825,-0.16,-0.17582,90.9875,"June 28, 24",-0.0017582,,,,,
2024-06-27,90.23,91,89.84,90.97,90.85,1951700,1951700,0.74,0.82013,90.51,"June 27, 24",0.0082013,,,,,
2024-06-26,89.41,90.15,88.45,89.8,89.68,2786540,2786540,0.39,0.43619,89.4525,"June 26, 24",0.0043619,,,,,
2024-06-25,92.68,92.68,89.33,89.91,89.79,3977282,3977282,-2.77,-2.99,91.15,"June 25, 24",-0.0299,,,,,
2024-06-24,93.12,93.93,92.74,92.92,92.8,2070739,2070739,-0.2,-0.21478,93.1775,"June 24, 24",-0.0021478,,,,,
2024-06-21,93.35,93.35,91.92,92.89,92.77,3639346,3639346,-0.46,-0.49277,92.8775,"June 21, 24",-0.0049277,,,,,
2024-06-20,94.36,95.05,92.5,93.18,93.06,2799400,2799400,-1.18,-1.25,93.7725,"June 20, 24",-0.0125,,,,,
2024-06-18,93.3,94.79,93.02,94.58,94.46,2305414,2305414,1.28,1.37,93.9225,"June 18, 24",0.0137,,,,,
2024-06-17,91.11,93.79,90.44,93.3,93.18,1907000,1907000,2.19,2.4,92.16,"June 17, 24",0.024,,,,,
2024-06-14,93,93.3,90,91.46,91.34,2804100,2804100,-1.54,-1.66,91.94,"June 14, 24",-0.0166,,,,,
2024-06-13,94.33,94.99,93.26,94.45,94.33,2979614,2979614,0.12,0.12721,94.2575,"June 13, 24",0.0012721,,,,,
2024-06-12,92.08,95.3,91.76,94.74,94.61,3601840,3601840,2.66,2.89,93.47,"June 12, 24",0.0289,,,,,
2024-06-11,90.87,92.06,90,91.38,91.26,3293900,3293900,0.51,0.56124,91.0775,"June 11, 24",0.0056124,,,,,
2024-06-10,89.03,91.24,89.03,91.19,91.07,2296600,2296600,2.16,2.43,90.1225,"June 10, 24",0.0243,,,,,
2024-06-07,88.64,89.95,87.62,89.13,89.01,2142044,2142044,0.49,0.5528,88.835,"June 07, 24",0.005528,,,,,
2024-06-06,89.39,89.65,87.81,88.38,88.26,3528800,3528800,-1.01,-1.13,88.8075,"June 06, 24",-0.0113,,,,,
2024-06-05,88.26,89.88,87.59,89.73,89.61,2221500,2221500,1.47,1.67,88.865,"June 05, 24",0.0167,,,,,
2024-06-04,89.92,90.26,86.95,87.96,87.84,4105900,4105900,-1.96,-2.18,88.7725,"June 04, 24",-0.0218,,,,,
2024-06-03,93.36,93.77,89,90.04,89.92,3608226,3608226,-3.32,-3.56,91.5425,"June 03, 24",-0.0356,,,,,
2024-05-31,92.08,93.13,90.78,93.05,92.93,3551408,3551408,0.97,1.05,92.26,"May 31, 24",0.0105,,,,,
2024-05-30,90.86,92.08,90.64,92,91.88,1658529,1658529,1.14,1.25,91.395,"May 30, 24",0.0125,,,,,
2024-05-29,92.85,92.85,91.01,91.09,90.97,2629700,2629700,-1.76,-1.9,91.95,"May 29, 24",-0.019,,,,,
2024-05-28,95.67,95.67,93.09,93.46,93.34,5145202,5145202,-2.21,-2.31,94.4725,"May 28, 24",-0.0231,,,,,
2024-05-24,95.47,95.97,95.14,95.5,95.37,3633000,3633000,0.03,0.03142348,95.52,"May 24, 24",0.0003142348,,,,,
2024-05-23,96.26,96.67,94.74,95.1,94.97,5266608,5266608,-1.16,-1.21,95.6925,"May 23, 24",-0.0121,,,,,
2024-05-22,95.4,96.36,95.09,96.28,96.15,3007800,3007800,0.88,0.92243,95.7825,"May 22, 24",0.0092243,,,,,
2024-05-21,93.84,95.31,93.81,95.2,95.07,3793600,3793600,1.36,1.45,94.54,"May 21, 24",0.0145,,,,,
2024-05-20,92.94,94.53,92.74,94.14,94.02,2741612,2741612,1.2,1.29,93.5875,"May 20, 24",0.0129,,,,,
