date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,volume,vwap,change,low,close,open,adjClose,unadjustedVolume,changeOverTime,high,changePercent
2025-03-14,"March 14, 25",,,,,,4181826,65.9825,1.06,65.15,66.53,65.47,65.87,4181826,0.0162,66.78,1.62
2025-03-13,"March 13, 25",,,,,,6151486,64.9375,-0.81,64.13,64.25,65.06,63.61,6151486,-0.0125,66.31,-1.25
2025-03-12,"March 12, 25",,,,,,3897931,65.87,-0.79,65.29,65.43,66.22,64.78,3897931,-0.0119,66.54,-1.19
2025-03-11,"March 11, 25",,,,,,6152910,66.275,-1.34,65.14,65.65,66.99,65,6152910,-0.02,67.32,-2
2025-03-10,"March 10, 25",,,,,,6694425,66.965,0.95,66.09,67.05,66.1,66.39,6694425,0.0144,68.62,1.44
2025-03-07,"March 07, 25",,,,,,7017300,66.2675,2.07,64.77,67.39,65.32,66.72,7017300,0.0317,67.59,3.17
2025-03-06,"March 06, 25",,,,,,4707685,64.855,0.94,64.06,65.37,64.43,64.72,4707685,0.0146,65.56,1.46
2025-03-05,"March 05, 25",,,,,,6529000,65.025,-0.34,63.57,64.87,65.21,64.23,6529000,-0.0052139,66.45,-0.52139
2025-03-04,"March 04, 25",,,,,,5616900,61.8875,-0.08,60.17,62.07,62.15,61.46,5616900,-0.0012872,63.16,-0.12872
2025-03-03,"March 03, 25",,,,,,4146230,64.2825,-2.24,62.87,63.26,65.5,62.63,4146230,-0.0342,65.5,-3.42
2025-02-28,"February 28, 25",,,,,,6831932,64.3425,0.77,63.68,64.8,64.03,64.16,6831932,0.012,64.86,1.2
2025-02-27,"February 27, 25",,,,,,4530300,64.95,-1.62,63.94,64.08,65.7,63.45,4530300,-0.0247,66.08,-2.47
2025-02-26,"February 26, 25",,,,,,4150538,67.085,-1.71,66.09,66.1,67.81,65.45,4150538,-0.0252,68.34,-2.52
2025-02-25,"February 25, 25",,,,,,6459874,67.0175,0.29,66.39,67.2,66.91,66.54,6459874,0.0043342,67.57,0.43342
2025-02-24,"February 24, 25",,,,,,9057254,66.97,-0.7,66.09,66.55,67.25,65.89,9057254,-0.0104,67.99,-1.04
2025-02-21,"February 21, 25",,,,,,8044626,66.905,-1.77,65.63,66.13,67.9,65.48,8044626,-0.0261,67.96,-2.61
2025-02-20,"February 20, 25",,,,,,5989266,66.39,1.3,65.43,67.11,65.81,66.45,5989266,0.0198,67.21,1.98
2025-02-19,"February 19, 25",,,,,,5168356,66.2075,-0.4,65.88,65.98,66.38,65.33,5168356,-0.0060259,66.59,-0.60259
2025-02-18,"February 18, 25",,,,,,7756200,65.845,1.46,64.89,66.59,65.13,65.93,7756200,0.0224,66.77,2.24
2025-02-14,"February 14, 25",,,,,,6754500,64.585,1.13,63.86,65.13,64,64.49,6754500,0.0177,65.35,1.77
2025-02-13,"February 13, 25",,,,,,6718331,63.7425,-0.37,63.22,63.67,64.04,63.04,6718331,-0.0057776,64.04,-0.57776
2025-02-12,"February 12, 25",,,,,,6519248,63.635,-0.39,62.76,63.6,63.99,62.97,6519248,-0.0060947,64.19,-0.60947
2025-02-11,"February 11, 25",,,,,,9232130,64.6875,0.66,63.3,65.16,64.5,64.52,9232130,0.0102,65.79,1.02
2025-02-10,"February 10, 25",,,,,,8101020,65.4775,1.44,64.51,66.23,64.79,65.57,8101020,0.0222,66.38,2.22
2025-02-07,"February 07, 25",,,,,,7046606,64.65,-1.07,63.54,64.17,65.24,63.54,7046606,-0.0164,65.65,-1.64
2025-02-06,"February 06, 25",,,,,,4182488,64.985,0.27,64.56,65.21,64.94,64.57,4182488,0.0041577,65.23,0.41577
2025-02-05,"February 05, 25",,,,,,4799531,64.6125,-0.07,64.04,64.56,64.63,63.92,4799531,-0.0010831,65.22,-0.10831
2025-02-04,"February 04, 25",,,,,,4740748,63.99,-0.68,62.96,63.88,64.56,63.25,4740748,-0.0105,64.56,-1.05
2025-02-03,"February 03, 25",,,,,,9035716,63.5125,-0.43,62.97,63.15,63.58,62.53,9035716,-0.0067631,64.35,-0.67631
2025-01-31,"January 31, 25",,,,,,4966629,65.7825,-0.62,65.25,65.38,66,64.73,4966629,-0.0093939,66.5,-0.93939
2025-01-30,"January 30, 25",,,,,,5868965,65.8125,0.35,65.27,65.97,65.62,65.32,5868965,0.0053337,66.39,0.53337
2025-01-29,"January 29, 25",,,,,,10173236,65.3175,-0.99,64.58,64.8,65.79,64.16,10173236,-0.015,66.1,-1.5
2025-01-28,"January 28, 25",,,,,,7965307,67.6025,-0.64,67.14,67.3,67.94,66.63,7965307,-0.0094201,68.03,-0.94201
2025-01-27,"January 27, 25",,,,,,7166670,67.945,-0.75,67.23,67.43,68.18,66.76,7166670,-0.011,68.94,-1.1
2025-01-24,"January 24, 25",,,,,,5117838,70.1075,0.15,69.82,70.12,69.97,69.43,5117838,0.0021438,70.52,0.21438
2025-01-23,"January 23, 25",,,,,,7828126,70.025,-0.32,69.72,69.88,70.2,69.19,7828126,-0.0045584,70.3,-0.45584
2025-01-22,"January 22, 25",,,,,,5531239,70.3925,-0.61,69.97,70.03,70.64,69.34,5531239,-0.0086353,70.93,-0.86353
2025-01-21,"January 21, 25",,,,,,7455779,70.505,0.18,70.2,70.55,70.37,69.85,7455779,0.0025579,70.9,0.25579
2025-01-17,"January 17, 25",,,,,,4601440,70.1925,-0.91,69.64,69.66,70.57,68.97,4601440,-0.0129,70.9,-1.29
2025-01-16,"January 16, 25",,,,,,4205415,69.57,0.53,68.96,69.74,69.21,69.05,4205415,0.0076579,70.37,0.76579
2025-01-15,"January 15, 25",,,,,,4877702,69.4225,-1.09,68.78,68.8,69.89,68.12,4877702,-0.0156,70.22,-1.56
2025-01-14,"January 14, 25",,,,,,3409800,68.1875,0.51,67.63,68.4,67.89,67.72,3409800,0.0075122,68.83,0.75122
2025-01-13,"January 13, 25",,,,,,5862030,66.3275,1.52,65.27,67.11,65.59,66.45,5862030,0.0232,67.34,2.32
2025-01-10,"January 10, 25",,,,,,6006508,67.07,-1.14,66.24,66.51,67.65,65.85,6006508,-0.0169,67.88,-1.69
2025-01-08,"January 08, 25",,,,,,3798925,68.1225,0.7,67.6,68.45,67.75,67.77,3798925,0.0103,68.69,1.03
2025-01-07,"January 07, 25",,,,,,4743200,68.6375,-0.72,68.02,68.21,68.93,67.54,4743200,-0.0104,69.39,-1.04
2025-01-06,"January 06, 25",,,,,,3533026,69.2575,-0.84,68.58,68.71,69.55,68.03,3533026,-0.0121,70.19,-1.21
2025-01-03,"January 03, 25",,,,,,3197717,69.0375,0.54,68.66,69.26,68.72,68.58,3197717,0.007858,69.51,0.7858
2025-01-02,"January 02, 25",,,,,,3680633,68.5625,-0.54,67.89,68.33,68.87,67.65,3680633,-0.0078409,69.16,-0.78409
2024-12-31,"December 31, 24",,,,,,2905428,68.3525,-0.16,67.93,68.26,68.42,67.58,2905428,-0.0023385,68.8,-0.23385
2024-12-30,"December 30, 24",,,,,,2634547,68.1375,0.04,67.45,68.23,68.19,67.56,2634547,0.0005865963,68.68,0.05865963
2024-12-27,"December 27, 24",,,,,,2812544,69.11,-0.18,68.54,68.9,69.08,68.22,2812544,-0.0026057,69.92,-0.26057
2024-12-26,"December 26, 24",,,,,,3398201,69.4725,0.48,69.06,69.64,69.16,68.95,3398201,0.0069404,70.03,0.69404
2024-12-24,"December 24, 24",,,,,,1543435,69.0125,0.87,68.46,69.45,68.58,68.76,1543435,0.0127,69.56,1.27
2024-12-23,"December 23, 24",,,,,,4040804,68.545,0.34,68,68.79,68.45,68.11,4040804,0.0049671,68.94,0.49671
2024-12-20,"December 20, 24",0.225,0.225,2024-12-20,2025-02-07,2024-12-06,11226920,67.75,1.8,66.69,68.49,66.69,67.81,11226920,0.027,69.13,2.7
2024-12-19,"December 19, 24",,,,,,6533400,67.3025,-0.81,66.63,66.69,67.5,65.81,6533400,-0.012,68.39,-1.2
2024-12-18,"December 18, 24",,,,,,6924027,68.805,-3.52,66.97,67.03,70.55,66.15,6924027,-0.0499,70.67,-4.99
2024-12-17,"December 17, 24",,,,,,10450635,70.905,-0.75,70.19,70.28,71.03,69.35,10450635,-0.0106,72.12,-1.06
2024-12-16,"December 16, 24",,,,,,6439000,72.42,-1.61,71.4,71.59,73.2,70.65,6439000,-0.022,73.49,-2.2
2024-12-13,"December 13, 24",,,,,,2927700,73.3925,-0.37,72.87,73.01,73.38,72.05,2927700,-0.0050422,74.31,-0.50422
2024-12-12,"December 12, 24",,,,,,3637320,73.8775,-0.42,73.52,73.54,73.96,72.57,3637320,-0.0056787,74.49,-0.56787
2024-12-11,"December 11, 24",,,,,,3394866,73.615,0.15,73.28,73.7,73.55,72.73,3394866,0.0020394,73.93,0.20394
2024-12-10,"December 10, 24",,,,,,4644496,72.8525,-0.03,72.33,72.81,72.84,71.85,4644496,-0.0004118616,73.43,-0.04118616
2024-12-09,"December 09, 24",,,,,,3768900,73.3725,-0.62,72.5,73.2,73.82,72.23,3768900,-0.0083988,73.97,-0.83988
2024-12-06,"December 06, 24",,,,,,3926809,73.975,-0.72,73.12,73.67,74.39,72.7,3926809,-0.0096787,74.72,-0.96787
2024-12-05,"December 05, 24",,,,,,3246612,74.615,-1.01,73.89,73.99,75,73.01,3246612,-0.0135,75.58,-1.35
2024-12-04,"December 04, 24",,,,,,2771633,75.485,-0.06,74.95,75.38,75.44,74.38,2771633,-0.000795334,76.17,-0.0795334
2024-12-03,"December 03, 24",,,,,,2789300,76.06,-0.83,75.46,75.58,76.41,74.58,2789300,-0.0109,76.79,-1.09
2024-12-02,"December 02, 24",,,,,,3486848,77.0875,-1.56,76.22,76.29,77.85,75.28,3486848,-0.02,77.99,-2
2024-11-29,"November 29, 24",,,,,,2001700,77.5175,0,77.28,77.37,77.37,76.35,2001700,0,78.05,0
2024-11-27,"November 27, 24",,,,,,4565638,77.035,-0.34,76.5,76.9,77.24,75.88,4565638,-0.0044019,77.5,-0.44019
2024-11-26,"November 26, 24",,,,,,5718708,77.4575,-1.28,76.16,76.94,78.22,75.92,5718708,-0.0164,78.51,-1.64
2024-11-25,"November 25, 24",,,,,,7261628,78.19,1.37,77.43,78.87,77.5,77.83,7261628,0.0177,78.96,1.77
2024-11-22,"November 22, 24",,,,,,4481338,76.63,0.5,75.94,77,76.5,75.98,4481338,0.0065359,77.08,0.65359
2024-11-21,"November 21, 24",,,,,,9423388,75.45,1.21,74.47,76.01,74.8,75.01,9423388,0.0162,76.52,1.62
2024-11-20,"November 20, 24",,,,,,4662000,74.54,-0.05,74.11,74.5,74.55,73.52,4662000,-0.0006706908,75,-0.06706908
2024-11-19,"November 19, 24",,,,,,6252900,73.9475,0.89,73.33,74.33,73.44,73.35,6252900,0.0121,74.69,1.21
2024-11-18,"November 18, 24",,,,,,4798531,74.39,-0.64,73.91,74.05,74.69,73.07,4798531,-0.0085688,74.91,-0.85688
2024-11-15,"November 15, 24",,,,,,4600509,74.5275,0.31,74,74.53,74.22,73.55,4600509,0.0041768,75.36,0.41768
2024-11-14,"November 14, 24",,,,,,4786000,75.7275,-1.28,74.91,74.97,76.25,73.98,4786000,-0.0168,76.78,-1.68
2024-11-13,"November 13, 24",,,,,,7806449,76.655,-0.2,76.25,76.4,76.6,75.39,7806449,-0.002611,77.37,-0.2611
2024-11-12,"November 12, 24",,,,,,4501000,75.815,-0.76,75.07,75.44,76.2,74.44,4501000,-0.0099738,76.55,-0.99738
2024-11-11,"November 11, 24",,,,,,3256688,76.525,-0.4,76.03,76.29,76.69,75.28,3256688,-0.0052158,77.09,-0.52158
2024-11-08,"November 08, 24",,,,,,3403900,76.115,1.33,75.29,76.68,75.35,75.67,3403900,0.0177,77.14,1.77
2024-11-07,"November 07, 24",,,,,,4133159,75.61,-0.37,74.91,75.13,75.5,74.14,4133159,-0.0049007,76.9,-0.49007
2024-11-06,"November 06, 24",,,,,,7187924,74.38,1.14,72.42,75.38,74.24,74.38,7187924,0.0154,75.48,1.54
2024-11-05,"November 05, 24",,,,,,3475000,73.26,1.3,72.43,73.9,72.6,72.92,3475000,0.0179,74.11,1.79
2024-11-04,"November 04, 24",,,,,,3104647,72.6625,0.06,72.31,72.4,72.34,71.44,3104647,0.0008294166,73.6,0.08294166
2024-11-01,"November 01, 24",,,,,,3525001,72.94,-0.24,72.49,72.59,72.83,71.63,3525001,-0.0032953,73.85,-0.32953
2024-10-31,"October 31, 24",,,,,,3815780,73.1775,-0.78,72.7,72.72,73.5,71.76,3815780,-0.0106,73.79,-1.06
2024-10-30,"October 30, 24",,,,,,4332212,74.0275,-0.74,73.42,73.6,74.34,72.63,4332212,-0.0099543,74.75,-0.99543
2024-10-29,"October 29, 24",,,,,,3798309,74.535,0.02,73.98,74.6,74.58,73.62,3798309,0.0002681684,74.98,0.02681684
2024-10-28,"October 28, 24",,,,,,4732403,74.8575,1.29,73.5,75.66,74.37,74.66,4732403,0.0173,75.9,1.73
2024-10-25,"October 25, 24",0.19,0.19,2024-10-25,2024-11-18,2024-10-10,5301655,73.17,1.13,72.54,73.72,72.59,72.75,5301655,0.0156,73.83,1.56
2024-10-24,"October 24, 24",,,,,,10410108,74.3175,-2.8,72.75,72.9,75.7,71.75,10410108,-0.037,75.92,-3.7
2024-10-23,"October 23, 24",,,,,,4213200,80.2025,-0.11,79.73,79.95,80.06,78.69,4213200,-0.001374,81.07,-0.1374
2024-10-22,"October 22, 24",,,,,,3426118,80.595,-0.87,79.91,80.15,81.02,78.89,3426118,-0.0107,81.3,-1.07
2024-10-21,"October 21, 24",,,,,,2364708,81.525,-0.15,81.01,81.38,81.53,80.1,2364708,-0.0018398,82.18,-0.18398
2024-10-18,"October 18, 24",,,,,,2307000,81.64,-0.26,81.21,81.55,81.81,80.26,2307000,-0.0031781,81.99,-0.31781
2024-10-17,"October 17, 24",,,,,,2538652,81.7125,-0.28,81.27,81.44,81.72,80.15,2538652,-0.0034263,82.42,-0.34263
2024-10-16,"October 16, 24",,,,,,3326323,81.19,-0.09,80.88,81.05,81.14,79.77,3326323,-0.0011092,81.69,-0.11092
2024-10-15,"October 15, 24",,,,,,2922752,82.36,-1.39,81.51,81.61,83,80.32,2922752,-0.0167,83.32,-1.67
2024-10-14,"October 14, 24",,,,,,2670105,82.2,1.03,81.54,82.67,81.64,81.37,2670105,0.0126,82.95,1.26
2024-10-11,"October 11, 24",,,,,,3324528,81.0075,1.39,80.22,81.61,80.22,80.32,3324528,0.0173,81.98,1.73
2024-10-10,"October 10, 24",,,,,,2958059,80.7825,-0.64,80.31,80.43,81.07,79.16,2958059,-0.0078944,81.32,-0.78944
2024-10-09,"October 09, 24",,,,,,3955138,81.455,1.08,80.58,82.08,81,80.78,3955138,0.0133,82.16,1.33
2024-10-08,"October 08, 24",,,,,,2145500,80.975,-0.43,80.52,80.84,81.27,79.56,2145500,-0.005291,81.27,-0.5291
2024-10-07,"October 07, 24",,,,,,2856707,80.2375,0.15,79.69,80.42,80.27,79.15,2856707,0.0018687,80.57,0.18687
2024-10-04,"October 04, 24",,,,,,2538631,80.6875,-0.15,79.94,80.8,80.95,79.52,2538631,-0.001853,81.06,-0.1853
2024-10-03,"October 03, 24",,,,,,3427800,80.3025,-0.34,79.8,80.05,80.39,78.79,3427800,-0.0042294,80.97,-0.42294
2024-10-02,"October 02, 24",,,,,,3877685,79.6625,1.74,78.5,80.54,78.8,79.27,3877685,0.0221,80.81,2.21
2024-10-01,"October 01, 24",,,,,,3991406,79.8625,-1.15,79.1,79.35,80.5,78.1,3991406,-0.0143,80.5,-1.43
2024-09-30,"September 30, 24",,,,,,4659523,80.3075,0.18,79.64,80.49,80.31,79.22,4659523,0.0022413,80.79,0.22413
2024-09-27,"September 27, 24",,,,,,2822900,80.455,0.58,79.88,80.52,79.94,79.25,2822900,0.0072554,81.48,0.72554
2024-09-26,"September 26, 24",,,,,,3123700,80.0325,-0.64,79.41,79.78,80.42,78.52,3123700,-0.0079582,80.52,-0.79582
2024-09-25,"September 25, 24",,,,,,3589227,80.045,-0.8,79.21,79.67,80.47,78.41,3589227,-0.0099416,80.83,-0.99416
2024-09-24,"September 24, 24",,,,,,3520400,80.805,-0.59,80.16,80.41,81,79.14,3520400,-0.007284,81.65,-0.7284
2024-09-23,"September 23, 24",,,,,,3580100,80.565,0.61,79.97,80.88,80.27,79.6,3580100,0.0075994,81.14,0.75994
2024-09-20,"September 20, 24",,,,,,5257808,79.99,0.05,79.49,79.92,79.87,78.66,5257808,0.0006260173,80.68,0.06260173
2024-09-19,"September 19, 24",,,,,,4061784,80.435,-0.11,79.25,80.57,80.68,79.3,4061784,-0.0013634,81.24,-0.13634
2024-09-18,"September 18, 24",,,,,,4182371,78.3825,-0.14,77.26,78.19,78.33,76.96,4182371,-0.0017873,79.75,-0.17873
2024-09-17,"September 17, 24",,,,,,3517100,77.535,0.46,76.68,77.96,77.5,76.73,3517100,0.0059355,78,0.59355
2024-09-16,"September 16, 24",,,,,,3970500,76.945,0.03,76.13,77.11,77.08,75.89,3970500,0.000389206,77.46,0.0389206
2024-09-13,"September 13, 24",,,,,,5091893,76.38,0.62,75.64,76.51,75.89,75.3,5091893,0.0081697,77.48,0.81697
2024-09-12,"September 12, 24",,,,,,4624212,74.3775,1.93,73.19,75.37,73.44,74.18,4624212,0.0263,75.51,2.63
2024-09-11,"September 11, 24",,,,,,5269140,72.4675,1.91,70.37,73.67,71.76,72.51,5269140,0.0266,74.07,2.66
2024-09-10,"September 10, 24",,,,,,3076813,71.5775,0.44,71,71.83,71.39,70.7,3076813,0.0061633,72.09,0.61633
2024-09-09,"September 09, 24",,,,,,2910362,70.5375,0.52,69.79,70.73,70.21,69.61,2910362,0.0074064,71.42,0.74064
2024-09-06,"September 06, 24",,,,,,4182643,69.825,-0.13,68.97,69.48,69.61,68.38,4182643,-0.0018675,71.24,-0.18675
2024-09-05,"September 05, 24",,,,,,2535847,69.05,-0.08,68.31,69.04,69.12,67.95,2535847,-0.0011574,69.73,-0.11574
2024-09-04,"September 04, 24",,,,,,3004400,69.3925,-0.75,68.6,69.11,69.86,68.02,3004400,-0.0107,70,-1.07
2024-09-03,"September 03, 24",,,,,,2988848,71.4425,-2.78,69.81,70.06,72.84,68.95,2988848,-0.0382,73.06,-3.82
2024-08-30,"August 30, 24",,,,,,3251053,72.23,1.11,71.43,72.78,71.67,71.63,3251053,0.0155,73.04,1.55
2024-08-29,"August 29, 24",,,,,,2672000,71.37,-0.51,70.64,71.09,71.6,69.97,2672000,-0.0071229,72.15,-0.71229
2024-08-28,"August 28, 24",,,,,,2228287,71.46,-0.59,70.81,71.11,71.7,69.99,2228287,-0.0082287,72.22,-0.82287
2024-08-27,"August 27, 24",,,,,,1997100,71.445,0.47,70.9,71.76,71.29,70.63,1997100,0.0065928,71.83,0.65928
2024-08-26,"August 26, 24",,,,,,3804300,71.7675,0.11,71.51,71.7,71.59,70.57,3804300,0.0015365,72.27,0.15365
2024-08-23,"August 23, 24",,,,,,2509511,70.7725,0.93,70,71.25,70.32,70.13,2509511,0.0132,71.52,1.32
2024-08-22,"August 22, 24",,,,,,1970715,69.5475,0,69.06,69.58,69.58,68.48,1970715,0,69.97,0
2024-08-21,"August 21, 24",,,,,,2671346,69.33,0.8,68.86,69.66,68.86,68.56,2671346,0.0116,69.94,1.16
2024-08-20,"August 20, 24",,,,,,2136627,68.6125,-0.11,68.15,68.56,68.67,67.48,2136627,-0.0016019,69.07,-0.16019
2024-08-19,"August 19, 24",,,,,,2627000,68.08,1.2,67.44,68.64,67.44,67.56,2627000,0.0178,68.8,1.78
2024-08-16,"August 16, 24",,,,,,3675719,67.97,-0.93,67.33,67.38,68.31,66.32,3675719,-0.0136,68.86,-1.36
2024-08-15,"August 15, 24",,,,,,5329417,67.795,1.37,67.03,68.4,67.03,67.32,5329417,0.0204,68.72,2.04
2024-08-14,"August 14, 24",,,,,,3502703,65.64,0.03,65.15,65.68,65.65,64.64,3502703,0.0004569688,66.08,0.04569688
2024-08-13,"August 13, 24",,,,,,2180805,65.1125,0.55,64.53,65.47,64.92,64.44,2180805,0.008472,65.53,0.8472
2024-08-12,"August 12, 24",,,,,,1997000,64.2575,-0.14,63.51,64.29,64.43,63.28,1997000,-0.0021729,64.8,-0.21729
2024-08-09,"August 09, 24",,,,,,2339901,64.415,0.01,63.91,64.38,64.37,63.36,2339901,0.0001553519,65,0.01553519
2024-08-08,"August 08, 24",,,,,,2820305,64.1475,0.6,63.42,64.48,63.88,63.46,2820305,0.0093926,64.81,0.93926
2024-08-07,"August 07, 24",,,,,,3041036,64.14,-1.89,62.9,63.11,65,62.11,3041036,-0.0291,65.55,-2.91
2024-08-06,"August 06, 24",,,,,,3673168,63.8925,0.9,63.04,64.14,63.24,63.13,3673168,0.0142,65.15,1.42
2024-08-05,"August 05, 24",,,,,,5121006,62.4725,2.05,61.21,63.55,61.5,62.55,5121006,0.0333,63.63,3.33
2024-08-02,"August 02, 24",,,,,,3556949,64.05,-0.55,62.6,63.99,64.54,62.98,3556949,-0.0085218,65.07,-0.85218
2024-08-01,"August 01, 24",,,,,,3211867,66.9625,-1.85,65.44,66.06,67.91,65.02,3211867,-0.0272,68.44,-2.72
2024-07-31,"July 31, 24",,,,,,3509639,68.5475,-0.82,67.66,68.11,68.93,67.04,3509639,-0.0119,69.49,-1.19
2024-07-30,"July 30, 24",,,,,,2606948,67.6825,-0.47,67.02,67.43,67.9,66.37,2606948,-0.0069219,68.38,-0.69219
2024-07-29,"July 29, 24",,,,,,3624624,67.26,0.34,66.34,67.62,67.28,66.55,3624624,0.0050535,67.8,0.50535
2024-07-26,"July 26, 24",,,,,,4351536,66.4825,0.97,65.58,66.77,65.8,65.72,4351536,0.0147,67.78,1.47
2024-07-25,"July 25, 24",,,,,,7590024,64.58,0.29,62.51,64.83,64.54,63.81,7590024,0.0044933,66.44,0.44933
2024-07-24,"July 24, 24",,,,,,4618213,66.775,-1.48,65.82,65.99,67.47,64.95,4618213,-0.0219,67.82,-2.19
2024-07-23,"July 23, 24",,,,,,4602743,68.2525,0.45,67.57,68.27,67.82,67.19,4602743,0.0066352,69.35,0.66352
2024-07-22,"July 22, 24",,,,,,2999809,67.4125,0.95,66.57,68,67.05,66.93,2999809,0.0142,68.03,1.42
2024-07-19,"July 19, 24",,,,,,2822408,66.8025,-1.07,66.02,66.24,67.31,65.19,2822408,-0.0159,67.64,-1.59
2024-07-18,"July 18, 24",,,,,,3961138,67.2975,-0.51,65.74,67.05,67.56,65.99,3961138,-0.0075488,68.84,-0.75488
2024-07-17,"July 17, 24",,,,,,5157600,68.41,-1.5,67.56,67.58,69.08,66.51,5157600,-0.0217,69.42,-2.17
2024-07-16,"July 16, 24",,,,,,4893700,68.86,2.11,67.7,69.88,67.77,68.78,4893700,0.0311,70.09,3.11
2024-07-15,"July 15, 24",,,,,,3941700,67.1375,0.11,66.24,67.36,67.25,66.3,3941700,0.0016357,67.7,0.16357
2024-07-12,"July 12, 24",,,,,,3043723,66.4325,-0.77,65.97,66,66.77,64.96,3043723,-0.0115,66.99,-1.15
2024-07-11,"July 11, 24",,,,,,4800353,65.495,1.83,64.07,66.41,64.58,65.36,4800353,0.0283,66.92,2.83
2024-07-10,"July 10, 24",,,,,,2561040,63.0325,1.08,62.29,63.6,62.52,62.6,2561040,0.0173,63.72,1.73
2024-07-09,"July 09, 24",,,,,,2658602,62.7075,-0.8,62.02,62.29,63.09,61.31,2658602,-0.0127,63.43,-1.27
2024-07-08,"July 08, 24",,,,,,2123800,63.4175,-0.34,62.85,63.13,63.47,62.13,2123800,-0.0053569,64.22,-0.53569
2024-07-05,"July 05, 24",,,,,,1994913,63.245,-0.34,62.47,63.24,63.58,62.24,1994913,-0.0053476,63.69,-0.53476
2024-07-03,"July 03, 24",,,,,,1564635,63.075,0.63,62.45,63.46,62.83,62.46,1564635,0.01,63.56,1
2024-07-02,"July 02, 24",,,,,,3241812,62.3875,0.95,61.76,62.83,61.88,61.84,3241812,0.0154,63.08,1.54
2024-07-01,"July 01, 24",,,,,,2847400,62.95,-2.12,61.86,61.9,64.02,60.92,2847400,-0.0331,64.02,-3.31
2024-06-28,"June 28, 24",,,,,,17783854,63.2625,-0.12,62.41,63.08,63.2,62.08,17783854,-0.0018987,64.36,-0.18987
2024-06-27,"June 27, 24",,,,,,3027448,63.3175,-0.05,62.9,63.23,63.28,62.23,3027448,-0.0007901391,63.86,-0.07901391
2024-06-26,"June 26, 24",,,,,,3312100,62.985,-0.4,62.36,62.86,63.26,61.87,3312100,-0.0063231,63.46,-0.63231
2024-06-25,"June 25, 24",,,,,,3079345,64.1975,-0.96,62.98,63.93,64.89,62.92,3079345,-0.0148,64.99,-1.48
2024-06-24,"June 24, 24",,,,,,3802623,64.1975,0.78,62.98,64.63,63.85,63.61,3802623,0.0122,65.33,1.22
2024-06-21,"June 21, 24",0.19,0.19,2024-06-21,2024-08-08,2024-06-06,6381659,63.08,-0.98,61.64,62.88,63.86,61.89,6381659,-0.0153,63.94,-1.53
2024-06-20,"June 20, 24",,,,,,4508604,64.9325,-1.44,63.95,64.22,65.66,63.02,4508604,-0.0219,65.9,-2.19
2024-06-18,"June 18, 24",,,,,,3335955,65.165,1.09,64.45,65.72,64.63,64.49,3335955,0.0169,65.86,1.69
2024-06-17,"June 17, 24",,,,,,5552291,64.6125,1.09,63.7,65.12,64.03,63.9,5552291,0.017,65.6,1.7
2024-06-14,"June 14, 24",,,,,,4396241,63.6675,1.02,62.63,64.35,63.33,63.15,4396241,0.0161,64.36,1.61
2024-06-13,"June 13, 24",,,,,,2374000,63.945,-0.25,63.11,63.99,64.24,62.79,2374000,-0.0038917,64.44,-0.38917
2024-06-12,"June 12, 24",,,,,,3851729,63.7575,1.47,62.91,64.38,62.91,63.18,3851729,0.0234,64.83,2.34
2024-06-11,"June 11, 24",,,,,,3712747,61.9375,-0.25,61.25,62,62.25,60.84,3712747,-0.0040161,62.25,-0.40161
2024-06-10,"June 10, 24",,,,,,2486400,62.5625,0.06,62.14,62.54,62.48,61.37,2486400,0.0009603073,63.09,0.09603073
2024-06-07,"June 07, 24",,,,,,2323468,62.2875,0.54,61.42,62.71,62.17,61.54,2323468,0.0086859,62.85,0.86859
2024-06-06,"June 06, 24",,,,,,2174219,62.555,-0.39,61.81,62.48,62.87,61.31,2174219,-0.0062033,63.06,-0.62033
2024-06-05,"June 05, 24",,,,,,3198209,62.4725,1.4,61.68,63.17,61.77,61.99,3198209,0.0227,63.27,2.27
2024-06-04,"June 04, 24",,,,,,2784800,61.53,-0.51,60.97,61.27,61.78,60.12,2784800,-0.0082551,62.1,-0.82551
2024-06-03,"June 03, 24",,,,,,4750300,62.785,-1.93,61.23,61.99,63.92,60.83,4750300,-0.0302,64,-3.02
2024-05-31,"May 31, 24",,,,,,6950525,62.975,-0.24,61.62,63.19,63.43,62.01,6950525,-0.0037837,63.66,-0.37837
2024-05-30,"May 30, 24",,,,,,2601027,63.225,0.17,62.82,63.34,63.17,62.16,2601027,0.0026912,63.57,0.26912
2024-05-29,"May 29, 24",,,,,,3559254,63.55,-0.93,63.04,63.07,64,61.89,3559254,-0.0145,64.09,-1.45
2024-05-28,"May 28, 24",,,,,,3267828,65.2,-1.16,64.3,64.67,65.83,63.46,3267828,-0.0176,66,-1.76
2024-05-24,"May 24, 24",,,,,,2161625,65.0575,1.07,64.33,65.65,64.58,64.42,2161625,0.0166,65.67,1.66
2024-05-23,"May 23, 24",,,,,,2769836,65.275,-1.82,64.21,64.35,66.17,63.15,2769836,-0.0275,66.37,-2.75
2024-05-22,"May 22, 24",,,,,,3669987,65.4225,-0.27,64.86,65.35,65.62,64.13,3669987,-0.0041146,65.86,-0.41146
2024-05-21,"May 21, 24",,,,,,4427890,66.0775,0.39,65.76,66.22,65.83,64.98,4427890,0.0059244,66.5,0.59244
