date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,paymentDate,dividend,recordDate,adjDividend
2024-05-01,187.61,190.96,185.88,186.24,183.79,1366077,1366077,-1.37,-0.73024,187.6725,"May 01, 24",-0.0073024,,,,,
2024-04-30,191.39,193.55,187.98,187.98,185.5,883678,883678,-3.41,-1.78,190.225,"April 30, 24",-0.0178,,,,,
2024-04-29,189.03,194.67,189.03,193.19,190.64,757833,757833,4.16,2.2,191.48,"April 29, 24",0.022,,,,,
2024-04-26,187.82,191.75,187.82,188.89,186.4,675000,675000,1.07,0.56969,189.07,"April 26, 24",0.0056969,,,,,
2024-04-25,185.49,186.89,183.68,186.58,184.12,843714,843714,1.09,0.58763,185.66,"April 25, 24",0.0058763,,,,,
2024-04-24,187.95,188.57,184.2,187.91,185.43,549314,549314,-0.04,-0.02128226,187.1575,"April 24, 24",-0.0002128226,,,,,
2024-04-23,186.81,191.52,186.81,188.09,185.61,607200,607200,1.28,0.68519,188.3075,"April 23, 24",0.0068519,,,,,
2024-04-22,184.46,188.4,182.39,186.71,184.25,522104,522104,2.25,1.22,185.49,"April 22, 24",0.0122,,,,,
2024-04-19,184.65,187.19,183.24,183.25,180.83,572600,572600,-1.4,-0.75819,184.5825,"April 19, 24",-0.0075819,,,,,
2024-04-18,187.71,188.58,184.44,184.87,182.43,614044,614044,-2.84,-1.51,186.4,"April 18, 24",-0.0151,,,,,
2024-04-17,190.47,191.24,186.69,186.86,184.4,821838,821838,-3.61,-1.9,188.815,"April 17, 24",-0.019,,,,,
2024-04-16,191.56,192.16,189.61,190.15,187.64,795500,795500,-1.41,-0.73606,190.87,"April 16, 24",-0.0073606,,,,,
2024-04-15,197.75,198.17,191.8,192.73,190.19,601172,601172,-5.02,-2.54,195.1125,"April 15, 24",-0.0254,,,,,
2024-04-12,203.02,203.02,197.75,198,195.39,758391,758391,-5.02,-2.47,200.4475,"April 12, 24",-0.0247,,,,,
2024-04-11,205.34,205.34,199.73,204.52,201.82,521903,521903,-0.82,-0.39934,203.7325,"April 11, 24",-0.0039934,,,,,
2024-04-10,203.54,203.79,199.58,203.31,200.63,1152746,1152746,-0.23,-0.113,202.555,"April 10, 24",-0.00113,,,,,
2024-04-09,203.2,207.99,202.75,207.82,205.08,647914,647914,4.62,2.27,205.44,"April 09, 24",0.0227,,,,,
2024-04-08,199.86,202.82,198.58,201.86,199.2,707186,707186,2,1,200.78,"April 08, 24",0.01,,,,,
2024-04-05,197.11,198.84,193.7,198.29,195.68,622300,622300,1.18,0.59865,196.985,"April 05, 24",0.0059865,,,,,
2024-04-04,201.96,204.63,197.74,197.75,195.14,749700,749700,-4.21,-2.08,200.52,"April 04, 24",-0.0208,,,,,
2024-04-03,197.2,199.72,196.48,198.81,196.19,980800,980800,1.61,0.81643,198.0525,"April 03, 24",0.0081643,,,,,
2024-04-02,192,198.19,189.7,197.67,195.06,1156163,1156163,5.67,2.95,194.39,"April 02, 24",0.0295,,,,,
2024-04-01,198.31,198.96,195.15,198.28,195.67,785226,785226,-0.03,-0.01512783,197.675,"April 01, 24",-0.0001512783,,,,,
2024-03-28,198.37,201.8,197.79,199.01,196.39,750700,750700,0.64,0.32263,199.2425,"March 28, 24",0.0032263,,,,,
2024-03-27,193,197.51,193,197.22,194.62,766626,766626,4.22,2.19,195.1825,"March 27, 24",0.0219,,,,,
2024-03-26,192.27,192.35,189.72,190.6,188.09,1098600,1098600,-1.67,-0.86857,191.235,"March 26, 24",-0.0086857,,,,,
2024-03-25,191.74,192.73,189.35,191.26,188.74,397300,397300,-0.48,-0.25034,191.27,"March 25, 24",-0.0025034,,,,,
2024-03-22,193.29,193.67,190,192.47,189.93,459051,459051,-0.82,-0.42423,192.3575,"March 22, 24",-0.0042423,,,,,
2024-03-21,192.78,194.81,191.98,193.53,190.98,565705,565705,0.75,0.38904,193.275,"March 21, 24",0.0038904,,,,,
2024-03-20,190.41,192.57,189.6,191.34,188.82,493303,493303,0.93,0.48842,190.98,"March 20, 24",0.0048842,,,,,
2024-03-19,191.45,191.45,187.71,189.58,187.08,691800,691800,-1.87,-0.97676,190.0475,"March 19, 24",-0.0097676,,,,,
2024-03-18,191.53,193.14,189.2,191.61,189.08,756319,756319,0.08,0.04176891,191.37,"March 18, 24",0.0004176891,,,,,
2024-03-15,188.43,191.77,185.99,189.7,187.2,1680277,1680277,1.27,0.67399,188.9725,"March 15, 24",0.0067399,,,,,
2024-03-14,188.74,190.94,187.47,189.8,187.3,820050,820050,1.06,0.56162,189.2375,"March 14, 24",0.0056162,,,,,
2024-03-13,187.04,189.86,186.84,188.25,185.77,791245,791245,1.21,0.64692,187.9975,"March 13, 24",0.0064692,,,,,
2024-03-12,184.94,186.94,182.65,186.84,184.38,635121,635121,1.9,1.03,185.3425,"March 12, 24",0.0103,,,,,
2024-03-11,181.16,185.25,180.78,184.5,182.07,895177,895177,3.34,1.84,182.9225,"March 11, 24",0.0184,,,,,
2024-03-08,182.38,182.7,179.19,181.22,178.83,721146,721146,-1.16,-0.63603,181.3725,"March 08, 24",-0.0063603,,,,,
2024-03-07,177.01,182.37,176.44,181.68,179.29,799800,799800,4.67,2.64,179.375,"March 07, 24",0.0264,,,,,
2024-03-06,175.16,177.28,173.74,175.88,173.56,715119,715119,0.72,0.41105,175.515,"March 06, 24",0.0041105,,,,,
2024-03-05,176.77,176.79,170.89,173.89,171.6,929677,929677,-2.88,-1.63,174.585,"March 05, 24",-0.0163,,,,,
2024-03-04,183.4,183.87,176.78,178.05,175.7,913620,913620,-5.35,-2.92,180.525,"March 04, 24",-0.0292,,,,,
2024-03-01,181.95,184.79,181.06,184.75,182.31,659825,659825,2.8,1.54,183.1375,"March 01, 24",0.0154,2024-02-05,2024-03-18,0.375,2024-03-04,0.375
2024-02-29,183.85,186.29,181.27,182.39,179.62,911862,911862,-1.46,-0.79413,183.45,"February 29, 24",-0.0079413,,,,,
2024-02-28,181.68,184.6,181.54,183.6,180.81,755412,755412,1.92,1.06,182.855,"February 28, 24",0.0106,,,,,
2024-02-27,180.62,186.28,180.62,183.1,180.32,748320,748320,2.48,1.37,182.655,"February 27, 24",0.0137,,,,,
2024-02-26,184.05,184.05,179.61,180.08,177.34,729600,729600,-3.97,-2.16,181.9475,"February 26, 24",-0.0216,,,,,
2024-02-23,181.5,185.25,180.01,184.67,181.86,1335554,1335554,3.17,1.75,182.8575,"February 23, 24",0.0175,,,,,
2024-02-22,184.17,185.82,180.72,181.71,178.95,1238545,1238545,-2.46,-1.34,183.105,"February 22, 24",-0.0134,,,,,
2024-02-21,187.58,187.86,180.52,182.02,179.26,697703,697703,-5.56,-2.96,184.495,"February 21, 24",-0.0296,,,,,
2024-02-20,188.5,191.2,188.15,190.05,187.16,745911,745911,1.55,0.82228,189.475,"February 20, 24",0.0082228,,,,,
2024-02-16,193.51,196.17,190.77,190.82,187.92,904831,904831,-2.69,-1.39,192.8175,"February 16, 24",-0.0139,,,,,
2024-02-15,190.99,196.42,189.6,194.38,191.43,1612300,1612300,3.39,1.77,192.8475,"February 15, 24",0.0177,,,,,
2024-02-14,189,192.33,187.88,189.25,186.38,1015821,1015821,0.25,0.13228,189.615,"February 14, 24",0.0013228,,,,,
2024-02-13,186.75,188.66,184,186.97,184.13,1097692,1097692,0.22,0.1178,186.595,"February 13, 24",0.001178,,,,,
2024-02-12,190.37,195.35,190.37,191.7,188.79,1129536,1129536,1.33,0.69864,191.9475,"February 12, 24",0.0069864,,,,,
2024-02-09,196.08,197.53,187.46,190,187.11,1784148,1784148,-6.08,-3.1,192.7675,"February 09, 24",-0.031,,,,,
2024-02-08,188.93,199.37,186.1,195.75,192.78,1777359,1777359,6.82,3.61,192.5375,"February 08, 24",0.0361,,,,,
2024-02-07,198.05,200.13,191.96,199.03,196.01,1264100,1264100,0.98,0.49482,197.2925,"February 07, 24",0.0049482,,,,,
2024-02-06,195.6,199.22,195.36,197.66,194.66,1378789,1378789,2.06,1.05,196.96,"February 06, 24",0.0105,,,,,
2024-02-05,194,194.6,189.97,194.23,191.28,798732,798732,0.23,0.11856,193.2,"February 05, 24",0.0011856,,,,,
2024-02-02,192.66,195.92,191,194.99,192.03,911722,911722,2.33,1.21,193.6425,"February 02, 24",0.0121,,,,,
2024-02-01,191.35,192.81,188.23,192.72,189.79,993400,993400,1.37,0.71597,191.2775,"February 01, 24",0.0071597,,,,,
2024-01-31,195.17,195.5,190.09,190.24,187.35,563408,563408,-4.93,-2.53,192.75,"January 31, 24",-0.0253,,,,,
2024-01-30,194.5,197.54,193.71,195.52,192.55,490817,490817,1.02,0.52442,195.3175,"January 30, 24",0.0052442,,,,,
2024-01-29,192.78,196.06,191.99,195.92,192.94,626649,626649,3.14,1.63,194.1875,"January 29, 24",0.0163,,,,,
2024-01-26,193.94,196.15,193.13,193.81,190.87,801165,801165,-0.13,-0.06703104,194.2575,"January 26, 24",-0.0006703104,,,,,
2024-01-25,194.61,196.65,191.88,192.78,189.85,808588,808588,-1.83,-0.94034,193.98,"January 25, 24",-0.0094034,,,,,
2024-01-24,199.16,199.33,193.07,193.42,190.48,680753,680753,-5.74,-2.88,196.245,"January 24, 24",-0.0288,,,,,
2024-01-23,198.15,202.67,196.57,197.25,194.25,793914,793914,-0.9,-0.4542,198.66,"January 23, 24",-0.004542,,,,,
2024-01-22,195.69,198.05,191,195.21,192.24,1505028,1505028,-0.48,-0.24529,194.9875,"January 22, 24",-0.0024529,,,,,
2024-01-19,195.64,196.07,191.54,193.59,190.65,1041508,1041508,-2.05,-1.05,194.21,"January 19, 24",-0.0105,,,,,
2024-01-18,194.32,195.77,188.47,195.64,192.67,712400,712400,1.32,0.67929,193.55,"January 18, 24",0.0067929,,,,,
2024-01-17,193.16,194,189.76,192.19,189.27,989200,989200,-0.97,-0.50217,192.2775,"January 17, 24",-0.0050217,,,,,
2024-01-16,196.02,197.01,191.23,194.74,191.78,879821,879821,-1.28,-0.65299,194.75,"January 16, 24",-0.0065299,,,,,
2024-01-12,199.9,200.81,197.48,197.57,194.57,573037,573037,-2.33,-1.17,198.94,"January 12, 24",-0.0117,,,,,
2024-01-11,202.97,202.97,196.09,200.29,197.25,832901,832901,-2.68,-1.32,200.58,"January 11, 24",-0.0132,,,,,
2024-01-10,204.41,204.49,200.41,202,198.93,641700,641700,-2.41,-1.18,202.8275,"January 10, 24",-0.0118,,,,,
2024-01-09,201.99,206.17,201.99,203.02,199.94,429470,429470,1.03,0.50993,203.2925,"January 09, 24",0.0050993,,,,,
2024-01-08,197.37,205.45,197.15,204.14,201.04,600618,600618,6.77,3.43,201.0275,"January 08, 24",0.0343,,,,,
2024-01-05,193.03,200.23,192.82,197.15,194.16,624518,624518,4.12,2.13,195.8075,"January 05, 24",0.0213,,,,,
2024-01-04,195.55,198.55,193.97,196.5,193.52,571701,571701,0.95,0.48581,196.1425,"January 04, 24",0.0048581,,,,,
2024-01-03,201.57,202.43,193.74,194.45,191.5,831823,831823,-7.12,-3.53,198.0475,"January 03, 24",-0.0353,,,,,
2024-01-02,204.97,207.88,203.62,204.6,201.49,990153,990153,-0.37,-0.18051,205.2675,"January 02, 24",-0.0018051,,,,,
2023-12-29,207,208.37,205.54,206.72,203.58,522956,522956,-0.28,-0.13527,206.9075,"December 29, 23",-0.0013527,,,,,
2023-12-28,205.43,207.76,205.07,207.56,204.41,583643,583643,2.13,1.04,206.455,"December 28, 23",0.0104,,,,,
2023-12-27,206.19,207.35,204.77,205.69,202.57,432962,432962,-0.5,-0.24249,206,"December 27, 23",-0.0024249,,,,,
2023-12-26,206,206.73,204.04,206.32,203.19,487945,487945,0.32,0.15534,205.7725,"December 26, 23",0.0015534,,,,,
2023-12-22,208.09,208.94,204.47,205.6,202.48,495100,495100,-2.49,-1.2,206.775,"December 22, 23",-0.012,,,,,
2023-12-21,205.59,207.49,202.35,206.6,203.46,744339,744339,1.01,0.49127,205.5075,"December 21, 23",0.0049127,,,,,
2023-12-20,206.77,209.62,203.19,204.03,200.93,750474,750474,-2.74,-1.33,205.9025,"December 20, 23",-0.0133,,,,,
2023-12-19,205,208.64,204.75,207.98,204.82,711115,711115,2.98,1.45,206.5925,"December 19, 23",0.0145,,,,,
2023-12-18,203.59,204.8,200.01,203.62,200.53,668598,668598,0.03,0.0147355,203.005,"December 18, 23",0.000147355,,,,,
2023-12-15,203,204.36,199.92,202.77,199.69,1416151,1416151,-0.23,-0.1133,202.5125,"December 15, 23",-0.001133,,,,,
2023-12-14,201.86,207.36,199.28,203.71,200.62,1081140,1081140,1.85,0.91648,203.0525,"December 14, 23",0.0091648,,,,,
2023-12-13,189.55,198.33,187.35,198.15,195.14,1019100,1019100,8.6,4.54,193.345,"December 13, 23",0.0454,,,,,
2023-12-12,189.56,194.58,186.32,189.44,186.56,811645,811645,-0.12,-0.06330449,189.975,"December 12, 23",-0.0006330449,,,,,
2023-12-11,186.11,191.75,186.11,189.23,186.36,812518,812518,3.12,1.68,188.3,"December 11, 23",0.0168,,,,,
2023-12-08,183.98,190.77,183.62,186.57,183.74,1062264,1062264,2.59,1.41,186.235,"December 08, 23",0.0141,,,,,
2023-12-07,185,188.3,182.51,185.26,182.45,998701,998701,0.26,0.14054,185.2675,"December 07, 23",0.0014054,,,,,
2023-12-06,183.52,186.85,181.63,185.51,182.69,890500,890500,1.99,1.08,184.3775,"December 06, 23",0.0108,,,,,
2023-12-05,185.14,185.5,180.42,182.12,179.35,744777,744777,-3.02,-1.63,183.295,"December 05, 23",-0.0163,,,,,
2023-12-04,184.25,186.77,182.66,186.2,183.37,727837,727837,1.95,1.06,184.97,"December 04, 23",0.0106,,,,,
2023-12-01,181.82,185.86,181.03,185.75,182.93,1290300,1290300,3.93,2.16,183.615,"December 01, 23",0.0216,,,,,
2023-11-30,183.3,183.3,177.9,181.66,178.9,1371946,1371946,-1.64,-0.89471,181.54,"November 30, 23",-0.0089471,,,,,
2023-11-29,180.51,184.62,180.4,181.29,178.54,800000,800000,0.78,0.43211,181.705,"November 29, 23",0.0043211,,,,,
2023-11-28,175.62,178.63,174.75,178.26,175.55,600933,600933,2.64,1.5,176.815,"November 28, 23",0.015,,,,,
2023-11-27,177.43,179.05,175.78,176.11,173.43,750446,750446,-1.32,-0.74396,177.0925,"November 27, 23",-0.0074396,,,,,
2023-11-24,177.15,179.04,176.35,178.49,175.78,501809,501809,1.34,0.75642,177.7575,"November 24, 23",0.0075642,2023-10-30,2023-12-11,0.375,2023-11-27,0.375
2023-11-22,179.91,180.4,177.46,177.5,174.43,773333,773333,-2.41,-1.34,178.8175,"November 22, 23",-0.0134,,,,,
2023-11-21,180.66,182.15,177.78,178.12,175.04,679200,679200,-2.54,-1.41,179.6775,"November 21, 23",-0.0141,,,,,
2023-11-20,177.9,184.53,176.34,182.44,179.28,1036751,1036751,4.54,2.55,180.3025,"November 20, 23",0.0255,,,,,
2023-11-17,175.03,177.9,173.27,177.5,174.43,1356113,1356113,2.47,1.41,175.925,"November 17, 23",0.0141,,,,,
2023-11-16,177.48,178.98,172.75,173.65,170.65,953711,953711,-3.83,-2.16,175.715,"November 16, 23",-0.0216,,,,,
2023-11-15,177.95,183,176.92,177.11,174.05,1128225,1128225,-0.84,-0.47204,178.745,"November 15, 23",-0.0047204,,,,,
2023-11-14,174.84,180.35,174.11,176.28,173.23,1211165,1211165,1.44,0.82361,176.395,"November 14, 23",0.0082361,,,,,
2023-11-13,169.84,172.44,169.25,172,169.02,908900,908900,2.16,1.27,170.8825,"November 13, 23",0.0127,,,,,
2023-11-10,166.08,171.61,165.2,171.16,168.2,1016376,1016376,5.08,3.06,168.5125,"November 10, 23",0.0306,,,,,
2023-11-09,169.3,170.9,166.62,167.76,164.86,1013875,1013875,-1.54,-0.90963,168.645,"November 09, 23",-0.0090963,,,,,
2023-11-08,167.6,170.63,165.39,167.52,164.62,943424,943424,-0.08,-0.0477327,167.785,"November 08, 23",-0.000477327,,,,,
2023-11-07,162.62,169.46,162,167.84,164.94,1477736,1477736,5.22,3.21,165.48,"November 07, 23",0.0321,,,,,
2023-11-06,161.36,164.04,154.55,160.89,158.11,2966800,2966800,-0.47,-0.29127,160.21,"November 06, 23",-0.0029127,,,,,
2023-11-03,163.06,165.45,156.05,159.02,156.27,3408702,3408702,-4.04,-2.48,160.895,"November 03, 23",-0.0248,,,,,
2023-11-02,152.21,162.92,146.15,162.66,159.85,5212807,5212807,10.45,6.87,155.985,"November 02, 23",0.0687,,,,,
2023-11-01,152.55,159,146.88,150.69,148.08,11068413,11068413,-1.86,-1.22,152.28,"November 01, 23",-0.0122,,,,,
2023-10-31,241.62,247.42,239.01,244.97,240.73,1837900,1837900,3.35,1.39,243.255,"October 31, 23",0.0139,,,,,
2023-10-30,241,242.28,236.87,240.06,235.91,846857,846857,-0.94,-0.39004,240.0525,"October 30, 23",-0.0039004,,,,,
2023-10-27,245.8,246,238.18,240.34,236.18,570266,570266,-5.46,-2.22,242.58,"October 27, 23",-0.0222,,,,,
2023-10-26,250.67,253.33,242.65,244.94,240.7,471181,471181,-5.73,-2.29,247.8975,"October 26, 23",-0.0229,,,,,
2023-10-25,258.14,258.18,248,248.08,243.79,445500,445500,-10.06,-3.9,253.1,"October 25, 23",-0.039,,,,,
2023-10-24,259.57,264.7,256.9,261.45,256.93,282827,282827,1.88,0.72427,260.655,"October 24, 23",0.0072427,,,,,
2023-10-23,257.46,262.2,254.83,257.65,253.19,367810,367810,0.19,0.07379787,258.035,"October 23, 23",0.0007379787,,,,,
2023-10-20,264.86,266.25,256.48,259.09,254.61,420352,420352,-5.77,-2.18,261.67,"October 20, 23",-0.0218,,,,,
2023-10-19,270.09,272.33,264.17,265.5,260.91,365107,365107,-4.59,-1.7,268.0225,"October 19, 23",-0.017,,,,,
2023-10-18,272.68,274.09,266.97,268.23,263.59,389700,389700,-4.45,-1.63,270.4925,"October 18, 23",-0.0163,,,,,
2023-10-17,269.09,275.67,268.02,275.23,270.47,484000,484000,6.14,2.28,272.0025,"October 17, 23",0.0228,,,,,
2023-10-16,265.59,271.72,261.53,270.13,265.46,336300,336300,4.54,1.71,267.2425,"October 16, 23",0.0171,,,,,
2023-10-13,268.68,271.49,262.51,264.97,260.39,324600,324600,-3.71,-1.38,266.9125,"October 13, 23",-0.0138,,,,,
2023-10-12,278.23,278.23,268.21,268.54,263.89,517700,517700,-9.69,-3.48,273.3025,"October 12, 23",-0.0348,,,,,
2023-10-11,275.78,278.27,273.99,278.09,273.28,281500,281500,2.31,0.83762,276.5325,"October 11, 23",0.0083762,,,,,
2023-10-10,276,279.96,274.81,275,270.24,387000,387000,-1,-0.36232,276.4425,"October 10, 23",-0.0036232,,,,,
2023-10-09,267.23,276.14,267.23,275.69,270.92,330734,330734,8.46,3.17,271.5725,"October 09, 23",0.0317,,,,,
2023-10-06,260.75,272.38,260.75,270.28,265.6,517911,517911,9.53,3.65,266.04,"October 06, 23",0.0365,,,,,
2023-10-05,261.59,263.33,258.45,262.6,258.06,359237,359237,1.01,0.3861,261.4925,"October 05, 23",0.003861,,,,,
2023-10-04,262.74,265.49,257.16,261.17,256.65,497500,497500,-1.57,-0.59755,261.64,"October 04, 23",-0.0059755,,,,,
2023-10-03,258.78,262.59,257.81,261.54,257.02,593582,593582,2.76,1.07,260.18,"October 03, 23",0.0107,,,,,
2023-10-02,258.61,262,256.88,260.04,255.54,501700,501700,1.43,0.55296,259.3825,"October 02, 23",0.0055296,,,,,
2023-09-29,260.65,264.64,258.83,259.27,254.78,484000,484000,-1.38,-0.52945,260.8475,"September 29, 23",-0.0052945,,,,,
2023-09-28,256.95,261.2,254.71,257.46,253.01,493600,493600,0.51,0.19848,257.58,"September 28, 23",0.0019848,,,,,
2023-09-27,255.4,258.1,254.7,257.08,252.63,636500,636500,1.68,0.65779,256.32,"September 27, 23",0.0065779,,,,,
2023-09-26,255.96,257.34,252.12,253.6,249.21,585600,585600,-2.36,-0.92202,254.755,"September 26, 23",-0.0092202,,,,,
2023-09-25,256,259.42,255.2,258.32,253.85,485783,485783,2.32,0.90625,257.235,"September 25, 23",0.0090625,,,,,
2023-09-22,262.78,263.54,256.91,257.16,252.71,622365,622365,-5.62,-2.14,260.0975,"September 22, 23",-0.0214,,,,,
2023-09-21,265,266.9,261.6,261.69,257.16,597271,597271,-3.31,-1.25,263.7975,"September 21, 23",-0.0125,,,,,
2023-09-20,278.15,279.19,268.28,268.48,263.84,523153,523153,-9.67,-3.48,273.525,"September 20, 23",-0.0348,,,,,
2023-09-19,274.13,277.1,271.12,276.91,272.12,372700,372700,2.78,1.01,274.815,"September 19, 23",0.0101,,,,,
2023-09-18,276.33,278.16,274.41,276.1,271.32,325816,325816,-0.23,-0.08323381,276.25,"September 18, 23",-0.0008323381,,,,,
2023-09-15,279.25,280.84,277.22,277.92,273.11,852915,852915,-1.33,-0.47628,278.8075,"September 15, 23",-0.0047628,,,,,
2023-09-14,280.67,283,279.1,280.34,275.49,421928,421928,-0.33,-0.11758,280.7775,"September 14, 23",-0.0011758,,,,,
2023-09-13,282.76,283.67,277.13,279.4,274.57,554177,554177,-3.36,-1.19,280.74,"September 13, 23",-0.0119,,,,,
2023-09-12,283.29,286.36,283,284.14,279.22,242309,242309,0.85,0.30005,284.1975,"September 12, 23",0.0030005,,,,,
2023-09-11,286.22,287.6,283.41,285.95,281,387949,387949,-0.27,-0.09433303,285.795,"September 11, 23",-0.0009433303,,,,,
2023-09-08,288.68,290.44,283.76,284.31,279.39,389772,389772,-4.37,-1.51,286.7975,"September 08, 23",-0.0151,,,,,
2023-09-07,290.14,290.54,283.85,288.6,283.61,588400,588400,-1.54,-0.53078,288.2825,"September 07, 23",-0.0053078,,,,,
2023-09-06,293,294.52,290.24,293.14,288.07,338756,338756,0.14,0.04778157,292.725,"September 06, 23",0.0004778157,,,,,
2023-09-05,294.74,295.42,290.82,294.12,289.03,330081,330081,-0.62,-0.21035,293.775,"September 05, 23",-0.0021035,,,,,
2023-09-01,297.08,299,293.97,295.79,290.67,366500,366500,-1.29,-0.43423,296.46,"September 01, 23",-0.0043423,,,,,
2023-08-31,295.17,298.03,293.29,294.84,289.74,484222,484222,-0.33,-0.1118,295.3325,"August 31, 23",-0.001118,,,,,
2023-08-30,292.9,296.31,292.02,293.66,288.58,307049,307049,0.76,0.25947,293.7225,"August 30, 23",0.0025947,,,,,
2023-08-29,286.87,293.94,285.73,293.04,287.97,395146,395146,6.17,2.15,289.895,"August 29, 23",0.0215,,,,,
2023-08-28,286.6,290.59,285.71,287.65,282.67,274000,274000,1.05,0.36636,287.6375,"August 28, 23",0.0036636,,,,,
2023-08-25,285.55,288.39,283.51,286.39,281.44,311482,311482,0.84,0.29417,285.96,"August 25, 23",0.0029417,2023-07-31,2023-09-11,0.375,2023-08-28,0.375
2023-08-24,291.85,291.95,284.01,284.58,279.29,343826,343826,-7.27,-2.49,288.0975,"August 24, 23",-0.0249,,,,,
2023-08-23,288.29,290.72,285.27,289.87,284.48,290573,290573,1.58,0.54806,288.5375,"August 23, 23",0.0054806,,,,,
2023-08-22,285.04,288.31,284.72,286.86,281.53,473324,473324,1.82,0.63851,286.2325,"August 22, 23",0.0063851,,,,,
2023-08-21,281.9,286.55,281.9,283.65,278.38,482339,482339,1.75,0.62079,283.5,"August 21, 23",0.0062079,,,,,
2023-08-18,278.04,283.6,276.64,281.32,276.09,535725,535725,3.28,1.18,279.9,"August 18, 23",0.0118,,,,,
2023-08-17,289.99,290.8,280.16,280.4,275.19,671974,671974,-9.59,-3.31,285.3375,"August 17, 23",-0.0331,,,,,
2023-08-16,290.42,292,288.46,290.81,285.4,474051,474051,0.39,0.13429,290.4225,"August 16, 23",0.0013429,,,,,
2023-08-15,291.74,293.44,290.47,291.96,286.53,551067,551067,0.22,0.07540961,291.9025,"August 15, 23",0.0007540961,,,,,
2023-08-14,288.95,295.08,288.2,294.25,288.78,716667,716667,5.3,1.83,291.62,"August 14, 23",0.0183,,,,,
2023-08-11,288.24,295.26,288.24,292,286.57,553400,553400,3.76,1.3,290.935,"August 11, 23",0.013,,,,,
2023-08-10,288.16,294,287.23,291.51,286.09,610307,610307,3.35,1.16,290.225,"August 10, 23",0.0116,,,,,
2023-08-09,290,293.12,286.39,286.88,281.55,444947,444947,-3.12,-1.08,289.0975,"August 09, 23",-0.0108,,,,,
2023-08-08,290.2,292,283.51,291.56,286.14,655290,655290,1.36,0.46864,289.3175,"August 08, 23",0.0046864,,,,,
2023-08-07,290.14,295.56,288.46,293.11,287.66,671808,671808,2.97,1.02,291.8175,"August 07, 23",0.0102,,,,,
2023-08-04,296.83,297.33,288.48,290.42,285.02,1273100,1273100,-6.41,-2.16,293.265,"August 04, 23",-0.0216,,,,,
2023-08-03,299.76,303.13,288,296.95,291.43,1836026,1836026,-2.81,-0.93742,296.96,"August 03, 23",-0.0093742,,,,,
2023-08-02,332.5,332.5,297.74,299.62,294.05,2402413,2402413,-32.88,-9.89,315.59,"August 02, 23",-0.0989,,,,,
2023-08-01,366.92,373.14,364.43,370.78,363.89,748706,748706,3.86,1.05,368.8175,"August 01, 23",0.0105,,,,,
2023-07-31,370.41,374.04,367.21,368.76,361.9,417574,417574,-1.65,-0.44545,370.105,"July 31, 23",-0.0044545,,,,,
2023-07-28,366.51,371.09,363.08,368.46,361.61,438052,438052,1.95,0.53205,367.285,"July 28, 23",0.0053205,,,,,
2023-07-27,361.98,371,359.31,361.09,354.38,609295,609295,-0.89,-0.24587,363.345,"July 27, 23",-0.0024587,,,,,
2023-07-26,352,360.83,352,358,351.34,356100,356100,6,1.7,355.7075,"July 26, 23",0.017,,,,,
2023-07-25,351.07,354.32,350.39,353.82,347.24,239952,239952,2.75,0.78332,352.4,"July 25, 23",0.0078332,,,,,
2023-07-24,351.41,355.5,348.19,350.98,344.46,406461,406461,-0.43,-0.12236,351.52,"July 24, 23",-0.0012236,,,,,
2023-07-21,362,362.15,349.84,350.18,343.67,509808,509808,-11.82,-3.27,356.0425,"July 21, 23",-0.0327,,,,,
2023-07-20,362.16,363.97,356.23,357.61,350.96,304969,304969,-4.55,-1.26,359.9925,"July 20, 23",-0.0126,,,,,
2023-07-19,365.07,368.8,360.91,365.47,358.68,380166,380166,0.4,0.10957,365.0625,"July 19, 23",0.0010957,,,,,
2023-07-18,359.2,365.22,358.45,363.75,356.99,500970,500970,4.55,1.27,361.655,"July 18, 23",0.0127,,,,,
2023-07-17,353.92,360.77,353.82,358.99,352.32,362695,362695,5.07,1.43,356.875,"July 17, 23",0.0143,,,,,
2023-07-14,349.65,355.53,347.6,355.01,348.41,709333,709333,5.36,1.53,351.9475,"July 14, 23",0.0153,,,,,
2023-07-13,343.01,351.92,342.13,349.65,343.15,509515,509515,6.64,1.94,346.6775,"July 13, 23",0.0194,,,,,
2023-07-12,344,344.98,337.63,340.9,334.56,504000,504000,-3.1,-0.90116,341.8775,"July 12, 23",-0.0090116,,,,,
2023-07-11,334.82,339.65,331.82,338.81,332.51,443500,443500,3.99,1.19,336.275,"July 11, 23",0.0119,,,,,
2023-07-10,323.07,337.27,322.47,334.87,328.64,718900,718900,11.8,3.65,329.42,"July 10, 23",0.0365,,,,,
2023-07-07,322.6,327.57,321.13,324.51,318.48,397900,397900,1.91,0.59206,323.9525,"July 07, 23",0.0059206,,,,,
2023-07-06,313.68,325.4,312.79,323.88,317.86,600392,600392,10.2,3.25,318.9375,"July 06, 23",0.0325,,,,,
2023-07-05,317.06,319.05,314.33,317.89,311.98,333300,333300,0.83,0.26178,317.0825,"July 05, 23",0.0026178,,,,,
2023-07-03,320.18,321.92,317.66,319.62,313.68,198700,198700,-0.56,-0.1749,319.845,"July 03, 23",-0.001749,,,,,
