date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,ROL,USD,0000084839,2025-02-13,2025-02-13 16:17:39,2024,FY,466379000,113220000,-10336000,29984000,-24128000,-66650000,-5874000,47670000,726000,32534000,607653000,-27572000,-153401000,0,0,4741000,-176232000,-96000000,0,-11606000,-297989000,-35113000,-440708000,-4908000,-14195000,89630000,103825000,607653000,-27572000,580081000,https://www.sec.gov/Archives/edgar/data/84839/000008483925000024/0000084839-25-000024-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000008483925000024/rol-20241231.htm
2023-12-31,ROL,USD,0000084839,2024-02-15,2024-02-15 16:15:28,2023,FY,434957000,99752000,-7644000,24605000,-28079000,-61668000,-4279000,43407000,-5539000,4775000,528366000,-32465000,-350951000,0,0,10521000,-372895000,438000000,0,-315013000,-264348000,-8059000,-149420000,2428000,8479000,103825000,95346000,528366000,-32465000,495901000,https://www.sec.gov/Archives/edgar/data/84839/000008483924000025/0000084839-24-000025-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000008483924000025/rol-20231231.htm
2022-12-31,ROL,USD,0000084839,2023-02-16,2023-02-16 16:30:17,2022,FY,368599000,91326000,1595000,21215000,-28079000,-57894000,-540000,304000,30051000,11274000,465930000,-30628000,-119188000,0,0,15675000,-134141000,-100000000,0,-7065000,-211618000,-17334000,-336017000,-5727000,-9955000,95346000,105301000,465930000,-30628000,435302000,https://www.sec.gov/Archives/edgar/data/84839/000008483923000006/0000084839-23-000006-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000008483923000006/rol-20221231x10k.htm
2021-12-31,ROL,USD,0000084839,2022-02-25,2022-02-25 17:24:40,2021,FY,350687000,94205000,1652000,14865000,-39210000,-22439000,2644000,-24211000,4796000,-20394000,401805000,-27194000,-146098000,0,0,74327000,-98965000,-48000000,0,-10694000,-208656000,-22809000,-290159000,-5857000,6824000,105301000,98477000,401805000,-27194000,374611000,https://www.sec.gov/Archives/edgar/data/84839/000008483922000011/0000084839-22-000011-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000008483922000011/rol-20211231x10k.htm
2020-12-31,ROL,USD,0000084839,2021-02-26,2021-02-26 16:00:58,2020,FY,260824000,89444000,-1215000,20850000,48346000,-12045000,-10706000,50212000,20885000,17536000,435785000,-23229000,-147613000,23229000,216000,-14998000,-162395000,-88500000,0,-8275000,-160487000,-24011000,-281273000,12084000,4201000,98477000,94276000,435785000,-23229000,412556000,https://www.sec.gov/Archives/edgar/data/84839/000117120021000076/0001171200-21-000076-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000117120021000076/i21062_rol-10k.htm
2019-12-31,ROL,USD,0000084839,2020-02-28,2020-02-28 17:02:41,2019,FY,203347000,79544000,-7228000,14159000,-45677000,-20151000,-2151000,-9925000,-13450000,65043000,309188000,-27146000,-430558000,27146000,104000,-24653000,-455107000,291500000,0,-10009000,-153836000,0,127655000,-2945000,-21209000,94276000,115485000,309188000,-27146000,282042000,https://www.sec.gov/Archives/edgar/data/84839/000117120020000103/0001171200-20-000103-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000117120020000103/i20108_rol-10k.htm
2018-12-31,ROL,USD,0000084839,2019-03-01,2019-03-01 16:46:47,2018,FY,231663000,64675000,7628000,13726000,-45026000,-12549000,-374000,-23820000,-8283000,13606000,286272000,-27179000,-76769000,343000,297000,1933000,-101375000,0,0,-9541000,-152742000,0,-162283000,-14179000,8435000,115485000,107050000,286272000,-27179000,259093000,https://www.sec.gov/Archives/edgar/data/84839/000117120019000087/0001171200-19-000087-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000117120019000087/i19083_rol-10k.htm
2017-12-31,ROL,USD,0000084839,2018-02-26,2018-02-26 16:25:12,2017,FY,179124000,55533000,18636000,12399000,-40777000,-13661000,-837000,-25691000,-588000,10455000,235370000,-24680000,-130189000,-264000,519000,439000,-154175000,0,0,-8246000,-122017000,0,-130263000,13333000,-35735000,107050000,142785000,235370000,-24680000,210690000,https://www.sec.gov/Archives/edgar/data/84839/000008483918000065/0000084839-18-000065-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000008483918000065/rol-123117x10k.htm
2016-12-31,ROL,USD,0000084839,2017-02-24,2017-02-24 10:46:27,2016,FY,167369000,49894000,-3248000,12415000,-7463000,-15868000,-671000,11182000,-2106000,7558000,226525000,-33081000,-46308000,0,0,2547000,-76842000,0,0,-31068000,-109002000,3699000,-136371000,-5101000,8211000,142785000,134574000,226525000,-33081000,193444000,https://www.sec.gov/Archives/edgar/data/84839/000117120017000077/0001171200-17-000077-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000117120017000077/i17072_rol-10k.htm
2015-12-31,ROL,USD,0000084839,2016-02-24,2016-02-24 13:49:44,2015,FY,152149000,42139000,3493000,12110000,-21702000,-12494000,814000,-2039000,-7983000,8167000,196356000,-39495000,-33462000,0,0,3015000,-69942000,0,0,-7407000,-91755000,1946000,-97216000,-2996000,26202000,134574000,108372000,196356000,-39495000,156861000,https://www.sec.gov/Archives/edgar/data/84839/000155278116001318/0001552781-16-001318-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000155278116001318/e00081_rol-10k.htm
