date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,change,high,adjClose,unadjustedVolume,vwap,changePercent,changeOverTime,open,close,volume,low
2025-03-07,"March 07, 25",,,,,,-0.28,236.71,230.86,892220,232.2475,-0.12082,-0.0012082,231.75,231.47,892220,229.06
2025-03-06,"March 06, 25",,,,,,3.51,236.12,232.15,967150,231.6925,1.53,0.0153,229.25,232.76,967150,228.64
2025-03-05,"March 05, 25",,,,,,4.99,232.86,229.95,729023,228.6325,2.21,0.0221,225.56,230.55,729023,225.56
2025-03-04,"March 04, 25",,,,,,-1.07,229.03,224.97,820100,225.7575,-0.47214,-0.0047214,226.63,225.56,820100,221.81
2025-03-03,"March 03, 25",,,,,,-3.79,234.31,227.45,1144704,229.4675,-1.63,-0.0163,231.84,228.05,1144704,223.67
2025-02-28,"February 28, 25",,,,,,8.66,233.12,231.73,1857913,228.1275,3.87,0.0387,223.68,232.34,1857913,223.37
2025-02-27,"February 27, 25",,,,,,2,223.3,221.98,1052275,220.7925,0.90678,0.0090678,220.56,222.56,1052275,216.75
2025-02-26,"February 26, 25",,,,,,-0.76,220.61,219.15,883509,219.125,-0.34469,-0.0034469,220.49,219.73,883509,215.67
2025-02-25,"February 25, 25",,,,,,0.86,223.79,219.57,1074590,220.5075,0.39217,0.0039217,219.29,220.15,1074590,218.8
2025-02-24,"February 24, 25",,,,,,11.58,221.46,220.49,1749869,215.3775,5.53,0.0553,209.49,221.07,1749869,209.49
2025-02-21,"February 21, 25",,,,,,6.04,212.98,210.36,1882059,208.2825,2.95,0.0295,204.87,210.91,1882059,204.37
2025-02-20,"February 20, 25",,,,,,1.65,208.2,203.12,1801619,203.775,0.81683,0.0081683,202,203.65,1801619,201.25
2025-02-19,"February 19, 25",,,,,,-8.51,212,201.96,2881241,206.735,-4.03,-0.0403,211,202.49,2881241,201.45
2025-02-18,"February 18, 25",,,,,,-5,216.98,210.45,2075400,212.525,-2.31,-0.0231,216,211,2075400,206.12
2025-02-14,"February 14, 25",,,,,,12.06,223.44,214.17,5027338,210.675,5.95,0.0595,202.67,214.73,5027338,201.86
2025-02-13,"February 13, 25",,,,,,-44.73,249.41,198.59,5219539,222.3425,-18.34,-0.1834,243.84,199.11,5219539,197.01
2025-02-12,"February 12, 25",,,,,,3.68,324.33,321.44,788024,320.2425,1.16,0.0116,318.6,322.28,788024,315.76
2025-02-11,"February 11, 25",,,,,,0.97,325.2,321.56,375822,322.3325,0.30178,0.0030178,321.43,322.4,375822,320.3
2025-02-10,"February 10, 25",,,,,,2.14,324.69,323.28,583300,322.1,0.66462,0.0066462,321.99,324.13,583300,317.59
2025-02-07,"February 07, 25",0.21,0.21,2025-02-07,2025-02-11,2025-01-28,-9.91,332.47,320.71,341200,326.5625,-2.99,-0.0299,331.46,321.55,341200,320.77
2025-02-06,"February 06, 25",,,,,,-4.73,335.2,329.39,404700,332.0175,-1.41,-0.0141,335.2,330.47,404700,327.2
2025-02-05,"February 05, 25",,,,,,1.48,335.64,334.04,415500,333.045,0.44357,0.0044357,333.66,335.14,415500,327.74
2025-02-04,"February 04, 25",,,,,,-2.96,338.6,329.96,592508,332.68,-0.88623,-0.0088623,334,331.04,592508,327.08
2025-02-03,"February 03, 25",,,,,,-3.45,342.55,335.93,609300,338.91,-1.01,-0.0101,340.48,337.03,609300,335.58
2025-01-31,"January 31, 25",,,,,,-1.56,347.14,340.43,568835,343.2225,-0.45466,-0.0045466,343.11,341.55,568835,341.09
2025-01-30,"January 30, 25",,,,,,1.03,347.85,342.79,400300,344.1325,0.3004,0.003004,342.88,343.91,400300,341.89
2025-01-29,"January 29, 25",,,,,,-1.97,342,338.46,410900,339.6825,-0.5768,-0.005768,341.54,339.57,410900,335.62
2025-01-28,"January 28, 25",,,,,,-5.61,348.9,342.17,293700,345.9425,-1.61,-0.0161,348.9,343.29,293700,342.68
2025-01-27,"January 27, 25",,,,,,-0.28,346.46,343.94,355724,344.82,-0.08107717,-0.0008107717,345.35,345.07,355724,342.4
2025-01-24,"January 24, 25",,,,,,1.1,348.48,343.87,271434,344.8,0.31986,0.0031986,343.9,345,271434,341.82
2025-01-23,"January 23, 25",,,,,,-3.89,347.88,342.87,397611,343.5575,-1.12,-0.0112,347.88,343.99,397611,334.48
2025-01-22,"January 22, 25",,,,,,5.89,347.89,346.73,422700,344.6725,1.72,0.0172,341.98,347.87,422700,340.95
2025-01-21,"January 21, 25",,,,,,4.14,345.29,343.56,388309,341.82,1.22,0.0122,340.55,344.69,388309,336.75
2025-01-17,"January 17, 25",,,,,,-3.66,340.97,335.24,610306,338.115,-1.08,-0.0108,340,336.34,610306,335.15
2025-01-16,"January 16, 25",,,,,,8.82,338.27,336.1,384900,332.12,2.69,0.0269,328.38,337.2,384900,324.63
2025-01-15,"January 15, 25",,,,,,-3.17,332.55,327.93,447227,328.8,-0.9543,-0.009543,332.18,329.01,447227,321.46
2025-01-14,"January 14, 25",,,,,,-11.15,341.84,327.88,445232,333.99,-3.28,-0.0328,340.11,328.96,445232,325.05
2025-01-13,"January 13, 25",,,,,,7.87,340.43,338.49,602815,335.8725,2.37,0.0237,331.73,339.6,602815,331.73
2025-01-10,"January 10, 25",,,,,,-1.49,335.81,330.65,474635,333.08,-0.44715,-0.0044715,333.22,331.73,474635,331.56
2025-01-08,"January 08, 25",,,,,,3.38,337.34,335.81,394701,333.6375,1.01,0.0101,333.53,336.91,394701,326.77
2025-01-07,"January 07, 25",,,,,,-1.91,339.69,331.44,404406,334.35,-0.5711,-0.005711,334.44,332.53,404406,330.74
2025-01-06,"January 06, 25",,,,,,-1.76,340.1,331.63,550150,334.3525,-0.52619,-0.0052619,334.48,332.72,550150,330.11
2025-01-03,"January 03, 25",,,,,,6.82,339.51,334.46,389309,332.74,2.07,0.0207,328.74,335.56,389309,327.15
2025-01-02,"January 02, 25",,,,,,-1.31,332.54,327.32,443633,329.355,-0.39733,-0.0039733,329.7,328.39,443633,326.79
2024-12-31,"December 31, 24",,,,,,-3.44,331.66,326.49,301200,329.125,-1.04,-0.0104,331,327.56,301200,326.28
2024-12-30,"December 30, 24",,,,,,-1.4,330.97,327.74,485634,329.265,-0.42396,-0.0042396,330.22,328.82,485634,327.05
2024-12-27,"December 27, 24",,,,,,2.89,334.33,332.13,397800,332.0525,0.87488,0.0087488,330.33,333.22,397800,330.33
2024-12-26,"December 26, 24",,,,,,1.82,333.72,332.34,270873,332.3825,0.54884,0.0054884,331.61,333.43,270873,330.77
2024-12-24,"December 24, 24",,,,,,2.53,332.77,331.68,203600,330.975,0.76611,0.0076611,330.24,332.77,203600,328.12
2024-12-23,"December 23, 24",,,,,,-0.51,330.68,328.49,374435,328.915,-0.15451,-0.0015451,330.08,329.57,374435,325.33
2024-12-20,"December 20, 24",,,,,,4.34,335.53,330.32,2444569,330.08,1.33,0.0133,327.06,331.4,2444569,326.33
2024-12-19,"December 19, 24",,,,,,1.9,329.7,325.94,529246,325.39,0.58442,0.0058442,325.11,327.01,529246,319.74
2024-12-18,"December 18, 24",,,,,,-7.71,336.79,324.26,544740,330.045,-2.32,-0.0232,333.03,325.32,544740,325.04
2024-12-17,"December 17, 24",,,,,,5.96,337.21,333.17,596581,332.0175,1.82,0.0182,328.3,334.26,596581,328.3
2024-12-16,"December 16, 24",,,,,,-0.37,338,329.49,515017,332.2925,-0.1118,-0.001118,330.94,330.57,515017,329.66
2024-12-13,"December 13, 24",,,,,,0.37,330.25,328.97,516109,328.5525,0.11223,0.0011223,329.68,330.05,516109,324.23
2024-12-12,"December 12, 24",,,,,,10.72,333.28,330.54,437900,326.675,3.34,0.0334,320.9,331.62,437900,320.9
2024-12-11,"December 11, 24",,,,,,-2.96,324.56,317.18,399100,320.355,-0.9216,-0.009216,321.18,318.22,399100,317.46
2024-12-10,"December 10, 24",,,,,,-4.53,323.8,318.23,395913,321.0825,-1.4,-0.014,323.8,319.27,395913,317.46
2024-12-09,"December 09, 24",,,,,,-1.72,327.47,321.11,315806,323.185,-0.53106,-0.0053106,323.88,322.16,315806,319.23
2024-12-06,"December 06, 24",,,,,,1.57,325,321.44,223945,321.9125,0.48922,0.0048922,320.92,322.49,223945,319.24
2024-12-05,"December 05, 24",,,,,,-1.05,321.42,317.16,287000,318.1975,-0.3289,-0.003289,319.25,318.2,287000,313.92
2024-12-04,"December 04, 24",,,,,,1.03,323.23,320.03,350200,320.215,0.32182,0.0032182,320.05,321.08,350200,316.5
2024-12-03,"December 03, 24",,,,,,1.29,324.27,320.84,334600,320.74,0.40237,0.0040237,320.6,321.89,334600,316.2
2024-12-02,"December 02, 24",,,,,,-0.71,326.26,321.59,400549,323.3875,-0.21957,-0.0021957,323.36,322.65,400549,321.28
2024-11-29,"November 29, 24",,,,,,2.06,326.58,324.62,305800,324.665,0.63655,0.0063655,323.62,325.68,305800,322.78
2024-11-27,"November 27, 24",,,,,,2.32,324.51,322.26,391621,321.8925,0.72274,0.0072274,321,323.32,391621,318.74
2024-11-26,"November 26, 24",,,,,,-0.91,320.5,318.31,315748,318.82,-0.28414,-0.0028414,320.26,319.35,315748,315.17
2024-11-25,"November 25, 24",,,,,,-2.14,323.33,318.74,738932,320.9825,-0.66783,-0.0066783,321.94,319.79,738932,318.87
2024-11-22,"November 22, 24",,,,,,-2.94,325,315.55,557200,319.2825,-0.9201,-0.009201,319.53,316.59,557200,316.01
2024-11-21,"November 21, 24",,,,,,7.76,321.17,319.83,431400,315.9075,2.48,0.0248,313.12,320.88,431400,308.46
2024-11-20,"November 20, 24",,,,,,9.56,312.58,310.64,437700,306.425,3.16,0.0316,302.1,311.66,437700,299.36
2024-11-19,"November 19, 24",,,,,,-0.37,311.59,303.11,745433,305.13,-0.12152,-0.0012152,304.47,304.1,745433,300.36
2024-11-18,"November 18, 24",,,,,,-5.71,314.05,306.21,592117,309.885,-1.82,-0.0182,312.92,307.21,592117,305.36
2024-11-15,"November 15, 24",,,,,,-23.4,337.89,313.46,1087580,325.855,-6.93,-0.0693,337.89,314.49,1087580,313.15
2024-11-14,"November 14, 24",,,,,,-3.2,342.33,337.01,572329,339.6775,-0.93754,-0.0093754,341.32,338.12,572329,336.94
2024-11-13,"November 13, 24",0.21,0.21,2024-11-13,2024-11-20,2024-10-24,15.06,347.53,342.88,970400,336.885,4.58,0.0458,328.94,344,970400,327.07
2024-11-12,"November 12, 24",,,,,,2.28,329.76,326.4,414732,326.8625,0.70068,0.0070068,325.4,327.68,414732,324.61
2024-11-11,"November 11, 24",,,,,,0.27,335.58,326.29,632111,329.075,0.08249313,0.0008249313,327.3,327.57,632111,325.85
2024-11-08,"November 08, 24",,,,,,1.8,326.91,322.83,600808,323.5325,0.55849,0.0055849,322.3,324.1,600808,320.82
2024-11-07,"November 07, 24",,,,,,-7.91,331.55,322.16,458916,327.1825,-2.39,-0.0239,331.33,323.42,458916,322.43
2024-11-06,"November 06, 24",,,,,,-1.03,331.88,328.09,740608,328.0275,-0.31173,-0.0031173,330.41,329.38,740608,320.44
2024-11-05,"November 05, 24",,,,,,9.97,331.82,322.21,633900,320.5725,3.18,0.0318,313.5,323.47,633900,313.5
2024-11-04,"November 04, 24",,,,,,-2.72,321.32,313.54,496500,316.76,-0.85672,-0.0085672,317.49,314.77,496500,313.46
2024-11-01,"November 01, 24",,,,,,7.58,316.77,315.26,623700,312.7775,2.45,0.0245,308.92,316.5,623700,308.92
2024-10-31,"October 31, 24",,,,,,-5.01,319.55,306.73,966427,312.0775,-1.6,-0.016,312.94,307.93,966427,307.89
2024-10-30,"October 30, 24",,,,,,-2.86,318.68,311.8,672100,314.75,-0.90541,-0.0090541,315.88,313.02,672100,311.42
2024-10-29,"October 29, 24",,,,,,8.01,318.54,317.17,1043370,314.0575,2.58,0.0258,310.4,318.41,1043370,308.88
2024-10-28,"October 28, 24",,,,,,0.69,312.88,309.2,801500,309.4575,0.22278,0.0022278,309.72,310.41,801500,304.82
2024-10-25,"October 25, 24",,,,,,-20.08,330.64,306.72,1538217,318.0625,-6.12,-0.0612,328,307.92,1538217,305.69
2024-10-24,"October 24, 24",,,,,,3.15,352.33,329.36,2183536,333.87,0.96183,0.0096183,327.5,330.65,2183536,325
2024-10-23,"October 23, 24",,,,,,0.79,288.5,285.32,671100,285.9875,0.27656,0.0027656,285.65,286.44,671100,283.36
2024-10-22,"October 22, 24",,,,,,0.94,287.05,285.28,588914,285.3775,0.32929,0.0032929,285.46,286.4,588914,282.6
2024-10-21,"October 21, 24",,,,,,-3.84,292.46,286.13,301500,289.4675,-1.32,-0.0132,291.09,287.25,301500,287.07
2024-10-18,"October 18, 24",,,,,,1.33,294.07,292.17,640174,291.64,0.4555,0.004555,291.99,293.32,640174,287.18
2024-10-17,"October 17, 24",,,,,,-4.07,292.83,287.53,939625,290.095,-1.39,-0.0139,292.73,288.66,939625,286.16
2024-10-16,"October 16, 24",,,,,,-2.83,291.82,287.86,784043,289.565,-0.96978,-0.0096978,291.82,288.99,784043,285.63
2024-10-15,"October 15, 24",,,,,,-3.96,297.93,289.9,925330,293.4925,-1.34,-0.0134,295,291.04,925330,290
2024-10-14,"October 14, 24",,,,,,-0.65,299.77,294.2,956800,295.98,-0.21959,-0.0021959,296,295.35,956800,292.8
2024-10-11,"October 11, 24",,,,,,6.63,296.79,293.76,1447600,291.4775,2.3,0.023,288.28,294.91,1447600,285.93
2024-10-10,"October 10, 24",,,,,,2.83,291,288.94,490225,288.645,0.98524,0.0098524,287.24,290.07,490225,286.27
2024-10-09,"October 09, 24",,,,,,-0.83,287.35,285.4,1103200,285.555,-0.28885,-0.0028885,287.35,286.52,1103200,281
2024-10-08,"October 08, 24",,,,,,-3.09,291.24,285.36,474000,288.43,-1.07,-0.0107,289.57,286.48,474000,286.43
2024-10-07,"October 07, 24",,,,,,-5.07,296.52,289.28,301833,293.07,-1.72,-0.0172,295.49,290.42,301833,289.85
2024-10-04,"October 04, 24",,,,,,-3.57,301.18,295.34,187235,298.345,-1.19,-0.0119,300.07,296.5,187235,295.63
2024-10-03,"October 03, 24",,,,,,-0.89,302.56,296.15,321900,298.835,-0.29846,-0.0029846,298.2,297.31,321900,297.27
2024-10-02,"October 02, 24",,,,,,0.63,303.3,298.64,281800,299.87,0.21058,0.0021058,299.18,299.81,281800,297.19
2024-10-01,"October 01, 24",,,,,,-0.77,301.77,298.63,530743,299.3,-0.25618,-0.0025618,300.57,299.8,530743,295.06
2024-09-30,"September 30, 24",,,,,,-11.15,312.65,298.99,585103,305.705,-3.58,-0.0358,311.31,300.16,585103,298.7
2024-09-27,"September 27, 24",,,,,,1.45,314.56,309.78,337400,310.7575,0.46842,0.0046842,309.55,311,337400,307.92
2024-09-26,"September 26, 24",,,,,,0.1,308.29,305.94,405600,306.7325,0.03256905,0.0003256905,307.04,307.14,405600,304.46
2024-09-25,"September 25, 24",,,,,,-6.88,310.97,302.14,412047,306.7275,-2.22,-0.0222,310.21,303.33,412047,302.4
2024-09-24,"September 24, 24",,,,,,1.17,309.85,308.5,326100,308.235,0.37921,0.0037921,308.54,309.71,326100,304.84
2024-09-23,"September 23, 24",,,,,,-0.84,309.91,305.53,354003,307.355,-0.27311,-0.0027311,307.57,306.73,354003,305.21
2024-09-20,"September 20, 24",,,,,,-1.71,311.9,306.95,732117,309.03,-0.55186,-0.0055186,309.86,308.15,732117,306.21
2024-09-19,"September 19, 24",,,,,,-3.89,319.99,309.98,371200,314.265,-1.23,-0.0123,315.09,311.2,371200,310.78
2024-09-18,"September 18, 24",,,,,,11.57,313.29,307.97,693100,304.02,3.89,0.0389,297.61,309.18,693100,296
2024-09-17,"September 17, 24",,,,,,-3.54,299.4,294.7,356505,296.895,-1.18,-0.0118,299.4,295.86,356505,292.92
2024-09-16,"September 16, 24",,,,,,-5.59,302.38,295.62,425400,299.18,-1.85,-0.0185,302.37,296.78,425400,295.19
2024-09-13,"September 13, 24",,,,,,2.57,301.74,299.49,392800,299.5825,0.86213,0.0086213,298.1,300.67,392800,297.82
2024-09-12,"September 12, 24",,,,,,-4.02,302.14,296.32,364400,299.3225,-1.33,-0.0133,301.5,297.48,364400,296.17
2024-09-11,"September 11, 24",,,,,,-2.66,305.49,301.17,283204,302.09,-0.8721,-0.008721,305.01,302.35,283204,295.51
2024-09-10,"September 10, 24",,,,,,4.01,306.11,304.36,304838,303.0375,1.33,0.0133,301.54,305.55,304838,298.95
2024-09-09,"September 09, 24",,,,,,3.62,305.51,300.85,431500,299.8025,1.21,0.0121,298.41,302.03,431500,293.26
2024-09-06,"September 06, 24",,,,,,-1.27,303.53,296.08,293100,298.4475,-0.42545,-0.0042545,298.51,297.24,293100,294.51
2024-09-05,"September 05, 24",,,,,,-2.85,303.15,299.13,288800,301.085,-0.94013,-0.0094013,303.15,300.3,288800,297.74
2024-09-04,"September 04, 24",,,,,,0.77,307.91,303.53,354100,304.4625,0.25333,0.0025333,303.95,304.72,354100,301.27
2024-09-03,"September 03, 24",,,,,,-7.8,318.05,302.96,383301,309.14,-2.5,-0.025,311.95,304.15,383301,302.41
2024-08-30,"August 30, 24",,,,,,-2.66,319.76,312.4,590500,315.4125,-0.841,-0.00841,316.29,313.63,590500,311.97
2024-08-29,"August 29, 24",,,,,,14.91,315.96,313.56,582900,307.6325,4.97,0.0497,299.89,314.79,582900,299.89
2024-08-28,"August 28, 24",,,,,,-4.61,302.22,296.45,337200,299.3325,-1.53,-0.0153,302.22,297.61,337200,295.28
2024-08-27,"August 27, 24",,,,,,-1.06,304.46,301.45,267030,303.01,-0.34904,-0.0034904,303.69,302.63,267030,301.26
2024-08-26,"August 26, 24",,,,,,-0.03,305.74,302.3,236200,303.3975,-0.00988403,-9.88403e-05,303.52,303.49,236200,300.84
2024-08-23,"August 23, 24",,,,,,0.31,305.17,301.6,300344,302.7275,0.10249,0.0010249,302.47,302.78,300344,300.49
2024-08-22,"August 22, 24",,,,,,-6.32,306.84,299.34,343147,302.88,-2.06,-0.0206,306.84,300.52,343147,297.32
2024-08-21,"August 21, 24",,,,,,3.25,304.81,303.12,195702,302.635,1.08,0.0108,301.06,304.31,195702,300.36
2024-08-20,"August 20, 24",,,,,,-2.87,302.95,297.95,315966,300.7025,-0.95036,-0.0095036,301.99,299.12,315966,298.75
2024-08-19,"August 19, 24",,,,,,1.68,301.93,300.5,294800,300.305,0.56,0.0056,300,301.68,294800,297.61
2024-08-16,"August 16, 24",,,,,,8.53,300.63,299.24,461500,296.12,2.92,0.0292,291.88,300.41,461500,291.56
2024-08-15,"August 15, 24",,,,,,-2.9,295.88,291.46,420900,293.5275,-0.98139,-0.0098139,295.5,292.6,420900,290.13
2024-08-14,"August 14, 24",,,,,,-2.81,295.43,291.07,217400,293.2275,-0.95248,-0.0095248,295.02,292.21,217400,290.25
2024-08-13,"August 13, 24",,,,,,4.29,295.94,294.26,436900,293.405,1.47,0.0147,291.13,295.42,436900,291.13
2024-08-12,"August 12, 24",,,,,,2.69,290.88,289.42,409400,288.6575,0.93445,0.0093445,287.87,290.56,409400,285.32
2024-08-09,"August 09, 24",,,,,,-4.58,294.36,286.72,886488,289.455,-1.57,-0.0157,292.43,287.85,886488,283.18
2024-08-08,"August 08, 24",,,,,,-4.87,299.4,291.87,731800,295.3675,-1.63,-0.0163,297.89,293.02,731800,291.16
2024-08-07,"August 07, 24",,,,,,-10.43,304.37,292.62,557500,298.9175,-3.43,-0.0343,304.2,293.77,557500,293.33
2024-08-06,"August 06, 24",,,,,,0.31,310.41,303.27,711800,305.2075,0.10192,0.0010192,304.15,304.46,711800,301.81
2024-08-05,"August 05, 24",,,,,,5.1,303.78,300.42,981200,298.8375,1.72,0.0172,296.5,301.6,981200,293.47
2024-08-02,"August 02, 24",,,,,,0.97,301.22,299.11,457026,298.1825,0.32408,0.0032408,299.31,300.28,457026,291.92
2024-08-01,"August 01, 24",,,,,,-1.82,309.05,301.13,794146,303.2375,-0.59843,-0.0059843,304.13,302.31,794146,297.46
2024-07-31,"July 31, 24",0.2,0.2,2024-07-31,2024-08-07,2024-04-25,6.77,307.4,304.97,1193100,302.6,2.26,0.0226,299.4,306.17,1193100,297.43
2024-07-30,"July 30, 24",,,,,,11.82,299.86,298.14,926341,293.4625,4.11,0.0411,287.69,299.51,926341,286.79
2024-07-29,"July 29, 24",,,,,,1.64,293.11,286.8,775524,287.8225,0.57247,0.0057247,286.48,288.12,775524,283.58
2024-07-26,"July 26, 24",,,,,,5.13,289.45,283.46,1190418,282.3325,1.83,0.0183,279.63,284.76,1190418,275.49
2024-07-25,"July 25, 24",,,,,,-5.24,295.19,275.89,3347400,279.9375,-1.86,-0.0186,282.4,277.16,3347400,265
2024-07-24,"July 24, 24",,,,,,6,325.01,322.29,1040210,319.8075,1.89,0.0189,317.77,323.77,1040210,312.68
2024-07-23,"July 23, 24",,,,,,-5.91,323,314.74,770400,318.3725,-1.83,-0.0183,322.09,316.18,770400,312.22
2024-07-22,"July 22, 24",,,,,,-3.28,322.5,316.57,984748,318.3525,-1.02,-0.0102,321.3,318.02,984748,311.59
2024-07-19,"July 19, 24",,,,,,-1.56,319.48,316.47,554640,317.695,-0.48829,-0.0048829,319.48,317.92,554640,313.9
2024-07-18,"July 18, 24",,,,,,-8.4,330.64,314.89,533800,321.9925,-2.59,-0.0259,324.74,316.34,533800,316.25
2024-07-17,"July 17, 24",,,,,,-0.83,332.23,325.55,291500,328.0825,-0.25315,-0.0025315,327.87,327.04,291500,325.19
2024-07-16,"July 16, 24",,,,,,7.11,330.02,327.61,366704,325.3225,2.21,0.0221,322,329.11,366704,320.16
2024-07-15,"July 15, 24",,,,,,-3.04,328.26,318.65,443700,322.7525,-0.94074,-0.0094074,323.15,320.11,443700,319.49
2024-07-12,"July 12, 24",,,,,,-11.26,334.24,321.5,631600,328.55,-3.37,-0.0337,334.24,322.98,631600,322.74
2024-07-11,"July 11, 24",,,,,,8.64,334.23,331.78,442700,329.06,2.66,0.0266,324.66,333.3,442700,324.05
2024-07-10,"July 10, 24",,,,,,1.92,322.95,319.88,686200,320.1475,0.60107,0.0060107,319.43,321.35,686200,316.86
2024-07-09,"July 09, 24",,,,,,-1.96,320.59,317.17,604804,318.505,-0.61137,-0.0061137,320.59,318.63,604804,314.21
2024-07-08,"July 08, 24",,,,,,-0.55,326.08,318.52,390906,321.225,-0.17159,-0.0017159,320.53,319.98,390906,318.31
2024-07-05,"July 05, 24",,,,,,0.4,322.83,321.09,258800,321.6575,0.12416,0.0012416,322.16,322.56,258800,319.08
2024-07-03,"July 03, 24",,,,,,-1.19,322.66,319.43,227206,320.945,-0.36946,-0.0036946,322.09,320.9,227206,318.13
2024-07-02,"July 02, 24",,,,,,-4.01,332.79,321.13,334500,326.11,-1.23,-0.0123,326.61,322.6,334500,322.44
2024-07-01,"July 01, 24",,,,,,-6.91,335.34,323.07,375230,328.47,-2.08,-0.0208,331.46,324.55,375230,322.53
2024-06-28,"June 28, 24",,,,,,-0.64,334.22,327.88,1219841,329.915,-0.19392,-0.0019392,330.03,329.39,1219841,326.02
2024-06-27,"June 27, 24",,,,,,5.58,332.69,327.26,517132,326.9525,1.73,0.0173,323.18,328.76,517132,323.18
2024-06-26,"June 26, 24",,,,,,1.17,326.97,322.2,359422,323.295,0.36278,0.0036278,322.51,323.68,359422,320.02
2024-06-25,"June 25, 24",,,,,,-6.4,330,322.12,526528,325.9,-1.94,-0.0194,330,323.6,526528,320
2024-06-24,"June 24, 24",,,,,,-0.77,335.66,329.49,529500,331.64,-0.23209,-0.0023209,331.77,331,529500,328.13
2024-06-21,"June 21, 24",,,,,,3.39,333.51,331.24,991519,329.875,1.03,0.0103,329.37,332.76,991519,323.86
2024-06-20,"June 20, 24",,,,,,7.32,331.18,327.14,1073730,325.14,2.28,0.0228,321.32,328.64,1073730,319.42
2024-06-18,"June 18, 24",,,,,,-14.45,336.54,320.6,1095649,326.2825,-4.29,-0.0429,336.52,322.07,1095649,310
2024-06-17,"June 17, 24",,,,,,3.3,339.36,334.54,514700,334.6475,0.99165,0.0099165,332.78,336.08,514700,330.37
2024-06-14,"June 14, 24",,,,,,-1.41,337.91,331.73,374600,333.8125,-0.42132,-0.0042132,334.66,333.25,374600,329.43
2024-06-13,"June 13, 24",,,,,,0.01,339.42,334.75,687800,336.35,0.00297371,2.97371e-05,336.28,336.29,687800,333.41
2024-06-12,"June 12, 24",,,,,,8.89,342.42,336.87,810100,334.5,2.7,0.027,329.53,338.42,810100,327.63
2024-06-11,"June 11, 24",,,,,,10.03,328.22,326.67,625939,322.9675,3.15,0.0315,318.14,328.17,625939,317.34
2024-06-10,"June 10, 24",,,,,,6.81,320,318.4,446595,316.1875,2.18,0.0218,313.05,319.86,446595,311.84
2024-06-07,"June 07, 24",,,,,,1.37,317.54,313.24,452042,314.395,0.43727,0.0043727,313.31,314.68,452042,312.05
2024-06-06,"June 06, 24",,,,,,-1.71,318.6,313.76,340710,316.425,-0.53959,-0.0053959,316.91,315.2,340710,314.99
2024-06-05,"June 05, 24",,,,,,-1.19,322.44,316.24,382245,319.1225,-0.37318,-0.0037318,318.88,317.69,382245,317.48
2024-06-04,"June 04, 24",,,,,,-10.75,331.11,316.96,557438,323.925,-3.27,-0.0327,329.17,318.42,557438,317
2024-06-03,"June 03, 24",,,,,,-2.31,334.72,327.23,434824,330.04,-0.6978,-0.006978,331.04,328.73,434824,325.67
2024-05-31,"May 31, 24",,,,,,2.45,332.25,329.9,767700,329.6625,0.74477,0.0074477,328.96,331.41,767700,326.03
2024-05-30,"May 30, 24",,,,,,8.13,329.27,327.62,491437,325.0075,2.53,0.0253,320.99,329.12,491437,320.65
2024-05-29,"May 29, 24",,,,,,-2.01,326.11,321.37,465937,323.965,-0.61873,-0.0061873,324.86,322.85,465937,322.04
2024-05-28,"May 28, 24",,,,,,-4.45,333.45,325.97,531600,329.7525,-1.34,-0.0134,331.92,327.47,531600,326.17
2024-05-24,"May 24, 24",,,,,,4.21,332.1,330.14,385939,329.3025,1.29,0.0129,327.45,331.66,385939,326
2024-05-23,"May 23, 24",,,,,,-6.7,335.29,327.09,460100,331.795,-2,-0.02,335.29,328.59,460100,328.01
2024-05-22,"May 22, 24",,,,,,-2.27,340.42,332.76,671325,335.145,-0.67447,-0.0067447,336.56,334.29,671325,329.31
2024-05-21,"May 21, 24",,,,,,-5.23,343.2,335.47,469737,339.6125,-1.53,-0.0153,342.24,337.01,469737,336
2024-05-20,"May 20, 24",,,,,,-12.9,355.66,341.19,668100,348.93,-3.63,-0.0363,355.66,342.76,668100,341.64
2024-05-17,"May 17, 24",,,,,,0.68,356.14,354.01,434700,353.935,0.19157,0.0019157,354.96,355.64,434700,349
2024-05-16,"May 16, 24",,,,,,-0.31,357.85,352.49,696849,353.825,-0.08746685,-0.0008746685,354.42,354.11,696849,348.92
2024-05-15,"May 15, 24",,,,,,-5.29,358.22,349.91,776543,353.08,-1.48,-0.0148,356.81,351.52,776543,345.77
2024-05-14,"May 14, 24",,,,,,-5.17,362.54,352.86,852200,355.8475,-1.44,-0.0144,359.65,354.48,852200,346.72
2024-05-13,"May 13, 24",,,,,,-6.19,367.71,356.53,511500,361.9225,-1.7,-0.017,364.36,358.17,511500,357.45
2024-05-10,"May 10, 24",,,,,,-1.16,372.52,362.53,488302,366.525,-0.3175,-0.003175,365.35,364.19,488302,364.04
2024-05-09,"May 09, 24",,,,,,-1.83,369.22,363.92,795500,364.2125,-0.49807,-0.0049807,367.42,365.59,795500,354.62
2024-05-08,"May 08, 24",,,,,,-0.48,369.64,364.98,423637,366.73,-0.13074,-0.0013074,367.14,366.66,423637,363.48
2024-05-07,"May 07, 24",,,,,,0.1,369.02,366.67,444943,367.5175,0.02715547,0.0002715547,368.25,368.35,444943,364.45
