date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,change,high,adjClose,unadjustedVolume,vwap,changePercent,changeOverTime,open,close,volume,low
2025-10-01,"October 01, 25",,,,,,7.2,273.11,271.21,888400,267.5175,2.73,0.0273,264.22,271.42,888400,261.32
2025-09-30,"September 30, 25",,,,,,1.61,264.29,262.12,587800,261.7625,0.61752,0.0061752,260.72,262.33,587800,259.71
2025-09-29,"September 29, 25",,,,,,-1.46,262.08,260.11,589100,260.5875,-0.55772,-0.0055772,261.78,260.32,589100,258.17
2025-09-26,"September 26, 25",,,,,,6.53,262.9,261.31,591942,258.5425,2.56,0.0256,254.99,261.52,591942,254.76
2025-09-25,"September 25, 25",,,,,,-4.16,258.64,254.28,745000,256.1125,-1.61,-0.0161,258.64,254.48,745000,252.69
2025-09-24,"September 24, 25",,,,,,10.18,261.4,259.73,1166300,255.215,4.08,0.0408,249.76,259.94,1166300,249.76
2025-09-23,"September 23, 25",,,,,,-0.63,254.03,250.6,449446,251.565,-0.25057,-0.0025057,251.43,250.8,449446,250
2025-09-22,"September 22, 25",,,,,,-1.22,254.75,252.02,473300,252.7575,-0.48138,-0.0048138,253.44,252.22,473300,250.62
2025-09-19,"September 19, 25",,,,,,0.06,256.22,254.65,1297600,254.3825,0.0235488,0.000235488,254.79,254.85,1297600,251.67
2025-09-18,"September 18, 25",,,,,,-1.78,258.21,254.78,633748,255.0975,-0.69325,-0.0069325,256.76,254.98,633748,250.44
2025-09-17,"September 17, 25",,,,,,-2.01,262.23,256.44,515017,258.4675,-0.77711,-0.0077711,258.65,256.64,515017,256.35
2025-09-16,"September 16, 25",,,,,,3.26,258.81,258.15,436200,256.65,1.28,0.0128,255.09,258.35,436200,254.35
2025-09-15,"September 15, 25",,,,,,0.48,258.62,257.33,544000,257.0925,0.18673,0.0018673,257.05,257.53,544000,255.17
2025-09-12,"September 12, 25",,,,,,-7.42,263.15,253.3,746200,257.7375,-2.84,-0.0284,260.92,253.5,746200,253.38
2025-09-11,"September 11, 25",,,,,,7.14,264.06,263.53,1032935,259.555,2.78,0.0278,256.6,263.74,1032935,253.82
2025-09-10,"September 10, 25",,,,,,4.6,255.95,255.02,822005,252.9325,1.84,0.0184,250.62,255.22,822005,249.94
2025-09-09,"September 09, 25",,,,,,-0.69,253.78,251.84,445970,252.21,-0.27302,-0.0027302,252.73,252.04,445970,250.29
2025-09-08,"September 08, 25",,,,,,3.59,254.27,252.95,445300,251.465,1.44,0.0144,249.56,253.15,445300,248.88
2025-09-05,"September 05, 25",,,,,,3.62,251.65,250.53,408400,249.15,1.46,0.0146,247.11,250.73,408400,247.11
2025-09-04,"September 04, 25",,,,,,-0.34,249.78,247.34,621318,247.205,-0.13716,-0.0013716,247.88,247.54,621318,243.62
2025-09-03,"September 03, 25",,,,,,6.1,248.97,248.75,660900,245.875,2.51,0.0251,242.85,248.95,660900,242.73
2025-09-02,"September 02, 25",,,,,,-3.05,248.19,243.55,405600,245.09,-1.24,-0.0124,246.79,243.74,405600,241.64
2025-08-29,"August 29, 25",,,,,,0.92,248.21,246.75,463000,246.315,0.37394,0.0037394,246.03,246.95,463000,244.07
2025-08-28,"August 28, 25",,,,,,0.33,248.66,245.26,784142,245.4575,0.13463,0.0013463,245.12,245.45,784142,242.6
2025-08-27,"August 27, 25",,,,,,1.94,246.95,245.78,292347,245.245,0.79498,0.0079498,244.03,245.97,292347,244.03
2025-08-26,"August 26, 25",,,,,,-2.24,247.05,244.31,492600,245.3975,-0.90784,-0.0090784,246.74,244.5,492600,243.3
2025-08-25,"August 25, 25",,,,,,-1.39,249.63,247.01,435300,247.7425,-0.55913,-0.0055913,248.6,247.21,435300,245.53
2025-08-22,"August 22, 25",,,,,,3.08,248.41,247.65,503628,245.9375,1.26,0.0126,244.77,247.85,503628,242.72
2025-08-21,"August 21, 25",,,,,,-2.4,245.03,242.44,351705,243.5475,-0.97947,-0.0097947,245.03,242.63,351705,241.5
2025-08-20,"August 20, 25",,,,,,-0.63,249.55,246.19,604800,247.0275,-0.25505,-0.0025505,247.01,246.38,604800,245.17
2025-08-19,"August 19, 25",,,,,,2.61,250.21,246.79,648700,246.285,1.07,0.0107,244.38,246.99,648700,243.56
2025-08-18,"August 18, 25",,,,,,-3.1,246.19,242.9,564200,244.6325,-1.26,-0.0126,246.19,243.09,564200,243.06
2025-08-15,"August 15, 25",,,,,,-1.56,250.18,246.01,781013,247.2925,-0.62964,-0.0062964,247.76,246.2,781013,245.03
2025-08-14,"August 14, 25",,,,,,-0.76,247.23,246.01,365816,246.0975,-0.30774,-0.0030774,246.96,246.2,365816,244
2025-08-13,"August 13, 25",,,,,,5.51,246.63,246.03,445536,243.2025,2.29,0.0229,240.71,246.22,445536,239.25
2025-08-12,"August 12, 25",,,,,,1.41,241.94,239.71,364503,239.3775,0.59122,0.0059122,238.49,239.9,364503,237.18
2025-08-11,"August 11, 25",,,,,,-0.81,244.36,240.14,390629,241.4125,-0.3359,-0.003359,241.14,240.33,390629,239.82
2025-08-08,"August 08, 25",,,,,,2.8,241.96,240.79,445204,239.7625,1.18,0.0118,238.18,240.98,445204,237.93
2025-08-07,"August 07, 25",,,,,,-4.47,250.38,240.35,791200,243.6975,-1.82,-0.0182,245.01,240.54,791200,238.86
2025-08-06,"August 06, 25",,,,,,0.19,239.42,237.09,534607,236.865,0.08013834,0.0008013834,237.09,237.28,534607,233.67
2025-08-05,"August 05, 25",,,,,,-0.31,241.14,238.67,788928,239.0575,-0.12961,-0.0012961,239.17,238.86,788928,237.06
2025-08-04,"August 04, 25",,,,,,-0.19,239.51,238.2,505903,238.345,-0.07963786,-0.0007963786,238.58,238.39,505903,236.9
2025-08-01,"August 01, 25",,,,,,0,241.02,239.07,644200,238.6175,0,0,239.26,239.26,644200,234.93
2025-07-31,"July 31, 25",,,,,,-7.21,247.4,239.07,985700,242.6975,-2.93,-0.0293,246.47,239.26,985700,237.66
2025-07-30,"July 30, 25",0.21,0.21,2025-07-30,2025-08-06,2025-04-24,-3.86,254.04,249.01,648656,251.105,-1.53,-0.0153,253.07,249.21,648656,248.1
2025-07-29,"July 29, 25",,,,,,-3.29,258.15,252.53,953315,254.6975,-1.28,-0.0128,256.23,252.94,953315,251.47
2025-07-28,"July 28, 25",,,,,,-3.27,262.33,257.34,1333124,259.4475,-1.25,-0.0125,261.03,257.76,1333124,256.67
2025-07-25,"July 25, 25",,,,,,-15.59,279.63,263.08,1493200,270.81,-5.59,-0.0559,279.1,263.51,1493200,261
2025-07-24,"July 24, 25",,,,,,-2.76,291,278.65,2765222,280.6375,-0.97921,-0.0097921,281.86,279.1,2765222,270.59
2025-07-23,"July 23, 25",,,,,,5.71,230,226.94,1126700,225.1025,2.58,0.0258,221.6,227.31,1126700,221.5
2025-07-22,"July 22, 25",,,,,,7.4,218.9,218.55,786063,215.1,3.5,0.035,211.5,218.9,786063,211.1
2025-07-21,"July 21, 25",,,,,,-0.74,213.44,209.74,688500,210.7625,-0.35101,-0.0035101,210.82,210.08,688500,208.71
2025-07-18,"July 18, 25",,,,,,-11.8,222.69,210.55,1473800,215.7675,-5.3,-0.053,222.69,210.89,1473800,206.8
2025-07-17,"July 17, 25",,,,,,-2.95,226.03,221.23,532411,223.39,-1.31,-0.0131,224.54,221.59,532411,221.4
2025-07-16,"July 16, 25",,,,,,2,224.73,224.02,365700,222.7375,0.89936,0.0089936,222.38,224.38,365700,219.46
2025-07-15,"July 15, 25",,,,,,-4.88,226.5,220.69,517536,223.475,-2.16,-0.0216,225.93,221.05,517536,220.42
2025-07-14,"July 14, 25",,,,,,-1.08,226.6,224.13,341080,224.5425,-0.47879,-0.0047879,225.57,224.49,341080,221.51
2025-07-11,"July 11, 25",,,,,,-1.4,228.58,226.81,465469,227.44,-0.61248,-0.0061248,228.58,227.18,465469,225.42
2025-07-10,"July 10, 25",,,,,,3.09,233.84,228.86,669903,228.7925,1.37,0.0137,226.14,229.23,669903,225.96
2025-07-09,"July 09, 25",,,,,,6.02,226.64,225.81,634500,223.285,2.73,0.0273,220.16,226.18,634500,220.16
2025-07-08,"July 08, 25",,,,,,-1.52,222.61,220.12,645408,221.1725,-0.68468,-0.0068468,222,220.48,645408,219.6
2025-07-07,"July 07, 25",,,,,,-0.99,225.46,221.12,400415,222.35,-0.445,-0.00445,222.47,221.48,400415,219.99
2025-07-03,"July 03, 25",,,,,,0.11,224.41,221.9,370800,222.29,0.04951609,0.0004951609,222.15,222.26,370800,220.34
2025-07-02,"July 02, 25",,,,,,-1.78,224.15,220.86,501323,221.7875,-0.79821,-0.0079821,223,221.22,501323,218.78
2025-07-01,"July 01, 25",,,,,,3.62,226.8,222.06,669100,221.08,1.65,0.0165,218.8,222.42,669100,216.3
2025-06-30,"June 30, 25",,,,,,-0.82,221.74,218.45,666743,219.115,-0.37337,-0.0037337,219.62,218.8,666743,216.3
2025-06-27,"June 27, 25",,,,,,-0.08,220.07,218.52,1929300,218.39,-0.03653802,-0.0003653802,218.95,218.87,1929300,215.67
2025-06-26,"June 26, 25",,,,,,-1.48,222.56,218.65,657876,220.215,-0.67126,-0.0067126,220.48,219,657876,218.82
2025-06-25,"June 25, 25",,,,,,-2.05,223.77,220.66,627200,221.9625,-0.91899,-0.0091899,223.07,221.02,627200,219.99
2025-06-24,"June 24, 25",,,,,,4.14,223.44,222.32,576029,220.5,1.89,0.0189,218.54,222.68,576029,217.34
2025-06-23,"June 23, 25",,,,,,2.39,218.16,216.35,437653,215.67,1.12,0.0112,214.31,216.7,437653,213.51
2025-06-20,"June 20, 25",,,,,,-2.6,219.91,215.47,858025,217.36,-1.19,-0.0119,218.42,215.82,858025,215.29
2025-06-18,"June 18, 25",,,,,,0.06,220.66,217.6,598304,218.2,0.02753683,0.0002753683,217.89,217.95,598304,216.3
2025-06-17,"June 17, 25",,,,,,-4.25,223.89,217.71,444411,220.485,-1.91,-0.0191,222.31,218.06,444411,217.68
2025-06-16,"June 16, 25",,,,,,2.65,225.44,223.94,545400,222.7525,1.2,0.012,221.65,224.3,545400,219.62
2025-06-13,"June 13, 25",,,,,,-1.59,226.25,221.55,447500,223.34,-0.71141,-0.0071141,223.5,221.91,447500,221.7
2025-06-12,"June 12, 25",,,,,,1.9,226.55,224.55,396943,224.1975,0.85198,0.0085198,223.01,224.91,396943,222.32
2025-06-11,"June 11, 25",,,,,,-3.55,229.8,223.65,844615,225.5975,-1.56,-0.0156,227.56,224.01,844615,221.02
2025-06-10,"June 10, 25",,,,,,0.98,230.27,227.33,757303,227.1725,0.43225,0.0043225,226.72,227.7,757303,224
2025-06-09,"June 09, 25",,,,,,-1.87,225.77,223.41,849617,224.37,-0.82875,-0.0082875,225.64,223.77,849617,222.3
2025-06-06,"June 06, 25",,,,,,6.39,225.21,224.33,976100,221.625,2.93,0.0293,218.3,224.69,976100,218.3
2025-06-05,"June 05, 25",,,,,,7.08,221,218.23,773300,215.1,3.35,0.0335,211.5,218.58,773300,209.32
2025-06-04,"June 04, 25",,,,,,-0.02,213.74,211.09,548200,211.84,-0.0094585,-9.4585e-05,211.45,211.43,548200,210.74
2025-06-03,"June 03, 25",,,,,,1.25,212.35,210.3,451615,209.6425,0.59697,0.0059697,209.39,210.64,451615,206.19
2025-06-02,"June 02, 25",,,,,,1.48,210.66,209.05,440615,208.61,0.71185,0.0071185,207.91,209.39,440615,206.48
2025-05-30,"May 30, 25",,,,,,0.67,211.23,210.51,879600,209.59,0.31877,0.0031877,210.18,210.85,879600,206.1
2025-05-29,"May 29, 25",,,,,,-2.8,213.84,210.12,582600,211.855,-1.31,-0.0131,213.26,210.46,582600,209.86
2025-05-28,"May 28, 25",,,,,,-0.22,213.41,211.05,424200,211.6775,-0.10396,-0.0010396,211.61,211.39,424200,210.3
2025-05-27,"May 27, 25",,,,,,1.38,211.2,210.68,559900,209.93,0.65827,0.0065827,209.64,211.02,559900,207.86
2025-05-23,"May 23, 25",,,,,,-1.06,207,205.26,606100,205.745,-0.51294,-0.0051294,206.65,205.59,606100,203.74
2025-05-22,"May 22, 25",,,,,,1.14,209.26,208.15,447800,207.84,0.5498,0.005498,207.35,208.49,447800,206.26
2025-05-21,"May 21, 25",,,,,,-5.72,217.95,208.61,408612,212.5525,-2.66,-0.0266,214.67,208.95,408612,208.64
2025-05-20,"May 20, 25",,,,,,-1.79,217.36,215.08,445007,215.865,-0.82405,-0.0082405,217.22,215.43,445007,213.45
2025-05-19,"May 19, 25",,,,,,2.22,217.81,216.87,535650,215.895,1.03,0.0103,215,217.22,535650,213.55
2025-05-16,"May 16, 25",,,,,,5.14,216.68,216.29,620300,213.375,2.43,0.0243,211.5,216.64,620300,208.68
2025-05-15,"May 15, 25",,,,,,3.82,212.26,210.34,674907,208.1475,1.85,0.0185,206.86,210.68,674907,202.79
2025-05-14,"May 14, 25",,,,,,-9.8,216.49,206.36,660800,211.515,-4.53,-0.0453,216.49,206.69,660800,206.39
2025-05-13,"May 13, 25",,,,,,-2.86,219.86,215.52,430041,217.515,-1.31,-0.0131,218.73,215.87,430041,215.6
2025-05-12,"May 12, 25",,,,,,1.21,220.94,219.1,666003,218.33,0.55441,0.0055441,218.25,219.46,666003,214.67
2025-05-09,"May 09, 25",,,,,,-2.28,215.66,212.71,563301,214.2325,-1.06,-0.0106,215.34,213.06,563301,212.87
2025-05-08,"May 08, 25",,,,,,-0.16,221.42,214.39,672717,216.22,-0.07445323,-0.0007445323,214.9,214.74,672717,213.82
2025-05-07,"May 07, 25",,,,,,5.47,214.15,212.8,938900,210.51,2.63,0.0263,207.68,213.15,938900,207.06
2025-05-06,"May 06, 25",,,,,,-4.88,210.85,205.03,672900,207.81,-2.32,-0.0232,210.24,205.36,672900,204.79
2025-05-05,"May 05, 25",,,,,,0.17,213.34,210.64,439820,211.235,0.08064134,0.0008064134,210.81,210.98,439820,209.81
2025-05-02,"May 02, 25",,,,,,-3.07,215.05,210.95,661701,212.485,-1.43,-0.0143,214.36,211.29,661701,209.24
2025-05-01,"May 01, 25",,,,,,-1.18,212.23,209.92,611000,210.015,-0.55808,-0.0055808,211.44,210.26,611000,206.13
2025-04-30,"April 30, 25",0.21,0.21,2025-04-30,2025-05-07,2025-02-20,-0.5,212.48,210.95,1611447,210.865,-0.23608,-0.0023608,211.79,211.29,1611447,207.9
2025-04-29,"April 29, 25",,,,,,-2.6,217.59,212.9,649200,215.0925,-1.2,-0.012,216.06,213.46,649200,213.26
2025-04-28,"April 28, 25",,,,,,2.35,218.89,215.55,778813,215.3075,1.1,0.011,213.77,216.12,778813,212.45
2025-04-25,"April 25, 25",,,,,,-0.15,214.76,213.99,905945,213.3475,-0.06986493,-0.0006986493,214.7,214.55,905945,209.38
2025-04-24,"April 24, 25",,,,,,-7.52,219.27,210.04,2545612,211.965,-3.45,-0.0345,218.11,210.59,2545612,199.89
2025-04-23,"April 23, 25",,,,,,0.55,223.09,217.61,1610030,218.165,0.25272,0.0025272,217.63,218.18,1610030,213.76
2025-04-22,"April 22, 25",,,,,,7.07,216.98,214.57,1588808,211.855,3.4,0.034,208.06,215.13,1588808,207.25
2025-04-21,"April 21, 25",,,,,,0.88,206.31,205.34,898842,204.385,0.42927,0.0042927,205,205.88,898842,200.35
2025-04-17,"April 17, 25",,,,,,-5.03,206.93,201.37,1684600,202.2025,-2.43,-0.0243,206.93,201.9,1684600,193.05
2025-04-16,"April 16, 25",,,,,,-2.96,214.62,208.58,954836,210.84,-1.4,-0.014,212.09,209.13,954836,207.52
2025-04-15,"April 15, 25",,,,,,1.13,213.61,211.94,592400,211.825,0.53461,0.0053461,211.37,212.5,592400,209.82
2025-04-14,"April 14, 25",,,,,,-0.91,213.58,212.11,660144,212.175,-0.42607,-0.0042607,213.58,212.67,660144,208.87
2025-04-11,"April 11, 25",,,,,,4.62,211.5,210.15,805000,207.245,2.24,0.0224,206.08,210.7,805000,200.7
2025-04-10,"April 10, 25",,,,,,1.24,206.89,203.22,1264525,202.0475,0.61232,0.0061232,202.51,203.75,1264525,195.04
2025-04-09,"April 09, 25",,,,,,13.87,206.81,203,1291125,196.8575,7.31,0.0731,189.66,203.53,1291125,187.43
2025-04-08,"April 08, 25",,,,,,-14.98,206.21,189.89,909315,197.58,-7.29,-0.0729,205.37,190.39,909315,188.35
2025-04-07,"April 07, 25",,,,,,0.54,210.89,200.94,1535000,202.0725,0.26875,0.0026875,200.93,201.47,1535000,195
2025-04-04,"April 04, 25",,,,,,-15.32,218.53,202.68,988374,210.7825,-7.01,-0.0701,218.53,203.21,988374,202.86
2025-04-03,"April 03, 25",,,,,,0.99,221.37,219.39,857600,219.0275,0.4521,0.004521,218.98,219.97,857600,215.79
2025-04-02,"April 02, 25",,,,,,3.33,224.02,220.92,979286,220.08,1.53,0.0153,218.17,221.5,979286,216.63
2025-04-01,"April 01, 25",,,,,,-4.38,224.54,219.58,527423,221.9575,-1.95,-0.0195,224.54,220.16,527423,218.59
2025-03-31,"March 31, 25",,,,,,2.21,225.59,223.29,680900,222.1375,0.99698,0.0099698,221.67,223.88,680900,217.41
2025-03-28,"March 28, 25",,,,,,-2.32,224.75,221.62,496870,222.8075,-1.03,-0.0103,224.52,222.2,496870,219.76
2025-03-27,"March 27, 25",,,,,,0.74,227.57,225.47,562146,225.4925,0.32842,0.0032842,225.32,226.06,562146,223.02
2025-03-26,"March 26, 25",,,,,,-1.19,226.83,224.32,704500,225.1425,-0.52632,-0.0052632,226.1,224.91,704500,222.73
2025-03-25,"March 25, 25",,,,,,-5.25,232.51,225.21,878000,228.41,-2.27,-0.0227,231.05,225.8,878000,224.28
2025-03-24,"March 24, 25",,,,,,1.61,234.02,231.29,654649,231.625,0.69912,0.0069912,230.29,231.9,654649,230.29
2025-03-21,"March 21, 25",,,,,,0.68,230.66,228.08,2640988,228.195,0.29825,0.0029825,228,228.68,2640988,225.44
2025-03-20,"March 20, 25",,,,,,-1.54,230.71,226.91,830551,228.2575,-0.67234,-0.0067234,229.05,227.51,830551,225.76
2025-03-19,"March 19, 25",,,,,,-4.08,235.76,229.79,818329,232.365,-1.74,-0.0174,234.47,230.39,818329,228.84
2025-03-18,"March 18, 25",,,,,,2.66,234.53,233.86,575026,232.425,1.15,0.0115,231.81,234.47,575026,228.89
2025-03-17,"March 17, 25",,,,,,0.26,234.4,230.85,935500,231.7325,0.11246,0.0011246,231.2,231.46,935500,229.87
2025-03-14,"March 14, 25",,,,,,4.36,231.67,229.51,1027164,228.1375,1.93,0.0193,225.75,230.11,1027164,225.02
2025-03-13,"March 13, 25",,,,,,-0.3,227.07,223.14,1074100,223.84,-0.13391,-0.0013391,224.03,223.73,1074100,220.53
2025-03-12,"March 12, 25",,,,,,-6.13,230.74,223.64,949206,226.8175,-2.66,-0.0266,230.36,224.23,949206,221.94
2025-03-11,"March 11, 25",,,,,,2.84,234.36,230.17,1264902,229.99,1.25,0.0125,227.93,230.77,1264902,226.9
2025-03-10,"March 10, 25",,,,,,-2.99,231,225.45,1142318,227.0825,-1.31,-0.0131,229.03,226.04,1142318,222.26
