date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,STLD,USD,0001022671,2025-02-28,2025-02-28 08:07:32,2024,FY,1549956000,478907000,-42583000,66589000,-202859000,191108000,-221036000,-67361000,-105570000,-5507000,1844503000,-1868006000,0,-739340000,1312294000,-8308000,-1303360000,158861000,0,-1212164000,-282616000,-16678000,-1352597000,0,-811454000,595010000,1406464000,1844503000,-1868006000,-23503000,https://www.sec.gov/Archives/edgar/data/1022671/000155837025001886/0001558370-25-001886-index.htm,https://www.sec.gov/Archives/edgar/data/1022671/000155837025001886/stld-20241231x10k.htm
2023-12-31,STLD,USD,0001022671,2024-02-29,2024-02-29 13:35:31,2023,FY,2450882000,437804000,55665000,61744000,517099000,446765000,232282000,-30148000,-131800000,-3266000,3519928000,-1657905000,0,-1145493000,1054742000,-221593000,-1970249000,-1889000,0,-1452203000,-271317000,-51725000,-1777134000,0,-227455000,1406464000,1633919000,3519928000,-1657905000,1862023000,https://www.sec.gov/Archives/edgar/data/1022671/000155837024002152/0001558370-24-002152-index.htm,https://www.sec.gov/Archives/edgar/data/1022671/000155837024002152/stld-20231231x10k.htm
2022-12-31,STLD,USD,0001022671,2023-02-28,2023-02-28 14:09:17,2022,FY,3879492000,384202000,37186000,59240000,102078000,-110560000,413262000,-289042000,88418000,-1795000,4460403000,-908902000,-134090000,-1150064000,297950000,15837000,-1879269000,-42218000,0,-1800905000,-237163000,-116298000,-2196584000,0,384550000,1633919000,1249369000,4460403000,-908902000,3551501000,https://www.sec.gov/Archives/edgar/data/1022671/000155837023002303/0001558370-23-002303-index.htm,https://www.sec.gov/Archives/edgar/data/1022671/000155837023002303/stld-20221231x10k.htm
2021-12-31,STLD,USD,0001022671,2022-02-28,2022-02-28 16:43:52,2021,FY,3246814000,347653000,322007000,57715000,-1766813000,-944516000,-1685834000,557735000,305802000,-3240000,2204136000,-1006239000,0,0,0,6819000,-999420000,-5446000,0,-1060632000,-212968000,-50423000,-1329469000,0,-124753000,1249369000,1374122000,2204136000,-1006239000,1197897000,https://www.sec.gov/Archives/edgar/data/1022671/000155837022002377/0001558370-22-002377-index.htm,https://www.sec.gov/Archives/edgar/data/1022671/000155837022002377/stld-20211231x10k.htm
2020-12-31,STLD,USD,0001022671,2021-03-01,2021-03-01 13:54:27,2020,FY,570828000,325789000,47808000,55598000,-63374000,-111920000,-150596000,182509000,16633000,50383000,987032000,-1198055000,-60012000,-149359000,411533000,2634000,-993259000,345829000,0,-106529000,-209248000,-37100000,-7048000,0,-13275000,1374122000,1387397000,987032000,-1198055000,-211023000,https://www.sec.gov/Archives/edgar/data/1022671/000155837021002129/0001558370-21-002129-index.htm,https://www.sec.gov/Archives/edgar/data/1022671/000155837021002129/stld-20201231x10k.htm
2019-12-31,STLD,USD,0001022671,2020-02-27,2020-02-27 16:33:27,2019,FY,677900000,321082000,51721000,47631000,296543000,237805000,217866000,-86445000,-72683000,1413000,1396290000,-451945000,-97106000,-396159000,362768000,5756000,-576686000,309810000,0,-348608000,-200271000,-27561000,-266630000,0,552974000,1387397000,834423000,1396290000,-451945000,944345000,https://www.sec.gov/Archives/edgar/data/1022671/000155837020001641/0001558370-20-001641-index.htm,https://www.sec.gov/Archives/edgar/data/1022671/000155837020001641/stld-20191231x10kf63a8c.htm
2018-12-31,STLD,USD,0001022671,2019-02-27,2019-02-27 16:44:23,2018,FY,1255805000,317198000,61827000,43317000,-261433000,-145873000,-246213000,37904000,92749000,-1245000,1415469000,-239390000,-433998000,-268783000,40000000,6907000,-895264000,-9884000,0,-523569000,-168913000,-18501000,-720867000,0,-200662000,834423000,1035085000,1415469000,-239390000,1176079000,https://www.sec.gov/Archives/edgar/data/1022671/000114420419010579/0001144204-19-010579-index.htm,https://www.sec.gov/Archives/edgar/data/1022671/000114420419010579/stld-20181231x10k.htm
2017-12-31,STLD,USD,0001022671,2018-02-27,2018-02-27 14:41:25,2017,FY,805796000,298999000,-135899000,36197000,-279555000,-139054000,-242883000,96062000,6320000,14068000,739606000,-164935000,-6192000,0,0,32022000,-139105000,10127000,0,-252242000,-145565000,-25655000,-413335000,0,187166000,1028649000,841483000,739606000,-164935000,574671000,https://www.sec.gov/Archives/edgar/data/1022671/000114420418011155/0001144204-18-011155-index.htm,https://www.sec.gov/Archives/edgar/data/1022671/000114420418011155/stld-20171231x10k.htm
2016-12-31,STLD,USD,0001022671,2017-02-28,2017-02-28 16:45:08,2016,FY,360006000,296109000,53846000,31656000,-42363000,-106617000,-115575000,106521000,73308000,153515000,852769000,-198160000,-123351000,0,0,8618000,-312893000,-255090000,0,-25034000,-135767000,-9534000,-425425000,0,114451000,841483000,727032000,852769000,-198160000,654609000,https://www.sec.gov/Archives/edgar/data/1022671/000114420417011732/0001144204-17-011732-index.htm,https://www.sec.gov/Archives/edgar/data/1022671/000114420417011732/stld-20161231x10k.htm
2015-12-31,STLD,USD,0001022671,2016-02-26,2016-02-26 13:46:27,2015,FY,-145170000,294595000,-99323000,22604000,537277000,311302000,488003000,-227092000,-34936000,428500000,1038483000,-114501000,-45000000,0,0,9874000,-149627000,-405212000,0,0,-127569000,22376000,-523187000,0,365669000,727032000,361363000,1038483000,-114501000,923982000,https://www.sec.gov/Archives/edgar/data/1022671/000104746916010496/0001047469-16-010496-index.htm,https://www.sec.gov/Archives/edgar/data/1022671/000104746916010496/a2227468z10-k.htm
