symbol,date,calendarYear,period,revenueGrowth,grossProfitGrowth,ebitgrowth,operatingIncomeGrowth,netIncomeGrowth,epsgrowth,epsdilutedGrowth,weightedAverageSharesGrowth,weightedAverageSharesDilutedGrowth,dividendsperShareGrowth,operatingCashFlowGrowth,freeCashFlowGrowth,tenYRevenueGrowthPerShare,fiveYRevenueGrowthPerShare,threeYRevenueGrowthPerShare,tenYOperatingCFGrowthPerShare,fiveYOperatingCFGrowthPerShare,threeYOperatingCFGrowthPerShare,tenYNetIncomeGrowthPerShare,fiveYNetIncomeGrowthPerShare,threeYNetIncomeGrowthPerShare,tenYShareholdersEquityGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,threeYShareholdersEquityGrowthPerShare,tenYDividendperShareGrowthPerShare,fiveYDividendperShareGrowthPerShare,threeYDividendperShareGrowthPerShare,receivablesGrowth,inventoryGrowth,assetGrowth,bookValueperShareGrowth,debtGrowth,rdexpenseGrowth,sgaexpensesGrowth
HCA,2024-12-31,2024,FY,0.0867350080039404,0.09556455801391918,0.09746992948983824,0.09556455801391918,0.09881724532621138,0.15748440748440756,0.160337552742616,-0.05066372006284783,-0.05284141064787346,0.09958182561774975,0.11483405789417878,0.20311499893321955,2.1095289567906668,0.8146351575363864,0.5024249776626805,2.8433754341638697,0.8248547378050112,0.46723855742815157,3.994946341689772,1.1683163927271396,0.03527375694579165,0.4852708664923048,-0.17424128249118676,-2.3487051307449835,159.27311085221086,0.6552919128759316,0.3824734393883823,0.07963446475195822,-0.1400296882731321,0.05874295066801871,-0.4484726679833202,0.08069949114885688,0,0
HCA,2023-12-31,2023,FY,0.07861139242607873,0.06340439633270739,-0.06541331524372516,0.06340439633270739,-0.07106149211412369,-0.010288065843621545,-0.009921671018276644,-0.0618017000289308,-0.061948103954986324,0.07893091319435394,0.10666510208871156,0.13569178580082383,2.0672571153486348,0.752041896305216,0.5655581743596261,3.1357862131565453,0.7558796038217775,0.26857774272701335,4.436702627040912,0.7424071185031809,0.734035110203336,0.6538245536046494,0.5488755747368103,-4.851347669232135,65.66987360684864,0.7085214022764291,4.364943677945473,0.12000899786300753,-0.022727272727272728,0.07195163812502384,16.477056338359645,0.04126865671641791,0,0
HCA,2022-12-31,2022,FY,0.025207652505446623,-0.06457945856581938,-0.09179721879950713,-0.06457945856581938,-0.18875790684301322,-0.09623430962343096,-0.09499054820415886,-0.10196557536767549,-0.10368301941889327,0.16529425851665877,-0.048777765375599955,-0.23318468970642883,1.7850347050900264,0.6652192661143949,0.37884478239639,2.1157755062291965,0.8937584869304692,0.31739671604445796,4.366808789813165,2.0704578923317665,0.8920165888002132,0.5627667897259634,0.5097923706706936,-0.1580170869325607,-0.683364527917242,0,0.3952544094422116,0.09833230389129093,0.041289023162134945,0.03342398801781562,-1.0545927758785982,0.09459238686489135,0,0
HCA,2021-12-31,2021,FY,0.14008499408146236,0.3326907188102451,0.6254649499284692,0.3326907188102451,0.8529568460309004,0.937837837837838,0.9359560841720037,-0.04422154821239587,-0.043226961190902344,3.2671304892060284,-0.02957105719237435,-0.15866812568391434,1.6643759773866857,0.6228697238675419,0.3349200974010304,2.357932604158644,0.8162891514297702,0.4053488818387532,3.1598630666172838,1.7584566824420054,0.9480487459630077,0.8334505701331104,0.8535652153238805,0.8001003670779834,28.672851353892867,0,0.35891151981425995,0.14806410438235712,-0.01925925925925926,0.06847757422615287,-0.46130967686087526,0.11102371732817037,0,0
HCA,2020-12-31,2020,FY,0.00383746298893564,-0.05871678548282566,-0.013408609738884969,0.006095871432529786,0.07104136947218259,0.08081791626095425,0.08540218470705059,-0.00860467160985903,-0.013270117682194896,-0.7194037431732319,0.21441725861615366,0.8574332171893148,1.1171938629694802,0.5309303131173326,0.2228482831515844,2.772364491305654,1.2987265503557974,0.7608772318893561,2.920667557264078,1.0784442339930642,0.7532247137619348,1.0604608494570484,1.0887277265902884,1.0869795498526076,-0.9546934699632575,0,0,-0.044579945799457996,0.09518658734451055,0.05397487682542501,6.163010077027677,-0.07070366309634253,0,0
HCA,2019-12-31,2019,FY,0.09981361270004499,0.09588068181818182,-0.002112676056338028,0.09479751251327165,-0.07446527594401901,-0.06974637681159417,-0.05534709193245777,-0.004914621143719714,-0.01991821065400517,0.13494125598553813,0.12438988315337968,0.08030112923462986,0.7118536843417074,0.7135835508732646,0.34365301945398985,1.773238377859253,1.1061267806920316,0.4603515661863985,2.332463544878543,1.303605856803728,0.31703925800801125,0.6868526902918576,0.5616496020173277,0.5823968020234046,0,95.82468065330526,0,0.08705258506407423,0.06755196304849885,0.149233555232484,0.8054179317772442,0.08378781877456506,0,0
HCA,2018-12-31,2018,FY,0.07022974274315587,0.07925801011804384,0.17335977524376137,0.08849265312861153,0.7089350180505415,0.7440758293838861,0.7915966386554621,-0.02055576312028052,-0.045451492527288896,0,0.24603759675635828,0.32227291580257156,0.6404413654033085,0.7506756669557978,0.3679812515500783,2.7518131360169904,1.355392820871521,0.6607706656253172,4.611236605436153,2.120225215626601,1.0684576170922433,0.5186645203884075,0.2326386535302562,0.2425120346777709,0,38.021971581987735,0,0.044300876788186436,0.1010807374443738,0.07143442734949307,0.40355544278328853,-0.007169217738520177,0,0
HCA,2017-12-31,2017,FY,0.051193058568329716,-0.01405683192261185,-0.05571161048689138,-0.020853540252182348,-0.23321799307958477,-0.18846153846153843,-0.18493150684931503,-0.055174950659301836,-0.05969417785985131,0,-0.04015566955598797,-0.16660905634289666,0.5860260117469961,0.67247326629159,0.4188916657414928,2.7962292151122354,0.6452866232586261,0.46513112606784085,1.476374819856561,0.7478854874435371,0.4194822557296433,0.36919982303485643,0.10806526844094305,-0.03551479119599988,0,-1,-1,0.11585993820803296,0.046573519627411845,0.0839800936074412,0.06147824837374907,0.05360785313615502,0,0
HCA,2016-12-31,2016,FY,0.04566762437622864,0.05653145959757266,0.16572676005093687,0.045285569449138224,0.357444809769845,0.4606741573033708,0.4629258517034067,-0.0707300294654118,-0.0723423501538476,0,0.19412758766370933,0.22636710470538363,0.7729586087436646,0.6417682443647283,0.44004912870072965,2.3356929260776207,0.8487874584921143,0.8224789067847993,2.0369772339578773,0.5080400185710517,1.2035331774876796,0.30107262049713956,-0.13736248006414015,-0.047532878319326316,-1,-1,-1,-0.010697911360163017,0.04447533009034051,0.030967505497190326,-0.0026046287333265157,0.02912621359223301,0,0
HCA,2015-12-31,2015,FY,0.07476027953843653,0.07317909168808912,0.07953652788688138,0.08786764705882352,0.13546666666666668,0.19730941704035873,0.19951923076923078,-0.05170117145276838,-0.05247228834334032,-1,0.06429856115107914,0.03829225352112676,0.7904499530390164,0.38294594132007065,0.3359073530506596,0.6537075447685328,0.6410670902642884,0.260327268756614,0.6498549049791253,0.8863472462437793,0.4743893453058896,-2.7243771330956124,0.31857997741524363,0.12563880051667337,-1,-1,-1,0.03424657534246575,0.12509773260359655,0.04952081797493509,0.018832347550513787,0.03609053218242371,0,0
