symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
KKR,1.1139,0.30347833,-0.40179261,0.97924011,-4.89892,0,-14.48852,171.94093,228.24039,734.30421,454.4086
