date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,declarationDate,adjDividend,dividend,recordDate
2024-05-20,59.1,59.45,58.8,59.24,52.9,1915143,1915143,0.14,0.23689,59.1475,"May 20, 24",0.0023689,,,,,
2024-05-17,59.06,59.21,58.7,59.19,52.86,2668713,2668713,0.13,0.22012,59.04,"May 17, 24",0.0022012,,,,,
2024-05-16,59.04,59.41,58.51,58.7,52.42,4871335,4871335,-0.34,-0.57588,58.915,"May 16, 24",-0.0057588,,,,,
2024-05-15,60.04,60.19,58.97,59.06,52.74,3541172,3541172,-0.98,-1.63,59.565,"May 15, 24",-0.0163,,,,,
2024-05-14,59.56,59.94,59.52,59.65,53.27,3516821,3516821,0.09,0.15111,59.6675,"May 14, 24",0.0015111,,,,,
2024-05-13,59.5,59.92,59.23,59.36,53.01,2257733,2257733,-0.14,-0.23529,59.5025,"May 13, 24",-0.0023529,,,,,
2024-05-10,59.69,60.13,59.28,59.41,53.05,3053627,3053627,-0.28,-0.46909,59.6275,"May 10, 24",-0.0046909,,,,,
2024-05-09,58.75,59.59,58.75,59.45,53.09,4208243,4208243,0.7,1.19,59.135,"May 09, 24",0.0119,,,,,
2024-05-08,57.94,59.33,57.94,58.64,52.37,4950706,4950706,0.7,1.21,58.4625,"May 08, 24",0.0121,,,,,
2024-05-07,57.61,59.13,57.37,58.36,52.12,6215200,6215200,0.75,1.3,58.1175,"May 07, 24",0.013,,,,,
2024-05-06,57.26,57.37,56.72,57.34,51.21,3862633,3862633,0.08,0.13971,57.1725,"May 06, 24",0.0013971,,,,,
2024-05-03,57.19,57.43,56.75,57.04,50.94,2544400,2544400,-0.15,-0.26228,57.1025,"May 03, 24",-0.0026228,,,,,
2024-05-02,57.57,57.76,56.39,56.83,50.75,4453100,4453100,-0.74,-1.29,57.1375,"May 02, 24",-0.0129,,,,,
2024-05-01,57.04,57.95,56.43,57.23,51.11,5102871,5102871,0.19,0.3331,57.1625,"May 01, 24",0.003331,,,,,
2024-04-30,57.27,57.95,56.88,56.9,50.81,5566023,5566023,-0.37,-0.64606,57.25,"April 30, 24",-0.0064606,,,,,
2024-04-29,57.23,57.83,57.17,57.8,51.62,4249776,4249776,0.57,0.99598,57.5075,"April 29, 24",0.0099598,,,,,
2024-04-26,57.65,58.21,57.15,57.29,51.16,5573600,5573600,-0.36,-0.62446,57.575,"April 26, 24",-0.0062446,,,,,
2024-04-25,57.71,57.9,55.06,56.44,50.4,7082841,7082841,-1.27,-2.2,56.7775,"April 25, 24",-0.022,,,,,
2024-04-24,56.41,57.22,56.38,56.98,50.88,4954700,4954700,0.57,1.01,56.7475,"April 24, 24",0.0101,,,,,
2024-04-23,56.65,57.1,56.45,56.74,50.67,3099345,3099345,0.09,0.15887,56.735,"April 23, 24",0.0015887,,,,,
2024-04-22,56.62,57.31,56.28,56.99,50.89,3211600,3211600,0.37,0.65348,56.8,"April 22, 24",0.0065348,,,,,
2024-04-19,56.49,56.92,56.32,56.66,50.6,3862100,3862100,0.17,0.30094,56.5975,"April 19, 24",0.0030094,,,,,
2024-04-18,57.3,57.3,56.04,56.49,50.45,3856200,3856200,-0.81,-1.41,56.7825,"April 18, 24",-0.0141,,,,,
2024-04-17,57.17,57.36,56.67,56.82,50.74,2815400,2815400,-0.35,-0.61221,57.005,"April 17, 24",-0.0061221,,,,,
2024-04-16,56.98,57.12,56.64,56.86,50.78,3098033,3098033,-0.12,-0.2106,56.9,"April 16, 24",-0.002106,,,,,
2024-04-15,58.23,58.67,56.92,57.32,51.19,3885300,3885300,-0.91,-1.56,57.785,"April 15, 24",-0.0156,,,,,
2024-04-12,58.12,58.62,57.56,57.69,51.52,3788300,3788300,-0.43,-0.73985,57.9975,"April 12, 24",-0.0073985,,,,,
2024-04-11,58.96,59,58.29,58.46,52.21,3432099,3432099,-0.5,-0.84803,58.6775,"April 11, 24",-0.0084803,,,,,
2024-04-10,59.21,59.64,58.37,58.85,52.55,4251900,4251900,-0.36,-0.60801,59.0175,"April 10, 24",-0.0060801,,,,,
2024-04-09,59.95,60.25,59.48,59.87,53.46,3574823,3574823,-0.08,-0.13344,59.8875,"April 09, 24",-0.0013344,,,,,
2024-04-08,59.95,60.19,59.15,59.52,53.15,3775901,3775901,-0.43,-0.71726,59.7025,"April 08, 24",-0.0071726,,,,,
2024-04-05,59.99,59.99,59.09,59.69,53.3,3862415,3862415,-0.3,-0.50008,59.69,"April 05, 24",-0.0050008,,,,,
2024-04-04,60.41,60.69,59.65,59.86,53.46,5382144,5382144,-0.55,-0.91045,60.1525,"April 04, 24",-0.0091045,,,,,
2024-04-03,59.38,60.28,59.38,59.99,53.57,4943209,4943209,0.61,1.03,59.7575,"April 03, 24",0.0103,,,,,
2024-04-02,58.33,59.38,58.01,59.29,52.95,6330211,6330211,0.96,1.65,58.7525,"April 02, 24",0.0165,,,,,
2024-04-01,57.86,58.34,57.41,58.26,52.03,3827288,3827288,0.4,0.69132,57.9675,"April 01, 24",0.0069132,,,,,
2024-03-28,58.2,58.44,57.8,57.93,51.73,4064553,4064553,-0.27,-0.46392,58.0925,"March 28, 24",-0.0046392,,,,,
2024-03-27,57.56,58.16,57.43,58.14,51.92,5126900,5126900,0.58,1.01,57.8225,"March 27, 24",0.0101,,,,,
2024-03-26,57.67,57.69,57.06,57.07,50.96,3621600,3621600,-0.6,-1.04,57.3725,"March 26, 24",-0.0104,,,,,
2024-03-25,57.77,57.85,57.28,57.39,51.25,3422417,3422417,-0.38,-0.65778,57.5725,"March 25, 24",-0.0065778,,,,,
2024-03-22,57.99,58.21,57.58,57.68,51.51,3376000,3376000,-0.31,-0.53457,57.865,"March 22, 24",-0.0053457,,,,,
2024-03-21,58.5,58.62,57.56,57.93,51.73,5870747,5870747,-0.57,-0.97436,58.1525,"March 21, 24",-0.0097436,,,,,
2024-03-20,56.57,58.71,56.38,58.17,51.95,7789700,7789700,1.6,2.83,57.4575,"March 20, 24",0.0283,,,,,
2024-03-19,56.71,57.05,56.42,56.76,50.69,6782700,6782700,0.05,0.08816787,56.735,"March 19, 24",0.0008816787,,,,,
2024-03-18,57.4,57.41,56.56,56.74,50.67,7409100,7409100,-0.66,-1.15,57.0275,"March 18, 24",-0.0115,,,,,
2024-03-15,57.35,57.8,56.94,57.04,50.94,20629643,20629643,-0.31,-0.54054,57.2825,"March 15, 24",-0.0054054,,,,,
2024-03-14,57.66,57.91,56.93,57.32,51.19,6871552,6871552,-0.34,-0.58966,57.455,"March 14, 24",-0.0058966,,,,,
2024-03-13,57.86,58.74,57.6,57.97,51.77,7650618,7650618,0.11,0.19011,58.0425,"March 13, 24",0.0019011,,,,,
2024-03-12,57.64,57.86,57.16,57.68,51.51,4048535,4048535,0.04,0.06939625,57.585,"March 12, 24",0.0006939625,,,,,
2024-03-11,56.69,57.8,56.55,57.43,51.29,4438489,4438489,0.74,1.31,57.1175,"March 11, 24",0.0131,,,,,
2024-03-08,57.1,57.69,56.57,56.61,50.55,4723658,4723658,-0.49,-0.85814,56.9925,"March 08, 24",-0.0085814,,,,,
2024-03-07,57.37,57.66,56.56,56.94,50.85,4568758,4568758,-0.43,-0.74952,57.1325,"March 07, 24",-0.0074952,,,,,
2024-03-06,57.95,58.1,56.35,56.86,50.78,4840148,4840148,-1.09,-1.88,57.315,"March 06, 24",-0.0188,,,,,
2024-03-05,56.62,57.74,56.62,56.98,50.88,6093430,6093430,0.36,0.63582,56.99,"March 05, 24",0.0063582,,,,,
2024-03-04,55.53,57.16,55.48,57.02,50.92,7042209,7042209,1.49,2.68,56.2975,"March 04, 24",0.0268,,,,,
2024-03-01,55.87,56.23,55.61,55.77,49.8,4651400,4651400,-0.1,-0.17899,55.87,"March 01, 24",-0.0017899,,,,,
2024-02-29,55.19,56.04,54.97,55.88,49.9,6733585,6733585,0.69,1.25,55.52,"February 29, 24",0.0125,,,,,
2024-02-28,55.47,55.69,55.01,55.1,49.2,4432800,4432800,-0.37,-0.66703,55.3175,"February 28, 24",-0.0066703,2024-03-08,2024-02-15,0.7,0.7,2024-02-29
2024-02-27,56.37,56.56,55.95,56.27,49.62,3913000,3913000,-0.1,-0.1774,56.2875,"February 27, 24",-0.001774,,,,,
2024-02-26,56.14,56.48,55.85,56.07,49.44,3741600,3741600,-0.07,-0.12469,56.135,"February 26, 24",-0.0012469,,,,,
2024-02-23,56.03,56.82,56,56.39,49.73,4414203,4414203,0.36,0.64251,56.31,"February 23, 24",0.0064251,,,,,
2024-02-22,55.75,56.19,55.66,56,49.38,5088600,5088600,0.25,0.44843,55.9,"February 22, 24",0.0044843,,,,,
2024-02-21,54.84,55.83,54.76,55.75,49.16,4067170,4067170,0.91,1.66,55.295,"February 21, 24",0.0166,,,,,
2024-02-20,54.79,55.45,54.45,54.71,48.24,4493926,4493926,-0.08,-0.14601,54.85,"February 20, 24",-0.0014601,,,,,
2024-02-16,55.13,55.96,54.96,55.48,48.92,5060900,5060900,0.35,0.63486,55.3825,"February 16, 24",0.0063486,,,,,
2024-02-15,53.91,55.38,53.84,55.17,48.65,4500494,4500494,1.26,2.34,54.575,"February 15, 24",0.0234,,,,,
2024-02-14,53.49,53.89,53.23,53.58,47.25,3766535,3766535,0.09,0.16826,53.5475,"February 14, 24",0.0016826,,,,,
2024-02-13,54,54.27,52.6,53.18,46.9,5105470,5105470,-0.82,-1.52,53.5125,"February 13, 24",-0.0152,,,,,
2024-02-12,54,55.28,53.85,54.79,48.31,5262800,5262800,0.79,1.46,54.48,"February 12, 24",0.0146,,,,,
2024-02-09,53.79,54.12,53.56,53.99,47.61,3897487,3897487,0.2,0.37182,53.865,"February 09, 24",0.0037182,,,,,
2024-02-08,54.17,54.2,53.5,53.88,47.51,3554400,3554400,-0.29,-0.53535,53.9375,"February 08, 24",-0.0053535,,,,,
2024-02-07,54.25,54.39,53.7,54.09,47.7,3455830,3455830,-0.16,-0.29493,54.1075,"February 07, 24",-0.0029493,,,,,
2024-02-06,53.22,54.15,53.05,54.04,47.65,5213086,5213086,0.82,1.54,53.615,"February 06, 24",0.0154,,,,,
2024-02-05,52.54,53.54,52.36,53.16,46.88,5482053,5482053,0.62,1.18,52.9,"February 05, 24",0.0118,,,,,
2024-02-02,53.09,53.76,52.49,53.42,47.11,5720251,5720251,0.33,0.62159,53.19,"February 02, 24",0.0062159,,,,,
2024-02-01,53.91,54.01,52.67,53.54,47.21,5039993,5039993,-0.37,-0.68633,53.5325,"February 01, 24",-0.0068633,,,,,
2024-01-31,54.5,54.56,53.58,53.6,47.27,5472130,5472130,-0.9,-1.65,54.06,"January 31, 24",-0.0165,,,,,
2024-01-30,53.6,54.54,53.5,54.47,48.03,4641015,4641015,0.87,1.62,54.0275,"January 30, 24",0.0162,,,,,
2024-01-29,54.17,54.22,53.41,54.07,47.68,3742436,3742436,-0.1,-0.1846,53.9675,"January 29, 24",-0.001846,,,,,
2024-01-26,55,55.3,53.76,54.06,47.67,5240823,5240823,-0.94,-1.71,54.53,"January 26, 24",-0.0171,,,,,
2024-01-25,54.76,55.13,53.77,54.94,48.45,7240800,7240800,0.18,0.32871,54.65,"January 25, 24",0.0032871,,,,,
2024-01-24,53.72,54.13,53.03,53.09,46.82,6016941,6016941,-0.63,-1.17,53.4925,"January 24, 24",-0.0117,,,,,
2024-01-23,54,54.46,53.75,53.91,47.54,4668132,4668132,-0.09,-0.16667,54.03,"January 23, 24",-0.0016667,,,,,
2024-01-22,52.72,53.62,52.55,53.56,47.23,5615698,5615698,0.84,1.59,53.1125,"January 22, 24",0.0159,,,,,
2024-01-19,52.69,53,52.12,52.81,46.57,4171500,4171500,0.12,0.22775,52.655,"January 19, 24",0.0022775,,,,,
2024-01-18,52.58,52.73,52.1,52.6,46.38,4230478,4230478,0.02,0.03803728,52.5025,"January 18, 24",0.0003803728,,,,,
2024-01-17,52.33,52.62,52.04,52.47,46.27,3469229,3469229,0.14,0.26753,52.365,"January 17, 24",0.0026753,,,,,
2024-01-16,53.37,53.39,52.27,53.1,46.82,5962800,5962800,-0.27,-0.5059,53.0325,"January 16, 24",-0.005059,,,,,
2024-01-12,54.02,54.16,53.02,53.37,47.06,3673569,3673569,-0.65,-1.2,53.6425,"January 12, 24",-0.012,,,,,
2024-01-11,53.24,53.67,52.74,53.64,47.3,4497400,4497400,0.4,0.75131,53.3225,"January 11, 24",0.0075131,,,,,
2024-01-10,53.65,53.93,53.05,53.38,47.07,4062200,4062200,-0.27,-0.50326,53.5025,"January 10, 24",-0.0050326,,,,,
2024-01-09,54.59,54.59,53.78,53.94,47.57,4287002,4287002,-0.65,-1.19,54.225,"January 09, 24",-0.0119,,,,,
2024-01-08,54.68,55.14,54.39,55.08,48.57,3966156,3966156,0.4,0.73153,54.8225,"January 08, 24",0.0073153,,,,,
2024-01-05,54.03,55.03,53.98,54.82,48.34,3796499,3796499,0.79,1.46,54.465,"January 05, 24",0.0146,,,,,
2024-01-04,54.6,54.99,54.05,54.19,47.79,4579650,4579650,-0.41,-0.75092,54.4575,"January 04, 24",-0.0075092,,,,,
2024-01-03,54.85,55.08,53.95,54.63,48.17,4120000,4120000,-0.22,-0.40109,54.6275,"January 03, 24",-0.0040109,,,,,
2024-01-02,54.74,55.68,54.59,55.33,48.79,3533532,3533532,0.59,1.08,55.085,"January 02, 24",0.0108,,,,,
2023-12-29,55.1,55.26,54.68,54.84,48.36,2271489,2271489,-0.26,-0.47187,54.97,"December 29, 23",-0.0047187,,,,,
2023-12-28,55.59,55.7,55.16,55.23,48.7,2172600,2172600,-0.36,-0.6476,55.42,"December 28, 23",-0.006476,,,,,
2023-12-27,55.69,55.86,55.47,55.71,49.13,2535311,2535311,0.02,0.03591309,55.6825,"December 27, 23",0.0003591309,,,,,
2023-12-26,55.21,55.9,55.12,55.71,49.13,2266200,2266200,0.5,0.90563,55.485,"December 26, 23",0.0090563,,,,,
2023-12-22,55.09,55.66,54.85,55.12,48.61,2341994,2341994,0.03,0.05445634,55.18,"December 22, 23",0.0005445634,,,,,
2023-12-21,55.01,55.2,54.48,54.97,48.47,2653927,2653927,-0.04,-0.07271405,54.915,"December 21, 23",-0.0007271405,,,,,
2023-12-20,54.78,55.35,54.57,54.58,48.13,4953500,4953500,-0.2,-0.3651,54.82,"December 20, 23",-0.003651,,,,,
2023-12-19,54.47,55.02,54.4,54.92,48.43,3796922,3796922,0.45,0.82614,54.7025,"December 19, 23",0.0082614,,,,,
2023-12-18,54.75,54.83,54,54.25,47.84,3219199,3219199,-0.5,-0.91324,54.4575,"December 18, 23",-0.0091324,,,,,
2023-12-15,53.56,54.38,53.12,54.24,47.83,9910007,9910007,0.68,1.27,53.825,"December 15, 23",0.0127,,,,,
2023-12-14,52.88,54.45,52.75,54.23,47.82,7892923,7892923,1.35,2.55,53.5775,"December 14, 23",0.0255,,,,,
2023-12-13,50.55,52.41,50.46,52.33,46.15,4774217,4774217,1.78,3.52,51.4375,"December 13, 23",0.0352,,,,,
2023-12-12,51.28,51.36,50.59,50.82,44.81,4350500,4350500,-0.46,-0.89704,51.0125,"December 12, 23",-0.0089704,,,,,
2023-12-11,50.87,51.52,50.76,51.28,45.22,3582700,3582700,0.41,0.80598,51.1075,"December 11, 23",0.0080598,,,,,
2023-12-08,51.04,51.78,50.9,50.92,44.9,3664115,3664115,-0.12,-0.23511,51.16,"December 08, 23",-0.0023511,,,,,
2023-12-07,51.11,51.27,50.62,51.07,45.03,2822900,2822900,-0.04,-0.07826257,51.0175,"December 07, 23",-0.0007826257,,,,,
2023-12-06,51.44,51.73,50.77,50.89,44.88,3603767,3603767,-0.55,-1.07,51.2075,"December 06, 23",-0.0107,,,,,
2023-12-05,51.74,51.86,50.97,51.14,45.1,4691247,4691247,-0.6,-1.16,51.4275,"December 05, 23",-0.0116,,,,,
2023-12-04,52.27,52.77,51.97,52.1,45.94,6354711,6354711,-0.17,-0.32523,52.2775,"December 04, 23",-0.0032523,,,,,
2023-12-01,51.8,52.62,51.57,52.3,46.12,4274011,4274011,0.5,0.96525,52.0725,"December 01, 23",0.0096525,,,,,
2023-11-30,51.5,51.88,51.23,51.75,45.63,4649814,4649814,0.25,0.48544,51.59,"November 30, 23",0.0048544,,,,,
2023-11-29,50.99,51.97,50.97,51.33,45.26,3551700,3551700,0.34,0.6668,51.315,"November 29, 23",0.006668,2023-12-08,2023-10-12,0.7,0.7,2023-11-30
2023-11-28,51.2,51.97,50.6,51.69,44.96,6376948,6376948,0.49,0.95703,51.365,"November 28, 23",0.0095703,,,,,
2023-11-27,51.4,51.6,51.02,51.12,44.46,3896244,3896244,-0.28,-0.54475,51.285,"November 27, 23",-0.0054475,,,,,
2023-11-24,51.56,51.94,51.45,51.67,44.94,1679728,1679728,0.11,0.21334,51.655,"November 24, 23",0.0021334,,,,,
2023-11-22,51.75,51.78,51.1,51.4,44.71,3139796,3139796,-0.35,-0.67633,51.5075,"November 22, 23",-0.0067633,,,,,
2023-11-21,51.69,51.85,51.46,51.73,44.99,2840792,2840792,0.04,0.07738441,51.6825,"November 21, 23",0.0007738441,,,,,
2023-11-20,51.67,51.89,51.36,51.68,44.95,3761510,3761510,0.01,0.01935359,51.65,"November 20, 23",0.0001935359,,,,,
2023-11-17,51.88,51.88,51.25,51.7,44.97,3306157,3306157,-0.18,-0.34695,51.6775,"November 17, 23",-0.0034695,,,,,
2023-11-16,51.47,51.65,50.87,51.44,44.74,5034303,5034303,-0.03,-0.05828638,51.3575,"November 16, 23",-0.0005828638,,,,,
2023-11-15,51.19,51.9,50.87,51.53,44.82,5032500,5032500,0.34,0.66419,51.3725,"November 15, 23",0.0066419,,,,,
2023-11-14,50,51.49,49.93,51.05,44.4,4849038,4849038,1.05,2.1,50.6175,"November 14, 23",0.021,,,,,
2023-11-13,49.13,49.52,48.91,49.24,42.83,3161041,3161041,0.11,0.2239,49.2,"November 13, 23",0.002239,,,,,
2023-11-10,48.54,49.68,48.51,49.48,43.04,3825237,3825237,0.94,1.94,49.0525,"November 10, 23",0.0194,,,,,
2023-11-09,48.75,48.78,48.24,48.36,42.06,3340916,3340916,-0.39,-0.8,48.5325,"November 09, 23",-0.008,,,,,
2023-11-08,48.54,48.62,47.78,48.3,42.01,4133433,4133433,-0.24,-0.49444,48.31,"November 08, 23",-0.0049444,,,,,
2023-11-07,48.71,48.87,48.24,48.53,42.21,5172700,5172700,-0.18,-0.36953,48.5875,"November 07, 23",-0.0036953,,,,,
2023-11-06,49.73,49.8,49.14,49.34,42.92,3641136,3641136,-0.39,-0.78423,49.5025,"November 06, 23",-0.0078423,,,,,
2023-11-03,49.44,50.08,49.44,49.73,43.26,3744000,3744000,0.29,0.58657,49.6725,"November 03, 23",0.0058657,,,,,
2023-11-02,48.58,49.09,48.51,48.99,42.61,3741744,3741744,0.41,0.84397,48.7925,"November 02, 23",0.0084397,,,,,
2023-11-01,48.24,48.43,47.6,48.21,41.93,4703010,4703010,-0.03,-0.06218905,48.12,"November 01, 23",-0.0006218905,,,,,
2023-10-31,48.39,48.8,48.11,48.34,42.05,4660500,4660500,-0.05,-0.10333,48.41,"October 31, 23",-0.0010333,,,,,
2023-10-30,48.66,49.05,48,48.34,42.05,3698613,3698613,-0.32,-0.65762,48.5125,"October 30, 23",-0.0065762,,,,,
2023-10-27,48.02,48.55,47.84,48.11,41.85,4714936,4714936,0.09,0.18742,48.13,"October 27, 23",0.0018742,,,,,
2023-10-26,47.4,48.28,47.4,48.02,41.77,6216235,6216235,0.62,1.31,47.775,"October 26, 23",0.0131,,,,,
2023-10-25,48.93,49.03,47.26,47.54,41.35,4920200,4920200,-1.39,-2.84,48.19,"October 25, 23",-0.0284,,,,,
2023-10-24,48.43,49.72,48,49.24,42.83,5506665,5506665,0.81,1.67,48.8475,"October 24, 23",0.0167,,,,,
2023-10-23,48.77,48.9,48.13,48.24,41.96,5592195,5592195,-0.53,-1.09,48.51,"October 23, 23",-0.0109,,,,,
2023-10-20,49.48,49.57,48.92,48.99,42.61,3920006,3920006,-0.49,-0.9903,49.24,"October 20, 23",-0.009903,,,,,
2023-10-19,49.8,50.29,49.39,49.45,43.01,3754501,3754501,-0.35,-0.70281,49.7325,"October 19, 23",-0.0070281,,,,,
2023-10-18,50.39,50.83,49.93,50.08,43.56,3495300,3495300,-0.31,-0.6152,50.3075,"October 18, 23",-0.006152,,,,,
2023-10-17,49.75,51.03,49.73,50.73,44.12,3309336,3309336,0.98,1.97,50.31,"October 17, 23",0.0197,,,,,
2023-10-16,50.33,50.53,49.79,50.19,43.66,2786407,2786407,-0.14,-0.27816,50.21,"October 16, 23",-0.0027816,,,,,
2023-10-13,50.56,50.71,49.61,49.73,43.26,3659754,3659754,-0.83,-1.64,50.1525,"October 13, 23",-0.0164,,,,,
2023-10-12,51.31,51.31,49.75,50.25,43.71,3012500,3012500,-1.06,-2.07,50.655,"October 12, 23",-0.0207,,,,,
2023-10-11,51.1,51.51,50.51,50.89,44.26,3049743,3049743,-0.21,-0.41096,51.0025,"October 11, 23",-0.0041096,,,,,
2023-10-10,51.13,51.82,51.06,51.31,44.63,2906505,2906505,0.18,0.35204,51.33,"October 10, 23",0.0035204,,,,,
2023-10-09,50.28,50.9,49.94,50.81,44.19,3333677,3333677,0.53,1.05,50.4825,"October 09, 23",0.0105,,,,,
2023-10-06,49.77,50.92,49.53,50.28,43.73,4215746,4215746,0.51,1.02,50.125,"October 06, 23",0.0102,,,,,
2023-10-05,50.79,51.15,49.74,49.86,43.37,5161800,5161800,-0.93,-1.83,50.385,"October 05, 23",-0.0183,,,,,
2023-10-04,51.48,51.48,50.21,51.11,44.46,4727300,4727300,-0.37,-0.71873,51.07,"October 04, 23",-0.0071873,,,,,
2023-10-03,50.95,52.05,50.89,51.02,44.38,5179315,5179315,0.07,0.13739,51.2275,"October 03, 23",0.0013739,,,,,
2023-10-02,51.29,51.66,50.74,51.3,44.62,4691000,4691000,0.01,0.01949698,51.2475,"October 02, 23",0.0001949698,,,,,
2023-09-29,51.34,51.77,51.19,51.56,44.85,4234800,4234800,0.22,0.42852,51.465,"September 29, 23",0.0042852,,,,,
2023-09-28,50.96,51.18,50.52,50.93,44.3,3965266,3965266,-0.03,-0.0588697,50.8975,"September 28, 23",-0.000588697,,,,,
2023-09-27,50.85,51.36,50.61,51,44.36,3048815,3048815,0.15,0.29499,50.955,"September 27, 23",0.0029499,,,,,
2023-09-26,50.53,51.27,50.35,50.48,43.91,3451822,3451822,-0.05,-0.09895112,50.6575,"September 26, 23",-0.0009895112,,,,,
2023-09-25,50.8,51.36,50.44,51.09,44.44,4331600,4331600,0.29,0.57087,50.9225,"September 25, 23",0.0057087,,,,,
2023-09-22,51.1,51.25,50.08,50.25,43.71,4465872,4465872,-0.85,-1.66,50.67,"September 22, 23",-0.0166,,,,,
2023-09-21,52.05,52.33,50.98,51,44.36,4359180,4359180,-1.05,-2.02,51.59,"September 21, 23",-0.0202,,,,,
2023-09-20,52.96,53.49,52.43,52.46,45.63,2309417,2309417,-0.5,-0.94411,52.835,"September 20, 23",-0.0094411,,,,,
2023-09-19,53.44,53.73,52.35,52.9,46.01,3986260,3986260,-0.54,-1.01,53.105,"September 19, 23",-0.0101,,,,,
2023-09-18,53.82,53.95,53.25,53.38,46.43,4593700,4593700,-0.44,-0.81754,53.6,"September 18, 23",-0.0081754,,,,,
2023-09-15,54.04,54.11,53.62,53.84,46.83,7464144,7464144,-0.2,-0.3701,53.9025,"September 15, 23",-0.003701,,,,,
2023-09-14,53.4,54.23,53.29,54.04,47,4604325,4604325,0.64,1.2,53.74,"September 14, 23",0.012,,,,,
2023-09-13,53.66,53.81,52.59,52.82,45.94,3079128,3079128,-0.84,-1.57,53.22,"September 13, 23",-0.0157,,,,,
2023-09-12,53.67,54.22,53.46,53.63,46.65,2527600,2527600,-0.04,-0.07452953,53.745,"September 12, 23",-0.0007452953,,,,,
2023-09-11,54.14,54.89,53.62,53.67,46.68,3322604,3322604,-0.47,-0.86812,54.08,"September 11, 23",-0.0086812,,,,,
2023-09-08,54.31,54.78,53.6,53.71,46.72,3988432,3988432,-0.6,-1.1,54.1,"September 08, 23",-0.011,,,,,
2023-09-07,54.75,54.94,53.52,54.1,47.06,4275541,4275541,-0.65,-1.19,54.3275,"September 07, 23",-0.0119,,,,,
2023-09-06,53.96,54.93,53.92,54.89,47.74,4645100,4645100,0.93,1.72,54.425,"September 06, 23",0.0172,,,,,
2023-09-05,55.18,55.4,53.99,54.19,47.13,4914098,4914098,-0.99,-1.79,54.69,"September 05, 23",-0.0179,,,,,
2023-09-01,55.03,55.56,54.76,55.29,48.09,4335687,4335687,0.26,0.47247,55.16,"September 01, 23",0.0047247,,,,,
2023-08-31,54.64,54.9,54.52,54.56,47.46,4116381,4116381,-0.08,-0.14641,54.655,"August 31, 23",-0.0014641,,,,,
2023-08-30,54.56,54.9,54.34,54.75,47.62,3482825,3482825,0.19,0.34824,54.6375,"August 30, 23",0.0034824,2023-09-08,2023-08-09,0.7,0.7,2023-08-31
2023-08-29,54.79,55.29,54.49,55.24,47.44,3789500,3789500,0.45,0.82132,54.9525,"August 29, 23",0.0082132,,,,,
2023-08-28,54.16,54.88,54.15,54.6,46.89,3429703,3429703,0.44,0.81241,54.4475,"August 28, 23",0.0081241,,,,,
2023-08-25,53.98,54.38,53.65,53.98,46.36,3282768,3282768,0,0,53.9975,"August 25, 23",0,,,,,
2023-08-24,53,53.89,53,53.54,45.98,3198503,3198503,0.54,1.02,53.3575,"August 24, 23",0.0102,,,,,
2023-08-23,53.65,53.95,52.81,53.4,45.86,3391339,3391339,-0.25,-0.46598,53.4525,"August 23, 23",-0.0046598,,,,,
2023-08-22,54.3,54.48,53.53,53.79,46.19,2746001,2746001,-0.51,-0.93923,54.025,"August 22, 23",-0.0093923,,,,,
2023-08-21,54.25,54.4,53.82,54.17,46.52,3112742,3112742,-0.08,-0.14747,54.16,"August 21, 23",-0.0014747,,,,,
2023-08-18,53.76,54.13,53.44,54.02,46.39,2921107,2921107,0.26,0.48363,53.8375,"August 18, 23",0.0048363,,,,,
2023-08-17,53.77,54.66,53.7,53.86,46.25,3614900,3614900,0.09,0.16738,53.9975,"August 17, 23",0.0016738,,,,,
2023-08-16,53.19,53.76,53.09,53.32,45.79,3549131,3549131,0.13,0.24441,53.34,"August 16, 23",0.0024441,,,,,
2023-08-15,54.7,55.17,53.42,53.53,45.97,5280400,5280400,-1.17,-2.14,54.205,"August 15, 23",-0.0214,,,,,
2023-08-14,55.34,55.54,54.82,55.38,47.56,3637200,3637200,0.04,0.07228045,55.27,"August 14, 23",0.0007228045,,,,,
2023-08-11,55.7,56,55.27,55.45,47.62,4547033,4547033,-0.25,-0.44883,55.605,"August 11, 23",-0.0044883,,,,,
2023-08-10,55.9,56.23,55.62,55.98,48.08,5147000,5147000,0.08,0.14311,55.9325,"August 10, 23",0.0014311,,,,,
2023-08-09,55.42,56.04,54.86,55.54,47.7,4619700,4619700,0.12,0.21653,55.465,"August 09, 23",0.0021653,,,,,
2023-08-08,54.72,55.12,54.26,55.01,47.24,3607409,3607409,0.29,0.52997,54.7775,"August 08, 23",0.0052997,,,,,
2023-08-07,54.87,55.82,54.84,55.52,47.68,3263527,3263527,0.65,1.18,55.2625,"August 07, 23",0.0118,,,,,
2023-08-04,54.96,55.45,54.45,54.51,46.81,3626600,3626600,-0.45,-0.81878,54.8425,"August 04, 23",-0.0081878,,,,,
2023-08-03,54.36,55.73,54.36,54.9,47.15,4630375,4630375,0.54,0.99338,54.8375,"August 03, 23",0.0099338,,,,,
2023-08-02,55.06,55.49,54.67,54.7,46.98,4499120,4499120,-0.36,-0.65383,54.98,"August 02, 23",-0.0065383,,,,,
