symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
VICI,0.10669,-0.49487451,1.51461,-13.7297,-14.38564,0,-4.76996,-10.54973,12.73528,51.75202,51.75202
