symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
TYL,2024-12-31,576.64,42611000,24571207040,744721000,638368000,24464854040
TYL,2023-12-31,418.12,42024000,17571074880,165493000,696889000,18102470880
TYL,2022-12-31,322.41,41544000,13394201040,173857000,1046174000,14266518040
TYL,2021-12-31,537.95,40848000,21974181600,309171000,1388172000,23053182600
TYL,2020-12-31,436.52,40035000,17476078200,603623000,22183000,16894638200
TYL,2019-12-31,300.02,38640000,11592772800,232682000,23209000,11383299800
TYL,2018-12-31,185.82,38445000,7143849900,134279000,0,7009570900
TYL,2017-12-31,177.05,37273000,6599184650,185926000,0,6413258650
TYL,2016-12-31,142.77,36448000,5203680960,36151000,10000000,5177529960
TYL,2015-12-31,174.32,34137000,5950761840,33087000,66000000,5983674840
TYL,2014-12-31,109.44,33011000,3612723840,206167000,0,3406556840
TYL,2013-12-31,102.13,31891000,3257027830,78876000,0,3178151830
TYL,2012-12-31,48.44,30327000,1469039880,6406000,18000000,1480633880
TYL,2011-12-31,30.11,31267000,941449370,1326000,60700000,1000823370
TYL,2010-12-31,20.76,34075000,707397000,2114000,26500000,731783000
TYL,2009-12-31,19.91,35240000,701628400,9696000,0,691932400
TYL,2008-12-31,11.98,37714000,451813720,1762000,8000000,458051720
TYL,2007-12-31,12.89,38735000,499294150,9642000,0,489652150
TYL,2006-12-31,14.06,38817000,545767020,17212000,0,528555020
TYL,2005-12-31,8.78,39439000,346274420,20733000,0,325541420
TYL,2004-12-31,8.36,41288000,345167680,12573000,0,332594680
TYL,2003-12-31,9.63,43078000,414841140,10268000,0,404573140
TYL,2002-12-31,4.17,47401000,197662170,13744000,2550000,186468170
TYL,2001-12-31,4.55,47181000,214673550,5271000,3033000,212435550
TYL,2000-12-31,1.69,44953000,75858187,8930000,8100000,75028187
TYL,1999-12-31,5.5,40000000,220000000,2424000,71193000,288769000
TYL,1998-12-31,6.13,34285714,209999998,1600000,39100000,247499998
TYL,1997-12-31,5.5,20625000,113437500,8900000,0,104537500
TYL,1996-12-31,1.88,19838188,37196602,15800000,0,21396602
TYL,1995-12-31,2.88,19882353,57161764,3200000,0,53961764
TYL,1994-12-31,3.25,20000000,65000000,2000000,63500000,126500000
TYL,1993-12-31,5.25,17692308,92884617,18000000,0,74884617
TYL,1992-12-31,4.63,20000000,92500000,12100000,0,80400000
TYL,1991-12-31,2.88,20000000,57500000,10300000,0,47200000
TYL,1990-12-31,3.13,21176471,66176471,17300000,0,48876471
TYL,1989-12-31,2.92,20000000,58333340,1000000,33000000,90333340
TYL,1988-12-31,2.13,18918919,40202702,2600000,188700000,226302702
