date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,paymentDate,adjDividend,dividend
2025-03-05,600.75,636.2,600.14,633.89,629.76,1201111,1201111,33.14,5.52,617.745,"March 05, 25",0.0552,,,,,
2025-03-04,600.37,611.92,585.27,597.91,594.02,1089629,1089629,-2.46,-0.40975,598.8675,"March 04, 25",-0.0040975,,,,,
2025-03-03,647,650.57,616.25,617.52,613.5,697054,697054,-29.48,-4.56,632.835,"March 03, 25",-0.0456,,,,,
2025-02-28,635.5,643.72,627.76,642.32,638.14,694835,694835,6.82,1.07,637.325,"February 28, 25",0.0107,,,,,
2025-02-27,642.17,655.91,632.74,633.17,629.05,479726,479726,-9,-1.4,640.9975,"February 27, 25",-0.014,,,,,
2025-02-26,647.28,654.7,639.49,642.97,638.78,609200,609200,-4.31,-0.66586,646.11,"February 26, 25",-0.0066586,,,,,
2025-02-25,633,644.41,618.63,638.62,634.46,1130160,1130160,5.62,0.88784,633.665,"February 25, 25",0.0088784,,,,,
2025-02-24,660.25,661.18,628.82,632,627.89,1286641,1286641,-28.25,-4.28,645.5625,"February 24, 25",-0.0428,,,,,
2025-02-21,696.2,697.65,650.3,657.29,653.01,1067560,1067560,-38.91,-5.59,675.36,"February 21, 25",-0.0559,,,,,
2025-02-20,708.42,710.29,691.12,694.77,690.25,508417,508417,-13.65,-1.93,701.15,"February 20, 25",-0.0193,,,,,
2025-02-19,709.26,714.29,699.8,709.31,704.69,637413,637413,0.05,0.0070496,708.165,"February 19, 25",7.0496e-05,,,,,
2025-02-18,727,728.99,709.35,720.35,715.66,899917,899917,-6.65,-0.91472,721.4225,"February 18, 25",-0.0091472,,,,,
2025-02-14,731.63,744.16,731.63,741.26,736.43,416000,416000,9.63,1.32,737.17,"February 14, 25",0.0132,,,,,
2025-02-13,734.8,749.24,726.2,729.37,724.62,495400,495400,-5.43,-0.73898,734.9025,"February 13, 25",-0.0073898,,,,,
2025-02-12,739.75,742.92,720.34,734.49,729.71,479640,479640,-5.26,-0.71105,734.375,"February 12, 25",-0.0071105,2025-02-12,2025-01-29,2025-02-26,1.79,1.79
2025-02-11,744,756.76,744,752.99,746.31,306524,306524,8.99,1.21,749.4375,"February 11, 25",0.0121,,,,,
2025-02-10,749.19,753.67,743.35,747.3,740.67,346043,346043,-1.89,-0.25227,748.3775,"February 10, 25",-0.0025227,,,,,
2025-02-07,750.85,755.29,739.47,740.7,734.13,330319,330319,-10.15,-1.35,746.5775,"February 07, 25",-0.0135,,,,,
2025-02-06,743.35,758.73,741.01,749.44,742.79,395874,395874,6.09,0.81926,748.1325,"February 06, 25",0.0081926,,,,,
2025-02-05,758,758,733.56,738.18,731.63,1033335,1033335,-19.82,-2.61,746.935,"February 05, 25",-0.0261,,,,,
2025-02-04,753.75,760.36,744.22,753.49,746.81,541600,541600,-0.26,-0.0344942,752.955,"February 04, 25",-0.000344942,,,,,
2025-02-03,738.89,753.28,735.8,738.21,731.66,654982,654982,-0.68,-0.09202994,741.545,"February 03, 25",-0.0009202994,,,,,
2025-01-31,781.61,781.61,749.21,758.06,751.34,951596,951596,-23.55,-3.01,767.6225,"January 31, 25",-0.0301,,,,,
2025-01-30,766,782.95,747.12,774.08,767.21,1100900,1100900,8.08,1.05,767.5375,"January 30, 25",0.0105,,,,,
2025-01-29,758.34,770.86,755.15,758.39,751.66,565013,565013,0.05,0.00659335,760.685,"January 29, 25",6.59335e-05,,,,,
2025-01-28,773.87,773.87,761.65,766.95,760.15,441802,441802,-6.92,-0.89421,769.085,"January 28, 25",-0.0089421,,,,,
2025-01-27,775.35,777.28,763.12,769.91,763.08,811339,811339,-5.44,-0.70162,771.415,"January 27, 25",-0.0070162,,,,,
2025-01-24,785.8,790.74,783.19,789.56,782.56,339339,339339,3.76,0.47849,787.3225,"January 24, 25",0.0047849,,,,,
2025-01-23,786.66,795.3,779.82,788.57,781.58,574228,574228,1.91,0.2428,787.5875,"January 23, 25",0.002428,,,,,
2025-01-22,790,790.05,778,782.53,775.59,591131,591131,-7.47,-0.94557,785.145,"January 22, 25",-0.0094557,,,,,
2025-01-21,780,790,779.21,789,782,851225,851225,9,1.15,784.5525,"January 21, 25",0.0115,,,,,
2025-01-17,763.79,779.42,762.51,771,764.16,897163,897163,7.21,0.94398,769.18,"January 17, 25",0.0094398,,,,,
2025-01-16,741.09,758.88,738,757.42,750.7,796568,796568,16.33,2.2,748.8475,"January 16, 25",0.022,,,,,
2025-01-15,750.77,754.88,734.51,741.49,734.91,934418,934418,-9.28,-1.24,745.4125,"January 15, 25",-0.0124,,,,,
2025-01-14,727,730.92,710.59,729.86,723.39,942319,942319,2.86,0.3934,724.5925,"January 14, 25",0.003934,,,,,
2025-01-13,667,689.15,666.17,689.15,683.04,754984,754984,22.15,3.32,677.8675,"January 13, 25",0.0332,,,,,
2025-01-10,654.04,678.61,654.04,670.94,664.99,697900,697900,16.9,2.58,664.4075,"January 10, 25",0.0258,,,,,
2025-01-08,681,681.67,668.27,670,664.06,697636,697636,-11,-1.62,675.235,"January 08, 25",-0.0162,,,,,
2025-01-07,686,689.84,677.33,685.41,679.33,667000,667000,-0.59,-0.08600583,684.645,"January 07, 25",-0.0008600583,,,,,
2025-01-06,701.02,705,683.01,684,677.93,731420,731420,-17.02,-2.43,693.2575,"January 06, 25",-0.0243,,,,,
2025-01-03,693.9,696.56,687,695.31,689.14,528700,528700,1.41,0.2032,693.1925,"January 03, 25",0.002032,,,,,
2025-01-02,710.69,713.22,686.68,689.83,683.71,729161,729161,-20.86,-2.94,700.105,"January 02, 25",-0.0294,,,,,
2024-12-31,706.79,711.25,700.86,704.44,698.19,363437,363437,-2.35,-0.33249,705.835,"December 31, 24",-0.0033249,,,,,
2024-12-30,710.62,711,696.17,705.99,699.73,490400,490400,-4.63,-0.65154,705.945,"December 30, 24",-0.0065154,,,,,
2024-12-27,718.57,726.32,709.58,716.54,710.18,280500,280500,-2.03,-0.28251,717.7525,"December 27, 24",-0.0028251,,,,,
2024-12-26,722.45,729.05,719.16,726.11,719.67,223130,223130,3.66,0.50661,724.1925,"December 26, 24",0.0050661,,,,,
2024-12-24,720.54,727.42,717.76,727.42,720.97,137734,137734,6.88,0.95484,723.285,"December 24, 24",0.0095484,,,,,
2024-12-23,722.5,725.72,712.41,719.6,713.22,375400,375400,-2.9,-0.40138,720.0575,"December 23, 24",-0.0040138,,,,,
2024-12-20,704.49,732.37,700.48,722.64,716.23,1214109,1214109,18.15,2.58,714.995,"December 20, 24",0.0258,,,,,
2024-12-19,735.57,739.98,709.92,710.94,704.63,731117,731117,-24.63,-3.35,724.1025,"December 19, 24",-0.0335,,,,,
2024-12-18,760.64,763.07,722.98,724.15,717.73,584761,584761,-36.49,-4.8,742.71,"December 18, 24",-0.048,,,,,
2024-12-17,759.12,762.28,751.67,758.39,751.66,480521,480521,-0.73,-0.09616398,757.865,"December 17, 24",-0.0009616398,,,,,
2024-12-16,780.08,788.42,764.45,764.9,758.12,711033,711033,-15.18,-1.95,774.4625,"December 16, 24",-0.0195,,,,,
2024-12-13,786.55,788.06,774.28,778.82,771.91,384315,384315,-7.73,-0.98277,781.9275,"December 13, 24",-0.0098277,,,,,
2024-12-12,798.47,801.13,783.6,786.59,779.61,412300,412300,-11.88,-1.49,792.4475,"December 12, 24",-0.0149,,,,,
2024-12-11,808,815,793.85,796.97,789.9,556502,556502,-11.03,-1.37,803.455,"December 11, 24",-0.0137,,,,,
2024-12-10,797.4,808.62,782.56,796.02,788.96,966816,966816,-1.38,-0.17306,796.15,"December 10, 24",-0.0017306,,,,,
2024-12-09,860,861.68,828.61,835.89,828.48,462500,462500,-24.11,-2.8,846.545,"December 09, 24",-0.028,,,,,
2024-12-06,864.96,869.33,851.55,858.92,851.3,777507,777507,-6.04,-0.6983,861.19,"December 06, 24",-0.006983,,,,,
2024-12-05,866.44,866.44,853.4,854.99,847.41,346900,346900,-11.45,-1.32,860.3175,"December 05, 24",-0.0132,,,,,
2024-12-04,866.03,871.94,858.86,868.24,860.54,455000,455000,2.21,0.25519,866.2675,"December 04, 24",0.0025519,,,,,
2024-12-03,861.8,869.36,851.14,869.02,861.31,479654,479654,7.22,0.83778,862.83,"December 03, 24",0.0083778,,,,,
2024-12-02,863.88,867.16,853.96,857.05,849.45,354028,354028,-6.83,-0.79062,860.5125,"December 02, 24",-0.0079062,,,,,
2024-11-29,869.79,875.15,862,866,858.32,201400,201400,-3.79,-0.43574,868.235,"November 29, 24",-0.0043574,,,,,
2024-11-27,878.42,881.17,856.19,856.98,849.38,341033,341033,-21.44,-2.44,868.19,"November 27, 24",-0.0244,,,,,
2024-11-26,860.64,873.99,852.5,873.17,865.42,368700,368700,12.53,1.46,865.075,"November 26, 24",0.0146,,,,,
2024-11-25,857.81,873.42,855.14,864.39,856.72,869102,869102,6.58,0.76707,862.69,"November 25, 24",0.0076707,,,,,
2024-11-22,849.03,852.13,840.31,849.32,841.79,465633,465633,0.29,0.03415663,847.6975,"November 22, 24",0.0003415663,,,,,
2024-11-21,824,843.53,819.01,840.74,833.28,711813,711813,16.74,2.03,831.82,"November 21, 24",0.0203,,,,,
2024-11-20,824.67,827.13,817.79,820.55,813.27,402108,402108,-4.12,-0.49959,822.535,"November 20, 24",-0.0049959,,,,,
2024-11-19,818.47,829.8,818.47,821.16,813.88,461669,461669,2.69,0.32866,821.975,"November 19, 24",0.0032866,,,,,
2024-11-18,834.73,841.21,829.02,832.94,825.55,478800,478800,-1.79,-0.21444,834.475,"November 18, 24",-0.0021444,,,,,
2024-11-15,849.46,854.5,835.11,836,828.58,603106,603106,-13.46,-1.58,843.7675,"November 15, 24",-0.0158,,,,,
2024-11-14,860.3,860.55,840,849.6,842.06,630100,630100,-10.7,-1.24,852.6125,"November 14, 24",-0.0124,,,,,
2024-11-13,865.69,871.21,855,858.83,851.21,407925,407925,-6.86,-0.79243,862.6825,"November 13, 24",-0.0079243,2024-11-13,2024-10-23,2024-11-27,1.63,1.63
2024-11-12,875,877.6,858.71,868.36,859.04,385354,385354,-6.64,-0.75886,869.9175,"November 12, 24",-0.0075886,,,,,
2024-11-11,885,896.98,872.33,873.88,864.5,589416,589416,-11.12,-1.26,882.0475,"November 11, 24",-0.0126,,,,,
2024-11-08,863,882.26,863,875.01,865.62,468400,468400,12.01,1.39,870.8175,"November 08, 24",0.0139,,,,,
2024-11-07,878.75,879.34,858.69,862.43,853.18,554065,554065,-16.32,-1.86,869.8025,"November 07, 24",-0.0186,,,,,
2024-11-06,862.21,888.62,849.3,880.32,870.87,1651914,1651914,18.11,2.1,870.1125,"November 06, 24",0.021,,,,,
2024-11-05,782.64,799.49,780.72,798,789.44,611947,611947,15.36,1.96,790.2125,"November 05, 24",0.0196,,,,,
2024-11-04,790.59,801.63,779.63,785.99,777.56,775304,775304,-4.6,-0.58184,789.46,"November 04, 24",-0.0058184,,,,,
2024-11-01,820,821.49,792.92,793.47,784.96,741051,741051,-26.53,-3.24,806.97,"November 01, 24",-0.0324,,,,,
2024-10-31,809.33,817.4,805.86,812.8,804.08,398654,398654,3.47,0.42875,811.3475,"October 31, 24",0.0042875,,,,,
2024-10-30,807.57,822.22,806.34,812.12,803.41,410616,410616,4.55,0.56342,812.0625,"October 30, 24",0.0056342,,,,,
2024-10-29,821.38,823.85,807.51,812.44,803.72,440240,440240,-8.94,-1.09,816.295,"October 29, 24",-0.0109,,,,,
2024-10-28,819.32,831.28,814.21,824.65,815.8,462136,462136,5.33,0.65054,822.365,"October 28, 24",0.0065054,,,,,
2024-10-25,828.7,830.71,808.72,812.5,803.78,460369,460369,-16.2,-1.95,820.1575,"October 25, 24",-0.0195,,,,,
2024-10-24,835.65,840,808.88,824.99,816.14,687536,687536,-10.66,-1.28,827.38,"October 24, 24",-0.0128,,,,,
2024-10-23,846.68,847.89,827.55,834.18,825.23,657917,657917,-12.5,-1.48,839.075,"October 23, 24",-0.0148,,,,,
2024-10-22,829.91,861.33,823.5,847.46,838.37,1035430,1035430,17.55,2.11,840.55,"October 22, 24",0.0211,,,,,
2024-10-21,839.48,842.23,828.33,832.53,823.6,323200,323200,-6.95,-0.82789,835.6425,"October 21, 24",-0.0082789,,,,,
2024-10-18,839.44,840,828.71,839.27,830.26,341329,341329,-0.17,-0.0202516,836.855,"October 18, 24",-0.000202516,,,,,
2024-10-17,849.87,850,836.98,840.54,831.52,340749,340749,-9.33,-1.1,844.3475,"October 17, 24",-0.011,,,,,
2024-10-16,839.03,861.74,835.9,846.06,836.98,345643,345643,7.03,0.83787,845.6825,"October 16, 24",0.0083787,,,,,
2024-10-15,831.83,844.94,831.21,833.68,824.73,432713,432713,1.85,0.2224,835.415,"October 15, 24",0.002224,,,,,
2024-10-14,819,840.57,816.44,838.05,829.06,439229,439229,19.05,2.33,828.515,"October 14, 24",0.0233,,,,,
2024-10-11,805.36,821.96,805.36,819,810.21,484100,484100,13.64,1.69,812.92,"October 11, 24",0.0169,,,,,
2024-10-10,802.09,809.18,797.92,802.83,794.22,319230,319230,0.74,0.09225897,803.005,"October 10, 24",0.0009225897,,,,,
2024-10-09,801.43,814.08,797.44,813.51,804.78,452300,452300,12.08,1.51,806.615,"October 09, 24",0.0151,,,,,
2024-10-08,802,806.61,794,799.71,791.13,441800,441800,-2.29,-0.28554,800.58,"October 08, 24",-0.0028554,,,,,
2024-10-07,783.15,803.38,780.42,802.27,793.66,590909,590909,19.12,2.44,792.305,"October 07, 24",0.0244,,,,,
2024-10-04,804.24,804.24,781.22,789.52,781.05,416998,416998,-14.72,-1.83,794.805,"October 04, 24",-0.0183,,,,,
2024-10-03,794.93,799.82,784.24,789.17,780.7,399870,399870,-5.76,-0.72459,792.04,"October 03, 24",-0.0072459,,,,,
2024-10-02,796.35,806.31,789.01,796.03,787.49,499600,499600,-0.32,-0.04018334,796.925,"October 02, 24",-0.0004018334,,,,,
2024-10-01,809.13,813.14,798.91,806.79,798.13,364356,364356,-2.34,-0.2892,806.9925,"October 01, 24",-0.002892,,,,,
2024-09-30,805,810,796.31,809.73,801.04,453072,453072,4.73,0.58758,805.26,"September 30, 24",0.0058758,,,,,
2024-09-27,810,818.5,805.17,814.1,805.36,383440,383440,4.1,0.50617,811.9425,"September 27, 24",0.0050617,,,,,
2024-09-26,815,826.24,797.82,802.66,794.05,734700,734700,-12.34,-1.51,810.43,"September 26, 24",-0.0151,,,,,
2024-09-25,806.45,819.41,799.9,802.05,793.44,378505,378505,-4.4,-0.5456,806.9525,"September 25, 24",-0.005456,,,,,
2024-09-24,804.72,807.79,792.51,802.26,793.65,412000,412000,-2.46,-0.3057,801.82,"September 24, 24",-0.003057,,,,,
2024-09-23,796.13,803.48,788.12,798.95,790.38,335742,335742,2.82,0.35421,796.67,"September 23, 24",0.0035421,,,,,
2024-09-20,787.63,794.42,781.33,783.6,775.19,607500,607500,-4.03,-0.51166,786.745,"September 20, 24",-0.0051166,,,,,
2024-09-19,795,797.52,775.85,793.94,785.42,439122,439122,-1.06,-0.13333,790.5775,"September 19, 24",-0.0013333,,,,,
2024-09-18,770.26,801.39,765,773.29,764.99,614000,614000,3.03,0.39337,777.485,"September 18, 24",0.0039337,,,,,
2024-09-17,748.23,771.68,744.6,771.26,762.98,500000,500000,23.03,3.08,758.9425,"September 17, 24",0.0308,,,,,
2024-09-16,733.88,742.68,728.27,741.96,734,318200,318200,8.08,1.1,736.6975,"September 16, 24",0.011,,,,,
2024-09-13,720.29,738.61,719,729.47,721.64,393141,393141,9.19,1.27,726.8425,"September 13, 24",0.0127,,,,,
2024-09-12,707.19,716.45,699.82,712.63,704.98,317219,317219,5.44,0.76924,709.0225,"September 12, 24",0.0076924,,,,,
2024-09-11,700,710.91,675.92,706.36,698.78,511600,511600,6.36,0.90857,698.2975,"September 11, 24",0.0090857,,,,,
2024-09-10,700.81,704.15,691.01,704.07,696.52,511818,511818,3.26,0.46518,700.01,"September 10, 24",0.0046518,,,,,
2024-09-09,690.27,698.86,689,695.94,688.47,491140,491140,5.67,0.82142,693.5175,"September 09, 24",0.0082142,,,,,
2024-09-06,698.9,709.8,680.75,681.1,673.79,372239,372239,-17.8,-2.55,692.6375,"September 06, 24",-0.0255,,,,,
2024-09-05,699.31,700.58,683.65,697.52,690.04,315600,315600,-1.79,-0.25597,695.265,"September 05, 24",-0.0025597,,,,,
2024-09-04,701.43,708.25,697.06,700.57,693.05,401134,401134,-0.86,-0.12261,701.8275,"September 04, 24",-0.0012261,,,,,
2024-09-03,727.98,733.32,698.04,701.85,694.32,503034,503034,-26.13,-3.59,715.2975,"September 03, 24",-0.0359,,,,,
2024-08-30,734.69,741.58,724.16,741.26,733.31,338023,338023,6.57,0.89425,735.4225,"August 30, 24",0.0089425,,,,,
2024-08-29,732.82,740.64,719.65,728.74,720.92,276900,276900,-4.08,-0.55675,730.4625,"August 29, 24",-0.0055675,,,,,
2024-08-28,730.93,734.72,723.79,727.73,719.92,317900,317900,-3.2,-0.4378,729.2925,"August 28, 24",-0.004378,,,,,
2024-08-27,737.86,742.71,733.79,736.45,728.55,276404,276404,-1.41,-0.19109,737.7025,"August 27, 24",-0.0019109,,,,,
2024-08-26,750,757.85,741.37,743.38,735.4,285843,285843,-6.62,-0.88267,748.15,"August 26, 24",-0.0088267,,,,,
2024-08-23,721.23,748.52,721.23,745.03,737.04,283925,283925,23.8,3.3,734.0025,"August 23, 24",0.033,,,,,
2024-08-22,725.6,726.05,711.15,717.05,709.36,259849,259849,-8.55,-1.18,719.9625,"August 22, 24",-0.0118,,,,,
2024-08-21,719.5,730.22,717.21,724.75,716.97,206721,206721,5.25,0.72967,722.92,"August 21, 24",0.0072967,,,,,
2024-08-20,720,724.33,710,716.24,708.55,244700,244700,-3.76,-0.52222,717.6425,"August 20, 24",-0.0052222,,,,,
2024-08-19,716.1,721.31,709.39,719.9,712.18,303104,303104,3.8,0.53065,716.675,"August 19, 24",0.0053065,,,,,
2024-08-16,717.13,722.94,709.47,714.47,706.8,310900,310900,-2.66,-0.37092,716.0025,"August 16, 24",-0.0037092,,,,,
2024-08-15,718.18,727.56,712.8,720.64,712.91,342300,342300,2.46,0.34253,719.795,"August 15, 24",0.0034253,,,,,
2024-08-14,703.71,713.67,695.58,702.19,694.66,365800,365800,-1.52,-0.216,703.7875,"August 14, 24",-0.00216,2024-08-14,2024-07-24,2024-08-28,1.63,1.63
2024-08-13,695,704.1,686,703.11,693.95,383296,383296,8.11,1.17,697.0525,"August 13, 24",0.0117,,,,,
2024-08-12,695.83,698.91,685.72,688.27,679.3,280282,280282,-7.56,-1.09,692.1825,"August 12, 24",-0.0109,,,,,
2024-08-09,688.79,701.29,681.68,696.1,687.03,338700,338700,7.31,1.06,691.965,"August 09, 24",0.0106,,,,,
2024-08-08,674.41,691.55,665.81,689.26,680.28,503960,503960,14.85,2.2,680.2575,"August 08, 24",0.022,,,,,
2024-08-07,694.75,699.98,660.81,661.59,652.97,516343,516343,-33.16,-4.77,679.2825,"August 07, 24",-0.0477,,,,,
2024-08-06,672.75,699.03,663.79,681.72,672.84,464808,464808,8.97,1.33,679.3225,"August 06, 24",0.0133,,,,,
2024-08-05,640,687.98,634.3,668.61,659.9,835924,835924,28.61,4.47,657.7225,"August 05, 24",0.0447,,,,,
2024-08-02,690,691.95,664.06,671.43,662.68,1004257,1004257,-18.57,-2.69,679.36,"August 02, 24",-0.0269,,,,,
2024-08-01,756.63,757.34,710.18,716.49,707.15,701300,701300,-40.14,-5.31,735.16,"August 01, 24",-0.0531,,,,,
2024-07-31,744.34,773.61,743.64,757.1,747.23,556742,556742,12.76,1.71,754.6725,"July 31, 24",0.0171,,,,,
2024-07-30,744.47,754.82,721.91,737.08,727.48,803294,803294,-7.39,-0.99265,739.57,"July 30, 24",-0.0099265,,,,,
2024-07-29,753.42,756.74,740.29,744.81,735.11,394431,394431,-8.61,-1.14,748.815,"July 29, 24",-0.0114,,,,,
2024-07-26,763.59,789.8,750.07,752.21,742.41,939600,939600,-11.38,-1.49,763.9175,"July 26, 24",-0.0149,,,,,
2024-07-25,715,768.62,700,754.26,744.43,1207914,1207914,39.26,5.49,734.47,"July 25, 24",0.0549,,,,,
2024-07-24,740.28,747.16,715.74,715.82,706.49,1212428,1212428,-24.46,-3.3,729.75,"July 24, 24",-0.033,,,,,
2024-07-23,731.74,751.41,724.25,743.94,734.25,596419,596419,12.2,1.67,737.835,"July 23, 24",0.0167,,,,,
2024-07-22,731.78,738.35,715,738.35,728.73,520977,520977,6.57,0.89781,730.87,"July 22, 24",0.0089781,,,,,
2024-07-19,733.18,733.18,716.42,718.64,709.28,493345,493345,-14.54,-1.98,725.355,"July 19, 24",-0.0198,,,,,
2024-07-18,721.14,759.98,720.1,728.45,718.96,885030,885030,7.31,1.01,732.4175,"July 18, 24",0.0101,,,,,
2024-07-17,731.65,739.13,721.11,723.59,714.16,826403,826403,-8.06,-1.1,728.87,"July 17, 24",-0.011,,,,,
2024-07-16,707.24,743.24,707.24,743.01,733.33,647092,647092,35.77,5.06,725.1825,"July 16, 24",0.0506,,,,,
2024-07-15,687.66,713.07,683,707.41,698.19,594322,594322,19.75,2.87,697.785,"July 15, 24",0.0287,,,,,
2024-07-12,672.7,689,670,679.58,670.73,544913,544913,6.88,1.02,677.82,"July 12, 24",0.0102,,,,,
2024-07-11,654.2,675.58,652.67,666.29,657.61,678804,678804,12.09,1.85,662.185,"July 11, 24",0.0185,,,,,
2024-07-10,630.79,649.21,629.56,645.19,636.78,603200,603200,14.4,2.28,638.6875,"July 10, 24",0.0228,,,,,
2024-07-09,631.75,636.06,626,627.41,619.23,434729,434729,-4.34,-0.68698,630.305,"July 09, 24",-0.0068698,,,,,
2024-07-08,638.1,645,628.57,637.42,629.11,546900,546900,-0.68,-0.10657,637.2725,"July 08, 24",-0.0010657,,,,,
2024-07-05,650.45,652.18,629.47,633.95,625.69,530100,530100,-16.5,-2.54,641.5125,"July 05, 24",-0.0254,,,,,
2024-07-03,649.36,660.33,642.78,653.95,645.43,350743,350743,4.59,0.70685,651.605,"July 03, 24",0.0070685,,,,,
2024-07-02,635.79,647.58,634.64,645.88,637.46,446500,446500,10.09,1.59,640.9725,"July 02, 24",0.0159,,,,,
2024-07-01,649.07,649.07,629.41,640.84,632.49,507153,507153,-8.23,-1.27,642.0975,"July 01, 24",-0.0127,,,,,
2024-06-28,631.21,652.09,631.21,646.73,638.3,820126,820126,15.52,2.46,640.31,"June 28, 24",0.0246,,,,,
2024-06-27,626.15,630.82,620.12,623.04,614.92,576200,576200,-3.11,-0.49669,625.0325,"June 27, 24",-0.0049669,,,,,
2024-06-26,636.57,636.57,624,629.83,621.62,586917,586917,-6.74,-1.06,631.7425,"June 26, 24",-0.0106,,,,,
2024-06-25,644.48,644.67,629.22,640.45,632.1,442279,442279,-4.03,-0.62531,639.705,"June 25, 24",-0.0062531,,,,,
2024-06-24,644,653.9,635.39,645.37,636.96,364193,364193,1.37,0.21273,644.665,"June 24, 24",0.0021273,,,,,
2024-06-21,641.11,641.36,627.73,640.78,632.43,725382,725382,-0.33,-0.05147323,637.745,"June 21, 24",-0.0005147323,,,,,
2024-06-20,639.79,647.22,630.5,639.22,630.89,615750,615750,-0.57,-0.08909173,639.1825,"June 20, 24",-0.0008909173,,,,,
2024-06-18,615.66,646.41,607.42,644.89,636.49,1018000,1018000,29.23,4.75,628.595,"June 18, 24",0.0475,,,,,
2024-06-17,615.01,621,610,619.29,611.22,859097,859097,4.28,0.69592,616.325,"June 17, 24",0.0069592,,,,,
2024-06-14,616.5,618.5,596.48,616.21,608.18,709104,709104,-0.29,-0.04703974,611.9225,"June 14, 24",-0.0004703974,,,,,
2024-06-13,622.6,628.48,616.62,627.83,619.65,656913,656913,5.23,0.84003,623.8825,"June 13, 24",0.0084003,,,,,
2024-06-12,650,668.31,623.31,625.13,616.98,1111048,1111048,-24.87,-3.83,641.6875,"June 12, 24",-0.0383,,,,,
2024-06-11,640.5,640.5,624.07,627.98,619.8,750400,750400,-12.52,-1.95,633.2625,"June 11, 24",-0.0195,,,,,
2024-06-10,640.42,651,640.42,645.1,636.69,535219,535219,4.68,0.73077,644.235,"June 10, 24",0.0073077,,,,,
2024-06-07,630.83,647.83,626.26,643.4,635.02,677060,677060,12.57,1.99,637.08,"June 07, 24",0.0199,,,,,
2024-06-06,638.79,644.62,626.16,630.52,622.3,504263,504263,-8.27,-1.29,635.0225,"June 06, 24",-0.0129,,,,,
2024-06-05,634.36,643.49,625.06,640.87,632.52,382200,382200,6.51,1.03,635.945,"June 05, 24",0.0103,,,,,
2024-06-04,630.8,635.97,617.62,631.2,622.98,821400,821400,0.4,0.06341154,628.8975,"June 04, 24",0.0006341154,,,,,
2024-06-03,675,675,625.44,637.51,629.2,561047,561047,-37.49,-5.55,653.2375,"June 03, 24",-0.0555,,,,,
2024-05-31,661.3,670.19,650,669.41,660.69,859709,859709,8.11,1.23,662.725,"May 31, 24",0.0123,,,,,
2024-05-30,645.25,663.15,643,659.23,650.64,415315,415315,13.98,2.17,652.6575,"May 30, 24",0.0217,,,,,
2024-05-29,656.45,657.91,644.53,644.89,636.49,559500,559500,-11.56,-1.76,650.945,"May 29, 24",-0.0176,,,,,
2024-05-28,676.15,676.15,655.6,664.75,656.09,395312,395312,-11.4,-1.69,668.1625,"May 28, 24",-0.0169,,,,,
2024-05-24,671.34,675.15,662.12,673.55,664.77,296107,296107,2.21,0.32919,670.54,"May 24, 24",0.0032919,,,,,
2024-05-23,690,690,660.78,666.77,658.08,482066,482066,-23.23,-3.37,676.8875,"May 23, 24",-0.0337,,,,,
2024-05-22,690.94,692.28,679.53,682.6,673.71,280411,280411,-8.34,-1.21,686.3375,"May 22, 24",-0.0121,,,,,
2024-05-21,698.94,700.89,690.09,694.59,685.54,276033,276033,-4.35,-0.62237,696.1275,"May 21, 24",-0.0062237,,,,,
2024-05-20,686.53,706.81,686.33,701.13,691.99,344116,344116,14.6,2.13,695.2,"May 20, 24",0.0213,,,,,
2024-05-17,689.39,689.39,679.68,685.79,676.85,362951,362951,-3.6,-0.5222,686.0625,"May 17, 24",-0.005222,,,,,
2024-05-16,708.3,712,680.88,681.14,672.26,480471,480471,-27.16,-3.83,695.58,"May 16, 24",-0.0383,,,,,
2024-05-15,702.8,715.34,698.35,712.37,703.09,508800,508800,9.57,1.36,707.215,"May 15, 24",0.0136,,,,,
2024-05-14,701,703.84,689.24,694.47,685.42,349800,349800,-6.53,-0.93153,697.1375,"May 14, 24",-0.0093153,,,,,
2024-05-13,703.71,712.79,696.24,696.67,687.59,395100,395100,-7.04,-1,702.3525,"May 13, 24",-0.01,,,,,
2024-05-10,693.2,699.75,691.75,698.13,689.03,352100,352100,4.93,0.71119,695.7075,"May 10, 24",0.0071119,,,,,
2024-05-09,680,689.32,677.34,689.21,680.23,358500,358500,9.21,1.35,683.9675,"May 09, 24",0.0135,,,,,
2024-05-08,665.31,678.46,663.2,677.84,669.01,474005,474005,12.53,1.88,671.2025,"May 08, 24",0.0188,,,,,
2024-05-07,684.28,688.83,672.52,674.27,665.48,437500,437500,-10.01,-1.46,679.975,"May 07, 24",-0.0146,2024-05-08,2024-04-24,2024-05-22,1.63,1.63
2024-05-06,675,683.34,672.04,683.34,672.83,348400,348400,8.34,1.24,678.43,"May 06, 24",0.0124,,,,,
2024-05-03,678.08,685.89,664.33,666.66,656.41,343300,343300,-11.42,-1.68,673.74,"May 03, 24",-0.0168,,,,,
2024-05-02,663.22,669.05,646.6,664.57,654.35,366808,366808,1.35,0.20355,660.86,"May 02, 24",0.0020355,,,,,
2024-05-01,664.41,672.52,649.26,653.76,643.71,585950,585950,-10.65,-1.6,659.9875,"May 01, 24",-0.016,,,,,
