symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
CSCO,2025-07-26,68.69,3976000000,273111440000,9473000000,29643000000,293281440000
CSCO,2024-07-31,48.45,4043000000,195883350000,9023000000,32232000000,219092350000
CSCO,2023-07-31,52.04,4093000000,212999720000,10123000000,8391000000,211267720000
CSCO,2022-07-31,45.28,4170000000,188817600000,7079000000,10561000000,192299600000
CSCO,2021-07-31,55.37,4222000000,233772140000,9175000000,11526000000,236123140000
CSCO,2020-07-31,47.1,4236000000,199515600000,11809000000,14583000000,202289600000
CSCO,2019-07-31,55.4,4419000000,244812600000,11750000000,24666000000,257728600000
CSCO,2018-07-31,42.29,4837000000,204556730000,8934000000,25569000000,221191730000
CSCO,2017-07-31,31.45,5010000000,157564500000,11708000000,33717000000,179573500000
CSCO,2016-07-31,30.73,5053000000,155278690000,7631000000,28643000000,176290690000
CSCO,2015-07-31,28.42,5104000000,145055680000,6877000000,25354000000,163532680000
CSCO,2014-07-31,25.23,5234000000,132053820000,6726000000,20845000000,146172820000
CSCO,2013-07-31,25.59,5329000000,136369110000,7925000000,16211000000,144655110000
CSCO,2012-07-31,15.95,5370000000,85651500000,9799000000,16328000000,92180500000
CSCO,2011-07-31,15.83,5529000000,87524070000,7662000000,16822000000,96684070000
CSCO,2010-07-31,23.07,5732000000,132237240000,4581000000,15284000000,142940240000
CSCO,2009-07-31,22.01,5828000000,128274280000,5718000000,10295000000,132851280000
CSCO,2008-07-31,21.99,5986000000,131632139999,5191000000,6893000000,133334139999
CSCO,2007-07-31,28.91,6055000000,175050050000,3728000000,6408000000,177730050000
CSCO,2006-07-31,17.88,6158000000,110105040000,3297000000,6332000000,113140040000
CSCO,2005-07-31,19.26,6487000000,124939620000,4742000000,0,120197620000
CSCO,2004-07-31,20.92,6840000000,143092800000,3722000000,0,139370800000
CSCO,2003-07-31,19.49,7124000000,138846760000,3925000000,0,134921760000
CSCO,2002-07-31,13.19,7301000000,96300190000,9484000000,0,86816190000
CSCO,2001-07-31,19.22,7196000000,138307120000,4873000000,0,133434120000
CSCO,2000-07-31,65.44,6917000000,452648480000,4234000000,0,448414480000
CSCO,1999-07-31,31.06,6646000000,206424760000,913000000,0,205511760000
CSCO,1998-07-31,15.96,6312000000,100739520000,580000000,0,100159520000
CSCO,1997-07-31,8.84,5980000000,52863200000,269608000,0,52593592000
CSCO,1996-07-31,5.75,5748120000,33051690000,279695000,0,32771995000
CSCO,1995-07-31,3.1,2838199500,8798418450,284388000,0,8514030450
CSCO,1994-07-31,1.22,5368851000,6549998220,53600000,0,6496398220
CSCO,1993-07-31,1.44,4646394000,6690807360,27200000,0,6663607360
CSCO,1992-07-31,0.74133,4220000000,3128412600,40000000,0,3088412600
CSCO,1991-07-31,0.27257,4320000000,1177502400,40300000,0,1137202400
CSCO,1990-07-31,0.088543,3851316000,341007072,35800000,0,305207072
CSCO,1989-07-31,0.077258,3851316000,297544971,4200000,300000,293644971
CSCO,1988-07-31,0.077258,40000000,3090320,2300000,0,790320
