date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,recordDate,paymentDate,dividend,declarationDate
2025-03-13,42.9,43.47,42.47,42.78,42.13,5940806,5940806,-0.12,-0.27972,42.905,"March 13, 25",-0.0027972,,,,,
2025-03-12,44.56,44.78,42.67,42.79,42.14,5026000,5026000,-1.77,-3.97,43.7,"March 12, 25",-0.0397,,,,,
2025-03-11,45.53,45.86,44.22,44.82,44.14,3276011,3276011,-0.71,-1.56,45.1075,"March 11, 25",-0.0156,,,,,
2025-03-10,44.46,45.89,44.38,45.34,44.65,3890027,3890027,0.88,1.98,45.0175,"March 10, 25",0.0198,,,,,
2025-03-07,44.88,45.13,44.02,45.06,44.38,4715100,4715100,0.18,0.40107,44.7725,"March 07, 25",0.0040107,,,,,
2025-03-06,45.69,46.38,45.15,45.39,44.7,4236837,4236837,-0.3,-0.6566,45.6525,"March 06, 25",-0.006566,,,,,
2025-03-05,45.7,46.35,45.55,46.05,45.35,4868000,4868000,0.35,0.76586,45.9125,"March 05, 25",0.0076586,,,,,
2025-03-04,45,45.66,44.37,45.09,44.41,3881691,3881691,0.09,0.2,45.03,"March 04, 25",0.002,,,,,
2025-03-03,46.42,47.63,44.93,45.43,44.74,7525949,7525949,-0.99,-2.13,46.1025,"March 03, 25",-0.0213,,,,,
2025-02-28,43.6,45.06,43.6,44.71,44.03,3944848,3944848,1.11,2.55,44.2425,"February 28, 25",0.0255,,,,,
2025-02-27,43.6,44.18,42.99,43.74,43.08,3051000,3051000,0.14,0.3211,43.6275,"February 27, 25",0.003211,,,,,
2025-02-26,45.1,45.1,43.36,43.73,43.07,3301230,3301230,-1.37,-3.04,44.3225,"February 26, 25",-0.0304,,,,,
2025-02-25,45.01,45.33,43.65,44.36,43.69,6886397,6886397,-0.65,-1.44,44.5875,"February 25, 25",-0.0144,,,,,
2025-02-24,43.75,45.4,43.62,45.11,44.43,5185200,5185200,1.36,3.11,44.47,"February 24, 25",0.0311,,,,,
2025-02-21,45.16,45.37,43.71,44.02,43.35,4168941,4168941,-1.13,-2.52,44.565,"February 21, 25",-0.0252,,,,,
2025-02-20,44.09,44.99,44.02,44.97,44.29,4189512,4189512,0.88,2,44.5175,"February 20, 25",0.02,,,,,
2025-02-19,43.56,44.18,43.37,44.04,43.37,3973782,3973782,0.48,1.1,43.7875,"February 19, 25",0.011,,,,,
2025-02-18,43.69,44.36,43.36,43.82,43.16,5453900,5453900,0.13,0.29755,43.8075,"February 18, 25",0.0029755,,,,,
2025-02-14,42.75,43.55,42.52,43.37,42.71,5918100,5918100,0.62,1.45,43.0475,"February 14, 25",0.0145,,,,,
2025-02-13,43,43.05,41.94,42.21,41.57,5781100,5781100,-0.79,-1.84,42.55,"February 13, 25",-0.0184,,,,,
2025-02-12,41.43,42.42,41.32,41.89,41.26,5984100,5984100,0.46,1.11,41.765,"February 12, 25",0.0111,,,,,
2025-02-11,41.38,41.87,41.15,41.25,40.63,5281200,5281200,-0.13,-0.31416,41.4125,"February 11, 25",-0.0031416,,,,,
2025-02-10,42.89,43.1,41.57,41.67,41.04,6426100,6426100,-1.22,-2.84,42.3075,"February 10, 25",-0.0284,0.25,2025-02-10,2025-02-19,0.25,2025-01-29
2025-02-07,43,44.1,42.77,42.98,42.08,9402000,9402000,-0.02,-0.04651163,43.2125,"February 07, 25",-0.0004651163,,,,,
2025-02-06,43.68,43.8,42.05,42.32,41.43,12314903,12314903,-1.36,-3.11,42.9625,"February 06, 25",-0.0311,,,,,
2025-02-05,44,44.17,43.02,43.53,42.62,8821400,8821400,-0.47,-1.07,43.68,"February 05, 25",-0.0107,,,,,
2025-02-04,45.18,45.73,44.5,44.53,43.6,6377011,6377011,-0.65,-1.44,44.985,"February 04, 25",-0.0144,,,,,
2025-02-03,44.48,45.37,44.21,44.93,43.99,6387917,6387917,0.45,1.01,44.7475,"February 03, 25",0.0101,,,,,
2025-01-31,47.84,47.9,45.29,45.83,44.87,9319200,9319200,-2.01,-4.2,46.715,"January 31, 25",-0.042,,,,,
2025-01-30,47.5,48.73,46.53,48.24,47.23,13509223,13509223,0.74,1.56,47.75,"January 30, 25",0.0156,,,,,
2025-01-29,43.31,44.15,43.26,43.43,42.52,9646700,9646700,0.12,0.27707,43.5375,"January 29, 25",0.0027707,,,,,
2025-01-28,43.48,43.71,43.01,43.23,42.32,4279737,4279737,-0.25,-0.57498,43.3575,"January 28, 25",-0.0057498,,,,,
2025-01-27,43.09,44.1,43.09,43.45,42.54,4793200,4793200,0.36,0.83546,43.4325,"January 27, 25",0.0083546,,,,,
2025-01-24,43.61,43.85,43.18,43.5,42.59,4824547,4824547,-0.11,-0.25224,43.535,"January 24, 25",-0.0025224,,,,,
2025-01-23,44.03,44.08,43.22,43.45,42.54,5766288,5766288,-0.58,-1.32,43.695,"January 23, 25",-0.0132,,,,,
2025-01-22,45,45.18,43.87,44,43.08,5364102,5364102,-1,-2.22,44.5125,"January 22, 25",-0.0222,,,,,
2025-01-21,44.83,45.74,44.83,45.36,44.41,6228435,6228435,0.53,1.18,45.19,"January 21, 25",0.0118,,,,,
2025-01-17,44.2,44.86,44.17,44.4,43.47,4403600,4403600,0.2,0.45249,44.4075,"January 17, 25",0.0045249,,,,,
2025-01-16,44.29,44.68,43.78,43.98,43.06,4028214,4028214,-0.31,-0.69993,44.1825,"January 16, 25",-0.0069993,,,,,
2025-01-15,45.38,46.05,44.02,44.2,43.27,5657320,5657320,-1.18,-2.6,44.9125,"January 15, 25",-0.026,,,,,
2025-01-14,45.94,46.37,44.33,45,44.06,6820722,6820722,-0.94,-2.05,45.41,"January 14, 25",-0.0205,,,,,
2025-01-13,47.18,47.28,46.5,46.87,45.89,4953421,4953421,-0.31,-0.65706,46.9575,"January 13, 25",-0.0065706,,,,,
2025-01-10,48.67,48.82,47.02,47.21,46.22,4817628,4817628,-1.46,-3,47.93,"January 10, 25",-0.03,,,,,
2025-01-08,49.06,49.42,48.78,49.15,48.12,2584500,2584500,0.09,0.18345,49.1025,"January 08, 25",0.0018345,,,,,
2025-01-07,50.9,51.43,49.2,49.5,48.46,4652207,4652207,-1.4,-2.75,50.2575,"January 07, 25",-0.0275,,,,,
2025-01-06,51.08,51.98,50.68,50.93,49.86,3511217,3511217,-0.15,-0.29366,51.1675,"January 06, 25",-0.0029366,,,,,
2025-01-03,51.46,51.51,49.55,50.42,49.36,3051710,3051710,-1.04,-2.02,50.735,"January 03, 25",-0.0202,,,,,
2025-01-02,51.24,51.75,49.68,49.9,48.86,3161212,3161212,-1.34,-2.62,50.6425,"January 02, 25",-0.0262,,,,,
2024-12-31,50.91,51.52,50.85,51.36,50.28,1917100,1917100,0.45,0.88391,51.16,"December 31, 24",0.0088391,,,,,
2024-12-30,51.03,51.08,50.49,50.7,49.64,2426900,2426900,-0.33,-0.64668,50.825,"December 30, 24",-0.0064668,,,,,
2024-12-27,51.62,51.89,51.33,51.86,50.77,1747800,1747800,0.24,0.46494,51.675,"December 27, 24",0.0046494,,,,,
2024-12-26,51.72,52.3,51.61,51.97,50.88,1660599,1660599,0.25,0.48337,51.9,"December 26, 24",0.0048337,,,,,
2024-12-24,51.64,52.09,51.39,51.89,50.8,966900,966900,0.25,0.48412,51.7525,"December 24, 24",0.0048412,,,,,
2024-12-23,52.1,52.27,51.28,51.66,50.58,2302951,2302951,-0.44,-0.84453,51.8275,"December 23, 24",-0.0084453,,,,,
2024-12-20,51.29,52.37,51.04,52.25,51.16,8899708,8899708,0.96,1.87,51.7375,"December 20, 24",0.0187,,,,,
2024-12-19,51.52,51.82,50.91,51.28,50.21,3788343,3788343,-0.24,-0.46584,51.3825,"December 19, 24",-0.0046584,,,,,
2024-12-18,53.64,53.93,50.93,51.02,49.95,9479310,9479310,-2.62,-4.88,52.38,"December 18, 24",-0.0488,,,,,
2024-12-17,52.5,53.77,52.04,53.64,52.52,5655054,5655054,1.14,2.17,52.9875,"December 17, 24",0.0217,,,,,
2024-12-16,53.65,53.99,52.4,52.49,51.39,4659921,4659921,-1.16,-2.16,53.1325,"December 16, 24",-0.0216,,,,,
2024-12-13,53.95,54.3,53.43,53.87,52.74,3378846,3378846,-0.08,-0.14829,53.8875,"December 13, 24",-0.0014829,,,,,
2024-12-12,54.51,54.95,53.74,53.8,52.67,3585478,3585478,-0.71,-1.3,54.25,"December 12, 24",-0.013,,,,,
2024-12-11,55,55.07,54.06,54.45,53.31,4981622,4981622,-0.55,-1,54.645,"December 11, 24",-0.01,,,,,
2024-12-10,54.71,55.44,54.2,54.88,53.73,3457536,3457536,0.17,0.31073,54.8075,"December 10, 24",0.0031073,,,,,
2024-12-09,55.5,56.61,55.05,55.17,54.01,5328607,5328607,-0.33,-0.59459,55.5825,"December 09, 24",-0.0059459,,,,,
2024-12-06,54.31,54.88,53.98,53.99,52.86,3063327,3063327,-0.32,-0.58921,54.29,"December 06, 24",-0.0058921,,,,,
2024-12-05,54.68,54.9,53.8,53.84,52.71,2872842,2872842,-0.84,-1.54,54.305,"December 05, 24",-0.0154,,,,,
2024-12-04,54.16,54.64,53.78,54.6,53.46,4958782,4958782,0.44,0.81241,54.295,"December 04, 24",0.0081241,,,,,
2024-12-03,54.57,54.88,53.47,53.9,52.77,3645700,3645700,-0.665,-1.23,54.205,"December 03, 24",-0.0123,,,,,
2024-12-02,53.71,55.24,53.59,55,53.85,6710106,6710106,1.29,2.4,54.385,"December 02, 24",0.024,,,,,
2024-11-29,51.5,53.55,51.47,53.06,51.95,4739200,4739200,1.56,3.03,52.395,"November 29, 24",0.0303,,,,,
2024-11-27,51,52.06,51,51.42,50.34,3123500,3123500,0.42,0.82353,51.37,"November 27, 24",0.0082353,,,,,
2024-11-26,51.17,51.25,50.75,50.92,49.85,5795618,5795618,-0.25,-0.48857,51.0225,"November 26, 24",-0.0048857,,,,,
2024-11-25,50.6,51.72,50.36,51.4,50.32,5146205,5146205,0.8,1.58,51.02,"November 25, 24",0.0158,,,,,
2024-11-22,49.85,50.5,49.68,50.08,49.03,3408466,3408466,0.23,0.46138,50.0275,"November 22, 24",0.0046138,,,,,
2024-11-21,49.41,50.25,49.17,50.07,49.02,3347344,3347344,0.66,1.34,49.725,"November 21, 24",0.0134,,,,,
2024-11-20,49.32,49.94,49.18,49.91,48.86,3206034,3206034,0.59,1.2,49.5875,"November 20, 24",0.012,,,,,
2024-11-19,48.84,49.24,48.43,49.18,48.15,3360300,3360300,0.34,0.69615,48.9225,"November 19, 24",0.0069615,,,,,
2024-11-18,48.01,49.15,47.83,49.14,48.11,4904746,4904746,1.13,2.35,48.5325,"November 18, 24",0.0235,,,,,
2024-11-15,48.45,48.79,47.72,47.96,46.96,6334201,6334201,-0.485,-1.01,48.23,"November 15, 24",-0.0101,,,,,
2024-11-14,49.28,49.44,48.16,48.53,47.51,7592525,7592525,-0.75,-1.52,48.8525,"November 14, 24",-0.0152,,,,,
2024-11-13,49.17,49.58,48.93,49.53,48.49,5498568,5498568,0.36,0.73215,49.3025,"November 13, 24",0.0073215,,,,,
2024-11-12,50.22,50.34,48.88,49.26,48.23,9384000,9384000,-0.96,-1.91,49.675,"November 12, 24",-0.0191,,,,,
2024-11-11,50.69,51.05,50.22,50.64,49.58,3694849,3694849,-0.05,-0.09863878,50.65,"November 11, 24",-0.0009863878,,,,,
2024-11-08,50.55,50.75,49.49,50.38,49.33,8699100,8699100,-0.17,-0.3363,50.2925,"November 08, 24",-0.003363,,,,,
2024-11-07,51.34,52.06,51.18,51.46,50.38,6048637,6048637,0.12,0.23374,51.51,"November 07, 24",0.0023374,,,,,
2024-11-06,50.89,50.89,49.37,50.7,49.64,6280207,6280207,-0.19,-0.37335,50.4625,"November 06, 24",-0.0037335,,,,,
2024-11-05,51.19,51.22,49.95,50.34,49.29,7339241,7339241,-0.85,-1.66,50.675,"November 05, 24",-0.0166,0.2,2024-11-05,2024-11-13,0.2,2024-10-23
2024-11-04,51.75,51.93,51.16,51.37,50.1,7091700,7091700,-0.38,-0.7343,51.5525,"November 04, 24",-0.007343,,,,,
2024-11-01,52.4,53.17,51.7,51.73,50.45,4849214,4849214,-0.67,-1.28,52.25,"November 01, 24",-0.0128,,,,,
2024-10-31,52.63,52.81,51.83,51.85,50.57,6325402,6325402,-0.78,-1.48,52.28,"October 31, 24",-0.0148,,,,,
2024-10-30,52.86,53.31,52.76,52.93,51.62,5813542,5813542,0.07,0.13243,52.965,"October 30, 24",0.0013243,,,,,
2024-10-29,54.16,54.2,53.38,53.39,52.07,5596851,5596851,-0.77,-1.42,53.7825,"October 29, 24",-0.0142,,,,,
2024-10-28,52.91,53.91,52.91,53.62,52.29,4213887,4213887,0.71,1.34,53.3375,"October 28, 24",0.0134,,,,,
2024-10-25,52.63,54.11,52.63,52.76,51.46,7170194,7170194,0.13,0.24701,53.0325,"October 25, 24",0.0024701,,,,,
2024-10-24,52.15,53.4,51.3,52.47,51.17,8057294,8057294,0.32,0.61361,52.33,"October 24, 24",0.0061361,,,,,
2024-10-23,51.13,51.49,50.81,51.04,49.78,4486900,4486900,-0.09,-0.17602,51.1175,"October 23, 24",-0.0017602,,,,,
2024-10-22,51.3,51.98,50.97,51.75,50.47,4714200,4714200,0.45,0.87719,51.5,"October 22, 24",0.0087719,,,,,
2024-10-21,51.33,51.39,50.67,51.17,49.91,3430310,3430310,-0.16,-0.31171,51.14,"October 21, 24",-0.0031171,,,,,
2024-10-18,51.5,51.98,51.32,51.55,50.28,3229245,3229245,0.05,0.09708738,51.5875,"October 18, 24",0.0009708738,,,,,
2024-10-17,51.31,51.44,50.63,50.8,49.54,4377979,4377979,-0.51,-0.99396,51.045,"October 17, 24",-0.0099396,,,,,
2024-10-16,51.37,51.89,50.94,51.68,50.4,2725254,2725254,0.31,0.60347,51.47,"October 16, 24",0.0060347,,,,,
2024-10-15,51.67,51.84,50.82,50.95,49.69,5008836,5008836,-0.72,-1.39,51.32,"October 15, 24",-0.0139,,,,,
2024-10-14,52.18,52.86,51.63,52.27,50.98,4263473,4263473,0.09,0.17248,52.235,"October 14, 24",0.0017248,,,,,
2024-10-11,51.86,53.41,51.75,52.87,51.56,5721736,5721736,1.01,1.95,52.4725,"October 11, 24",0.0195,,,,,
2024-10-10,51.94,52.29,51.55,52.01,50.72,3438700,3438700,0.07,0.13477,51.9475,"October 10, 24",0.0013477,,,,,
2024-10-09,50.92,52.15,50.77,51.93,50.65,7827300,7827300,1.01,1.98,51.4425,"October 09, 24",0.0198,,,,,
2024-10-08,51.58,52.33,50.79,51.84,50.56,8469808,8469808,0.26,0.50407,51.635,"October 08, 24",0.0050407,,,,,
2024-10-07,53.83,54.39,52.72,53.33,52.01,8817600,8817600,-0.5,-0.92885,53.5675,"October 07, 24",-0.0092885,,,,,
2024-10-04,52.76,53.17,52.16,52.58,51.28,6426506,6426506,-0.18,-0.34117,52.6675,"October 04, 24",-0.0034117,,,,,
2024-10-03,50.97,52.06,50.6,51.97,50.69,6042122,6042122,1,1.96,51.4,"October 03, 24",0.0196,,,,,
2024-10-02,52.11,53.04,51.58,51.82,50.54,10484839,10484839,-0.29,-0.55652,52.1375,"October 02, 24",-0.0055652,,,,,
2024-10-01,50.48,52.4,50.48,51.83,50.55,12142200,12142200,1.35,2.67,51.2975,"October 01, 24",0.0267,,,,,
2024-09-30,51.37,51.62,49.97,50.34,49.1,9420041,9420041,-1.03,-2.01,50.825,"September 30, 24",-0.0201,,,,,
2024-09-27,50,51.5,49.43,51.12,49.86,16750228,16750228,1.12,2.24,50.5125,"September 27, 24",0.0224,,,,,
2024-09-26,48.5,48.75,47.12,48.4,47.2,16656500,16656500,-0.1,-0.20619,48.1925,"September 26, 24",-0.0020619,,,,,
2024-09-25,43.89,44.94,43.48,44.82,43.71,8223813,8223813,0.93,2.12,44.2825,"September 25, 24",0.0212,,,,,
2024-09-24,44.4,45.38,44.01,44.38,43.28,10905532,10905532,-0.02,-0.04504505,44.5425,"September 24, 24",-0.0004504505,,,,,
2024-09-23,42.18,42.85,41.86,42.13,41.09,7011731,7011731,-0.05,-0.11854,42.255,"September 23, 24",-0.0011854,,,,,
2024-09-20,42.19,42.21,41.59,41.98,40.94,7983586,7983586,-0.21,-0.49775,41.9925,"September 20, 24",-0.0049775,,,,,
2024-09-19,41.81,42.67,41.71,42.1,41.06,5322800,5322800,0.29,0.69361,42.0725,"September 19, 24",0.0069361,,,,,
2024-09-18,41.51,41.53,40.76,40.79,39.78,3152500,3152500,-0.72,-1.73,41.1475,"September 18, 24",-0.0173,,,,,
2024-09-17,40.6,41.61,40.5,41.4,40.38,4267800,4267800,0.8,1.97,41.0275,"September 17, 24",0.0197,,,,,
2024-09-16,40.12,40.53,39.97,40.26,39.26,4013234,4013234,0.14,0.34895,40.22,"September 16, 24",0.0034895,,,,,
2024-09-13,39.39,40.35,39.26,40.02,39.03,6328040,6328040,0.63,1.6,39.755,"September 13, 24",0.016,,,,,
2024-09-12,39.52,39.59,38.76,39.41,38.44,4541608,4541608,-0.11,-0.27834,39.32,"September 12, 24",-0.0027834,,,,,
2024-09-11,39.38,39.38,38.74,39.36,38.39,5629000,5629000,-0.02,-0.0507872,39.215,"September 11, 24",-0.000507872,,,,,
2024-09-10,40.05,40.05,38.91,39.28,38.31,5057200,5057200,-0.77,-1.92,39.5725,"September 10, 24",-0.0192,,,,,
2024-09-09,39.76,40.13,39,40,39.01,9216500,9216500,0.24,0.60362,39.7225,"September 09, 24",0.0060362,,,,,
2024-09-06,39.98,40.15,39.55,39.7,38.72,6282749,6282749,-0.28,-0.70035,39.845,"September 06, 24",-0.0070035,,,,,
2024-09-05,40.06,40.09,39.28,39.98,38.99,5031338,5031338,-0.08,-0.1997,39.8525,"September 05, 24",-0.001997,,,,,
2024-09-04,38.62,40.01,38.62,39.86,38.87,5852420,5852420,1.24,3.21,39.2775,"September 04, 24",0.0321,,,,,
2024-09-03,38.83,39.43,38.57,38.68,37.72,7459700,7459700,-0.15,-0.3863,38.8775,"September 03, 24",-0.003863,,,,,
2024-08-30,39.01,39.1,38.43,38.99,38.03,12254200,12254200,-0.02,-0.05126891,38.8825,"August 30, 24",-0.0005126891,,,,,
2024-08-29,39.18,39.51,38.55,38.64,37.68,7656300,7656300,-0.54,-1.38,38.97,"August 29, 24",-0.0138,,,,,
2024-08-28,39.71,39.74,38.56,39.01,38.05,6236300,6236300,-0.7,-1.76,39.255,"August 28, 24",-0.0176,,,,,
2024-08-27,40.54,40.71,39.88,39.94,38.95,6217942,6217942,-0.6,-1.48,40.2675,"August 27, 24",-0.0148,,,,,
2024-08-26,40.82,40.89,40.38,40.55,39.55,4606040,4606040,-0.265,-0.66144,40.66,"August 26, 24",-0.0066144,,,,,
2024-08-23,40.44,40.73,40.06,40.6,39.6,5143700,5143700,0.16,0.39565,40.4575,"August 23, 24",0.0039565,,,,,
2024-08-22,41.42,41.46,40.99,41.07,40.05,2999201,2999201,-0.35,-0.845,41.235,"August 22, 24",-0.00845,,,,,
2024-08-21,41.2,41.51,41.04,41.29,40.27,4170931,4170931,0.09,0.21845,41.26,"August 21, 24",0.0021845,,,,,
2024-08-20,40.69,41.01,40.43,40.97,39.96,4987710,4987710,0.28,0.68813,40.775,"August 20, 24",0.0068813,,,,,
2024-08-19,40.37,41.16,40.37,40.85,39.84,3429646,3429646,0.48,1.19,40.6875,"August 19, 24",0.0119,,,,,
2024-08-16,40.05,40.78,39.99,40.37,39.37,6004170,6004170,0.32,0.799,40.2975,"August 16, 24",0.00799,,,,,
2024-08-15,39.81,40.41,39.61,40.13,39.14,9741800,9741800,0.32,0.80382,39.99,"August 15, 24",0.0080382,,,,,
2024-08-14,39.43,39.56,38.63,39.5,38.52,8528537,8528537,0.07,0.17753,39.28,"August 14, 24",0.0017753,,,,,
2024-08-13,38.52,39.62,38.51,39.38,38.41,6378600,6378600,0.86,2.23,39.0075,"August 13, 24",0.0223,,,,,
2024-08-12,38.48,38.91,38.06,38.44,37.49,6637300,6637300,-0.04,-0.10395,38.4725,"August 12, 24",-0.0010395,,,,,
2024-08-09,39.75,39.84,37.87,38.57,37.62,6366506,6366506,-1.18,-2.97,39.0075,"August 09, 24",-0.0297,,,,,
2024-08-08,38.78,40.23,38.78,39.82,38.84,6179400,6179400,1.04,2.68,39.4025,"August 08, 24",0.0268,,,,,
2024-08-07,38.83,39.03,38.2,38.48,37.53,6580288,6580288,-0.35,-0.90136,38.635,"August 07, 24",-0.0090136,,,,,
2024-08-06,37.86,38.78,37.67,38.5,37.55,6823100,6823100,0.64,1.69,38.2025,"August 06, 24",0.0169,0.2,2024-08-06,2024-08-14,0.2,2024-07-24
2024-08-05,36.65,37.99,36.62,37.86,36.73,7218244,7218244,1.21,3.3,37.28,"August 05, 24",0.033,,,,,
2024-08-02,38.01,38.26,37.29,38.06,36.92,5808300,5808300,0.05,0.13154,37.905,"August 02, 24",0.0013154,,,,,
2024-08-01,39.67,39.7,38.32,38.47,37.32,6021700,6021700,-1.2,-3.02,39.04,"August 01, 24",-0.0302,,,,,
2024-07-31,39.81,40.38,39.65,39.67,38.49,10040737,10040737,-0.14,-0.35167,39.8775,"July 31, 24",-0.0035167,,,,,
2024-07-30,39.41,40.26,39.35,39.47,38.29,6402431,6402431,0.06,0.15225,39.6225,"July 30, 24",0.0015225,,,,,
2024-07-29,39.09,39.92,38.83,39.55,38.37,7334226,7334226,0.46,1.18,39.3475,"July 29, 24",0.0118,,,,,
2024-07-26,39.72,39.78,38.92,39.18,38.01,6490800,6490800,-0.54,-1.36,39.4,"July 26, 24",-0.0136,,,,,
2024-07-25,39.62,40.96,39.25,39.34,38.17,10539041,10539041,-0.28,-0.70671,39.7925,"July 25, 24",-0.0070671,,,,,
2024-07-24,41.09,41.24,40.17,40.32,39.12,6684243,6684243,-0.77,-1.87,40.705,"July 24, 24",-0.0187,,,,,
2024-07-23,41.25,41.34,40.63,41.13,39.9,5414300,5414300,-0.12,-0.29091,41.0875,"July 23, 24",-0.0029091,,,,,
2024-07-22,41.18,41.65,41.11,41.41,40.17,4320100,4320100,0.23,0.55852,41.3375,"July 22, 24",0.0055852,,,,,
2024-07-19,41.13,41.28,40.51,41.07,39.84,4169000,4169000,-0.06,-0.14588,40.9975,"July 19, 24",-0.0014588,,,,,
2024-07-18,42.12,42.36,40.93,41.1,39.87,6048300,6048300,-1.02,-2.42,41.6275,"July 18, 24",-0.0242,,,,,
2024-07-17,42.7,43.02,42.1,42.34,41.08,4076100,4076100,-0.36,-0.84309,42.54,"July 17, 24",-0.0084309,,,,,
2024-07-16,42.31,43.19,41.96,42.9,41.62,5631007,5631007,0.59,1.39,42.59,"July 16, 24",0.0139,,,,,
2024-07-15,42.6,42.99,42.12,42.25,40.99,3077900,3077900,-0.35,-0.8216,42.49,"July 15, 24",-0.008216,,,,,
2024-07-12,42.5,43,42.24,42.73,41.45,3591418,3591418,0.23,0.54118,42.6175,"July 12, 24",0.0054118,,,,,
2024-07-11,41.61,42.64,41.53,42.32,41.06,4117135,4117135,0.71,1.71,42.025,"July 11, 24",0.0171,,,,,
2024-07-10,41.64,41.72,41.18,41.43,40.19,4079509,4079509,-0.21,-0.50432,41.4925,"July 10, 24",-0.0050432,,,,,
2024-07-09,41.52,42.02,41.2,41.62,40.38,3866973,3866973,0.1,0.24085,41.59,"July 09, 24",0.0024085,,,,,
2024-07-08,42.15,42.34,41.4,41.45,40.21,4810746,4810746,-0.7,-1.66,41.835,"July 08, 24",-0.0166,,,,,
2024-07-05,42.28,42.59,41.94,42.09,40.83,6755063,6755063,-0.19,-0.44939,42.225,"July 05, 24",-0.0044939,,,,,
2024-07-03,42.54,43.1,42.43,42.55,41.28,3382104,3382104,0.01,0.02350729,42.655,"July 03, 24",0.0002350729,,,,,
2024-07-02,42.69,43.11,42.24,42.31,41.05,6171300,6171300,-0.38,-0.89014,42.5875,"July 02, 24",-0.0089014,,,,,
2024-07-01,44.07,44.48,42.72,42.88,41.6,6405900,6405900,-1.19,-2.7,43.5375,"July 01, 24",-0.027,,,,,
2024-06-28,44.31,44.55,43.95,44.25,42.93,20974600,20974600,-0.06,-0.13541,44.265,"June 28, 24",-0.0013541,,,,,
2024-06-27,43.88,44.32,43.53,44.14,42.82,6879800,6879800,0.26,0.59253,43.9675,"June 27, 24",0.0059253,,,,,
2024-06-26,44.28,44.33,43.52,43.81,42.5,9738610,9738610,-0.47,-1.06,43.985,"June 26, 24",-0.0106,,,,,
2024-06-25,44.74,44.74,44.03,44.37,43.05,7981000,7981000,-0.37,-0.827,44.47,"June 25, 24",-0.00827,,,,,
2024-06-24,45.75,45.84,44.48,44.84,43.5,10190908,10190908,-0.91,-1.99,45.2275,"June 24, 24",-0.0199,,,,,
2024-06-21,44.75,46.03,44.53,45.91,44.54,14193100,14193100,1.16,2.59,45.305,"June 21, 24",0.0259,,,,,
2024-06-20,44.17,45,44.15,44.61,43.28,7153019,7153019,0.44,0.99615,44.4825,"June 20, 24",0.0099615,,,,,
2024-06-18,44.09,44.36,43.73,44.3,42.98,7335523,7335523,0.21,0.4763,44.12,"June 18, 24",0.004763,,,,,
2024-06-17,43.17,44.46,43.11,44.35,43.03,5992537,5992537,1.18,2.73,43.7725,"June 17, 24",0.0273,,,,,
2024-06-14,43.69,43.93,43.23,43.25,41.96,4643506,4643506,-0.44,-1.01,43.525,"June 14, 24",-0.0101,,,,,
2024-06-13,43.99,44.31,43.8,44.07,42.75,3836600,3836600,0.08,0.18186,44.0425,"June 13, 24",0.0018186,,,,,
2024-06-12,44.28,44.47,43.75,44.24,42.92,6279513,6279513,-0.04,-0.09033424,44.185,"June 12, 24",-0.0009033424,,,,,
2024-06-11,44.5,44.6,43.81,44.12,42.8,5033000,5033000,-0.38,-0.85393,44.2575,"June 11, 24",-0.0085393,,,,,
2024-06-10,44.91,45.22,44.46,44.73,43.39,5168543,5168543,-0.18,-0.4008,44.83,"June 10, 24",-0.004008,,,,,
2024-06-07,43,45.91,42.99,45.02,43.68,10343400,10343400,2.02,4.7,44.23,"June 07, 24",0.047,,,,,
2024-06-06,43.68,43.88,43.41,43.66,42.36,6924762,6924762,-0.02,-0.04578755,43.6575,"June 06, 24",-0.0004578755,,,,,
2024-06-05,43.58,43.79,43.15,43.6,42.3,16346800,16346800,0.02,0.04589261,43.53,"June 05, 24",0.0004589261,,,,,
2024-06-04,44.63,44.67,43.39,43.57,42.27,6161912,6161912,-1.06,-2.38,44.065,"June 04, 24",-0.0238,,,,,
2024-06-03,45.22,45.29,44.49,44.86,43.52,4230505,4230505,-0.36,-0.79611,44.965,"June 03, 24",-0.0079611,,,,,
2024-05-31,44.35,45.05,43.77,45.03,43.69,6696413,6696413,0.68,1.53,44.55,"May 31, 24",0.0153,,,,,
2024-05-30,43.9,44.38,43.88,44,42.69,4777900,4777900,0.1,0.22779,44.04,"May 30, 24",0.0022779,,,,,
2024-05-29,44.19,44.42,43.75,43.9,42.59,4189600,4189600,-0.29,-0.65626,44.065,"May 29, 24",-0.0065626,,,,,
2024-05-28,44.88,45.25,44.51,44.73,43.39,4227292,4227292,-0.15,-0.33422,44.8425,"May 28, 24",-0.0033422,,,,,
2024-05-24,45.01,45.19,44.77,44.88,43.54,5878123,5878123,-0.13,-0.28882,44.9625,"May 24, 24",-0.0028882,,,,,
2024-05-23,45.86,45.9,44.6,44.8,43.46,4147200,4147200,-1.06,-2.31,45.29,"May 23, 24",-0.0231,,,,,
2024-05-22,46.11,46.19,45.38,45.87,44.5,3680100,3680100,-0.24,-0.52049,45.8875,"May 22, 24",-0.0052049,,,,,
2024-05-21,46.55,46.91,46.15,46.21,44.83,3786209,3786209,-0.34,-0.7304,46.455,"May 21, 24",-0.007304,,,,,
