symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
VICI,2028-12-31,4411383927,4576475021,4486000000,3911769632,4058163222,3977935011,3904202355,4050312748,3970239738,0,0,0,88229357,91531242,89721707,0,0,0,1,3
VICI,2027-12-31,4170881584,4237157408,4204019496,3698505546,3757275257,3727890401,3691350826,3750006847,3720678836,3018079282,3134119765,3125151040,83419218,84744760,84081989,2.9165,2.9915,2.88074,6,4
VICI,2026-12-31,4032889602,4161704258,4112160160,3576141940,3690367604,3646434657,3569223931,3683228627,3639380667,2928314488,2989069161,2958691824.5,80659326,83235668,82244768,2.84145,2.85305,2.79506,9,6
VICI,2025-12-31,3982522382,4002434993,3992478688,3531479094,3549136489,3540307792,3524647485,3542270721,3533459103,2867088361,2891394421,2879241391,79651963,80050223,79851093,2.74822,2.75982,2.73662,11,6
VICI,2024-12-31,3827205403,3914561345,3837172084,3393752645,3471215031,3402590543,3387187466,3464500001,3396008267,2768407852,2793007261,2780707556.5,76545564,78292716,76744901,2.65417,2.66591,2.64243,11,5
VICI,2023-12-31,3682381591,3820190590,3744667000,3265330953,3387532300,3320562185,3259014204,3380979154,3314138593,2613330999,2741126395,2635416000,73649033,76405265,74894765,2.54954,2.61639,2.49441,9,1
VICI,2022-12-30,2532756235,2607334470,2563069153,1027243880,1540865821,1284054851,1035635615,1553453422,1294544519,692217714,1038326572,865272144,24011676,36017514,30014595,1.21651,1.24382,1.19781,7,5
VICI,2021-12-30,1472291355,1515643688,1489912256,1305545993,1343988428,1321171227,1303020428,1341388497,1318615435,840724717,1261087077,1050905897,28164797,42247196,35205997,1.77226,1.81205,1.74501,7,4
VICI,2020-12-30,1187482091,1222448077,1201694295,891186732,1336780101,1113983417,682189692,1023284539,852737116,591074406,933107573,762090990,349113654,562582288,455847971,1.68327,1.72106,1.65739,6,4
VICI,2019-12-30,883862545,909888306,894440923,700348112,1050522169,875435141,782243914,805277465,791606084,472307065,708460598,590383832,24848856,37273284,31061070,1.35376,1.38415,1.33295,4,5
VICI,2018-12-30,893072285,919369232,903760889,612242595,918363892,765303244,625932853,938899279,782416066,432187316,648280974,540234145,23163183,34744776,28953980,1.43923,1.47154,1.4171,5,4
VICI,2017-12-30,184904662,190349270,187117667,163963158,168791133,165925528,163645973,168464608,165604546,293998558,305292495,298587375,3698163,3807057,3742424,0.285,0.2914,0.28062,5,4
