holder,shares,dateReported,change
"Redwood Grove Capital, LLC",261636,2025-09-30,0
Zurcher Kantonalbank (Zurich Cantonalbank),259533,2025-09-30,4220
Walleye Capital LLC,257066,2025-09-30,-238884
Marathon Asset Management Ltd,243366,2025-09-30,243366
WELLS FARGO & COMPANY/MN,241498,2025-09-30,61635
GAM Holding AG,238510,2025-09-30,238510
Holowesko Partners Ltd.,237500,2025-09-30,237500
"FULLER & THALER ASSET MANAGEMENT, INC.",235644,2025-09-30,934
Treasurer of the State of North Carolina,234236,2025-09-30,-9133
"Russell Investments Group, Ltd.",233991,2025-09-30,-24176
Mitsubishi UFJ Trust & Banking Corp,228524,2025-09-30,4213
ROYAL LONDON ASSET MANAGEMENT LTD,228409,2025-09-30,209930
"MetLife Investment Management, LLC",219442,2025-09-30,17476
"Asset Management One Co., Ltd.",219283,2025-09-30,11613
"TIAA TRUST, NATIONAL ASSOCIATION",211014,2025-09-30,211014
Korea Investment CORP,208185,2025-09-30,-12800
FLOSSBACH VON STORCH AG,206260,2025-09-30,-21175
WORLDQUANT MILLENNIUM ADVISORS LLC,205585,2025-09-30,205585
RAYMOND JAMES FINANCIAL INC,200534,2025-09-30,2856
KLP KAPITALFORVALTNING AS,196371,2025-09-30,-300
TD ASSET MANAGEMENT INC,189229,2025-09-30,8329
"Ramirez Asset Management, Inc.",188409,2025-09-30,3627
Slate Path Capital LP,187000,2025-09-30,-70400
CastleKnight Management LP,187000,2025-09-30,0
State of New Jersey Common Pension Fund D,182344,2025-09-30,5449
La Banque Postale Asset Management SA,175259,2025-09-30,-30805
"VAN DEN BERG MANAGEMENT I, INC",174228,2025-09-30,-1425
NOMURA ASSET MANAGEMENT CO LTD,172814,2025-09-30,-601
Lansforsakringar Fondforvaltning AB (publ),172537,2025-09-30,20070
LPL Financial LLC,166766,2025-09-30,17022
AMERICAN CENTURY COMPANIES INC,166624,2025-09-30,-399
PRIVATE MANAGEMENT GROUP INC,163935,2025-09-30,-1816
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,162760,2025-09-30,1009
"Ensign Peak Advisors, Inc",158070,2025-09-30,-9185
Arizona State Retirement System,154340,2025-09-30,1776
STATE OF MICHIGAN RETIREMENT SYSTEM,151964,2025-09-30,6400
CREDIT AGRICOLE S A,150200,2025-09-30,150200
Ninety One SA (PTY) Ltd,145854,2025-09-30,145854
M&G Plc,145819,2025-09-30,31551
"Resona Asset Management Co.,Ltd.",142938,2025-09-30,-9132
GATEWAY INVESTMENT ADVISERS LLC,142606,2025-09-30,99
Jefferies Financial Group Inc.,142008,2025-09-30,-59148
Handelsbanken Fonder AB,139800,2025-09-30,0
"Boston Common Asset Management, LLC",139591,2025-09-30,-160543
"KWMG, LLC",137738,2025-09-30,4264
VICTORY CAPITAL MANAGEMENT INC,136540,2025-09-30,-5049
"Concurrent Investment Advisors, LLC",134191,2025-09-30,-529
Mediolanum International Funds Ltd,134012,2025-09-30,1121
VOYA INVESTMENT MANAGEMENT LLC,133354,2025-09-30,-29482
Czech National Bank,132608,2025-09-30,11390
OPPENHEIMER ASSET MANAGEMENT INC.,130075,2025-09-30,77077
"SIH Partners, LLLP",129885,2025-09-30,129885
FORSTA AP-FONDEN,128800,2025-09-30,12600
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,125381,2025-09-30,3756
Ilmarinen Mutual Pension Insurance Co,125046,2025-09-30,0
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",115786,2025-09-30,-13379
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",113970,2025-09-30,-2993
Evelyn Partners Investment Management Services Ltd,113517,2025-09-30,7118
Retirement Systems of Alabama,111377,2025-09-30,-616810
"Vident Advisory, LLC",111132,2025-09-30,103280
DnB Asset Management AS,109017,2025-09-30,5259
"JANE STREET GROUP, LLC",108227,2025-09-30,108227
Quantinno Capital Management LP,107842,2025-09-30,54205
ProShare Advisors LLC,104499,2025-09-30,4115
WINTON GROUP Ltd,101476,2025-09-30,23769
LOS ANGELES CAPITAL MANAGEMENT LLC,99290,2025-09-30,99290
"State of Tennessee, Treasury Department",99237,2025-09-30,0
AMALGAMATED BANK,98978,2025-09-30,1919
Meiji Yasuda Asset Management Co Ltd.,96292,2025-09-30,-2359
Covalis Capital LLP,93935,2025-09-30,93935
"LETKO, BROSSEAU & ASSOCIATES INC",91484,2025-09-30,1034
"Beverly Hills Private Wealth, LLC",88735,2025-09-30,-442
PRUDENTIAL FINANCIAL INC,86222,2025-09-30,-2610
Evelyn Partners Investment Management (Europe) Ltd,86207,2025-09-30,-3532
Alpha Omega Wealth Management LLC,86009,2025-09-30,-829
Utah Retirement Systems,85152,2025-09-30,57613
"Entropy Technologies, LP",84366,2025-09-30,69213
Police & Firemen's Retirement System of New Jersey,83825,2025-09-30,5119
"Kovitz Investment Group Partners, LLC",82873,2025-09-30,-22035
CI INVESTMENTS INC.,82720,2025-09-30,15523
Rathbones Group PLC,82650,2025-09-30,-5730
DANSKE BANK A/S,82088,2025-09-30,-78239
CIBC Asset Management Inc,80883,2025-09-30,81
"Old North State Wealth Management, LLC",80647,2025-09-30,685
APG Asset Management N.V.,80384,2025-09-30,0
MANNING & NAPIER ADVISORS LLC,79552,2025-09-30,-72668
"Sage Capital Advisors,llc",79359,2025-09-30,9
"FEDERATED HERMES, INC.",78697,2025-09-30,-41290
NATIONAL BANK OF CANADA /FI/,78531,2025-09-30,-275395
South Dakota Investment Council,78257,2025-09-30,78257
Magnetar Financial LLC,78213,2025-09-30,78213
"ExodusPoint Capital Management, LP",77107,2025-09-30,77107
"Metis Global Partners, LLC",75042,2025-09-30,14381
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,75023,2025-09-30,-7099
"Pathstone Holdings, LLC",73165,2025-09-30,1451
"XPONANCE, INC.",72827,2025-09-30,-2291
"Mirae Asset Global Investments Co., Ltd.",70891,2025-09-30,11437
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,69949,2025-09-30,3394
AQR CAPITAL MANAGEMENT LLC,69529,2025-09-30,23346
TEACHER RETIREMENT SYSTEM OF TEXAS,68386,2025-09-30,-10872
SWS Partners,66939,2025-09-30,3054
Pictet & Cie (Europe) SA,65849,2025-09-30,8889
"Sumitomo Mitsui DS Asset Management Company, Ltd",61883,2025-09-30,1289
"YOUSIF CAPITAL MANAGEMENT, LLC",61373,2025-09-30,5652
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,59645,2025-09-30,16865
"PNC FINANCIAL SERVICES GROUP, INC.",58468,2025-09-30,-4
Verition Fund Management LLC,58223,2025-09-30,-10359
DAVENPORT & Co LLC,57124,2025-09-30,-974
"State of Alaska, Department of Revenue",57070,2025-09-30,1381
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,56587,2025-09-30,-277
DoubleLine ETF Adviser LP,56191,2025-09-30,1902
Trexquant Investment LP,54416,2025-09-30,54416
"COMMONWEALTH EQUITY SERVICES, LLC",54393,2025-09-30,-1135
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,52316,2025-09-30,-562
AustralianSuper Pty Ltd,50602,2025-09-30,19268
Allianz Asset Management GmbH,50366,2025-09-30,-10368
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,48298,2025-09-30,-1326
MACQUARIE GROUP LTD,46437,2025-09-30,-6290
PUBLIC SECTOR PENSION INVESTMENT BOARD,45351,2025-09-30,11019
TIMUCUAN ASSET MANAGEMENT INC/FL,45000,2025-09-30,0
"Wharton Business Group, LLC",44572,2025-09-30,0
"Rafferty Asset Management, LLC",44499,2025-09-30,2483
Swedbank AB,44304,2025-09-30,0
Investors Research Corp,43776,2025-09-30,-225
Groupe la Francaise,43348,2025-09-30,42168
ABN AMRO Bank N.V.,42004,2025-09-30,-391015
"ADAMS NATURAL RESOURCES FUND, INC.",41300,2025-09-30,0
"Lighthouse Investment Partners, LLC",40000,2025-09-30,-25000
MAINSTAY CAPITAL MANAGEMENT LLC /ADV,38875,2025-09-30,-36562
Sterling Capital Management LLC,38868,2025-09-30,-4598
PINNACLE ASSOCIATES LTD,38538,2025-09-30,-756
OSSIAM,38345,2025-09-30,-8140
PARADIGM CAPITAL MANAGEMENT INC/NY,38180,2025-09-30,-60000
MIZUHO SECURITIES USA LLC,38028,2025-09-30,3756
Fruth Investment Management,37522,2025-09-30,-2535
GUGGENHEIM CAPITAL LLC,37263,2025-09-30,19498
Robeco Institutional Asset Management B.V.,35132,2025-09-30,-87565
"ADVISOR GROUP HOLDINGS, INC.",34802,2025-09-30,2541
STIFEL FINANCIAL CORP,34525,2025-09-30,-43
Kentucky Retirement Systems,32709,2025-09-30,32709
Boston Partners,32583,2025-09-30,11773
"Bank Julius Baer & Co. Ltd, Zurich",32159,2025-09-30,-2407
"Mariner, LLC",31906,2025-09-30,294
WESTWOOD HOLDINGS GROUP INC,31120,2025-09-30,468
Raiffeisen Bank International AG,30570,2025-09-30,-26492
Cerity Partners LLC,29711,2025-09-30,-1398
LOWE BROCKENBROUGH & CO INC,29683,2025-09-30,-1244
Generali Asset Management SPA SGR,29494,2025-09-30,16592
Neuberger Berman Group LLC,29231,2025-09-30,6744
Cetera Investment Advisers,29092,2025-09-30,7630
GREENWOOD CAPITAL ASSOCIATES LLC,29080,2025-09-30,29080
NEOS Investment Management LLC,28163,2025-09-30,10916
"Norinchukin Bank, The",27668,2025-09-30,1373
Meiji Yasuda Life Insurance Co,27586,2025-09-30,-1242
Louisiana State Employees Retirement System,27400,2025-09-30,1200
Ethic Inc.,27020,2025-09-30,-14083
Point72 Hong Kong Ltd,26747,2025-09-30,-33907
"Cresset Asset Management, LLC",25940,2025-09-30,-3467
"Redmond Asset Management, LLC",25388,2025-09-30,7473
Maryland State Retirement & Pension System,25321,2025-09-30,0
"SECURIAN ASSET MANAGEMENT, INC",25214,2025-09-30,-565
Diversified Trust Co,25166,2025-09-30,1006
OMERS ADMINISTRATION Corp,25067,2025-09-30,14200
EDENTREE ASSET MANAGEMENT Ltd,25000,2025-09-30,0
Banque Cantonale Vaudoise,24580,2025-09-30,-11018
Investment Management Corp of Ontario,24440,2025-09-30,11700
"Atria Investments, Inc",24189,2025-09-30,-4093
Nekton Capital Ltd.,24146,2025-09-30,0
"Abacus Planning Group, Inc.",23083,2025-09-30,0
"Vanguard Personalized Indexing Management, LLC",23082,2025-09-30,-575
"Connor, Clark & Lunn Investment Management Ltd.",22726,2025-09-30,7538
"HighTower Advisors, LLC",22517,2025-09-30,1147
"TOUNJIAN ADVISORY PARTNERS, LLC",22512,2025-09-30,22512
LAZARD ASSET MANAGEMENT LLC,22402,2025-09-30,17038
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,22385,2025-09-30,-700
"Allspring Global Investments Holdings, LLC",21771,2025-09-30,-1406
"JACOBS LEVY EQUITY MANAGEMENT, INC",20962,2025-09-30,-685
"Ronald Blue Trust, Inc.",20879,2025-09-30,1079
"Berkeley Capital Partners, LLC",20810,2025-09-30,20810
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,20669,2025-09-30,887
"Cambridge Investment Research Advisors, Inc.",20421,2025-09-30,135
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,20382,2025-09-30,0
Dynamic Technology Lab Private Ltd,20348,2025-09-30,-462
TOKIO MARINE ASSET MANAGEMENT CO LTD,20334,2025-09-30,139
iSAM Funds (UK) Ltd,19684,2025-09-30,19684
MERCER GLOBAL ADVISORS INC /ADV,19433,2025-09-30,-5887
XTX Topco Ltd,19348,2025-09-30,19348
DARK FOREST CAPITAL MANAGEMENT LP,19291,2025-09-30,-5640
CAPTRUST FINANCIAL ADVISORS,18706,2025-09-30,1426
BURNEY CO/,18321,2025-09-30,-942
ALLSTATE CORP,18174,2025-09-30,18174
"Horizon Investments, LLC",18153,2025-09-30,169
"Miracle Mile Advisors, LLC",18090,2025-09-30,33
"NewEdge Wealth, LLC",18062,2025-09-30,11818
EVERENCE CAPITAL MANAGEMENT INC,17810,2025-09-30,0
TRUIST FINANCIAL CORP,17580,2025-09-30,-1160
"Valeo Financial Advisors, LLC",17402,2025-09-30,5898
Assenagon Asset Management S.A.,17209,2025-09-30,1458
FULLCIRCLE WEALTH LLC,16965,2025-09-30,-175
"Capital Group Private Client Services, Inc.",16692,2025-09-30,16692
"Toroso Investments, LLC",16636,2025-09-30,2000
"Catalytic Wealth RIA, LLC",16491,2025-09-30,1658
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",16473,2025-09-30,4176
WEATHERLY ASSET MANAGEMENT L. P.,16367,2025-09-30,-3312
Janney Montgomery Scott LLC,16089,2025-09-30,-1173
"Icon Wealth Advisors, LLC",16044,2025-09-30,159
Oak Thistle LLC,15999,2025-09-30,15999
BENJAMIN EDWARDS INC,15542,2025-09-30,8766
"626 Financial, LLC",15348,2025-09-30,-433
Federation des caisses Desjardins du Quebec,15289,2025-09-30,-5079
MOODY NATIONAL BANK TRUST DIVISION,14818,2025-09-30,-183
"Crossmark Global Holdings, Inc.",14631,2025-09-30,0
"SG Americas Securities, LLC",14628,2025-09-30,-68052
"Summit Trail Advisors, LLC",14622,2025-09-30,8648
TWIN CAPITAL MANAGEMENT INC,14494,2025-09-30,-39208
MUFG SECURITIES AMERICAS INC.,14080,2025-09-30,3090
"Forum Financial Management, LP",14016,2025-09-30,-1630
Squarepoint Ops LLC,13927,2025-09-30,-13203
Kentucky Retirement Systems Insurance Trust Fund,13710,2025-09-30,13710
"Legacy Wealth Asset Management, LLC",13601,2025-09-30,50
"Merit Financial Group, LLC",13518,2025-09-30,632
Wahed Invest LLC,13500,2025-09-30,13500
Lombard Odier Asset Management (Switzerland) SA,13171,2025-09-30,-1844
PROFUND ADVISORS LLC,12952,2025-09-30,263
"Diligent Investors, LLC",12867,2025-09-30,-2358
"NISA INVESTMENT ADVISORS, LLC",12570,2025-09-30,-1788
V-Square Quantitative Management LLC,12543,2025-09-30,557
NOMURA HOLDINGS INC,12540,2025-09-30,12540
"Empowered Funds, LLC",12473,2025-09-30,1120
STRS OHIO,12458,2025-09-30,-37155
"QRG CAPITAL MANAGEMENT, INC.",12368,2025-09-30,127
Centennial Wealth Advisory LLC,12002,2025-09-30,855
US BANCORP \DE\,11910,2025-09-30,-1665
"Sapience Investments, LLC",11791,2025-09-30,-20
CITIZENS FINANCIAL GROUP INC/RI,11758,2025-09-30,201
Virtu Financial LLC,11640,2025-09-30,-11746
Wealth Alliance,11265,2025-09-30,-1104
Turim 21 Investimentos Ltda.,10916,2025-09-30,7256
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,10900,2025-09-30,-6100
Tower Research Capital LLC (TRC),10807,2025-09-30,-25424
"Nicholas Hoffman & Company, LLC.",10574,2025-09-30,0
"Colony Group, LLC",10463,2025-09-30,-601
Vestcor Inc,10257,2025-09-30,0
"Kimelman & Baird, LLC",10250,2025-09-30,0
MUFG Securities EMEA plc,9994,2025-09-30,8537
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,9742,2025-09-30,1086
"Jump Financial, LLC",9724,2025-09-30,-12062
"Moors & Cabot, Inc.",9722,2025-09-30,-222
"HB Wealth Management, LLC",9416,2025-09-30,9416
FIFTH THIRD BANCORP,9301,2025-09-30,-101
"New Age Alpha Advisors, LLC",9078,2025-09-30,4466
"Capital International, Inc./CA/",8755,2025-09-30,8755
VAN ECK ASSOCIATES CORP,8666,2025-09-30,-10379
Y-Intercept (Hong Kong) Ltd,8497,2025-09-30,-21538
"CWM, LLC",8133,2025-09-30,726
"Radnor Capital Management, LLC",8058,2025-09-30,0
"Patten Group, Inc.",7969,2025-09-30,-2561
"MML INVESTORS SERVICES, LLC",7894,2025-09-30,91
"Empirical Finance, LLC",7813,2025-09-30,-6
Rockefeller Capital Management L.P.,7713,2025-09-30,7713
"LifeWealth Investments, LLC",7687,2025-09-30,-48
WESBANCO BANK INC,7608,2025-09-30,0
"Pflug Koory, LLC",7592,2025-09-30,-22
"WILEY BROS.-AINTREE CAPITAL, LLC",7490,2025-09-30,7490
Triodos Investment Management BV,7400,2025-09-30,0
INVESTORS ASSET MANAGEMENT OF GEORGIA INC /GA/ /ADV,7307,2025-09-30,-850
"Atomi Financial Group, Inc.",7218,2025-09-30,947
Wealthfront Advisers LLC,7094,2025-09-30,1498
Creative Planning,7082,2025-09-30,338
"Chicago Capital, LLC",7075,2025-09-30,0
Perpetual Ltd,7049,2025-09-30,-2804
"Vestmark Advisory Solutions, Inc.",7015,2025-09-30,-4733
EDMOND DE ROTHSCHILD HOLDING S.A.,7000,2025-09-30,7000
"CI Private Wealth, LLC",6940,2025-09-30,117
OLD NATIONAL BANCORP /IN/,6916,2025-09-30,6916
International Private Wealth Advisors LLC,6907,2025-09-30,-713
"Blueshift Asset Management, LLC",6587,2025-09-30,6587
"MONECO Advisors, LLC",6568,2025-09-30,-258
"Graham Capital Management, L.P.",6554,2025-09-30,6554
GAMMA Investing LLC,6405,2025-09-30,1001
"Sequoia Financial Advisors, LLC",6348,2025-09-30,6348
REGIONS FINANCIAL CORP,6309,2025-09-30,6309
"GeoWealth Management, LLC",6277,2025-09-30,-1
TEMA ETFS LLC,6175,2025-09-30,6175
PARK AVENUE SECURITIES LLC,6128,2025-09-30,613
"Advisory Services Network, LLC",6091,2025-09-30,47
Integrated Wealth Concepts LLC,6082,2025-09-30,1126
AMG National Trust Bank,6062,2025-09-30,6062
"Kestra Advisory Services, LLC",5895,2025-09-30,-779
"EverSource Wealth Advisors, LLC",5825,2025-09-30,148
"Steward Partners Investment Advisory, LLC",5782,2025-09-30,40
M&T BANK CORP,5775,2025-09-30,-35715
INTECH INVESTMENT MANAGEMENT LLC,5681,2025-09-30,-161
Blackhawk Capital Partners LLC.,5667,2025-09-30,360
STEPHENS INC /AR/,5578,2025-09-30,511
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",5526,2025-09-30,-602
WEST PACES ADVISORS INC.,5453,2025-09-30,-11
Harbor Advisors LLC,5315,2025-09-30,0
OLD MISSION CAPITAL LLC,5271,2025-09-30,-24172
"Ascent Group, LLC",5243,2025-09-30,5243
OSTRUM ASSET MANAGEMENT,5238,2025-09-30,-162
"NorthRock Partners, LLC",5223,2025-09-30,5223
HighPoint Advisor Group LLC,5220,2025-09-30,-122
"PATTON FUND MANAGEMENT, INC.",5215,2025-09-30,5215
"Legacy Capital Group California, Inc.",4946,2025-09-30,82
PARK NATIONAL CORP /OH/,4883,2025-09-30,4883
"RiverFront Investment Group, LLC",4864,2025-09-30,4864
SYNOVUS FINANCIAL CORP,4803,2025-09-30,-12473
"Nilsine Partners, LLC",4750,2025-09-30,-754
"Ameritas Investment Partners, Inc.",4710,2025-09-30,0
Gryphon Financial Partners LLC,4709,2025-09-30,4709
Citizens National Bank Trust Department,4690,2025-09-30,0
"Wealthspire Advisors, LLC",4265,2025-09-30,-607
CARY STREET PARTNERS INVESTMENT ADVISORY LLC,4180,2025-09-30,849
Point72 Europe (London) LLP,3774,2025-09-30,3774
"Versant Capital Management, Inc",3393,2025-09-30,1139
JONES FINANCIAL COMPANIES LLLP,3292,2025-09-30,-3795
Geneos Wealth Management Inc.,3193,2025-09-30,-8005
Siemens Fonds Invest GmbH,3181,2025-09-30,-35
CARY STREET PARTNERS FINANCIAL LLC,3154,2025-09-30,579
CX Institutional,2859,2025-09-30,150
Penserra Capital Management LLC,2841,2025-09-30,62
"Skylands Capital, LLC",2817,2025-09-30,-50
"Transamerica Financial Advisors, Inc.",2800,2025-09-30,243
Bank & Trust Co,2702,2025-09-30,0
Hartford Financial Management Inc.,2605,2025-09-30,-5000
AXA Investment Managers S.A.,2569,2025-09-30,2569
TD PRIVATE CLIENT WEALTH LLC,2560,2025-09-30,180
Smartleaf Asset Management LLC,2321,2025-09-30,2243
"ASSETMARK, INC",2300,2025-09-30,128
"Oakworth Capital, Inc.",2187,2025-09-30,1185
Allworth Financial LP,2137,2025-09-30,-48
"McIlrath & Eck, LLC",2027,2025-09-30,0
"FNY Investment Advisers, LLC",2000,2025-09-30,2000
MAI Capital Management,1842,2025-09-30,249
"EXCHANGE TRADED CONCEPTS, LLC",1839,2025-09-30,191
Aster Capital Management (DIFC) Ltd,1837,2025-09-30,1837
HUNTINGTON NATIONAL BANK,1787,2025-09-30,382
"Global Retirement Partners, LLC",1756,2025-09-30,138
"SIGNATUREFD, LLC",1747,2025-09-30,102
"Farther Finance Advisors, LLC",1729,2025-09-30,-825
BESSEMER GROUP INC,1588,2025-09-30,814
Covestor Ltd,1494,2025-09-30,-28
QUADRANT CAPITAL GROUP LLC,1424,2025-09-30,1424
"BFSG, LLC",1415,2025-09-30,0
"Parallel Advisors, LLC",1406,2025-09-30,-88
"MATHER GROUP, LLC.",1288,2025-09-30,1288
MASSMUTUAL TRUST CO FSB/ADV,1235,2025-09-30,105
Quarry LP,1162,2025-09-30,-717
"NBC SECURITIES, INC.",1131,2025-09-30,-110
SENTRY INVESTMENT MANAGEMENT LLC,1110,2025-09-30,-486
Gen-Wealth Partners Inc,1063,2025-09-30,108
BROWN BROTHERS HARRIMAN & CO,943,2025-09-30,245
"SRS Capital Advisors, Inc.",940,2025-09-30,-51
TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA,920,2025-09-30,0
CLEAR STREET MARKETS LLC,901,2025-09-30,567
