date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
2024-12-31,IDXX,USD,0000874716,2025-02-21,2025-02-21 08:28:50,2024,FY,288266000,0,288266000,561316000,381877000,168438000,1399897000,829252000,405100000,111676000,516776000,57718000,125630000,364170000,1893546000,0,3293443000,114211000,439326000,62252000,33799000,418328000,1067916000,547622000,26939000,11312000,44341000,630214000,0,119375000,1698130000,0,10784000,5332438000,-93645000,-3654264000,1595313000,1595313000,3293443000,0,3293443000,57718000,986948000,698682000,https://www.sec.gov/Archives/edgar/data/874716/000087471625000037/0000874716-25-000037-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471625000037/idxx-20241231.htm
2023-12-31,IDXX,USD,0000874716,2024-02-22,2024-02-22 16:17:19,2023,FY,453932000,0,453932000,529528000,380282000,131512000,1495254000,817676000,365961000,84500000,450461000,56193000,107364000,332977000,1764671000,0,3259925000,110643000,344799000,86553000,37195000,372357000,951547000,722554000,28533000,7235000,65526000,823848000,0,119473000,1775395000,0,10751000,4444571000,-71206000,-2899586000,1484530000,1484530000,3259925000,0,3259925000,56193000,1067353000,613421000,https://www.sec.gov/Archives/edgar/data/874716/000087471624000057/0000874716-24-000057-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471624000057/idxx-20231231.htm
2022-12-31,IDXX,USD,0000874716,2023-02-16,2023-02-16 17:08:02,2022,FY,112546000,0,112546000,490903000,367823000,130205000,1101477000,768092000,361795000,97672000,459467000,55500000,55215000,307014000,1645288000,0,2746765000,110221000,674407000,48547000,37938000,364690000,1235803000,795626000,30862000,8150000,67587000,902225000,0,121664000,2138028000,0,10719000,3599529000,-77796000,-2923715000,608737000,608737000,2746765000,0,2746765000,55500000,1470033000,1357487000,https://www.sec.gov/Archives/edgar/data/874716/000087471623000006/0000874716-23-000006-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471623000006/idxx-20221231.htm
2021-12-31,IDXX,USD,0000874716,2022-02-16,2022-02-16 14:57:07,2021,FY,144454000,0,144454000,425584000,269030000,116587000,955655000,692768000,359345000,99035000,458380000,18598000,24784000,287018000,1481548000,0,2437203000,116140000,168427000,42605000,40034000,396373000,763579000,862582000,41174000,8935000,70941000,983632000,0,107308000,1747211000,0,10688000,2920440000,-53484000,-2187652000,689992000,689992000,2437203000,0,2437203000,18598000,1031009000,886555000,https://www.sec.gov/Archives/edgar/data/874716/000087471622000007/0000874716-22-000007-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471622000007/idxx-20211231.htm
2020-12-31,IDXX,USD,0000874716,2021-02-12,2021-02-12 15:22:33,2020,FY,383928000,0,383928000,374742000,209873000,94195000,1062738000,646338000,243347000,52543000,295890000,12065000,31549000,245981000,1231823000,0,2294561000,74558000,67721000,42676000,42567000,355239000,582761000,935531000,46163000,11707000,85604000,1079005000,0,94772000,1661766000,0,10646000,2175595000,-53615000,-1500538000,632088000,632795000,2294561000,707000,2294561000,12065000,1003252000,619324000,https://www.sec.gov/Archives/edgar/data/874716/000087471621000008/0000874716-21-000008-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471621000008/idxx-20201231.htm
2019-12-31,IDXX,USD,0000874716,2020-02-14,2020-02-14 17:08:09,2019,FY,90326000,0,90326000,307487000,195019000,86807000,679639000,614452000,239724000,58468000,298192000,13657000,8100000,218435000,1152836000,0,1832475000,72172000,304046000,31108000,41462000,276549000,725337000,766382000,48743000,33024000,81164000,929313000,0,82753000,1654650000,0,10571000,1595648000,-46182000,-1382564000,177473000,177825000,1832475000,352000,1832475000,13657000,1070428000,980102000,https://www.sec.gov/Archives/edgar/data/874716/000087471620000006/0000874716-20-000006-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471620000006/idxx201910k.htm
2018-12-31,IDXX,USD,0000874716,2019-02-15,2019-02-15 15:13:08,2018,FY,123794000,0,123794000,258525000,173303000,84452000,654172000,437270000,214489000,41825000,256314000,10894000,8481000,170218000,883177000,0,1537349000,69534000,398937000,26609000,41290000,234074000,770444000,601348000,60697000,29267000,84826000,776138000,0,0,1546582000,0,10509000,1167928000,-41791000,-1146159000,-9513000,-9233000,1537349000,280000,1537349000,10894000,1000285000,876491000,https://www.sec.gov/Archives/edgar/data/874716/000087471619000004/0000874716-19-000004-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471619000004/idxx201810k.htm
2017-12-31,IDXX,USD,0000874716,2018-02-16,2018-02-16 14:51:54,2017,FY,187675000,284255000,471930000,270072000,164318000,130107000,971985000,379096000,199873000,43846000,243719000,9949000,7698000,100969000,741431000,0,1713416000,66968000,655000000,29389000,29181000,224029000,1004567000,606075000,35545000,25353000,95718000,762691000,0,0,1767258000,0,10428000,803545000,-36470000,-831609000,-54106000,-53842000,1713416000,264000,1713416000,294204000,1261075000,1073400000,https://www.sec.gov/Archives/edgar/data/874716/000087471618000005/0000874716-18-000005-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471618000005/idxx-20171231x10k.htm
2016-12-31,IDXX,USD,0000874716,2017-02-17,2017-02-17 16:43:46,2016,FY,154901000,236949000,391850000,232166000,158034000,116952000,845584000,357422000,178228000,46155000,224383000,10978000,5707000,86630000,685120000,0,1530704000,60057000,611000000,23973000,27380000,212158000,934568000,593110000,33015000,39287000,38937000,704349000,0,0,1638917000,0,10334000,540401000,-43053000,-616034000,-108352000,-108213000,1530704000,139000,1530704000,247927000,1204110000,1049209000,https://www.sec.gov/Archives/edgar/data/874716/000087471617000004/0000874716-17-000004-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471617000004/c716-20161231x10k.htm
2015-12-31,IDXX,USD,0000874716,2016-02-17,2016-02-16 18:24:34,2015,FY,128994000,213591000,342585000,200110000,188833000,129142000,821634000,333026000,178934000,55909000,234843000,12165000,0,73325000,653359000,0,1474993000,52648000,573000000,18963000,25583000,186567000,856761000,597085000,27055000,49389000,28698000,702227000,0,0,1558988000,0,10258000,318356000,-42265000,-370474000,-84125000,-83995000,1474993000,130000,1474993000,225756000,1170085000,1041091000,https://www.sec.gov/Archives/edgar/data/874716/000087471616000020/0000874716-16-000020-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471616000020/c716-20151231x10k.htm
