symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
JBL,2025-08-31,204.83,109500000,22428885000,1933000000,3366000000,23861885000
JBL,2024-08-31,109.28,122400000,13375872000,2201000000,3257000000,14431872000
JBL,2023-08-31,114.42,133000000,15217860000,1804000000,3248000000,16661860000
JBL,2022-08-31,60.3,141200000,8514360000,1478000000,3411000000,10447360000
JBL,2021-08-31,61.78,148500000,9174330000,1567000000,3319000000,10926330000
JBL,2020-08-31,34.15,151613000,5177583950,1394000000,3141000000,6924583950
JBL,2019-08-31,28.81,155613000,4483210530,1163343000,2496465000,5816332530
JBL,2018-08-31,29.56,172237000,5091325720,1257949000,2518699000,6352075720
JBL,2017-08-31,31.35,181902000,5702627700,1189919000,2078090000,6590798700
JBL,2016-08-31,21.19,190413000,4034851470,912059000,2119822000,5242614470
JBL,2015-08-31,19.35,193689000,3747882150,913963000,1670391000,4504310150
JBL,2014-08-31,21.58,202497000,4369885260,1000249000,1682545000,5052181260
JBL,2013-08-31,22.82,203096000,4634650720,1011373000,1905962000,5529239720
JBL,2012-08-31,22.78,206160000,4696324800,1217256000,1676357000,5155425800
JBL,2011-08-31,16.85,214502000,3614358700,888611000,1186754000,3912501700
JBL,2010-08-31,10.25,214332000,2196903000,744329000,1186496000,2639070000
JBL,2009-08-31,10.95,207002000,2266671900,876272000,1234448000,2624847900
JBL,2008-08-31,16.86,205275000,3460936500,772923000,1369410000,4057423500
JBL,2007-08-31,22.2,203779000,4523893800,663625000,1262193000,5122461800
JBL,2006-08-31,26.83,207413000,5564890790,773563000,393333000,5184660790
JBL,2005-08-31,29.44,202501000,5961629440,796071000,327254000,5492812440
JBL,2004-08-31,20.63,200430000,4134870900,621322000,309606000,3823154900
JBL,2003-08-31,28.15,198495000,5587634250,699748000,644255000,5532141250
JBL,2002-08-31,18.71,197396000,3693279160,640735000,363360000,3415904160
JBL,2001-08-31,23.11,191862000,4433930820,430652000,370000000,4373278820
JBL,2000-08-31,63.81,179032000,11424031920,337602000,33333000,11119762920
JBL,1999-08-31,22.41,166754000,3736957140,113600000,65823000,3689180140
JBL,1998-08-31,5.88,148498000,873168240,23100000,90000000,940068240
JBL,1997-08-31,14.81,153360000,2271261600,45500000,52500000,2278261600
JBL,1996-08-31,1.53,145336000,222364080,73300000,60900000,209964080
JBL,1995-08-31,1.69,104286000,176243340,5500000,109000000,279743340
JBL,1994-08-31,0.84375,86666667,73125000,1800000,66800000,138125000
JBL,1993-08-31,1.03,101250000,104287500,1300000,42200000,145187500
JBL,1992-08-31,0.90625,80000000,72500000,500000,19500000,91500000
JBL,1991-08-31,0.90625,93636000,84857625,500000,28600000,112957625
