holder,shares,dateReported,change
VANGUARD GROUP INC,27913307,2025-09-30,646330
"BlackRock, Inc.",20368426,2025-09-30,810903
Capital Research Global Investors,15959335,2025-09-30,9856576
STATE STREET CORP,13183560,2025-09-30,1014484
PRICE T ROWE ASSOCIATES INC /MD/,10873325,2025-09-30,-1281504
"GEODE CAPITAL MANAGEMENT, LLC",6629667,2025-09-30,817495
OAKTREE CAPITAL MANAGEMENT LP,5062363,2025-09-30,-1
"T. Rowe Price Investment Management, Inc.",4448935,2025-09-30,-1211888
Invesco Ltd.,4359372,2025-09-30,619001
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,4060482,2025-09-30,-1336219
1832 Asset Management L.P.,3856427,2025-09-30,1037491
WELLINGTON MANAGEMENT GROUP LLP,3634090,2025-09-30,-1611088
FMR LLC,3200872,2025-09-30,288139
MORGAN STANLEY,3044796,2025-09-30,85048
UBS ASSET MANAGEMENT AMERICAS INC,2780308,2025-09-30,-60566
Bank of New York Mellon Corp,2627056,2025-09-30,5593
DISCIPLINED GROWTH INVESTORS INC /MN,2493676,2025-09-30,-129073
DIMENSIONAL FUND ADVISORS LP,2279315,2025-09-30,10597
Glendon Capital Management LP,2132354,2025-09-30,0
GOLDMAN SACHS GROUP INC,2080442,2025-09-30,-409242
NORTHERN TRUST CORP,1963885,2025-09-30,60325
BANK OF AMERICA CORP /DE/,1876308,2025-09-30,469557
VOYA INVESTMENT MANAGEMENT LLC,1718378,2025-09-30,-73885
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,1644882,2025-09-30,-454266
Slate Path Capital LP,1615714,2025-09-30,497900
Phoenix Holdings Ltd.,1598101,2025-09-30,1598101
Altshuler Shaham Ltd,1591759,2025-09-30,1590091
"LORD, ABBETT & CO. LLC",1587517,2025-09-30,73552
"TWO SIGMA INVESTMENTS, LP",1528661,2025-09-30,-198149
THRIVENT FINANCIAL FOR LUTHERANS,1527236,2025-09-30,-18701
"Merewether Investment Management, LP",1517475,2025-09-30,875600
AMERIPRISE FINANCIAL INC,1462486,2025-09-30,176625
DEUTSCHE BANK AG\,1347768,2025-09-30,229310
"59 North Capital Management, LP",1340657,2025-09-30,460298
JPMORGAN CHASE & CO,1322318,2025-09-30,-26926
"CIBC Private Wealth Group, LLC",1256987,2025-09-30,1126363
UBS Group AG,1195796,2025-09-30,-624255
VICTORY CAPITAL MANAGEMENT INC,1125382,2025-09-30,835499
Legal & General Group Plc,1099751,2025-09-30,80078
"Alyeska Investment Group, L.P.",1087195,2025-09-30,1087195
PRUDENTIAL FINANCIAL INC,1017438,2025-09-30,5692
CITADEL ADVISORS LLC,1007405,2025-09-30,-580109
MACQUARIE GROUP LTD,996518,2025-09-30,530705
AQR CAPITAL MANAGEMENT LLC,970671,2025-09-30,900438
"TWO SIGMA ADVISERS, LP",966115,2025-09-30,-963820
BARCLAYS PLC,916202,2025-09-30,277018
Ninepoint Partners LP,900000,2025-09-30,100000
Assenagon Asset Management S.A.,872835,2025-09-30,334857
"Holocene Advisors, LP",867262,2025-09-30,867262
Amundi,862011,2025-09-30,80014
"Pacer Advisors, Inc.",821571,2025-09-30,804525
Man Group plc,802986,2025-09-30,727925
Neuberger Berman Group LLC,784245,2025-09-30,2633
"VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.",769195,2025-09-30,-33814
Stephens Investment Management Group LLC,757576,2025-09-30,-93142
"Kopernik Global Investors, LLC",738047,2025-09-30,215331
Sagefield Capital LP,730670,2025-09-30,225025
ROYAL BANK OF CANADA,703364,2025-09-30,269226
Qube Research & Technologies Ltd,693149,2025-09-30,-15161
MILLENNIUM MANAGEMENT LLC,686859,2025-09-30,-532845
"ADAGE CAPITAL PARTNERS GP, L.L.C.",676800,2025-09-30,478500
Ceredex Value Advisors LLC,664689,2025-09-30,444639
Swiss National Bank,651656,2025-09-30,17700
AMERICAN CENTURY COMPANIES INC,640023,2025-09-30,96646
"Sumitomo Mitsui Trust Holdings, Inc.",616316,2025-09-30,39166
"Nuveen, LLC",600206,2025-09-30,-206916
PRINCIPAL FINANCIAL GROUP INC,540679,2025-09-30,-18307
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",529504,2025-09-30,56155
Squarepoint Ops LLC,515055,2025-09-30,-489703
JENNISON ASSOCIATES LLC,490317,2025-09-30,-63897
WELLS FARGO & COMPANY/MN,487016,2025-09-30,93612
JANUS HENDERSON GROUP PLC,472692,2025-09-30,-3055
MACKENZIE FINANCIAL CORP,470701,2025-09-30,17432
"Clearbridge Investments, LLC",443173,2025-09-30,0
Retirement Systems of Alabama,436401,2025-09-30,182430
"BNP PARIBAS ARBITRAGE, SNC",435809,2025-09-30,-73627
RHUMBLINE ADVISERS,414097,2025-09-30,16247
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,410627,2025-09-30,22526
"Gotham Asset Management, LLC",404517,2025-09-30,208886
"Russell Investments Group, Ltd.",388315,2025-09-30,96910
DEPRINCE RACE & ZOLLO INC,374755,2025-09-30,23810
"Two Creeks Capital Management, LP",374239,2025-09-30,1961
RAYMOND JAMES FINANCIAL INC,372642,2025-09-30,8425
HSBC HOLDINGS PLC,371194,2025-09-30,7677
SCHWARTZ INVESTMENT COUNSEL INC,370420,2025-09-30,0
VAN ECK ASSOCIATES CORP,362731,2025-09-30,9339
"NATIXIS ADVISORS, L.P.",360069,2025-09-30,-32174
TD ASSET MANAGEMENT INC,356662,2025-09-30,-45797
"MARSHALL WACE, LLP",342389,2025-09-30,95366
CITIGROUP INC,341331,2025-09-30,-43612
PRIMECAP MANAGEMENT CO/CA/,334886,2025-09-30,-124905
ALLIANCEBERNSTEIN L.P.,332636,2025-09-30,54007
FIRST TRUST ADVISORS LP,332251,2025-09-30,-70181
Korea Investment CORP,326259,2025-09-30,48727
"LSP Investment Advisors, LLC",319417,2025-09-30,92600
Zurich Insurance Group Ltd/FI,318851,2025-09-30,-237631
"GREAT LAKES ADVISORS, LLC",318797,2025-09-30,-43360
National Pension Service,296641,2025-09-30,0
CLOUGH CAPITAL PARTNERS L P,280854,2025-09-30,149475
"TORTOISE CAPITAL ADVISORS, L.L.C.",273545,2025-09-30,190553
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,271652,2025-09-30,21080
PointState Capital LP,266486,2025-09-30,-352705
"Lighthouse Investment Partners, LLC",265566,2025-09-30,230566
THOMPSON SIEGEL & WALMSLEY LLC,254350,2025-09-30,103610
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",245214,2025-09-30,43257
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,244306,2025-09-30,21440
Cinctive Capital Management LP,240164,2025-09-30,172734
Wealth High Governance Capital Ltda,240001,2025-09-30,165601
Gemsstock Ltd.,228800,2025-09-30,228800
STATE OF WISCONSIN INVESTMENT BOARD,227925,2025-09-30,-1489
VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.,225897,2025-09-30,70300
Canoe Financial LP,218937,2025-09-30,-92163
"LEVIN CAPITAL STRATEGIES, L.P.",217200,2025-09-30,76616
"Pennant Investors, LP",216200,2025-09-30,80000
BW Gestao de Investimentos Ltda.,212249,2025-09-30,166649
BANK OF MONTREAL /CAN/,208225,2025-09-30,-73606
KING LUTHER CAPITAL MANAGEMENT CORP,205475,2025-09-30,45889
Zurcher Kantonalbank (Zurich Cantonalbank),200489,2025-09-30,76645
RIPOSTE CAPITAL LLC,200000,2025-09-30,80000
