symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
ZBRA,2024-12-31,386.22,51495000,19888398900,901000000,2362000000,21349398900
ZBRA,2023-12-31,273.33,51378051,14043162679,137000000,2414000000,16320162679
ZBRA,2022-12-31,256.41,52207903,13386628408,105000000,2338000000,15619628408
ZBRA,2021-12-31,595.2,53446399,31811296684,332000000,1145000000,32624296684
ZBRA,2020-12-31,384.33,53441375,20539123653,168000000,1404000000,21775123653
ZBRA,2019-12-31,255.44,53991249,13791524644,30000000,1406000000,15167524644
ZBRA,2018-12-31,159.23,53562341,8528731557,44000000,1591000000,10075731557
ZBRA,2017-12-31,103.8,53021761,5503658791,62000000,2227000000,7668658791
ZBRA,2016-12-31,85.76,51579112,4423424645,156000000,2648000000,6915424645
ZBRA,2015-12-31,69.65,50967741,3549903160,192394000,3012236000,6369745160
ZBRA,2014-12-31,77.41,50789000,3931576490,393950000,3190484000,6728110490
ZBRA,2013-12-31,54.08,50693000,2741477440,62827000,0,2678650440
ZBRA,2012-12-31,39.31,51566000,2027059460,64739999,0,1962319461
ZBRA,2011-12-31,35.78,53854000,1926896120,36353000,0,1890543120
ZBRA,2010-12-31,37.99,57143000,2170862570,47476000,0,2123386570
ZBRA,2009-12-31,28.35,59306000,1681325100,38943000,0,1642382100
ZBRA,2008-12-31,20.26,64524000,1307256240,33267000,0,1273989240
ZBRA,2007-12-31,34.7,68463000,2375666100,38211000,0,2337455100
ZBRA,2006-12-31,34.79,70516000,2453251640,41014000,0,2412237640
ZBRA,2005-12-31,42.85,71364000,3057947400,25621000,0,3032326400
ZBRA,2004-12-31,56.28,71556000,4027171680,17983000,171000,4009359680
ZBRA,2003-12-31,44.25,70703875,3128413145,14266000,605000,3114752145
ZBRA,2002-12-31,25.47,69711750,1775325923,18418000,1025000,1757932923
ZBRA,2001-12-31,24.67,68951250,1701103873,26328000,708000,1675483873
ZBRA,2000-12-31,18.13,69277500,1256135819,24815000,739000,1232059819
ZBRA,1999-12-31,26,70143750,1823737500,38500000,1100000,1786337500
ZBRA,1998-12-31,12.78,69567750,888921265,11400000,11700000,889221265
ZBRA,1997-12-31,13.22,54631604,722351196,7200000,300000,715451196
ZBRA,1996-12-31,10.39,54485501,566043821,5200000,200000,561043821
ZBRA,1995-12-31,15.39,54182054,833801614,10000000,300000,824101614
ZBRA,1994-12-31,8.68,54094393,469569407,10400000,300000,459469407
ZBRA,1993-12-31,12.58,53923562,678538137,2400000,4400000,680538137
ZBRA,1992-12-31,5.33,53847139,287184723,1000000,4400000,290584723
ZBRA,1991-12-31,3.72,53847139,200431005,800000,400000,200031005
ZBRA,1990-12-31,4.06,53847139,218380087,700000,500000,218180087
