symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
FIX,7.53785,5.58963,0.21568079,22.69288,85.35126,0,120.08201,797.22868,1795.44854,3505.02874,6172.75
