symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
URI,6.54746,9.81705,12.98516,-8.19841,14.85445,6.54746,31.63596,147.29874,282.2176,1185.35332,5902.6
