symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
HUBB,2024-12-31,418.89,54000000,22620060000,329100000,1719600000,24010560000
HUBB,2023-12-31,328.93,53600000,17630648000,336100000,2290000000,19584548000
HUBB,2022-12-31,234.68,53700000,12602316000,440500000,1558000000,13719816000
HUBB,2021-12-31,208.27,54300000,11309061000,286200000,1530600000,12553461000
HUBB,2020-12-31,156.79,54200000,8498018000,258600000,1692500000,9931918000
HUBB,2019-12-31,147.82,54400000,8041408000,182000000,1672700000,9532108000
HUBB,2018-12-31,99.34,54600000,5423964000,189000000,1793200000,7028164000
HUBB,2017-12-31,135.34,54800000,7416632000,375000000,1055200000,8096832000
HUBB,2016-12-31,116.7,55500000,6476850000,437600000,993700000,7032950000
HUBB,2015-12-31,101.04,57700000,5830008000,343500000,644100000,6130608000
HUBB,2014-12-31,106.83,58800000,6281604000,653900000,596300000,6224004000
HUBB,2013-12-31,108.9,59100000,6435990000,740700000,597500000,6292790000
HUBB,2012-12-31,84.63,59100000,5001633000,645000000,596700000,4953333000
HUBB,2011-12-31,66.86,59700000,3991542000,569600000,599200000,4021142000
HUBB,2010-12-31,60.13,59900000,3601787000,520700000,597700000,3678787000
HUBB,2009-12-31,47.3,57000000,2696100000,258500000,497200000,2934800000
HUBB,2008-12-31,32.68,56000000,1830080000,178200000,497400000,2149280000
HUBB,2007-12-31,51.6,58800000,3034080000,77500000,236100000,3192680000
HUBB,2006-12-31,45.21,60400000,2730684000,45300000,220200000,2905584000
HUBB,2005-12-31,45.12,61000000,2752320000,110600000,228800000,2870520000
HUBB,2004-12-31,52.3,60700000,3174610000,139900000,299000000,3333710000
HUBB,2003-12-31,44.1,59555556,2626400019,104200000,298800000,2821000019
HUBB,2002-12-31,35.14,59574468,2093446805,40000000,298700000,2352146805
HUBB,2001-12-31,29.38,58192771,1709703611,33400000,167500000,1843803611
HUBB,2000-12-31,26.5,61150442,1620486713,74800000,359200000,1904886713
HUBB,1999-12-31,27.25,65089286,1773683043,24000000,226700000,1976383043
HUBB,1998-12-31,38,66171875,2514531250,30100000,212900000,2697331250
HUBB,1997-12-31,49.31,67164948,3311903585,75200000,99800000,3336503585
HUBB,1996-12-31,43.25,67380952,2914226174,134400000,118100000,2897926174
HUBB,1995-12-31,32.88,66794521,2196203850,87000000,102100000,2211303850
HUBB,1994-12-31,25.36,69890625,1772426250,38900000,142100000,1875626250
HUBB,1993-12-31,25.77,62518000,1611088860,44200000,93800000,1660688860
HUBB,1992-12-31,26.49,62370000,1652181300,28300000,76500000,1700381300
HUBB,1991-12-31,25.62,65448000,1676777760,91600000,8100000,1593277760
HUBB,1990-12-31,19.17,65168000,1249270560,103300000,8100000,1154070560
HUBB,1989-12-31,18.61,62054000,1154824940,101100000,8100000,1061824940
HUBB,1988-12-31,14.01,62570000,876605700,66900000,8100000,817805700
HUBB,1987-12-31,12.59,56576000,712291840,61400000,8300000,659191840
HUBB,1986-12-31,11.85,56400000,668340000,53000000,8600000,623940000
HUBB,1985-12-31,9.75,43060000,419835000,27400000,3600000,396035000
