symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
SBAC,2029-12-31,3103795673,3216730616,3152409500,2043477164,2117831278,2075483538,1246878917,1292247947,1266408410,1025769996,1074519481,1046754809,300031945,310948930,304731256,9.685,9.94189,9.49084,3,1
SBAC,2028-12-31,2994007500,3050407500,3022207500,1971194821,2008327456,1989761139,1202774030,1225431440,1214102735,898863540,1102301445,973749500,289419147,294871117,292145132,9.44667,10.19894,8.31665,4,3
SBAC,2027-12-31,2902936280,2914809293,2908872787,1911235346,1919052301,1915143824,1166188250,1170957962,1168573106,718173233,1041621009,909653990,280615643,281763362,281189502,8.85085,9.6375,6.64483,11,9
SBAC,2026-12-31,2839462171,2909945275,2869669216,1869445259,1915849929,1889332975,1140688979,1169003954,1152823968,912440550,978142382,925799920,274479846,281293176,277399845,8.78379,9.05017,8.44227,11,7
SBAC,2025-12-31,2777331806,2878388010,2820832327,1828539866,1895073255,1857179741,1115729526,1156326544,1133204865,1059817358,1068077913,1063947635.5,268473944,278242657,272678971,9.85172,9.88229,9.80586,11,7
SBAC,2024-12-31,2626368609,2721931855,2667504638,1729148708,1792065643,1756231849,1055083514,1093473863,1071608973,796026500,804476194,800251347,253880914,263118644,257857375,7.39308,7.44334,7.36516,9,3
SBAC,2023-12-31,2634641397,2730505657,2675907000,1734595346,1797710463,1761763796,1058406918,1096918191,1074984430,504507717,528484184,514318999,254680613,263947441,258669599,4.7634,4.88975,4.66791,5,1
SBAC,2022-12-30,2591063063,2665777835,2627688758,1226768432,1840152648,1533460540,662929508,994394264,828661886,303156986,454735482,378946234,187859074,281788615,234823845,4.35897,4.44111,4.27999,7,5
SBAC,2021-12-30,2272798800,2338336241,2304925704,1337276107,2005914159,1671595133,805235672,1207853508,1006544590,169714956,279133304,224424130,540265345,810398019,675331682,2.38539,2.43034,2.34217,7,4
SBAC,2020-12-30,2048828281,2107907405,2077789274,1153362527,1730043790,1441703159,955378464,1433067696,1194223080,-565044412,-292958445,-429001429,1420780430,2131170645,1775975538,-0.2111,-0.20727,-0.21508,6,4
SBAC,2019-12-30,1979526877,2036607656,2007508268,875802024,1313703038,1094752531,411370905,617056357,514213631,89818349,134727525,112272937,622884095,934326143,778605119,1.10197,1.12274,1.082,4,5
SBAC,2018-12-30,1828408840,1881132045,1854254118,1324983140,1987474710,1656228926,747523055,1121284584,934403820,-223508535,-88481503,-155995019,1163433909,1745150864,1454292387,0.35018,0.35678,0.34383,7,6
SBAC,2017-12-30,1698124673,1747091060,1722128333,920465520,1380698281,1150581901,399758422,599637633,499698028,69234756,103852134,86543445,667101998,1000652997,833877498,1.00526,1.0242,0.98704,11,10
SBAC,2016-12-30,1610445717,1656883831,1633210000,1060285339,1090859267,1075272889,891295485,1336943228,1114119357,225065388,383708082,304386735,155675570,160164563,157876105,0.66205,0.67453,0.65005,6,7
SBAC,2015-12-30,1611690267,1658164269,1634472143,1061104726,1091702282,1076103858,996971816,1495457725,1246214771,-2828242617,-1855591746,-2341917182,155795876,160288338,157998112,-1.4874,-1.46045,-1.51543,7,6
SBAC,2014-12-30,804481624,1206722438,1005602031,529654655,794481984,662068320,323182091,484773137,403977614,-247352615,-163849823,-205601219,77766132,116649199,97207666,-0.145,-0.11,-0.18,15,15
SBAC,2013-12-30,862733650,1294100475,1078417063,717747911,1076621868,897184890,212105471,318158206,265131839,-80068230,-34608204,-57338217,568927515,853391274,711159395,-0.58,-0.47,-0.69,14,14
SBAC,2012-12-30,515224393,772836591,644030492,333206058,499809087,416507573,96336148,144504223,120420186,-174931875,-116621250,-145776563,317334957,476002436,396668697,-0.575,-0.46,-0.69,10,10
SBAC,2011-12-30,438340147,657510221,547925184,240427208,360640814,300534012,65316359,97974541,81645450,-110115940,-73410626,-91763283,217776329,326664494,272220412,-0.655,-0.53,-0.78,9,9
SBAC,2010-12-30,374183476,561275213,467729345,43328211,81183574,62255893,38819280,58228920,48524100,-145020189,-96680125,-120850157,176513764,264770646,220642205,-0.665,-0.53,-0.8,9,9
SBAC,2009-12-30,344729219,517093828,430911524,22046530,33069796,27558163,31583524,47375286,39479405,-122840483,-81893655,-102367069,177893412,266840118,222366765,-0.585,-0.46,-0.71,9,9
SBAC,2008-12-30,807788921,1211683381,1009736151,153718136,230577205,192147671,38112330,57168494,47640412,-39166688,-22597525,-30882107,227313294,340969942,284141618,-0.46,-0.37,-0.55,12,12
SBAC,2007-12-30,275180124,412770186,343975155,63890024,95835037,79862531,19966636,29949953,24958295,-77398352,-51598902,-64498627,139437866,209156799,174297333,-0.415,-0.33,-0.5,8,8
SBAC,2006-12-30,192335718,288503578,240419648,-92609317,-32354635,-62481976,6850244,15507867,11179056,-307855227,-205236818,-256546023,189265973,283898959,236582466,-0.795,-0.63,-0.96,15,15
SBAC,2005-12-30,184546344,276819518,230682931,17002594,27993434,22498014,2641489,5877183,4259336,-93251715,-62167809,-77709762,78775752,118163628,98469690,-0.775,-0.62,-0.93,8,8
SBAC,2001-12-30,184920857,277381286,231151072,-43826242,-27342161,-35584202,-49614675,-33076450,-41345563,-136363465,-90908975,-113636220,89318950,133978426,111648688,-2.13,-1.7,-2.56,14,14
SBAC,2000-12-30,174417705,261626557,218022132,-543318,16942013,8199347,-25090341,-16726893,-20908617,-42079343,-28052895,-35066119,60520848,91244426,75882638,-1.13,-0.91,-1.35,17,17
