symbol,date,analystRatingsbuy,analystRatingsHold,analystRatingsSell,analystRatingsStrongSell,analystRatingsStrongBuy
EQT,2026-01-01,17,6,0,1,3
EQT,2025-12-01,18,6,0,1,3
EQT,2025-11-01,17,6,0,1,3
EQT,2025-10-01,17,6,0,1,3
EQT,2025-09-01,15,6,0,1,3
EQT,2025-08-01,16,6,0,1,3
EQT,2025-07-01,16,6,1,1,4
EQT,2025-06-01,13,6,1,1,4
EQT,2025-05-01,12,7,0,1,4
EQT,2025-04-01,12,9,1,1,4
EQT,2025-03-01,11,10,1,1,4
EQT,2025-02-01,11,10,0,1,4
EQT,2025-01-01,10,11,0,1,5
EQT,2024-12-01,7,11,0,1,5
EQT,2024-11-01,7,10,0,0,5
EQT,2024-10-01,9,11,0,0,5
EQT,2024-09-01,9,11,0,0,5
EQT,2024-08-01,11,10,0,0,6
EQT,2024-07-01,11,9,0,0,3
EQT,2024-06-01,11,9,0,0,2
EQT,2024-05-01,11,5,0,0,1
EQT,2024-04-01,11,5,0,0,1
EQT,2024-03-01,11,5,0,0,1
EQT,2024-02-01,11,5,0,0,1
EQT,2024-01-01,11,5,0,0,1
EQT,2023-12-01,11,5,0,0,1
EQT,2023-11-01,11,5,0,0,1
EQT,2023-10-01,11,5,0,0,1
EQT,2023-09-01,11,5,0,0,1
EQT,2023-08-01,11,5,0,0,1
EQT,2023-07-01,12,8,0,0,3
EQT,2023-06-01,11,5,0,0,1
EQT,2023-05-01,11,5,0,0,1
EQT,2023-04-01,11,5,0,0,1
EQT,2023-03-01,11,5,0,0,1
EQT,2023-02-01,11,5,0,0,1
EQT,2023-01-01,6,7,0,0,5
EQT,2022-12-01,6,7,0,0,5
EQT,2022-11-01,6,7,0,0,5
EQT,2022-10-01,6,7,0,0,5
EQT,2022-09-01,13,4,0,0,6
EQT,2022-08-01,6,7,0,0,5
EQT,2022-07-01,13,4,0,0,6
EQT,2022-06-01,6,7,0,0,5
EQT,2022-05-01,14,5,0,0,4
EQT,2022-04-01,6,7,0,0,5
EQT,2022-03-01,6,7,0,0,5
EQT,2022-02-01,6,7,0,0,5
EQT,2022-01-01,6,7,0,0,5
EQT,2021-12-01,6,7,0,0,5
EQT,2021-11-01,6,7,0,0,5
EQT,2021-10-01,6,7,0,0,5
EQT,2021-09-01,6,7,0,0,5
EQT,2021-08-01,6,7,0,0,5
EQT,2021-07-01,6,7,0,0,5
EQT,2021-06-01,6,7,0,0,5
EQT,2021-05-01,6,7,0,0,5
EQT,2021-04-01,6,7,0,0,5
EQT,2021-03-01,6,7,0,0,5
EQT,2021-02-01,13,4,0,0,4
EQT,2021-01-01,12,4,0,0,4
EQT,2020-12-01,11,5,0,0,1
EQT,2020-09-01,8,8,0,0,6
EQT,2020-08-01,13,6,0,0,2
EQT,2020-07-01,13,6,0,0,2
EQT,2020-06-01,8,9,1,0,7
EQT,2020-05-01,10,8,0,0,2
EQT,2020-04-01,8,9,1,0,7
EQT,2020-03-01,8,9,1,0,7
EQT,2020-02-01,8,9,1,0,7
EQT,2020-01-01,8,9,1,0,7
EQT,2019-12-01,8,9,1,0,7
EQT,2019-11-01,8,9,1,0,7
EQT,2019-10-01,8,9,1,0,7
EQT,2019-09-01,8,9,1,0,7
EQT,2019-08-01,8,9,1,0,7
EQT,2019-07-01,8,9,1,0,7
EQT,2019-06-01,7,10,0,0,6
EQT,2019-05-01,7,10,0,0,6
EQT,2019-04-01,7,10,0,0,6
EQT,2019-03-01,7,10,0,0,6
EQT,2019-02-01,7,10,0,0,6
EQT,2019-01-01,7,10,0,0,6
