symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
OTIS,1.13337,0.39777247,2.18623,-3.49574,-11.46522,0,-4.27999,10.24585,35.69892,95.22652,95.22652
