holder,shares,dateReported,change
STATE OF MICHIGAN RETIREMENT SYSTEM,20380,2025-09-30,-200
FRANKLIN STREET ADVISORS INC /NC,20125,2025-09-30,-4000
WELLS FARGO & COMPANY/MN,20027,2025-09-30,4253
LPL Financial LLC,19281,2025-09-30,1332
"CBOE Vest Financial, LLC",19128,2025-09-30,-2022
Czech National Bank,19122,2025-09-30,657
"MetLife Investment Management, LLC",18682,2025-09-30,-565
Evelyn Partners Investment Management Services Ltd,18589,2025-09-30,3177
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,18079,2025-09-30,-449
"Summit Trail Advisors, LLC",17634,2025-09-30,8821
Morningstar Investment Management LLC,17476,2025-09-30,17476
"Aristotle Capital Boston, LLC",17253,2025-09-30,2925
"GHP Investment Advisors, Inc.",17083,2025-09-30,-2445
NATIXIS,16381,2025-09-30,2808
"Empowered Funds, LLC",16254,2025-09-30,11776
Retirement Systems of Alabama,16060,2025-09-30,-149
Zurich Insurance Group Ltd/FI,15967,2025-09-30,15967
USS Investment Management Ltd,15585,2025-09-30,385
Delta Global Management LP,15525,2025-09-30,1986
Skandinaviska Enskilda Banken AB (publ),15045,2025-09-30,-1178
OCCUDO QUANTITATIVE STRATEGIES LP,14785,2025-09-30,12139
FORSTA AP-FONDEN,14700,2025-09-30,1000
"NFJ INVESTMENT GROUP, LLC",14540,2025-09-30,-136
AMALGAMATED BANK,14384,2025-09-30,-322
"TOUNJIAN ADVISORY PARTNERS, LLC",14286,2025-09-30,-3992
ProShare Advisors LLC,14153,2025-09-30,1179
UniSuper Management Pty Ltd,14055,2025-09-30,2389
Quantinno Capital Management LP,14010,2025-09-30,1555
Daiwa Securities Group Inc.,13985,2025-09-30,472
"Bank Julius Baer & Co. Ltd, Zurich",13763,2025-09-30,-16596
Creative Planning,13569,2025-09-30,1444
Cetera Investment Advisers,13469,2025-09-30,8161
"EXCHANGE TRADED CONCEPTS, LLC",13467,2025-09-30,12258
"L. Roy Papp & Associates, LLP",13409,2025-09-30,-360
"Allspring Global Investments Holdings, LLC",13368,2025-09-30,-290
"Legacy Wealth Management, LLC / MS",13353,2025-09-30,-3110
COLDSTREAM CAPITAL MANAGEMENT INC,13224,2025-09-30,-640
Man Group plc,13196,2025-09-30,9597
"Mirae Asset Global Investments Co., Ltd.",13186,2025-09-30,1285
"Mariner, LLC",12870,2025-09-30,4892
"Baird Financial Group, Inc.",12783,2025-09-30,10599
Utah Retirement Systems,12503,2025-09-30,0
Ilmarinen Mutual Pension Insurance Co,12500,2025-09-30,12500
Police & Firemen's Retirement System of New Jersey,12176,2025-09-30,713
KENNEDY CAPITAL MANAGEMENT LLC,11683,2025-09-30,-431
Quadrature Capital Ltd,11584,2025-09-30,11584
CAXTON ASSOCIATES LLP,11579,2025-09-30,-2264
EASTERLY INVESTMENT PARTNERS LLC,11079,2025-09-30,11079
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,10859,2025-09-30,-1023
"Sumitomo Mitsui DS Asset Management Company, Ltd",10737,2025-09-30,542
Tredje AP-fonden,10571,2025-09-30,1703
CIBC Asset Management Inc,10511,2025-09-30,8
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",10424,2025-09-30,-28506
CAPTRUST FINANCIAL ADVISORS,10343,2025-09-30,-3559
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,10334,2025-09-30,17
Schonfeld Strategic Advisors LLC,10205,2025-09-30,-441
"XPONANCE, INC.",10111,2025-09-30,-521
TEACHER RETIREMENT SYSTEM OF TEXAS,9899,2025-09-30,-1574
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,9692,2025-09-30,87
"ADVISOR GROUP HOLDINGS, INC.",9626,2025-09-30,3540
GUYASUTA INVESTMENT ADVISORS INC,9509,2025-09-30,-200
"Bridgewater Associates, LP",9459,2025-09-30,9459
BANK OF NOVA SCOTIA,9277,2025-09-30,1835
"YOUSIF CAPITAL MANAGEMENT, LLC",9140,2025-09-30,-752
AXA Investment Managers S.A.,8950,2025-09-30,8950
ODDO BHF ASSET MANAGEMENT SAS,8931,2025-09-30,1539
THRIVENT FINANCIAL FOR LUTHERANS,8635,2025-09-30,-37294
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,8605,2025-09-30,2101
"State of Tennessee, Treasury Department",8484,2025-09-30,0
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",8433,2025-09-30,2092
CANADA PENSION PLAN INVESTMENT BOARD,8305,2025-09-30,-1022
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,8162,2025-09-30,-502
FRANKLIN RESOURCES INC,8120,2025-09-30,389
"State of Alaska, Department of Revenue",8066,2025-09-30,-427
Engineers Gate Manager LP,8037,2025-09-30,-36718
INTRUST BANK NA,7971,2025-09-30,-137
"Point72 Asset Management, L.P.",7809,2025-09-30,7809
"TrueMark Investments, LLC",7797,2025-09-30,1014
Jain Global LLC,7774,2025-09-30,7774
"Callan Family Office, LLC",7749,2025-09-30,-161
LECAP ASSET MANAGEMENT LTD,7739,2025-09-30,-3666
JANUS HENDERSON GROUP PLC,7585,2025-09-30,-1400
South Dakota Investment Council,7575,2025-09-30,3625
Glenview Trust Co,7119,2025-09-30,290
Robeco Institutional Asset Management B.V.,7069,2025-09-30,-27450
"Metis Global Partners, LLC",7018,2025-09-30,-369
"QRG CAPITAL MANAGEMENT, INC.",7003,2025-09-30,-4508
"HighTower Advisors, LLC",6995,2025-09-30,-1891
M&T BANK CORP,6985,2025-09-30,-2618
Machina Capital S.A.S.,6895,2025-09-30,-6176
"BOKF, NA",6853,2025-09-30,-13
"SummitTX Capital, L.P.",6843,2025-09-30,-3005
"Rafferty Asset Management, LLC",6774,2025-09-30,-45
BARD ASSOCIATES INC,6593,2025-09-30,-157
"Pathstone Holdings, LLC",6562,2025-09-30,-2028
PUBLIC SECTOR PENSION INVESTMENT BOARD,6518,2025-09-30,819
IQ EQ FUND MANAGEMENT (IRELAND) Ltd,6442,2025-09-30,1651
MONTAG A & ASSOCIATES INC,6386,2025-09-30,-492
"Toroso Investments, LLC",6344,2025-09-30,1601
"Rakuten Investment Management, Inc.",6281,2025-09-30,6281
Diversified Trust Co,6254,2025-09-30,39
"Colony Group, LLC",6246,2025-09-30,-749
MERCER GLOBAL ADVISORS INC /ADV,6157,2025-09-30,-432
"Pacer Advisors, Inc.",6096,2025-09-30,17
RNC CAPITAL MANAGEMENT LLC,6052,2025-09-30,6052
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,5930,2025-09-30,0
EDENTREE ASSET MANAGEMENT Ltd,5900,2025-09-30,849
"CWM, LLC",5894,2025-09-30,3808
"GUIDANCE CAPITAL, INC",5702,2025-09-30,470
"Bridgefront Capital, LLC",5700,2025-09-30,275
MIZUHO SECURITIES USA LLC,5483,2025-09-30,255
ING GROEP NV,5447,2025-09-30,5447
Sierra Legacy Group,5368,2025-09-30,1280
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",5351,2025-09-30,1807
US BANCORP \DE\,5220,2025-09-30,-1891
"FORA Capital, LLC",5175,2025-09-30,-8625
"Compass Ion Advisors, LLC",4922,2025-09-30,0
NOMURA HOLDINGS INC,4854,2025-09-30,-7380
OSSIAM,4847,2025-09-30,1056
Kentucky Retirement Systems,4745,2025-09-30,-108
North Star Investment Management Corp.,4686,2025-09-30,0
Sterling Capital Management LLC,4673,2025-09-30,-359
BARTLETT & CO. WEALTH MANAGEMENT LLC,4576,2025-09-30,25
ALBERT D MASON INC,4566,2025-09-30,228
HAHN CAPITAL MANAGEMENT LLC,4438,2025-09-30,-202
Hikari Power Ltd,4370,2025-09-30,930
HARTFORD INVESTMENT MANAGEMENT CO,4351,2025-09-30,-139
"Norinchukin Bank, The",4348,2025-09-30,34
Jefferies Financial Group Inc.,4286,2025-09-30,-200
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",4211,2025-09-30,-2785
BI Asset Management Fondsmaeglerselskab A/S,4200,2025-09-30,-870
Cerity Partners LLC,4143,2025-09-30,-14515
WETHERBY ASSET MANAGEMENT INC,4058,2025-09-30,-68
MAIRS & POWER INC,4000,2025-09-30,0
Louisiana State Employees Retirement System,4000,2025-09-30,0
"Vanguard Personalized Indexing Management, LLC",3940,2025-09-30,-2972
Federation des caisses Desjardins du Quebec,3920,2025-09-30,698
Tevis Investment Management,3919,2025-09-30,3919
"Sepio Capital, LP",3906,2025-09-30,-4
"EntryPoint Capital, LLC",3900,2025-09-30,3900
INTECH INVESTMENT MANAGEMENT LLC,3872,2025-09-30,-3
Vestcor Inc,3802,2025-09-30,-421
FIRST MANHATTAN CO. LLC.,3778,2025-09-30,0
"Welch Group, LLC",3700,2025-09-30,0
"Qsemble Capital Management, LP",3684,2025-09-30,-318
Investment Management Corp of Ontario,3616,2025-09-30,1805
STIFEL FINANCIAL CORP,3587,2025-09-30,-5867
BLAIR WILLIAM & CO/IL,3584,2025-09-30,-113
Gulf International Bank (UK) Ltd,3546,2025-09-30,-184
Maryland State Retirement & Pension System,3541,2025-09-30,0
S-Bank Fund Management Ltd,3510,2025-09-30,-46
E. Ohman J:or Asset Management AB,3500,2025-09-30,0
"SECURIAN ASSET MANAGEMENT, INC",3492,2025-09-30,-381
"Medina Value Partners, LLC",3479,2025-09-30,3479
"Semanteon Capital Management, LP",3469,2025-09-30,3469
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,3400,2025-09-30,-100
"RICE HALL JAMES & ASSOCIATES, LLC",3343,2025-09-30,-17
Wealthfront Advisers LLC,3319,2025-09-30,-33
DUNCKER STREETT & CO INC,3305,2025-09-30,0
"Dai-Ichi Life Insurance Company, Ltd",3262,2025-09-30,0
Larson Financial Group LLC,3250,2025-09-30,3170
"Segment Wealth Management, LLC",3221,2025-09-30,0
PEREGRINE CAPITAL MANAGEMENT LLC,3199,2025-09-30,0
ELEMENT CAPITAL MANAGEMENT LLC,3083,2025-09-30,3083
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,2981,2025-09-30,-32
OPPENHEIMER ASSET MANAGEMENT INC.,2972,2025-09-30,-7068
Net Worth Advisory Group,2950,2025-09-30,-294
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,2947,2025-09-30,-29452
Sandhill Capital Partners LLC,2907,2025-09-30,0
Rockefeller Capital Management L.P.,2798,2025-09-30,-75828
"Sovereign's Capital Management, LLC",2794,2025-09-30,22
"Camelot Portfolios, LLC",2730,2025-09-30,-119
"Vident Advisory, LLC",2730,2025-09-30,177
OMERS ADMINISTRATION Corp,2708,2025-09-30,0
EVERENCE CAPITAL MANAGEMENT INC,2700,2025-09-30,0
TOKIO MARINE ASSET MANAGEMENT CO LTD,2679,2025-09-30,0
"ASSETMARK, INC",2670,2025-09-30,771
ALLSTATE CORP,2634,2025-09-30,2634
"Empirical Finance, LLC",2627,2025-09-30,27
DARK FOREST CAPITAL MANAGEMENT LP,2624,2025-09-30,0
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC",2617,2025-09-30,-246
STOCK YARDS BANK & TRUST CO,2609,2025-09-30,0
National Pension Service,2537,2025-09-30,1308
MACKENZIE FINANCIAL CORP,2492,2025-09-30,-32
COMMERCE BANK,2485,2025-09-30,-249
"Entropy Technologies, LP",2443,2025-09-30,-5962
ROCKLAND TRUST CO,2443,2025-09-30,2443
FIFTH THIRD BANCORP,2441,2025-09-30,541
WORLDQUANT MILLENNIUM ADVISORS LLC,2423,2025-09-30,2423
"Brinker Capital Investments, LLC",2414,2025-09-30,-7974
"MML INVESTORS SERVICES, LLC",2412,2025-09-30,-1609
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",2400,2025-09-30,-10
"WILEY BROS.-AINTREE CAPITAL, LLC",2394,2025-09-30,1108
"WCM INVESTMENT MANAGEMENT, LLC",2375,2025-09-30,563
ROVIN CAPITAL /UT/ /ADV,2362,2025-09-30,-137
"Skopos Labs, Inc.",2350,2025-09-30,1841
FULLCIRCLE WEALTH LLC,2348,2025-09-30,580
"FAGAN ASSOCIATES, INC.",2345,2025-09-30,-25
Phoenix Holdings Ltd.,2299,2025-09-30,392
Atom Investors LP,2298,2025-09-30,-3066
CI INVESTMENTS INC.,2288,2025-09-30,-195
Smartleaf Asset Management LLC,2259,2025-09-30,-206
Guinness Asset Management LTD,2214,2025-09-30,-32
PANAGORA ASSET MANAGEMENT INC,2203,2025-09-30,0
OSTRUM ASSET MANAGEMENT,2176,2025-09-30,-67
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",2162,2025-09-30,-350
"Atria Investments, Inc",2102,2025-09-30,-922
AZZAD ASSET MANAGEMENT INC /ADV,2100,2025-09-30,168
Wahed Invest LLC,2067,2025-09-30,12
MUFG SECURITIES AMERICAS INC.,2031,2025-09-30,357
BALYASNY ASSET MANAGEMENT L.P.,2005,2025-09-30,2005
Kentucky Retirement Systems Insurance Trust Fund,1989,2025-09-30,-70
Point72 Hong Kong Ltd,1982,2025-09-30,1982
TECTONIC ADVISORS LLC,1977,2025-09-30,1977
"Crossmark Global Holdings, Inc.",1929,2025-09-30,-230
Tower Research Capital LLC (TRC),1922,2025-09-30,772
FIDUCIARY TRUST CO,1884,2025-09-30,-624
Lombard Odier Asset Management (USA) Corp,1883,2025-09-30,1883
Verdence Capital Advisors LLC,1864,2025-09-30,96
Polymer Capital Management (HK) LTD,1861,2025-09-30,1861
"Catalytic Wealth RIA, LLC",1834,2025-09-30,1834
"Graham Capital Management, L.P.",1812,2025-09-30,1812
STRS OHIO,1807,2025-09-30,0
"Inspire Advisors, LLC",1799,2025-09-30,-2107
"Meeder Advisory Services, Inc.",1787,2025-09-30,-776
"Requisite Capital Management, LLC",1783,2025-09-30,1783
BEACON FINANCIAL GROUP,1773,2025-09-30,1773
DAVENPORT & Co LLC,1769,2025-09-30,-163
"AXQ CAPITAL, LP",1742,2025-09-30,-516
Chicago Partners Investment Group LLC,1669,2025-09-30,231
"TWO SIGMA SECURITIES, LLC",1665,2025-09-30,-2150
"Horizon Investments, LLC",1645,2025-09-30,-2060
"Canvas Wealth Advisors, LLC",1639,2025-09-30,1639
SCRATCH CAPITAL LLC,1601,2025-09-30,1601
Estabrook Capital Management,1600,2025-09-30,0
"Procyon Advisors, LLC",1517,2025-09-30,30
BAHL & GAYNOR INC,1509,2025-09-30,0
"HB Wealth Management, LLC",1499,2025-09-30,326
"Salvus Wealth Management, LLC",1485,2025-09-30,1485
Polymer Capital Management (US) LLC,1470,2025-09-30,1470
RMR Wealth Builders,1463,2025-09-30,5
MUFG Securities EMEA plc,1441,2025-09-30,1218
"FourThought Financial Partners, LLC",1431,2025-09-30,1431
ICW Investment Advisors LLC,1428,2025-09-30,1428
"Advisory Alpha, LLC",1410,2025-09-30,0
"Wallington Asset Management, LLC",1400,2025-09-30,0
OneAscent Investment Solutions LLC,1383,2025-09-30,-146
EQUITABLE TRUST CO,1369,2025-09-30,102
"Checchi Capital Advisers, LLC",1365,2025-09-30,12
NEOS Investment Management LLC,1340,2025-09-30,1340
Virtu Financial LLC,1336,2025-09-30,-5107
"Forum Financial Management, LP",1332,2025-09-30,-142
JONES FINANCIAL COMPANIES LLLP,1330,2025-09-30,537
"Blueshift Asset Management, LLC",1313,2025-09-30,-3727
SHELL ASSET MANAGEMENT CO,1311,2025-09-30,-1086
"Ground Swell Capital, LLC",1306,2025-09-30,1306
CLARET ASSET MANAGEMENT Corp,1302,2025-09-30,-18
CONGRESS ASSET MANAGEMENT CO /MA,1293,2025-09-30,1293
"Savant Capital, LLC",1276,2025-09-30,-377
"PATTON FUND MANAGEMENT, INC.",1273,2025-09-30,0
"EverSource Wealth Advisors, LLC",1268,2025-09-30,225
