symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
ALGN,2024-12-31,208.51,74877000,15612603270,1043887000,119277000,14687993270
ALGN,2023-12-31,274,76426000,20940724000,937438000,126619000,20129905000
ALGN,2022-12-31,210.9,78190000,16490271000,942050000,126908000,15675129000
ALGN,2021-12-31,657.18,78917000,51862674059,1099370000,125375000,50888679059
ALGN,2020-12-31,534.38,78760000,42087768800,960843000,86180000,41213105800
ALGN,2019-12-31,279.04,79424000,22162472960,550425000,59200000,21671247960
ALGN,2018-12-31,209.43,80064000,16767803520,636899000,0,16130904520
ALGN,2017-12-31,222.19,80085000,17794086150,449511000,0,17344575150
ALGN,2016-12-31,96.13,79856000,7676557280,389275000,0,7287282280
ALGN,2015-12-31,65.85,79998000,5267868300,167714000,0,5100154300
ALGN,2014-12-31,55.91,80754000,4514956140,199871000,0,4315085140
ALGN,2013-12-31,57.14,80551000,4602684140,242953000,0,4359731140
ALGN,2012-12-31,27.75,80528000,2234652000,306386000,0,1928266000
ALGN,2011-12-31,23.73,77988000,1850265300,240675000,0,1609590300
ALGN,2010-12-31,19.54,75825000,1481620500,294664000,0,1186956500
ALGN,2009-12-31,17.82,69094000,1231255080,166487000,0,1064768080
ALGN,2008-12-31,8.75,66812000,584605000,87100000,0,497505000
ALGN,2007-12-31,16.68,67176000,1120495680,89119000,0,1031376680
ALGN,2006-12-31,13.97,63246000,883546620,55113000,11500000,839933620
ALGN,2005-12-31,6.47,61644000,398836680,74219000,0,324617680
ALGN,2004-12-31,10.75,59963000,644602250,69659000,1874000,576817250
ALGN,2003-12-31,16.51,57758000,953584580,44939000,3838000,912483580
ALGN,2002-12-31,2.76,47878000,132143279,35552000,6020000,102611279
ALGN,2001-12-31,4.5,42247000,190111500,50550000,1463000,141024500
ALGN,2000-12-31,16.88,5548000,93622500,2828000,1900000,92694500
ALGN,1999-12-31,16.88,4218000,71178750,6832000,9000,64355750
