holder,shares,dateReported,change
FRONTIER CAPITAL MANAGEMENT CO LLC,156868,2025-09-30,-24668
"BNP PARIBAS ARBITRAGE, SNC",156688,2025-09-30,-193729
WELLS FARGO & COMPANY/MN,155627,2025-09-30,9070
SCHRODER INVESTMENT MANAGEMENT GROUP,155188,2025-09-30,8738
SEI INVESTMENTS CO,149658,2025-09-30,3745
Qube Research & Technologies Ltd,142863,2025-09-30,36154
CITIGROUP INC,141695,2025-09-30,8810
"PineBridge Investments, L.P.",139069,2025-09-30,-44744
Achmea Investment Management B.V.,138375,2025-09-30,-99277
LGT CAPITAL PARTNERS LTD.,137789,2025-09-30,-267779
VIRGINIA RETIREMENT SYSTEMS ET AL,136700,2025-09-30,3200
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,135484,2025-09-30,-7757
"Pacer Advisors, Inc.",130199,2025-09-30,27453
KEYBANK NATIONAL ASSOCIATION/OH,128831,2025-09-30,40783
"Washington Trust Advisors, Inc.",124063,2025-09-30,-3910
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,123839,2025-09-30,-42
Man Group plc,122115,2025-09-30,76034
Triodos Investment Management BV,120600,2025-09-30,-1100
Quantinno Capital Management LP,120172,2025-09-30,34968
"Norinchukin Bank, The",118757,2025-09-30,-11358
"Capital Investment Services of America, Inc.",117829,2025-09-30,188
Pictet Asset Management Holding SA,116579,2025-09-30,49474
APG Asset Management N.V.,113715,2025-09-30,-2024
"Russell Investments Group, Ltd.",112755,2025-09-30,18966
CONFLUENCE INVESTMENT MANAGEMENT LLC,110658,2025-09-30,-4405
ROYAL LONDON ASSET MANAGEMENT LTD,108073,2025-09-30,-1296
NEW YORK STATE COMMON RETIREMENT FUND,102101,2025-09-30,0
MACQUARIE GROUP LTD,101354,2025-09-30,22956
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",100003,2025-09-30,98496
Universal- Beteiligungs- und Servicegesellschaft mbH,99526,2025-09-30,6991
ENVESTNET ASSET MANAGEMENT INC,99233,2025-09-30,9349
PITTENGER & ANDERSON INC,97952,2025-09-30,4122
AVIVA PLC,94864,2025-09-30,5323
Ilex Capital Partners (UK) LLP,92885,2025-09-30,-59462
ST GERMAIN D J CO INC,92392,2025-09-30,-3144
"PNC FINANCIAL SERVICES GROUP, INC.",92326,2025-09-30,330
Avalon Trust Co,91630,2025-09-30,-578
KLP KAPITALFORVALTNING AS,91250,2025-09-30,0
Zurcher Kantonalbank (Zurich Cantonalbank),90603,2025-09-30,2426
MILLENNIUM MANAGEMENT LLC,89811,2025-09-30,-1585
AXA Investment Managers S.A.,87327,2025-09-30,87327
Skandinaviska Enskilda Banken AB (publ),86014,2025-09-30,-49690
PRUDENTIAL FINANCIAL INC,85426,2025-09-30,-7879
"CI Private Wealth, LLC",85238,2025-09-30,-1523
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",84424,2025-09-30,180
"Connor, Clark & Lunn Investment Management Ltd.",84120,2025-09-30,-40125
2Xideas AG,83611,2025-09-30,8397
AMERICAN CENTURY COMPANIES INC,81886,2025-09-30,-94015
FORSTA AP-FONDEN,80200,2025-09-30,30000
STATE OF WISCONSIN INVESTMENT BOARD,78837,2025-09-30,-4122
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,78450,2025-09-30,24055
Mawer Investment Management Ltd.,77536,2025-09-30,-434
Addenda Capital Inc.,77456,2025-09-30,22741
MERCER GLOBAL ADVISORS INC /ADV,76557,2025-09-30,-465
TD ASSET MANAGEMENT INC,76406,2025-09-30,-1733
CREDIT AGRICOLE S A,76399,2025-09-30,76399
Federation des caisses Desjardins du Quebec,75524,2025-09-30,-2552
"Chevy Chase Trust Holdings, LLC",74793,2025-09-30,-2725
Mitsubishi UFJ Trust & Banking Corp,73779,2025-09-30,-2805
"Mariner, LLC",73389,2025-09-30,-1525
BI Asset Management Fondsmaeglerselskab A/S,73048,2025-09-30,545
Robeco Institutional Asset Management B.V.,71855,2025-09-30,-11596
ACADIAN ASSET MANAGEMENT LLC,71551,2025-09-30,760
Korea Investment CORP,71326,2025-09-30,-11600
NATIXIS,70978,2025-09-30,70978
Handelsbanken Fonder AB,70739,2025-09-30,-454
NATIONAL BANK OF CANADA /FI/,69847,2025-09-30,-64636
WELLINGTON MANAGEMENT GROUP LLP,69471,2025-09-30,-7597
MASSMUTUAL TRUST CO FSB/ADV,69360,2025-09-30,-526
UniSuper Management Pty Ltd,69247,2025-09-30,3818
STIFEL FINANCIAL CORP,67886,2025-09-30,-35
"Asset Management One Co., Ltd.",66674,2025-09-30,4349
Mediolanum International Funds Ltd,66135,2025-09-30,8474
Treasurer of the State of North Carolina,65641,2025-09-30,-2559
"NISA INVESTMENT ADVISORS, LLC",65342,2025-09-30,-3302
"NICHOLAS COMPANY, INC.",64365,2025-09-30,-14005
Running Oak Capital LLC,63508,2025-09-30,-2453
"Ensign Peak Advisors, Inc",61245,2025-09-30,-21951
Neuberger Berman Group LLC,60959,2025-09-30,7043
"Fisher Asset Management, LLC",60784,2025-09-30,14011
LPL Financial LLC,59984,2025-09-30,9022
RENAISSANCE TECHNOLOGIES LLC,58000,2025-09-30,-45000
C WorldWide Group Holding A/S,56821,2025-09-30,-103
"SG Americas Securities, LLC",56101,2025-09-30,47758
Azimuth Capital Investment Management LLC,55675,2025-09-30,-2450
Mn Services Vermogensbeheer B.V.,55478,2025-09-30,600
Janney Montgomery Scott LLC,54603,2025-09-30,-2140
TORONTO DOMINION BANK,54357,2025-09-30,-5186
"NorthCrest Asset Manangement, LLC",54323,2025-09-30,366
RAYMOND JAMES FINANCIAL INC,53809,2025-09-30,5697
NOMURA ASSET MANAGEMENT CO LTD,52954,2025-09-30,5555
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,52205,2025-09-30,52205
"Gotham Asset Management, LLC",50705,2025-09-30,39035
State of New Jersey Common Pension Fund D,50490,2025-09-30,882
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",49807,2025-09-30,13258
W.G. Shaheen & Associates DBA Whitney & Co,49528,2025-09-30,-4003
"LANDSCAPE CAPITAL MANAGEMENT, L.L.C.",49017,2025-09-30,27060
STEPHENS INC /AR/,48656,2025-09-30,555
"NATIXIS ADVISORS, L.P.",48422,2025-09-30,-237
Hendershot Investments Inc.,48037,2025-09-30,262
VAN ECK ASSOCIATES CORP,47947,2025-09-30,-3941
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",47928,2025-09-30,1143
"Resona Asset Management Co.,Ltd.",46914,2025-09-30,-2217
"Moran Wealth Management, LLC",46214,2025-09-30,-835
"Capital Impact Advisors, LLC",45040,2025-09-30,8173
Cerity Partners LLC,44252,2025-09-30,-819
"CBOE Vest Financial, LLC",43788,2025-09-30,43788
OVERSEA-CHINESE BANKING Corp Ltd,43664,2025-09-30,301
ABN AMRO Bank N.V.,43648,2025-09-30,-101
Arizona State Retirement System,43373,2025-09-30,446
"ADAGE CAPITAL PARTNERS GP, L.L.C.",42531,2025-09-30,40432
HUNTER ASSOCIATES INVESTMENT MANAGEMENT LLC,42132,2025-09-30,-1485
CIBC WORLD MARKET INC.,41938,2025-09-30,-1527
STATE OF MICHIGAN RETIREMENT SYSTEM,41211,2025-09-30,-300
"State of Tennessee, Treasury Department",40815,2025-09-30,-20363
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",38029,2025-09-30,31611
"MetLife Investment Management, LLC",37954,2025-09-30,-968
1832 Asset Management L.P.,37619,2025-09-30,-1890
Czech National Bank,37187,2025-09-30,1347
OLD NATIONAL BANCORP /IN/,36981,2025-09-30,31942
BAHL & GAYNOR INC,35565,2025-09-30,0
"Birch Capital Management, LLC",35541,2025-09-30,-1314
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,35160,2025-09-30,-801
"JANE STREET GROUP, LLC",34505,2025-09-30,-5246
"Marks Group Wealth Management, Inc",34298,2025-09-30,-1696
Creative Planning,34266,2025-09-30,2561
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",34238,2025-09-30,1427
Assenagon Asset Management S.A.,34073,2025-09-30,-5635
STRS OHIO,33991,2025-09-30,30501
"HighTower Advisors, LLC",33367,2025-09-30,-3638
"Linden Thomas Advisory Services, LLC",33135,2025-09-30,612
Parcion Private Wealth LLC,33032,2025-09-30,-489
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,32868,2025-09-30,176
VOYA INVESTMENT MANAGEMENT LLC,32766,2025-09-30,-19792
"Bridgewater Associates, LP",31982,2025-09-30,26728
DekaBank Deutsche Girozentrale,31923,2025-09-30,0
"Telos Capital Management, Inc.",31382,2025-09-30,661
ProShare Advisors LLC,31326,2025-09-30,-894
INTECH INVESTMENT MANAGEMENT LLC,31299,2025-09-30,9083
Retirement Systems of Alabama,31232,2025-09-30,-231
Apriem Advisors,31152,2025-09-30,-2891
AMALGAMATED BANK,30777,2025-09-30,-349
"Vanguard Personalized Indexing Management, LLC",30531,2025-09-30,-199
BENJAMIN EDWARDS INC,30456,2025-09-30,-905
"Crossmark Global Holdings, Inc.",30308,2025-09-30,17487
"Bank Julius Baer & Co. Ltd, Zurich",30269,2025-09-30,8425
Daiwa Securities Group Inc.,29730,2025-09-30,636
PINNACLE ASSOCIATES LTD,29707,2025-09-30,-56
Harel Insurance Investments & Financial Services Ltd.,29555,2025-09-30,-3922
USS Investment Management Ltd,29504,2025-09-30,0
Sienna Gestion,29035,2025-09-30,0
DnB Asset Management AS,28576,2025-09-30,959
IFM Investors Pty Ltd,28347,2025-09-30,98
"Oxbow Advisors, LLC",27521,2025-09-30,235
"Dana Investment Advisors, Inc.",26724,2025-09-30,-4272
CAPE COD FIVE CENTS SAVINGS BANK,26534,2025-09-30,0
Dakota Wealth Management,26297,2025-09-30,8094
Fortis Capital Management LLC,25941,2025-09-30,1476
COMERICA BANK,25653,2025-09-30,-1226
"Nicollet Investment Management, Inc.",25585,2025-09-30,-892
"D. E. Shaw & Co., Inc.",24716,2025-09-30,-3061
"XPONANCE, INC.",24691,2025-09-30,-830
Aquatic Capital Management LLC,24564,2025-09-30,12642
"Perigon Wealth Management, LLC",24482,2025-09-30,2110
Elo Mutual Pension Insurance Co,24333,2025-09-30,6871
TEACHER RETIREMENT SYSTEM OF TEXAS,24273,2025-09-30,-8393
Utah Retirement Systems,24093,2025-09-30,102
US BANCORP \DE\,23531,2025-09-30,-53
Police & Firemen's Retirement System of New Jersey,23481,2025-09-30,1230
Eukles Asset Management,22865,2025-09-30,-73
Employees Retirement System of Texas,22300,2025-09-30,0
NOMURA HOLDINGS INC,21877,2025-09-30,19805
Jefferies Financial Group Inc.,21835,2025-09-30,17317
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,21432,2025-09-30,-474
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,21072,2025-09-30,-2039
PRUDENTIAL PLC,21002,2025-09-30,3477
"YOUSIF CAPITAL MANAGEMENT, LLC",20818,2025-09-30,-1179
"Beck Bode, LLC",20686,2025-09-30,0
CIBC Asset Management Inc,20668,2025-09-30,78
"Strategic Global Advisors, LLC",20025,2025-09-30,-340
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",19385,2025-09-30,14629
"Mirae Asset Global Investments Co., Ltd.",19269,2025-09-30,2414
Catalyst Funds Management Pty Ltd,19259,2025-09-30,19259
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,18785,2025-09-30,127
Alberta Investment Management Corp,18600,2025-09-30,-100
MORTON COMMUNITY BANK,18299,2025-09-30,490
"Sumitomo Mitsui DS Asset Management Company, Ltd",18167,2025-09-30,-48
BANK OF NOVA SCOTIA,18034,2025-09-30,2480
ZACKS INVESTMENT MANAGEMENT,17922,2025-09-30,104
"Toroso Investments, LLC",17864,2025-09-30,4034
"BFSG, LLC",17815,2025-09-30,259
Ethic Inc.,17736,2025-09-30,8784
"Bogart Wealth, LLC",17612,2025-09-30,17606
"Prime Capital Investment Advisors, LLC",17351,2025-09-30,759
"Pathstone Holdings, LLC",17144,2025-09-30,159
"QRG CAPITAL MANAGEMENT, INC.",16997,2025-09-30,-63696
"BOKF, NA",16982,2025-09-30,-640
JANUS HENDERSON GROUP PLC,16822,2025-09-30,-653
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,16735,2025-09-30,4135
COMMERCE BANK,16576,2025-09-30,111
"Entropy Technologies, LP",16517,2025-09-30,133
"BRASADA CAPITAL MANAGEMENT, LP",16479,2025-09-30,470
"Rafferty Asset Management, LLC",16249,2025-09-30,758
"Empowered Funds, LLC",16033,2025-09-30,3290
"JERICHO FINANCIAL, LLP",16009,2025-09-30,69
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,15908,2025-09-30,-939
"SIH Partners, LLLP",15862,2025-09-30,11175
"State of Alaska, Department of Revenue",15696,2025-09-30,-773
Cetera Investment Advisers,15527,2025-09-30,4080
"BRIGHT ROCK CAPITAL MANAGEMENT, LLC",15500,2025-09-30,0
"Chicago Capital, LLC",15481,2025-09-30,-2541
Quest Partners LLC,15363,2025-09-30,14013
"SlateStone Wealth, LLC",15100,2025-09-30,1008
Vestcor Inc,14966,2025-09-30,-3724
Tredje AP-fonden,14701,2025-09-30,3237
"CIBC Private Wealth Group, LLC",14271,2025-09-30,632
BANQUE PICTET & CIE SA,14036,2025-09-30,-1651
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,13956,2025-09-30,-352
Wealthfront Advisers LLC,13839,2025-09-30,209
MARTINGALE ASSET MANAGEMENT L P,13828,2025-09-30,-1628
"L. Roy Papp & Associates, LLP",13652,2025-09-30,2816
Wakefield Asset Management LLLP,13590,2025-09-30,-821
NEOS Investment Management LLC,13539,2025-09-30,4461
"Ascent Wealth Partners, LLC",13298,2025-09-30,163
PUBLIC SECTOR PENSION INVESTMENT BOARD,13006,2025-09-30,1795
Cumberland Partners Ltd,13000,2025-09-30,0
"ADVISOR GROUP HOLDINGS, INC.",12791,2025-09-30,836
CANADA PENSION PLAN INVESTMENT BOARD,12765,2025-09-30,-23124
OMERS ADMINISTRATION Corp,12720,2025-09-30,-700
ASR Vermogensbeheer N.V.,12699,2025-09-30,-97
Northwest & Ethical Investments L.P.,12644,2025-09-30,0
J. Safra Sarasin Holding AG,12359,2025-09-30,5001
"Watchman Group, Inc.",12156,2025-09-30,-385
ICW Investment Advisors LLC,11894,2025-09-30,370
Motley Fool Asset Management LLC,11804,2025-09-30,2447
MASTERINVEST Kapitalanlage GmbH,11732,2025-09-30,10
"COMMONWEALTH EQUITY SERVICES, LLC",11721,2025-09-30,-3914
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,11516,2025-09-30,0
"WCM INVESTMENT MANAGEMENT, LLC",11474,2025-09-30,11474
"SGL Investment Advisors, Inc.",11299,2025-09-30,229
"Financial Advisors Network, Inc.",11288,2025-09-30,-41
BUCKHEAD CAPITAL MANAGEMENT LLC,11186,2025-09-30,640
"Advisory Services Network, LLC",11125,2025-09-30,112
HUDSON VALLEY INVESTMENT ADVISORS INC /ADV,11000,2025-09-30,0
THRIVENT FINANCIAL FOR LUTHERANS,10927,2025-09-30,-1172
"MML INVESTORS SERVICES, LLC",10741,2025-09-30,-1654
MIZUHO SECURITIES USA LLC,10664,2025-09-30,526
Candriam S.C.A.,10520,2025-09-30,721
"Cambridge Investment Research Advisors, Inc.",10435,2025-09-30,699
TRUIST FINANCIAL CORP,10426,2025-09-30,-234
Baader Bank Aktiengesellschaft,10417,2025-09-30,-19394
Raiffeisen Bank International AG,10416,2025-09-30,-1068
NORTH STAR ASSET MANAGEMENT INC,10362,2025-09-30,476
"Colony Group, LLC",10207,2025-09-30,-505
"Horizon Investment Services, LLC",9901,2025-09-30,983
FIFTH THIRD BANCORP,9890,2025-09-30,-80
MARIETTA INVESTMENT PARTNERS LLC,9858,2025-09-30,9858
Marshall Financial Group LLC,9767,2025-09-30,243
iA Global Asset Management Inc.,9754,2025-09-30,1102
"Savant Capital, LLC",9644,2025-09-30,-1214
"Vident Advisory, LLC",9610,2025-09-30,-11931
Railway Pension Investments Ltd,9605,2025-09-30,7200
"NATIONS FINANCIAL GROUP INC, /IA/ /ADV",9528,2025-09-30,95
WORLDQUANT MILLENNIUM ADVISORS LLC,9437,2025-09-30,4780
Investment Management Corp of Ontario,9371,2025-09-30,3309
Illinois Municipal Retirement Fund,9355,2025-09-30,2505
Campbell & CO Investment Adviser LLC,9330,2025-09-30,8084
Generali Asset Management SPA SGR,9246,2025-09-30,-769
"United Asset Strategies, Inc.",9227,2025-09-30,-90
MERIDIAN MANAGEMENT CO,9221,2025-09-30,9221
Kentucky Retirement Systems,9166,2025-09-30,-150
"Allspring Global Investments Holdings, LLC",9022,2025-09-30,-122
Zurich Insurance Group Ltd/FI,9000,2025-09-30,0
BDF-GESTION,8801,2025-09-30,-1831
B. Metzler seel. Sohn & Co. AG,8758,2025-09-30,0
UNIVEST FINANCIAL Corp,8736,2025-09-30,-68
Y-Intercept (Hong Kong) Ltd,8720,2025-09-30,8720
"ExodusPoint Capital Management, LP",8706,2025-09-30,8706
LAZARD ASSET MANAGEMENT LLC,8672,2025-09-30,-3011
HARTFORD INVESTMENT MANAGEMENT CO,8593,2025-09-30,-267
"Callan Family Office, LLC",8413,2025-09-30,-327
"Lindenwold Advisors, INC",8403,2025-09-30,158
MIRABELLA FINANCIAL SERVICES LLP,8302,2025-09-30,5562
"TWO SIGMA ADVISERS, LP",8200,2025-09-30,8200
"Summit Trail Advisors, LLC",7969,2025-09-30,1122
"Sovereign's Capital Management, LLC",7839,2025-09-30,-893
Terra Nova Asset Management LLC,7805,2025-09-30,46
TriaGen Wealth Management LLC,7758,2025-09-30,-7856
WoodTrust Financial Corp,7755,2025-09-30,75
Louisiana State Employees Retirement System,7700,2025-09-30,0
"Graham Capital Management, L.P.",7676,2025-09-30,-9315
VALLEY NATIONAL ADVISERS INC,7655,2025-09-30,184
Quantbot Technologies LP,7572,2025-09-30,-28783
"TRIGLAV INVESTMENTS, D.O.O.",7400,2025-09-30,0
M&T BANK CORP,7331,2025-09-30,-1692
Gulf International Bank (UK) Ltd,7292,2025-09-30,-118
Maryland State Retirement & Pension System,7279,2025-09-30,183
"Caprock Group, LLC",7172,2025-09-30,7172
"SECURIAN ASSET MANAGEMENT, INC",7068,2025-09-30,-612
Vinva Investment Management Ltd,7050,2025-09-30,-2031
Spire Wealth Management,7039,2025-09-30,995
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",7036,2025-09-30,7036
Sterling Capital Management LLC,6960,2025-09-30,-664
"Brinker Capital Investments, LLC",6929,2025-09-30,-236
AG2R LA MONDIALE GESTION D'ACTIFS,6770,2025-09-30,0
"Kensington Investment Counsel, LLC",6713,2025-09-30,-385
"Virtus Investment Advisers, Inc.",6701,2025-09-30,825
"SILVER OAK SECURITIES, INCORPORATED",6684,2025-09-30,1453
FIDUCIARY TRUST CO,6661,2025-09-30,34
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,6650,2025-09-30,-200
CONGRESS ASSET MANAGEMENT CO /MA,6627,2025-09-30,1637
QUADRANT CAPITAL GROUP LLC,6497,2025-09-30,70
"Knollwood Investment Advisory, LLC",6450,2025-09-30,0
"WILEY BROS.-AINTREE CAPITAL, LLC",6417,2025-09-30,513
Walleye Capital LLC,6415,2025-09-30,3160
JT Stratford LLC,6330,2025-09-30,-2298
"Pacific Point Advisors, LLC",6241,2025-09-30,21
"IEQ CAPITAL, LLC",6222,2025-09-30,-842
E. Ohman J:or Asset Management AB,6200,2025-09-30,0
FLPUTNAM INVESTMENT MANAGEMENT CO,6031,2025-09-30,0
Fragasso Group Inc.,6009,2025-09-30,-1087
"CWM, LLC",5929,2025-09-30,-307
"KESTRA PRIVATE WEALTH SERVICES, LLC",5911,2025-09-30,-2755
Cohen Klingenstein LLC,5900,2025-09-30,0
Consolidated Planning Corp,5868,2025-09-30,790
SCOTIA CAPITAL INC.,5843,2025-09-30,-2342
Schonfeld Strategic Advisors LLC,5806,2025-09-30,5806
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,5796,2025-09-30,-53
"Banco Santander, S.A.",5775,2025-09-30,0
"Empirical Financial Services, LLC d.b.a. Empirical Wealth Management",5716,2025-09-30,-18989
"Caitlin John, LLC",5695,2025-09-30,79
Vontobel Holding Ltd.,5622,2025-09-30,-787
"Convergence Investment Partners, LLC",5616,2025-09-30,669
"Smith Group Asset Management, LLC",5515,2025-09-30,-250
"Sequoia Financial Advisors, LLC",5449,2025-09-30,1259
"Inspire Advisors, LLC",5441,2025-09-30,-548
Keeler THomas Management LLC,5349,2025-09-30,70
ALLSTATE CORP,5303,2025-09-30,5303
PARK AVENUE SECURITIES LLC,5254,2025-09-30,-130
"True North Advisors, LLC",5196,2025-09-30,349
"Empirical Finance, LLC",5177,2025-09-30,50
GUGGENHEIM CAPITAL LLC,5174,2025-09-30,-11
Canada Post Corp Registered Pension Plan,5136,2025-09-30,3142
"Glenmede Investment Management, LP",5131,2025-09-30,100
Walleye Trading LLC,5126,2025-09-30,3524
TOKIO MARINE ASSET MANAGEMENT CO LTD,5116,2025-09-30,71
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",5083,2025-09-30,-213
OCCUDO QUANTITATIVE STRATEGIES LP,5022,2025-09-30,3749
La Banque Postale Asset Management SA,4983,2025-09-30,-246
"Metis Global Partners, LLC",4972,2025-09-30,-1825
INTRUST BANK NA,4859,2025-09-30,-62
ALPS ADVISORS INC,4840,2025-09-30,-148
"Carnegie Capital Asset Management, LLC",4811,2025-09-30,-30
"Trivant Custom Portfolio Group, LLC",4797,2025-09-30,73
"Duncan Williams Asset Management, LLC",4760,2025-09-30,142
VISTA INVESTMENT MANAGEMENT,4735,2025-09-30,-41
Andra AP-fonden,4681,2025-09-30,-90519
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",4665,2025-09-30,-13
COLDSTREAM CAPITAL MANAGEMENT INC,4660,2025-09-30,881
"Horizon Investments, LLC",4626,2025-09-30,135
SANDERS MORRIS HARRIS LLC,4600,2025-09-30,4600
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,4557,2025-09-30,-759
"Lido Advisors, LLC",4489,2025-09-30,407
"SummitTX Capital, L.P.",4478,2025-09-30,213
"Hershey Financial Advisers, LLC",4472,2025-09-30,4472
"Copeland Capital Management, LLC",4470,2025-09-30,-850
GAMMA Investing LLC,4398,2025-09-30,555
"CHOREO, LLC",4337,2025-09-30,99
Integrated Wealth Concepts LLC,4318,2025-09-30,-1108
"JGP Wealth Management, LLC",4271,2025-09-30,102
"SIGNATUREFD, LLC",4206,2025-09-30,-11
Aaron Wealth Advisors LLC,4148,2025-09-30,2448
PANAGORA ASSET MANAGEMENT INC,4096,2025-09-30,-2565
OSSIAM,4084,2025-09-30,1306
BALDWIN BROTHERS LLC/MA,4057,2025-09-30,-365
GF FUND MANAGEMENT CO. LTD.,4052,2025-09-30,446
Fairtree Asset Management (Pty) Ltd,4031,2025-09-30,1222
CI INVESTMENTS INC.,4018,2025-09-30,-902
"Dai-Ichi Life Insurance Company, Ltd",4016,2025-09-30,3000
Wahed Invest LLC,3993,2025-09-30,24
"LRT Capital Management, LLC",3980,2025-09-30,-590
MUFG SECURITIES AMERICAS INC.,3949,2025-09-30,699
Lansforsakringar Fondforvaltning AB (publ),3906,2025-09-30,-780
Verition Fund Management LLC,3897,2025-09-30,-19136
Impax Asset Management Group plc,3869,2025-09-30,3869
Friedenthal Financial,3869,2025-09-30,3869
