holder,shares,dateReported,change
"MARSHALL WACE, LLP",138110,2025-09-30,124038
"ADAGE CAPITAL PARTNERS GP, L.L.C.",134535,2025-09-30,89535
"FEDERATED HERMES, INC.",126226,2025-09-30,160
RIVERBRIDGE PARTNERS LLC,125304,2025-09-30,-8323
CITADEL ADVISORS LLC,118030,2025-09-30,-446561
ALGERT GLOBAL LLC,112870,2025-09-30,39586
"BNP PARIBAS ARBITRAGE, SNC",109879,2025-09-30,20224
NEW YORK STATE COMMON RETIREMENT FUND,109877,2025-09-30,-1131
Legal & General Group Plc,108245,2025-09-30,2044
"NATIXIS ADVISORS, L.P.",104960,2025-09-30,20050
PRINCIPAL FINANCIAL GROUP INC,104719,2025-09-30,47954
CANADA PENSION PLAN INVESTMENT BOARD,103800,2025-09-30,-1200
Man Group plc,100560,2025-09-30,-47900
"GW&K Investment Management, LLC",96654,2025-09-30,8341
RHUMBLINE ADVISERS,96569,2025-09-30,1427
CONFLUENCE INVESTMENT MANAGEMENT LLC,95963,2025-09-30,-1263
"Aristotle Capital Boston, LLC",95348,2025-09-30,-1003
Swiss National Bank,95200,2025-09-30,1400
TUDOR INVESTMENT CORP ET AL,92717,2025-09-30,-77077
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",87227,2025-09-30,-4584
Laurus Investment Counsel Inc.,86520,2025-09-30,0
ROYCE & ASSOCIATES LP,84361,2025-09-30,-1279
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,83797,2025-09-30,-808
HSBC HOLDINGS PLC,82960,2025-09-30,6474
ENVESTNET ASSET MANAGEMENT INC,81593,2025-09-30,-3928
WELLS FARGO & COMPANY/MN,79967,2025-09-30,1126
PICTON MAHONEY ASSET MANAGEMENT,78309,2025-09-30,43800
"Rakuten Investment Management, Inc.",77056,2025-09-30,77056
DF DENT & CO INC,74672,2025-09-30,-87788
PRICE T ROWE ASSOCIATES INC /MD/,72856,2025-09-30,-1614
STEADFAST CAPITAL MANAGEMENT LP,71900,2025-09-30,71900
Meridiem Capital Partners LP,70467,2025-09-30,-49567
"TWO SIGMA INVESTMENTS, LP",67761,2025-09-30,-25913
"Integral Health Asset Management, LLC",60000,2025-09-30,-55000
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",56006,2025-09-30,63
OMERS ADMINISTRATION Corp,50529,2025-09-30,0
FRONTIER CAPITAL MANAGEMENT CO LLC,50275,2025-09-30,-1526
Longaeva Partners L.P.,50000,2025-09-30,50000
LAWSON KROEKER INVESTMENT MANAGEMENT INC/NE,49915,2025-09-30,-558
"ExodusPoint Capital Management, LP",49700,2025-09-30,49700
"Russell Investments Group, Ltd.",49679,2025-09-30,18504
"MOORE CAPITAL MANAGEMENT, LP",48925,2025-09-30,22116
PRUDENTIAL FINANCIAL INC,48105,2025-09-30,9701
KING LUTHER CAPITAL MANAGEMENT CORP,46980,2025-09-30,-5220
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,46085,2025-09-30,-1156
Universal- Beteiligungs- und Servicegesellschaft mbH,45658,2025-09-30,27681
KENNEDY CAPITAL MANAGEMENT LLC,43908,2025-09-30,-9437
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,43315,2025-09-30,-751
STATE OF WISCONSIN INVESTMENT BOARD,41445,2025-09-30,10191
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,40703,2025-09-30,-7
VAN ECK ASSOCIATES CORP,38790,2025-09-30,-5736
NORDEA INVESTMENT MANAGEMENT AB,38078,2025-09-30,38078
"J.P. Marvel Investment Advisors, LLC",37234,2025-09-30,170
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",37187,2025-09-30,16
"ASSETMARK, INC",37143,2025-09-30,6301
THOMPSON SIEGEL & WALMSLEY LLC,36605,2025-09-30,-3688
"Pekin Hardy Strauss, Inc.",36060,2025-09-30,-2331
CITIGROUP INC,35838,2025-09-30,-110759
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",33198,2025-09-30,800
Assenagon Asset Management S.A.,32289,2025-09-30,-549216
CASTLEARK MANAGEMENT LLC,31265,2025-09-30,31265
BANK OF MONTREAL /CAN/,31028,2025-09-30,5911
Engineers Gate Manager LP,30324,2025-09-30,25955
FRANKLIN RESOURCES INC,28666,2025-09-30,-196934
IRIDIAN ASSET MANAGEMENT LLC/CT,28626,2025-09-30,-18940
13D Management LLC,28000,2025-09-30,0
INVESTMENT HOUSE LLC,27417,2025-09-30,-3996
Schonfeld Strategic Advisors LLC,27162,2025-09-30,-36425
Midwest Trust Co,27047,2025-09-30,906
LPL Financial LLC,26839,2025-09-30,-1978
"Edgestream Partners, L.P.",26667,2025-09-30,14820
"Epoch Investment Partners, Inc.",26538,2025-09-30,22714
DANSKE BANK A/S,26011,2025-09-30,-10676
"Chevy Chase Trust Holdings, LLC",25116,2025-09-30,-827
TWINBEECH CAPITAL LP,24274,2025-09-30,24274
JOHNSON INVESTMENT COUNSEL INC,23876,2025-09-30,3306
"Sendero Wealth Management, LLC",23863,2025-09-30,534
CenterBook Partners LP,23794,2025-09-30,20041
JANUS HENDERSON GROUP PLC,23655,2025-09-30,0
Magnetar Financial LLC,23173,2025-09-30,21607
OPPENHEIMER ASSET MANAGEMENT INC.,22705,2025-09-30,-642
RAYMOND JAMES FINANCIAL INC,22278,2025-09-30,-3084
AMICA MUTUAL INSURANCE CO,22163,2025-09-30,0
Treasurer of the State of North Carolina,21928,2025-09-30,-855
Police & Firemen's Retirement System of New Jersey,21613,2025-09-30,3185
Trexquant Investment LP,21345,2025-09-30,-39970
TORONTO DOMINION BANK,21142,2025-09-30,10220
"Bridgewater Associates, LP",19908,2025-09-30,19908
"PDT Partners, LLC",19100,2025-09-30,0
"Summit Trail Advisors, LLC",18550,2025-09-30,4107
GABELLI FUNDS LLC,18500,2025-09-30,-1000
"Mariner, LLC",18356,2025-09-30,1492
State of New Jersey Common Pension Fund D,17922,2025-09-30,1093
"PNC FINANCIAL SERVICES GROUP, INC.",15757,2025-09-30,-1611
GREAT WEST LIFE ASSURANCE CO /CAN/,15341,2025-09-30,4102
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,15240,2025-09-30,95
Aquatic Capital Management LLC,14905,2025-09-30,-20614
Janney Montgomery Scott LLC,14797,2025-09-30,4414
Broyhill Asset Management,14788,2025-09-30,-1547
THRIVENT FINANCIAL FOR LUTHERANS,14766,2025-09-30,-7410
Handelsbanken Fonder AB,14606,2025-09-30,3069
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",14559,2025-09-30,403
Arizona State Retirement System,14533,2025-09-30,199
COMERICA BANK,14026,2025-09-30,-226
Zurcher Kantonalbank (Zurich Cantonalbank),14014,2025-09-30,3018
NATIXIS,14010,2025-09-30,7058
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,14000,2025-09-30,14000
VIRGINIA RETIREMENT SYSTEMS ET AL,14000,2025-09-30,1500
"Entropy Technologies, LP",13906,2025-09-30,12487
Campbell & CO Investment Adviser LLC,13800,2025-09-30,8505
Hollow Brook Wealth Management LLC,13373,2025-09-30,3382
STATE OF MICHIGAN RETIREMENT SYSTEM,13330,2025-09-30,0
ProShare Advisors LLC,13153,2025-09-30,4386
LOGAN CAPITAL MANAGEMENT INC,13017,2025-09-30,1930
"NISA INVESTMENT ADVISORS, LLC",12962,2025-09-30,4112
HORIZON KINETICS ASSET MANAGEMENT LLC,12909,2025-09-30,-9351
KLP KAPITALFORVALTNING AS,12900,2025-09-30,2800
GENEVA CAPITAL MANAGEMENT LLC,12697,2025-09-30,-368
Czech National Bank,12500,2025-09-30,498
FIFTH THIRD BANCORP,12392,2025-09-30,-479
"Madison Asset Management, LLC",12366,2025-09-30,12366
"MetLife Investment Management, LLC",12199,2025-09-30,-307
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,11818,2025-09-30,-228
Daiwa Securities Group Inc.,11633,2025-09-30,-1745
UniSuper Management Pty Ltd,11569,2025-09-30,595
"Vanguard Personalized Indexing Management, LLC",11551,2025-09-30,-127
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,11546,2025-09-30,-160
"Caprock Group, LLC",11363,2025-09-30,11363
Brevan Howard Capital Management LP,11197,2025-09-30,-22347
Creative Planning,11030,2025-09-30,2136
Cardinal Capital Management,10866,2025-09-30,-4
"Ensign Peak Advisors, Inc",10749,2025-09-30,-3100
PUBLIC SECTOR PENSION INVESTMENT BOARD,10633,2025-09-30,567
"Pacer Advisors, Inc.",10561,2025-09-30,-812
TEACHER RETIREMENT SYSTEM OF TEXAS,10556,2025-09-30,2822
Retirement Systems of Alabama,10497,2025-09-30,-42
"CI Private Wealth, LLC",10462,2025-09-30,-1363
VOYA INVESTMENT MANAGEMENT LLC,10450,2025-09-30,-3134
"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",10136,2025-09-30,-1386
"COMMONWEALTH EQUITY SERVICES, LLC",10119,2025-09-30,305
Quadrature Capital Ltd,9851,2025-09-30,-8131
"VisionPoint Advisory Group, LLC",9833,2025-09-30,-3661
"CIBC Private Wealth Group, LLC",9728,2025-09-30,-5141
Verition Fund Management LLC,9706,2025-09-30,-20345
NORRIS PERNE & FRENCH LLP/MI,9673,2025-09-30,-110649
"Toroso Investments, LLC",9562,2025-09-30,1353
"State of Tennessee, Treasury Department",9489,2025-09-30,-5773
AMALGAMATED BANK,9313,2025-09-30,-149
Quantbot Technologies LP,9215,2025-09-30,9215
Canada Post Corp Registered Pension Plan,9072,2025-09-30,8452
"Jump Financial, LLC",8953,2025-09-30,8953
"Cresset Asset Management, LLC",8703,2025-09-30,3173
TD ASSET MANAGEMENT INC,8594,2025-09-30,-330
"MML INVESTORS SERVICES, LLC",8488,2025-09-30,-453
"NEXPOINT ASSET MANAGEMENT, L.P.",8354,2025-09-30,2739
Pictet Asset Management Holding SA,8214,2025-09-30,-2297
abrdn plc,8148,2025-09-30,3021
Utah Retirement Systems,8051,2025-09-30,-207
LAZARD ASSET MANAGEMENT LLC,7605,2025-09-30,407
"Rafferty Asset Management, LLC",7581,2025-09-30,-27
Y-Intercept (Hong Kong) Ltd,7526,2025-09-30,7526
"Kerrisdale Advisers, LLC",7458,2025-09-30,0
DekaBank Deutsche Girozentrale,7142,2025-09-30,0
"Mirae Asset Global Investments Co., Ltd.",7085,2025-09-30,633
AXA Investment Managers S.A.,7039,2025-09-30,7039
"LANDSCAPE CAPITAL MANAGEMENT, L.L.C.",6972,2025-09-30,6972
VICTORY CAPITAL MANAGEMENT INC,6888,2025-09-30,-356
"Atria Investments, Inc",6762,2025-09-30,-754
Cetera Investment Advisers,6623,2025-09-30,1775
CIBC Asset Management Inc,6467,2025-09-30,-12
ING GROEP NV,6362,2025-09-30,-101
Hillsdale Investment Management Inc.,6320,2025-09-30,6200
MERCER GLOBAL ADVISORS INC /ADV,6236,2025-09-30,3223
"Pathstone Holdings, LLC",6144,2025-09-30,-30
GUGGENHEIM CAPITAL LLC,6053,2025-09-30,-231
STIFEL FINANCIAL CORP,5945,2025-09-30,359
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",5917,2025-09-30,918
"Inscription Capital, LLC",5896,2025-09-30,3827
Versor Investments LP,5888,2025-09-30,5888
"EXCHANGE TRADED CONCEPTS, LLC",5724,2025-09-30,-18
CREDIT AGRICOLE S A,5678,2025-09-30,5678
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,5645,2025-09-30,1361
US BANCORP \DE\,5565,2025-09-30,214
"YOUSIF CAPITAL MANAGEMENT, LLC",5537,2025-09-30,-182
"Lighthouse Investment Partners, LLC",5500,2025-09-30,5500
"New Age Alpha Advisors, LLC",5433,2025-09-30,-79
"SRS Capital Advisors, Inc.",5430,2025-09-30,5125
FIRST TRUST ADVISORS LP,5426,2025-09-30,-25739
Ethic Inc.,5348,2025-09-30,-2072
CAPTRUST FINANCIAL ADVISORS,5336,2025-09-30,-80
Maxi Investments CY Ltd,5331,2025-09-30,0
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,5326,2025-09-30,-299
AZZAD ASSET MANAGEMENT INC /ADV,5311,2025-09-30,5311
"State of Alaska, Department of Revenue",5276,2025-09-30,-235
BANK OF NOVA SCOTIA,5244,2025-09-30,-198074
AMERICAN CENTURY COMPANIES INC,5185,2025-09-30,-284
COMMERCE BANK,5158,2025-09-30,-8
"MITCHELL & PAHL PRIVATE WEALTH, LLC",5128,2025-09-30,568
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,5043,2025-09-30,-210
BESSEMER GROUP INC,5036,2025-09-30,458
Jefferies Financial Group Inc.,5000,2025-09-30,-3872
Vestcor Inc,4968,2025-09-30,1342
"Empowered Funds, LLC",4916,2025-09-30,308
"Crossmark Global Holdings, Inc.",4868,2025-09-30,4
Cerity Partners LLC,4625,2025-09-30,4625
"Ameritas Investment Partners, Inc.",4569,2025-09-30,-370
Polymer Capital Management (US) LLC,4495,2025-09-30,4495
TRUIST FINANCIAL CORP,4438,2025-09-30,-2818
SYON CAPITAL LLC,4410,2025-09-30,2252
CX Institutional,4324,2025-09-30,-27
"Catalytic Wealth RIA, LLC",4304,2025-09-30,4304
Northwest & Ethical Investments L.P.,4290,2025-09-30,4290
"PRINCIPAL SECURITIES, INC.",4263,2025-09-30,209
DUMONT & BLAKE INVESTMENT ADVISORS LLC,4240,2025-09-30,-60
"CWM, LLC",4094,2025-09-30,1492
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,4006,2025-09-30,0
"HighTower Advisors, LLC",4003,2025-09-30,-671
"Kovitz Investment Group Partners, LLC",3854,2025-09-30,2034
"XPONANCE, INC.",3831,2025-09-30,-507
"Sumitomo Mitsui Trust Holdings, Inc.",3794,2025-09-30,-687
Vinva Investment Management Ltd,3724,2025-09-30,3724
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,3664,2025-09-30,-106
MIZUHO SECURITIES USA LLC,3584,2025-09-30,191
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",3444,2025-09-30,3444
Penserra Capital Management LLC,3412,2025-09-30,3412
iSAM Funds (UK) Ltd,3375,2025-09-30,3375
Federation des caisses Desjardins du Quebec,3329,2025-09-30,3278
"Advisory Services Network, LLC",3226,2025-09-30,83
"Sequoia Financial Advisors, LLC",3209,2025-09-30,-223
"WILEY BROS.-AINTREE CAPITAL, LLC",3150,2025-09-30,-790
"LEAVELL INVESTMENT MANAGEMENT, INC.",3018,2025-09-30,0
Sterling Capital Management LLC,3016,2025-09-30,-257
"Valmark Advisers, Inc.",3000,2025-09-30,0
Squarepoint Ops LLC,2946,2025-09-30,1625
HARTFORD INVESTMENT MANAGEMENT CO,2917,2025-09-30,-30
Aaron Wealth Advisors LLC,2869,2025-09-30,2869
ARISTEIA CAPITAL LLC,2868,2025-09-30,2868
"KESTRA PRIVATE WEALTH SERVICES, LLC",2864,2025-09-30,-8
"Cornerstone Investment Partners, LLC",2822,2025-09-30,767
"ADVISOR GROUP HOLDINGS, INC.",2806,2025-09-30,1715
"EXENCIAL WEALTH ADVISORS, LLC",2799,2025-09-30,153
"Quantitative Investment Management, LLC",2778,2025-09-30,2778
"Ronald Blue Trust, Inc.",2775,2025-09-30,213
Chicago Partners Investment Group LLC,2767,2025-09-30,890
Rock Springs Capital Management LP,2700,2025-09-30,0
"Global Strategic Investment Solutions, LLC",2698,2025-09-30,0
Maryland State Retirement & Pension System,2664,2025-09-30,277
GROUPAMA ASSET MANAGMENT,2656,2025-09-30,2656
"Norinchukin Bank, The",2652,2025-09-30,-48
Fragasso Group Inc.,2636,2025-09-30,-165
"Advisors Asset Management, Inc.",2627,2025-09-30,-41
QUADRANT CAPITAL GROUP LLC,2627,2025-09-30,5
"Glenmede Investment Management, LP",2606,2025-09-30,-389
Louisiana State Employees Retirement System,2600,2025-09-30,0
OXFORD ASSET MANAGEMENT LLP,2504,2025-09-30,2504
"WESCAP Management Group, Inc.",2443,2025-09-30,0
GAMMA Investing LLC,2441,2025-09-30,569
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",2438,2025-09-30,425
"Kera Capital Partners, Inc.",2403,2025-09-30,553
"Bridgefront Capital, LLC",2355,2025-09-30,2355
Dynamic Technology Lab Private Ltd,2350,2025-09-30,2350
"FORA Capital, LLC",2337,2025-09-30,2337
"CHOREO, LLC",2311,2025-09-30,277
Banque Cantonale Vaudoise,2292,2025-09-30,-197
"SECURIAN ASSET MANAGEMENT, INC",2286,2025-09-30,-200
BROWN ADVISORY INC,2249,2025-09-30,-84
State of Wyoming,2249,2025-09-30,287
BENJAMIN EDWARDS INC,2211,2025-09-30,2211
"HB Wealth Management, LLC",2208,2025-09-30,192
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,2200,2025-09-30,-200
CONGRESS ASSET MANAGEMENT CO /MA,2195,2025-09-30,2195
Virtu Financial LLC,2175,2025-09-30,2175
"Forum Financial Management, LP",2129,2025-09-30,2129
"Patriot Financial Group Insurance Agency, LLC",2120,2025-09-30,85
"EntryPoint Capital, LLC",2033,2025-09-30,2033
"Callan Family Office, LLC",2024,2025-09-30,-219
Quest Partners LLC,2024,2025-09-30,-402
Amica Retiree Medical Trust,2007,2025-09-30,0
"QRG CAPITAL MANAGEMENT, INC.",1971,2025-09-30,-206
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,1949,2025-09-30,-10
PARK AVENUE SECURITIES LLC,1939,2025-09-30,-60
COLDSTREAM CAPITAL MANAGEMENT INC,1938,2025-09-30,20
"ARMISTICE CAPITAL, LLC",1932,2025-09-30,1932
"PATTON FUND MANAGEMENT, INC.",1920,2025-09-30,0
"Everhart Financial Group, Inc.",1910,2025-09-30,1910
"Baird Financial Group, Inc.",1869,2025-09-30,-278
M&T BANK CORP,1836,2025-09-30,-695
"Baker Avenue Asset Management, LP",1816,2025-09-30,1816
"Bryn Mawr Capital Management, LLC",1809,2025-09-30,0
"Versant Capital Management, Inc",1808,2025-09-30,-47
"Asset Management One Co., Ltd.",1776,2025-09-30,151
Veracity Capital LLC,1728,2025-09-30,-2384
"Requisite Capital Management, LLC",1722,2025-09-30,1722
PKO Investment Management Joint-Stock Co,1700,2025-09-30,-3800
"Moors & Cabot, Inc.",1685,2025-09-30,0
"CERTUITY, LLC",1632,2025-09-30,1632
Texas Bank & Trust Co,1600,2025-09-30,0
Mitsubishi UFJ Trust & Banking Corp,1595,2025-09-30,1595
F/M Investments LLC,1570,2025-09-30,-45
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",1568,2025-09-30,1
"Blueshift Asset Management, LLC",1561,2025-09-30,1561
Sage Mountain Advisors LLC,1553,2025-09-30,1553
SUMMIT WEALTH GROUP LLC / CO,1545,2025-09-30,1545
"Venturi Wealth Management, LLC",1537,2025-09-30,1537
CLARET ASSET MANAGEMENT Corp,1528,2025-09-30,-22
WETHERBY ASSET MANAGEMENT INC,1517,2025-09-30,6
"Empirical Asset Management, LLC",1513,2025-09-30,7
"Beverly Hills Private Wealth, LLC",1512,2025-09-30,-216
"Twin Tree Management, LP",1485,2025-09-30,1485
"Empirical Finance, LLC",1472,2025-09-30,18
TD Waterhouse Canada Inc.,1448,2025-09-30,3
111 Capital,1447,2025-09-30,1447
NOMURA ASSET MANAGEMENT CO LTD,1426,2025-09-30,151
"Atomi Financial Group, Inc.",1395,2025-09-30,1395
"JANE STREET GROUP, LLC",1353,2025-09-30,-38075
GF FUND MANAGEMENT CO. LTD.,1348,2025-09-30,126
Rockefeller Capital Management L.P.,1346,2025-09-30,1346
"SIGNATUREFD, LLC",1342,2025-09-30,-15
"Cambridge Investment Research Advisors, Inc.",1329,2025-09-30,-225
MUFG SECURITIES AMERICAS INC.,1327,2025-09-30,239
MGO ONE SEVEN LLC,1312,2025-09-30,1312
"Meeder Advisory Services, Inc.",1311,2025-09-30,1311
Humankind Investments LLC,1305,2025-09-30,-82
"FIRST BUSINESS FINANCIAL SERVICES, INC.",1300,2025-09-30,1300
FORT WASHINGTON INVESTMENT ADVISORS INC /OH/,1300,2025-09-30,1300
EVERENCE CAPITAL MANAGEMENT INC,1279,2025-09-30,-641
Parkside Financial Bank & Trust,1180,2025-09-30,139
STRS OHIO,1166,2025-09-30,0
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,1096,2025-09-30,-34
Tower Research Capital LLC (TRC),1061,2025-09-30,187
Bayforest Capital Ltd,963,2025-09-30,546
WESTPAC BANKING CORP,959,2025-09-30,-35
MUFG Securities EMEA plc,942,2025-09-30,791
Spire Wealth Management,913,2025-09-30,-3
"Steward Partners Investment Advisory, LLC",876,2025-09-30,248
"Horizon Investments, LLC",812,2025-09-30,5
JONES FINANCIAL COMPANIES LLLP,801,2025-09-30,-77
"HANTZ FINANCIAL SERVICES, INC.",793,2025-09-30,80
CNB Bank,779,2025-09-30,-263
"UMB Bank, n.a.",724,2025-09-30,36
MASSMUTUAL TRUST CO FSB/ADV,659,2025-09-30,-1216
Smartleaf Asset Management LLC,650,2025-09-30,294
"Farther Finance Advisors, LLC",647,2025-09-30,32
"Parallel Advisors, LLC",629,2025-09-30,17
HUNTINGTON NATIONAL BANK,620,2025-09-30,-56
"Solstein Capital, LLC",600,2025-09-30,-114
"Resona Asset Management Co.,Ltd.",584,2025-09-30,87
Groupe la Francaise,576,2025-09-30,0
Hilltop National Bank,509,2025-09-30,0
BROWN BROTHERS HARRIMAN & CO,482,2025-09-30,186
Neo Ivy Capital Management,462,2025-09-30,270
Employees Retirement System of Texas,413,2025-09-30,0
"Wealthspire Advisors, LLC",378,2025-09-30,378
Truvestments Capital LLC,315,2025-09-30,-174
SJS Investment Consulting Inc.,309,2025-09-30,309
"EverSource Wealth Advisors, LLC",308,2025-09-30,104
"HARBOR INVESTMENT ADVISORY, LLC",302,2025-09-30,-253
"NewEdge Advisors, LLC",262,2025-09-30,-180
Covestor Ltd,246,2025-09-30,-271
"Bruce G. Allen Investments, LLC",241,2025-09-30,-2
Smithfield Trust Co,235,2025-09-30,0
Allworth Financial LP,217,2025-09-30,-83
CI INVESTMENTS INC.,211,2025-09-30,24
Atlantic Union Bankshares Corp,200,2025-09-30,200
"Cape Investment Advisory, Inc.",200,2025-09-30,4
"Pinnacle Bancorp, Inc.",190,2025-09-30,0
Geneos Wealth Management Inc.,189,2025-09-30,-104
WHITTIER TRUST CO,188,2025-09-30,-96
ROTHSCHILD INVESTMENT LLC,186,2025-09-30,84
Park Place Capital Corp,185,2025-09-30,0
Cromwell Holdings LLC,180,2025-09-30,0
"Caitong International Asset Management Co., Ltd",177,2025-09-30,-194
PARADIGM ASSET MANAGEMENT CO LLC,176,2025-09-30,0
ACADIAN ASSET MANAGEMENT LLC,153,2025-09-30,153
Larson Financial Group LLC,149,2025-09-30,30
"BOKF, NA",147,2025-09-30,143
SALEM INVESTMENT COUNSELORS INC,145,2025-09-30,0
"Quent Capital, LLC",145,2025-09-30,145
"ONEFUND, LLC",144,2025-09-30,9
SENTRY INVESTMENT MANAGEMENT LLC,135,2025-09-30,135
"GROUP ONE TRADING, L.P.",132,2025-09-30,-841
"Ransom Advisory, Ltd",131,2025-09-30,0
"True Wealth Design, LLC",130,2025-09-30,69
Quarry LP,125,2025-09-30,125
"MATHER GROUP, LLC.",124,2025-09-30,124
"CULLEN/FROST BANKERS, INC.",123,2025-09-30,-46
Kennebec Savings Bank,114,2025-09-30,5
"Root Financial Partners, LLC",113,2025-09-30,113
TD PRIVATE CLIENT WEALTH LLC,113,2025-09-30,-108
Hemington Wealth Management,111,2025-09-30,30
MAI Capital Management,101,2025-09-30,-39
BRYN MAWR TRUST Co,96,2025-09-30,-203
"IFP Advisors, Inc",94,2025-09-30,90
"Asset Dedication, LLC",91,2025-09-30,-13
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,90,2025-09-30,0
YANKCOM Partnership,86,2025-09-30,0
CLEAR STREET MARKETS LLC,86,2025-09-30,53
"CVA Family Office, LLC",82,2025-09-30,0
Skandinaviska Enskilda Banken AB (publ),75,2025-09-30,-69
"Westfuller Advisors, LLC",73,2025-09-30,73
"AMERIFLEX GROUP, INC.",68,2025-09-30,68
Byrne Asset Management LLC,65,2025-09-30,-16
"Rise Advisors, LLC",63,2025-09-30,0
"Westside Investment Management, Inc.",62,2025-09-30,0
