date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,recordDate,adjDividend,paymentDate,declarationDate
2025-11-26,173.63,174.55,173.09,173.92,173.34,540300,540300,0.29,0.16702,173.7975,"November 26, 25",0.0016702,,,,,
2025-11-25,171.31,173.84,171.19,173.62,173.04,578000,578000,2.31,1.35,172.49,"November 25, 25",0.0135,,,,,
2025-11-24,170.72,171.45,169.42,170.58,170.01,1001300,1001300,-0.14,-0.08200562,170.5425,"November 24, 25",-0.0008200562,,,,,
2025-11-21,167.69,172.68,167.66,170.8,170.23,758462,758462,3.11,1.85,169.7075,"November 21, 25",0.0185,,,,,
2025-11-20,167.82,171.94,167.26,167.77,167.21,1031800,1031800,-0.05,-0.02979383,168.6975,"November 20, 25",-0.0002979383,,,,,
2025-11-19,164.62,166.4,163.41,165.8,165.25,913200,913200,1.18,0.7168,165.0575,"November 19, 25",0.007168,,,,,
2025-11-18,163.15,164.78,162.4,163.94,163.39,937900,937900,0.79,0.48422,163.5675,"November 18, 25",0.0048422,,,,,
2025-11-17,164.04,164.8,162.84,163.64,163.1,626100,626100,-0.4,-0.24384,163.83,"November 17, 25",-0.0024384,,,,,
2025-11-14,165.41,165.78,162.94,164.02,163.47,752300,752300,-1.39,-0.84034,164.5375,"November 14, 25",-0.0084034,,,,,
2025-11-13,166.42,168.43,165.03,165.27,164.72,814400,814400,-1.14,-0.69102,166.2875,"November 13, 25",-0.0069102,,,,,
2025-11-12,166,167.48,164.44,167.17,166.61,896474,896474,1.17,0.70482,166.2725,"November 12, 25",0.0070482,,,,,
2025-11-11,162.5,165.89,162.5,165.73,165.18,759500,759500,3.23,1.99,164.155,"November 11, 25",0.0199,,,,,
2025-11-10,160.74,162.97,159.78,162.61,162.07,850700,850700,1.87,1.16,161.525,"November 10, 25",0.0116,,,,,
2025-11-07,162.79,163.76,159.81,160.8,160.26,1045542,1045542,-1.99,-1.22,161.79,"November 07, 25",-0.0122,,,,,
2025-11-06,162.37,164.83,161.03,163.08,162.54,1330846,1330846,0.71,0.43727,162.8275,"November 06, 25",0.0043727,,,,,
2025-11-05,156.71,160.49,153.67,159.83,159.3,1596031,1596031,3.12,1.99,157.675,"November 05, 25",0.0199,,,,,
2025-11-04,151.56,152.83,150.29,152.42,151.91,1175000,1175000,0.86,0.56743,151.77,"November 04, 25",0.0056743,,,,,
2025-11-03,148.2,151.1,146.49,150.63,150.13,1158600,1158600,2.43,1.64,149.11,"November 03, 25",0.0164,,,,,
2025-10-31,148.89,151.01,148.59,148.94,148.44,1303300,1303300,0.05,0.03358184,149.36,"October 31, 25",0.0003358184,,,,,
2025-10-30,149.89,151.96,149.54,149.88,149.38,952000,952000,-0.01,-0.00667156,150.32,"October 30, 25",-6.67156e-05,,,,,
2025-10-29,153.31,154.4,147.02,149.89,149.39,1833000,1833000,-3.42,-2.23,151.15,"October 29, 25",-0.0223,,,,,
2025-10-28,156.11,156.39,154.15,154.3,153.79,762400,762400,-1.81,-1.16,155.24,"October 28, 25",-0.0116,,,,,
2025-10-27,155.25,156.85,153.91,156.3,155.78,776900,776900,1.05,0.67633,155.58,"October 27, 25",0.0067633,,,,,
2025-10-24,156.78,156.83,154.93,155.83,155.31,601000,601000,-0.95,-0.60594,156.09,"October 24, 25",-0.0060594,,,,,
2025-10-23,156.85,157.12,155.07,155.72,155.2,829300,829300,-1.13,-0.72043,156.19,"October 23, 25",-0.0072043,,,,,
2025-10-22,156.38,158.99,155.88,157,156.48,1019700,1019700,0.62,0.39647,157.06,"October 22, 25",0.0039647,,,,,
2025-10-21,154.14,157.75,154.14,156.92,156.4,775300,775300,2.78,1.8,155.74,"October 21, 25",0.018,,,,,
2025-10-20,153.89,155.34,152.54,155.07,154.55,592900,592900,1.18,0.76678,154.21,"October 20, 25",0.0076678,,,,,
2025-10-17,153.44,154.02,151.82,152.93,152.42,1239600,1239600,-0.51,-0.33238,153.05,"October 17, 25",-0.0033238,,,,,
2025-10-16,154.18,155.96,152.85,152.94,152.43,1412000,1412000,-1.24,-0.80425,153.98,"October 16, 25",-0.0080425,,,,,
2025-10-15,153.9,155.42,153.39,154.46,153.95,1044600,1044600,0.56,0.36387,154.29,"October 15, 25",0.0036387,,,,,
2025-10-14,151.99,155.08,151.54,154.12,153.61,1055600,1055600,2.13,1.4,153.18,"October 14, 25",0.014,,,,,
2025-10-13,151.39,153.07,150.09,152.19,151.68,1188100,1188100,0.8,0.52844,151.69,"October 13, 25",0.0052844,,,,,
2025-10-10,149.87,152.4,149.43,151.54,151.04,1721400,1721400,1.67,1.11,150.81,"October 10, 25",0.0111,,,,,
2025-10-09,149.7,149.7,147.98,149.32,148.82,718000,718000,-0.38,-0.25384,149.17,"October 09, 25",-0.0025384,,,,,
2025-10-08,149.55,150.84,148.22,149.43,148.93,1005600,1005600,-0.12,-0.08024072,149.51,"October 08, 25",-0.0008024072,,,,,
2025-10-07,147.69,149.74,147.69,149.64,149.14,907400,907400,1.95,1.32,148.69,"October 07, 25",0.0132,,,,,
2025-10-06,146.99,148.94,145.38,147.69,147.2,1482300,1482300,0.7,0.47622,147.25,"October 06, 25",0.0047622,,,,,
2025-10-03,145.68,147.61,145.32,146.26,145.77,1869800,1869800,0.58,0.39813,146.22,"October 03, 25",0.0039813,,,,,
2025-10-02,145.82,147,144.12,146.31,145.82,1576700,1576700,0.49,0.33603,145.81,"October 02, 25",0.0033603,,,,,
2025-10-01,148.44,148.91,145.64,146.29,145.8,1712700,1712700,-2.15,-1.45,147.32,"October 01, 25",-0.0145,,,,,
2025-09-30,150.41,150.58,147.59,148.93,148.43,947200,947200,-1.48,-0.98398,149.38,"September 30, 25",-0.0098398,,,,,
2025-09-29,150.03,151.81,148.5,151.17,150.67,988600,988600,1.14,0.75985,150.38,"September 29, 25",0.0075985,,,,,
2025-09-26,148.84,150.07,148.33,149.38,148.88,1246100,1246100,0.54,0.36281,149.16,"September 26, 25",0.0036281,,,,,
2025-09-25,151.5,152.17,148.3,148.45,147.96,1225400,1225400,-3.05,-2.01,150.1,"September 25, 25",-0.0201,,,,,
2025-09-24,150.15,151.83,150.15,151.5,151,884200,884200,1.35,0.8991,150.91,"September 24, 25",0.008991,,,,,
2025-09-23,151.45,151.9,149.39,150.02,149.52,642800,642800,-1.43,-0.94421,150.69,"September 23, 25",-0.0094421,,,,,
2025-09-22,152.06,152.83,150.63,151.45,150.95,922000,922000,-0.61,-0.40116,151.74,"September 22, 25",-0.0040116,,,,,
2025-09-19,155.05,155.24,151.69,151.97,151.46,3452800,3452800,-3.08,-1.99,153.49,"September 19, 25",-0.0199,,,,,
2025-09-18,159.48,160.22,154.39,154.47,153.96,1175800,1175800,-5.01,-3.14,157.14,"September 18, 25",-0.0314,,,,,
2025-09-17,160,161.92,159.46,159.78,159.25,696200,696200,-0.22,-0.1375,160.29,"September 17, 25",-0.001375,,,,,
2025-09-16,158.08,159.25,157.36,159.07,158.54,695400,695400,0.99,0.62627,158.44,"September 16, 25",0.0062627,,,,,
2025-09-15,160.12,160.78,157.71,158.43,157.9,797100,797100,-1.69,-1.06,159.26,"September 15, 25",-0.0106,,,,,
2025-09-12,160.3,161.29,159.87,160.12,159.59,693400,693400,-0.18,-0.11229,160.39,"September 12, 25",-0.0011229,,,,,
2025-09-11,159.23,161.48,158.91,161.42,160.88,781200,781200,2.19,1.38,160.26,"September 11, 25",0.0138,,,,,
2025-09-10,162.1,162.31,158.76,159.1,158.57,892200,892200,-3,-1.85,160.57,"September 10, 25",-0.0185,,,,,
2025-09-09,162.28,163.65,161.73,162.75,162.21,652300,652300,0.47,0.28962,162.6,"September 09, 25",0.0028962,,,,,
2025-09-08,162.99,162.99,160.43,162.53,161.99,608900,608900,-0.46,-0.28223,162.24,"September 08, 25",-0.0028223,,,,,
2025-09-05,161.29,163.18,160.45,162.24,161.7,595400,595400,0.95,0.589,161.79,"September 05, 25",0.00589,0.58,2025-09-05,0.58,2025-09-26,2025-08-22
2025-09-04,161.6,162.09,159.88,161.87,160.75,660000,660000,0.27,0.16708,161.36,"September 04, 25",0.0016708,,,,,
2025-09-03,160.31,161.69,159.18,161.59,160.47,652900,652900,1.28,0.79845,160.69,"September 03, 25",0.0079845,,,,,
2025-09-02,162.26,163.05,160,160.77,159.66,869600,869600,-1.49,-0.91828,161.52,"September 02, 25",-0.0091828,,,,,
2025-08-29,163.53,164.99,162.7,163.26,162.13,692800,692800,-0.27,-0.16511,163.62,"August 29, 25",-0.0016511,,,,,
2025-08-28,162.49,163.03,161.86,162.82,161.7,586300,586300,0.33,0.20309,162.55,"August 28, 25",0.0020309,,,,,
2025-08-27,162.2,163.15,162.09,162.74,161.62,584600,584600,0.54,0.33292,162.54,"August 27, 25",0.0033292,,,,,
2025-08-26,161.51,162.16,160.3,162.08,160.96,725500,725500,0.57,0.35292,161.51,"August 26, 25",0.0035292,,,,,
2025-08-25,164.99,165.4,161.16,161.68,160.56,771100,771100,-3.31,-2.01,163.31,"August 25, 25",-0.0201,,,,,
2025-08-22,164.64,166.41,163.73,165.56,164.42,768900,768900,0.92,0.55879,165.08,"August 22, 25",0.0055879,,,,,
2025-08-21,163.34,164.21,161.83,163.26,162.13,1020100,1020100,-0.08,-0.04897759,163.16,"August 21, 25",-0.0004897759,,,,,
2025-08-20,159,166.14,158.53,163.8,162.67,1769700,1769700,4.8,3.02,161.87,"August 20, 25",0.0302,,,,,
2025-08-19,160.92,161.11,158.82,160.63,159.52,950500,950500,-0.29,-0.18021,160.37,"August 19, 25",-0.0018021,,,,,
2025-08-18,160.83,161.83,160.63,160.83,159.72,744000,744000,0,0,161.03,"August 18, 25",0,,,,,
2025-08-15,159.22,161.21,159.05,160.39,159.28,814400,814400,1.17,0.73483,159.97,"August 15, 25",0.0073483,,,,,
2025-08-14,162.8,163.1,159.04,159.25,158.15,1066900,1066900,-3.55,-2.18,161.05,"August 14, 25",-0.0218,,,,,
2025-08-13,160,163.72,158.49,163.37,162.24,901000,901000,3.37,2.11,161.4,"August 13, 25",0.0211,,,,,
2025-08-12,159.24,162.25,158.82,159.79,158.69,1279400,1279400,0.55,0.34539,160.03,"August 12, 25",0.0034539,,,,,
2025-08-11,161.23,161.9,157.8,158.52,157.43,1114500,1114500,-2.71,-1.68,159.86,"August 11, 25",-0.0168,,,,,
2025-08-08,164.73,165.2,161.01,161.56,160.45,885100,885100,-3.17,-1.92,163.12,"August 08, 25",-0.0192,,,,,
2025-08-07,167.35,167.7,163.77,164.09,162.96,671200,671200,-3.26,-1.95,165.73,"August 07, 25",-0.0195,,,,,
2025-08-06,166.01,168.22,164.68,166.76,165.61,480900,480900,0.75,0.45178,166.42,"August 06, 25",0.0045178,,,,,
2025-08-05,170.29,171.58,165.84,166.01,164.86,660300,660300,-4.28,-2.51,168.43,"August 05, 25",-0.0251,,,,,
2025-08-04,167.51,170.63,167.51,170.48,169.3,837800,837800,2.97,1.77,169.03,"August 04, 25",0.0177,,,,,
2025-08-01,170.28,170.97,166.67,167.28,166.13,627100,627100,-3,-1.76,168.8,"August 01, 25",-0.0176,,,,,
2025-07-31,172,173.64,169.52,169.82,168.65,665200,665200,-2.18,-1.27,171.25,"July 31, 25",-0.0127,,,,,
2025-07-30,175.75,176.53,172.98,173.35,172.15,447900,447900,-2.4,-1.37,174.65,"July 30, 25",-0.0137,,,,,
2025-07-29,175.58,176.65,174.66,175.44,174.23,276600,276600,-0.14,-0.07973573,175.58,"July 29, 25",-0.0007973573,,,,,
2025-07-28,175.88,176.56,175.14,175.38,174.17,432100,432100,-0.5,-0.28428,175.74,"July 28, 25",-0.0028428,,,,,
2025-07-25,180.27,180.27,172.62,176.35,175.13,792600,792600,-3.92,-2.17,177.38,"July 25, 25",-0.0217,,,,,
2025-07-24,179.66,182.31,176.26,180.9,179.65,387700,387700,1.24,0.69019,179.78,"July 24, 25",0.0069019,,,,,
2025-07-23,180.52,181.11,179.07,180.53,179.28,357200,357200,0.01,0.00553955,180.31,"July 23, 25",5.53955e-05,,,,,
2025-07-22,178.35,180.87,178.16,180.58,179.33,390900,390900,2.23,1.25,179.49,"July 22, 25",0.0125,,,,,
2025-07-21,178.45,179.38,176.41,176.86,175.64,372000,372000,-1.59,-0.89101,177.78,"July 21, 25",-0.0089101,,,,,
2025-07-18,180,180.38,178.42,178.64,177.41,430500,430500,-1.36,-0.75556,179.36,"July 18, 25",-0.0075556,,,,,
2025-07-17,177.31,179.34,176.5,179.09,177.85,427700,427700,1.78,1,178.06,"July 17, 25",0.01,,,,,
2025-07-16,176.04,177.61,175.34,177.5,176.28,439600,439600,1.46,0.82936,176.62,"July 16, 25",0.0082936,,,,,
2025-07-15,175.51,177.31,175.02,175.02,173.81,729600,729600,-0.49,-0.27919,175.72,"July 15, 25",-0.0027919,,,,,
2025-07-14,174.98,177.6,174.96,176.17,174.95,327400,327400,1.19,0.68008,175.93,"July 14, 25",0.0068008,,,,,
2025-07-11,179.36,179.36,175.03,175.19,173.98,439400,439400,-4.17,-2.32,177.24,"July 11, 25",-0.0232,,,,,
2025-07-10,178.91,181.2,178,179.56,178.32,243800,243800,0.65,0.36331,179.42,"July 10, 25",0.0036331,,,,,
2025-07-09,180.63,181.05,178.21,179.76,178.52,344800,344800,-0.87,-0.48165,179.91,"July 09, 25",-0.0048165,,,,,
2025-07-08,179.77,182.11,179.62,180.32,179.08,527600,527600,0.55,0.30595,180.46,"July 08, 25",0.0030595,,,,,
2025-07-07,180.59,181.71,179.41,180.52,179.27,333600,333600,-0.07,-0.03876184,180.56,"July 07, 25",-0.0003876184,,,,,
2025-07-03,180.19,182.07,178.5,181.32,180.07,245500,245500,1.13,0.62712,180.52,"July 03, 25",0.0062712,,,,,
2025-07-02,181.19,182.01,177.37,179.42,178.18,419200,419200,-1.77,-0.97688,180,"July 02, 25",-0.0097688,,,,,
2025-07-01,180.04,183.31,179.65,182.09,180.83,618800,618800,2.05,1.14,181.27,"July 01, 25",0.0114,,,,,
2025-06-30,178.77,180.58,176.95,180.17,178.93,543300,543300,1.4,0.78313,179.12,"June 30, 25",0.0078313,,,,,
2025-06-27,177.89,178.7,177.02,178.32,177.09,687200,687200,0.43,0.24172,177.98,"June 27, 25",0.0024172,,,,,
2025-06-26,178.53,179.52,177.02,177.6,176.37,502500,502500,-0.93,-0.52092,178.17,"June 26, 25",-0.0052092,,,,,
2025-06-25,180.68,180.85,177.76,178.06,176.83,399100,399100,-2.62,-1.45,179.34,"June 25, 25",-0.0145,,,,,
2025-06-24,181.82,183.59,180.22,181.02,179.77,432800,432800,-0.8,-0.44,181.66,"June 24, 25",-0.0044,,,,,
2025-06-23,178.48,181.32,177.45,181.02,179.77,506100,506100,2.54,1.42,179.57,"June 23, 25",0.0142,,,,,
2025-06-20,181.9,183.23,177.18,178.28,177.05,888100,888100,-3.62,-1.99,180.15,"June 20, 25",-0.0199,,,,,
2025-06-18,180.46,181.93,179.77,181.39,180.14,667900,667900,0.93,0.51535,180.89,"June 18, 25",0.0051535,,,,,
2025-06-17,179.86,180.8,178.58,180.33,179.09,530800,530800,0.47,0.26131,179.89,"June 17, 25",0.0026131,,,,,
2025-06-16,179.19,181.2,179.1,180.64,179.39,620300,620300,1.45,0.8092,180.03,"June 16, 25",0.008092,,,,,
2025-06-13,179.25,180.45,178.38,179.1,177.86,483000,483000,-0.15,-0.08368201,179.3,"June 13, 25",-0.0008368201,,,,,
2025-06-12,179.96,180.23,178.72,180.18,178.94,354500,354500,0.22,0.12225,179.77,"June 12, 25",0.0012225,,,,,
2025-06-11,179.7,180.61,178.42,179.8,178.56,368200,368200,0.1,0.0556483,179.63,"June 11, 25",0.000556483,,,,,
2025-06-10,179.66,180.71,177.36,179.51,178.27,692500,692500,-0.15,-0.08349104,179.31,"June 10, 25",-0.0008349104,,,,,
2025-06-09,181.48,181.48,177.7,179.96,178.72,389600,389600,-1.52,-0.83756,180.15,"June 09, 25",-0.0083756,,,,,
2025-06-06,182.23,183.34,180.4,181.84,180.59,277400,277400,-0.39,-0.21402,181.95,"June 06, 25",-0.0021402,,,,,
2025-06-05,182,182.09,180.44,181.01,179.76,395900,395900,-0.99,-0.54396,181.38,"June 05, 25",-0.0054396,,,,,
2025-06-04,180.83,182.81,180.15,181.51,180.26,521100,521100,0.68,0.37604,181.32,"June 04, 25",0.0037604,,,,,
2025-06-03,179.4,180.53,177.88,180.21,178.97,450200,450200,0.81,0.45151,179.51,"June 03, 25",0.0045151,,,,,
2025-06-02,179.99,180.48,177.96,180.37,179.13,426800,426800,0.38,0.21112,179.7,"June 02, 25",0.0021112,,,,,
2025-05-30,180.14,181.37,179.38,181.17,179.92,875800,875800,1.03,0.57178,180.51,"May 30, 25",0.0057178,,,,,
2025-05-29,181.07,181.07,177.88,180.08,178.84,868500,868500,-0.99,-0.54675,180.03,"May 29, 25",-0.0054675,0.58,2025-05-29,0.58,2025-06-18,2025-05-09
2025-05-28,184.5,185.19,181.91,182.1,180.27,573100,573100,-2.4,-1.3,183.43,"May 28, 25",-0.013,,,,,
2025-05-27,182.97,184.59,181.88,184.59,182.73,825800,825800,1.62,0.88539,183.51,"May 27, 25",0.0088539,,,,,
2025-05-23,181.83,182.93,180.57,182,180.17,522900,522900,0.17,0.09349392,181.83,"May 23, 25",0.0009349392,,,,,
2025-05-22,182.77,183.05,181.18,181.84,180.01,534200,534200,-0.93,-0.50884,182.21,"May 22, 25",-0.0050884,,,,,
2025-05-21,184.91,186.52,182.71,182.98,181.14,662300,662300,-1.93,-1.04,184.28,"May 21, 25",-0.0104,,,,,
2025-05-20,184.44,186.15,183.2,186.02,184.15,805700,805700,1.58,0.85665,184.95,"May 20, 25",0.0085665,,,,,
2025-05-19,182.19,184.88,180.3,184.29,182.44,477800,477800,2.1,1.15,182.92,"May 19, 25",0.0115,,,,,
2025-05-16,181.1,182.77,180.58,182.67,180.83,650600,650600,1.57,0.86692,181.78,"May 16, 25",0.0086692,,,,,
2025-05-15,178.23,180.86,177.46,180.63,178.81,754900,754900,2.4,1.35,179.3,"May 15, 25",0.0135,,,,,
2025-05-14,178.34,178.88,176.41,177.91,176.12,613600,613600,-0.43,-0.24111,177.89,"May 14, 25",-0.0024111,,,,,
2025-05-13,181.71,182.08,178.07,178.34,176.55,613300,613300,-3.37,-1.85,180.05,"May 13, 25",-0.0185,,,,,
2025-05-12,181.6,182.05,179.7,181.66,179.83,652400,652400,0.06,0.03303965,181.25,"May 12, 25",0.0003303965,,,,,
2025-05-09,179.2,181.6,178.77,180.96,179.14,631300,631300,1.76,0.98214,180.13,"May 09, 25",0.0098214,,,,,
2025-05-08,172.29,179.42,172.25,179.42,177.61,1143000,1143000,7.13,4.14,175.84,"May 08, 25",0.0414,,,,,
2025-05-07,164.18,173.18,164.18,171.65,169.92,1761400,1761400,7.47,4.55,168.3,"May 07, 25",0.0455,,,,,
2025-05-06,171.36,172.57,169.31,172.02,170.29,918600,918600,0.66,0.38515,171.32,"May 06, 25",0.0038515,,,,,
2025-05-05,173.48,173.71,171.93,172.27,170.54,578300,578300,-1.21,-0.69749,172.85,"May 05, 25",-0.0069749,,,,,
2025-05-02,175.66,177.67,174.02,174.15,172.4,671600,671600,-1.51,-0.85962,175.38,"May 02, 25",-0.0085962,,,,,
2025-05-01,173.16,174.84,171.64,173.89,172.14,878800,878800,0.73,0.42158,173.38,"May 01, 25",0.0042158,,,,,
2025-04-30,172.89,173.5,168.71,173.43,171.68,914100,914100,0.54,0.31234,172.13,"April 30, 25",0.0031234,,,,,
2025-04-29,170.08,173.51,169.39,173.51,171.76,659700,659700,3.43,2.02,171.62,"April 29, 25",0.0202,,,,,
2025-04-28,171.01,172.48,169.57,170.05,168.34,541300,541300,-0.96,-0.56137,170.78,"April 28, 25",-0.0056137,,,,,
2025-04-25,171.43,173,169.5,170.93,169.21,429600,429600,-0.5,-0.29166,171.21,"April 25, 25",-0.0029166,,,,,
2025-04-24,172.74,173.63,171.11,172.54,170.8,475900,475900,-0.2,-0.11578,172.51,"April 24, 25",-0.0011578,,,,,
2025-04-23,173,174.86,172.1,173.21,171.47,505200,505200,0.21,0.12139,173.29,"April 23, 25",0.0012139,,,,,
2025-04-22,170.05,172.92,168.45,172.68,170.94,544500,544500,2.63,1.55,171.02,"April 22, 25",0.0155,,,,,
2025-04-21,171.83,172.4,167.22,168.72,167.02,543500,543500,-3.11,-1.81,170.04,"April 21, 25",-0.0181,,,,,
2025-04-17,173.26,173.7,170.35,171.83,170.1,400900,400900,-1.43,-0.82535,172.28,"April 17, 25",-0.0082535,,,,,
2025-04-16,174.31,174.85,170.76,171.88,170.15,487700,487700,-2.43,-1.39,172.95,"April 16, 25",-0.0139,,,,,
2025-04-15,174.66,175.49,173.18,173.95,172.2,415500,415500,-0.71,-0.4065,174.32,"April 15, 25",-0.004065,,,,,
2025-04-14,173.1,175.79,172.84,173.85,172.1,517600,517600,0.75,0.43328,173.9,"April 14, 25",0.0043328,,,,,
2025-04-11,170.88,174.05,165.68,172.77,171.03,547900,547900,1.89,1.11,170.85,"April 11, 25",0.0111,,,,,
2025-04-10,169.79,172.75,166.62,170.14,168.43,761100,761100,0.35,0.20614,169.82,"April 10, 25",0.0020614,,,,,
2025-04-09,162.92,171.59,161.13,170.71,168.99,993000,993000,7.79,4.78,166.59,"April 09, 25",0.0478,,,,,
2025-04-08,170.85,170.96,161.74,163.54,161.89,777800,777800,-7.31,-4.28,166.77,"April 08, 25",-0.0428,,,,,
2025-04-07,169.83,174.6,163.64,169.36,167.66,1130100,1130100,-0.47,-0.27675,169.36,"April 07, 25",-0.0027675,,,,,
2025-04-04,183.61,185.94,172.36,172.62,170.88,879700,879700,-10.99,-5.99,178.63,"April 04, 25",-0.0599,,,,,
2025-04-03,184.08,189.21,182.54,184.6,182.74,648300,648300,0.52,0.28249,185.11,"April 03, 25",0.0028249,,,,,
2025-04-02,185,185.01,182.19,184.11,182.26,585100,585100,-0.89,-0.48108,184.08,"April 02, 25",-0.0048108,,,,,
2025-04-01,182.26,184.92,180.69,184.02,182.17,740800,740800,1.76,0.96565,182.97,"April 01, 25",0.0096565,,,,,
2025-03-31,178.86,183.61,177.74,182.6,180.76,810100,810100,3.74,2.09,180.7,"March 31, 25",0.0209,,,,,
2025-03-28,180.29,180.9,177.9,178.59,176.79,327600,327600,-1.7,-0.94293,179.42,"March 28, 25",-0.0094293,,,,,
2025-03-27,179.73,181.07,179.12,179.32,177.52,373200,373200,-0.41,-0.22812,179.81,"March 27, 25",-0.0022812,,,,,
2025-03-26,175.21,179.74,174.84,179.39,177.58,499900,499900,4.18,2.39,177.3,"March 26, 25",0.0239,,,,,
2025-03-25,173.14,175.15,171.61,174.78,173.02,550800,550800,1.64,0.94721,173.67,"March 25, 25",0.0094721,,,,,
2025-03-24,173.81,176.09,172.46,172.82,171.08,532500,532500,-0.99,-0.56959,173.8,"March 24, 25",-0.0056959,,,,,
2025-03-21,174.94,175.58,171.41,173.05,171.31,935700,935700,-1.89,-1.08,173.75,"March 21, 25",-0.0108,,,,,
2025-03-20,176.81,176.81,174.02,175.3,173.54,493900,493900,-1.51,-0.85402,175.74,"March 20, 25",-0.0085402,,,,,
2025-03-19,175.84,178.35,175.81,177.17,175.39,457300,457300,1.33,0.75637,176.79,"March 19, 25",0.0075637,,,,,
2025-03-18,176.68,177.7,175.62,176.7,174.92,547200,547200,0.02,0.0113199,176.67,"March 18, 25",0.000113199,,,,,
2025-03-17,175.27,178.18,174.83,177.19,175.41,676800,676800,1.92,1.1,176.37,"March 17, 25",0.011,,,,,
2025-03-14,175.8,177.49,174.42,175.83,174.06,613600,613600,0.03,0.01706485,175.89,"March 14, 25",0.0001706485,,,,,
2025-03-13,173.28,177.64,173.28,175.32,173.56,600900,600900,2.04,1.18,174.88,"March 13, 25",0.0118,,,,,
2025-03-12,176.5,176.68,171.83,173.14,171.4,1020400,1020400,-3.36,-1.9,174.54,"March 12, 25",-0.019,,,,,
2025-03-11,189.82,190.09,176.68,176.69,174.91,1503700,1503700,-13.13,-6.92,183.32,"March 11, 25",-0.0692,,,,,
2025-03-10,190.47,196,188.67,190.15,188.24,1181100,1181100,-0.32,-0.16801,191.32,"March 10, 25",-0.0016801,,,,,
2025-03-07,183.7,193.02,183.35,191.28,189.35,1300700,1300700,7.58,4.13,187.84,"March 07, 25",0.0413,,,,,
