date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,paymentDate,declarationDate,dividend,adjDividend
2025-12-08,162.94,165.47,162.54,164.19,163.64,1042400,1042400,1.25,0.76715,163.785,"December 08, 25",0.0076715,,,,,
2025-12-05,161.97,164.06,161.87,163.13,162.58,1122041,1122041,1.16,0.71618,162.7575,"December 05, 25",0.0071618,,,,,
2025-12-04,160.18,163.34,160.18,162.6,162.05,1341400,1341400,2.42,1.51,161.575,"December 04, 25",0.0151,,,,,
2025-12-03,155.64,158.9,155.64,158.79,158.26,881300,881300,3.15,2.02,157.2425,"December 03, 25",0.0202,,,,,
2025-12-02,156.36,156.92,155.3,155.64,155.12,1194636,1194636,-0.72,-0.46048,156.055,"December 02, 25",-0.0046048,,,,,
2025-12-01,155.61,157.38,155.16,155.83,155.31,1590300,1590300,0.22,0.14138,155.995,"December 01, 25",0.0014138,,,,,
2025-11-28,156.2,157.68,155.79,156.54,156.01,659442,659442,0.34,0.21767,156.5525,"November 28, 25",0.0021767,,,,,
2025-11-26,154.91,156.81,154.54,155.75,155.23,769600,769600,0.84,0.54225,155.5025,"November 26, 25",0.0054225,,,,,
2025-11-25,153.48,155.17,153.06,154.54,154.02,1053224,1053224,1.06,0.69064,154.0625,"November 25, 25",0.0069064,,,,,
2025-11-24,152.69,153.9,151.34,153.15,152.64,2146700,2146700,0.46,0.30126,152.77,"November 24, 25",0.0030126,,,,,
2025-11-21,151.85,154.65,151.13,152.99,152.48,1510523,1510523,1.14,0.75074,152.655,"November 21, 25",0.0075074,,,,,
2025-11-20,159.59,160.71,150.69,151.33,150.82,1850846,1850846,-8.26,-5.18,155.58,"November 20, 25",-0.0518,,,,,
2025-11-19,156.12,158.42,155.28,157.72,157.19,952743,952743,1.6,1.02,156.885,"November 19, 25",0.0102,,,,,
2025-11-18,154.48,157,153.27,155.78,155.26,1247100,1247100,1.3,0.84153,155.1325,"November 18, 25",0.0084153,,,,,
2025-11-17,158.7,158.9,154.43,155.34,154.82,1087800,1087800,-3.36,-2.12,156.8425,"November 17, 25",-0.0212,,,,,
2025-11-14,159.59,160.98,158.49,158.73,158.2,1197403,1197403,-0.86,-0.53888,159.4475,"November 14, 25",-0.0053888,,,,,
2025-11-13,165.05,166.24,160.77,161.17,160.63,1134300,1134300,-3.88,-2.35,163.3075,"November 13, 25",-0.0235,,,,,
2025-11-12,164.04,167.94,163.6,165.91,165.35,874316,874316,1.87,1.14,165.3725,"November 12, 25",0.0114,,,,,
2025-11-11,161.91,164.5,161.91,163.51,162.96,614849,614849,1.6,0.9882,162.9575,"November 11, 25",0.009882,,,,,
2025-11-10,163.45,164.61,160.04,161.93,161.39,1032340,1032340,-1.52,-0.92995,162.5075,"November 10, 25",-0.0092995,,,,,
2025-11-07,160.74,163.2,159.6,163.11,162.56,908411,908411,2.37,1.47,161.6625,"November 07, 25",0.0147,,,,,
2025-11-06,159.8,161.79,159.17,160.83,160.29,1161767,1161767,1.03,0.64456,160.3975,"November 06, 25",0.0064456,,,,,
2025-11-05,158.04,160.2,157.59,159.55,159.01,748700,748700,1.51,0.95545,158.845,"November 05, 25",0.0095545,,,,,
2025-11-04,158.14,159.43,157.17,158.16,157.63,1133706,1133706,0.02,0.01264702,158.225,"November 04, 25",0.0001264702,,,,,
2025-11-03,157.86,159.62,157.07,158.88,158.35,1176000,1176000,1.02,0.64614,158.3575,"November 03, 25",0.0064614,,,,,
2025-10-31,157.96,159.4,157.05,158.67,158.14,1177318,1177318,0.71,0.44948,158.27,"October 31, 25",0.0044948,,,,,
2025-10-30,158.63,159.93,156.75,158.05,157.52,1002609,1002609,-0.58,-0.36563,158.34,"October 30, 25",-0.0036563,,,,,
2025-10-29,157.8,160.23,156.98,158.25,157.72,1504500,1504500,0.45,0.28517,158.315,"October 29, 25",0.0028517,,,,,
2025-10-28,161.82,162.32,159.56,159.69,159.15,1081700,1081700,-2.13,-1.32,160.8475,"October 28, 25",-0.0132,,,,,
2025-10-27,164.38,164.38,161.27,161.72,161.18,1667684,1667684,-2.66,-1.62,162.9375,"October 27, 25",-0.0162,,,,,
2025-10-24,165.78,166.13,161.2,162.44,161.89,2012500,2012500,-3.34,-2.01,163.8875,"October 24, 25",-0.0201,,,,,
2025-10-23,172.48,173,159.79,165.08,164.53,2801500,2801500,-7.4,-4.29,167.5875,"October 23, 25",-0.0429,,,,,
2025-10-22,165.8,167.51,165.35,166.04,165.48,1806513,1806513,0.24,0.14475,166.175,"October 22, 25",0.0014475,,,,,
2025-10-21,163.87,166.28,163.87,165.75,165.19,1031576,1031576,1.88,1.15,164.9425,"October 21, 25",0.0115,,,,,
2025-10-20,162.87,166.28,162.15,164.98,164.43,1093000,1093000,2.11,1.3,164.07,"October 20, 25",0.013,,,,,
2025-10-17,160.53,161.65,158.32,161.49,160.95,2950425,2950425,0.96,0.59802,160.4975,"October 17, 25",0.0059802,,,,,
2025-10-16,164.33,165.24,159.11,160.18,159.64,1326200,1326200,-4.15,-2.53,162.215,"October 16, 25",-0.0253,,,,,
2025-10-15,164.42,165.18,161.92,163.69,163.14,1116900,1116900,-0.73,-0.44398,163.8025,"October 15, 25",-0.0044398,,,,,
2025-10-14,158.35,164.45,158.35,162.54,161.99,883000,883000,4.19,2.65,160.9225,"October 14, 25",0.0265,,,,,
2025-10-13,162.75,163.45,159.07,159.87,159.33,1191427,1191427,-2.88,-1.77,161.285,"October 13, 25",-0.0177,,,,,
2025-10-10,164.86,165.14,159.41,160.28,159.74,1358323,1358323,-4.58,-2.78,162.4225,"October 10, 25",-0.0278,,,,,
2025-10-09,165.87,166.89,163.75,164.15,163.6,707800,707800,-1.72,-1.04,165.165,"October 09, 25",-0.0104,,,,,
2025-10-08,165.56,167.01,164.48,165.15,164.6,618158,618158,-0.41,-0.24764,165.55,"October 08, 25",-0.0024764,,,,,
2025-10-07,168.46,169.46,163.58,165.64,165.08,1320300,1320300,-2.82,-1.67,166.785,"October 07, 25",-0.0167,,,,,
2025-10-06,168.03,168.62,165.93,167.64,167.08,630800,630800,-0.39,-0.2321,167.555,"October 06, 25",-0.002321,,,,,
2025-10-03,167.1,168.09,165.81,166.82,166.26,857216,857216,-0.28,-0.16756,166.955,"October 03, 25",-0.0016756,,,,,
2025-10-02,165.1,167.23,163.89,166.46,165.9,843900,843900,1.36,0.82374,165.67,"October 02, 25",0.0082374,,,,,
2025-10-01,169.66,170.73,165.84,165.9,165.34,1181200,1181200,-3.76,-2.22,168.0325,"October 01, 25",-0.0222,2025-10-01,2025-10-15,2025-08-20,0.5,0.5
2025-09-30,176.42,177.31,171.31,172.6,171.52,1183000,1183000,-3.82,-2.17,174.41,"September 30, 25",-0.0217,,,,,
2025-09-29,176.63,177.12,175.15,176.43,175.33,1002500,1002500,-0.2,-0.11323,176.3325,"September 29, 25",-0.0011323,,,,,
2025-09-26,173.16,176.32,172.66,175.69,174.59,1593400,1593400,2.53,1.46,174.4575,"September 26, 25",0.0146,,,,,
2025-09-25,170.81,173.73,169.85,171.89,170.81,1308900,1308900,1.08,0.63228,171.57,"September 25, 25",0.0063228,,,,,
2025-09-24,176.09,177.01,171.55,171.91,170.83,1535130,1535130,-4.18,-2.37,174.14,"September 24, 25",-0.0237,,,,,
2025-09-23,174.94,177.66,174.6,175.81,174.71,907509,907509,0.87,0.49731,175.7525,"September 23, 25",0.0049731,,,,,
2025-09-22,173.09,176.65,172.44,175.32,174.22,1050030,1050030,2.23,1.29,174.375,"September 22, 25",0.0129,,,,,
2025-09-19,174.18,175.27,171.95,174.06,172.97,3059700,3059700,-0.12,-0.06889425,173.865,"September 19, 25",-0.0006889425,,,,,
2025-09-18,170.6,174.85,170.2,173.93,172.84,942044,942044,3.33,1.95,172.395,"September 18, 25",0.0195,,,,,
2025-09-17,169.01,171.8,168.45,170.07,169.01,1017400,1017400,1.06,0.62718,169.8325,"September 17, 25",0.0062718,,,,,
2025-09-16,168.07,169.63,166.89,169.07,168.01,1173200,1173200,1,0.59499,168.415,"September 16, 25",0.0059499,,,,,
2025-09-15,170.33,172.05,168.23,168.26,167.21,1583507,1583507,-2.07,-1.22,169.7175,"September 15, 25",-0.0122,,,,,
2025-09-12,170.86,171.45,169.36,170.27,169.2,1188308,1188308,-0.59,-0.34531,170.485,"September 12, 25",-0.0034531,,,,,
2025-09-11,167.37,171.1,166.86,171.08,170.01,1472735,1472735,3.71,2.22,169.1025,"September 11, 25",0.0222,,,,,
2025-09-10,165.51,167.81,164.59,166.7,165.66,578000,578000,1.19,0.71899,166.1525,"September 10, 25",0.0071899,,,,,
2025-09-09,165.12,167.15,165.12,165.59,164.55,486004,486004,0.47,0.28464,165.745,"September 09, 25",0.0028464,,,,,
2025-09-08,165.14,166.08,164.43,165.77,164.73,969149,969149,0.63,0.38149,165.355,"September 08, 25",0.0038149,,,,,
2025-09-05,171,171.18,163.21,165.5,164.46,1293532,1293532,-5.5,-3.22,167.7225,"September 05, 25",-0.0322,,,,,
2025-09-04,167.59,171.25,167.2,171.09,170.02,888500,888500,3.5,2.09,169.2825,"September 04, 25",0.0209,,,,,
2025-09-03,167.79,168.41,165.48,166.56,165.52,702220,702220,-1.23,-0.73306,167.06,"September 03, 25",-0.0073306,,,,,
2025-09-02,167.74,168.59,165.48,168.32,167.27,996101,996101,0.58,0.34577,167.5325,"September 02, 25",0.0034577,,,,,
2025-08-29,168.92,169.73,168.18,169.44,168.38,843300,843300,0.52,0.30784,169.0675,"August 29, 25",0.0030784,,,,,
2025-08-28,168.4,168.96,167.72,168.71,167.65,661526,661526,0.31,0.18409,168.4475,"August 28, 25",0.0018409,,,,,
2025-08-27,167.64,168.92,167.27,167.95,166.9,590200,590200,0.31,0.18492,167.945,"August 27, 25",0.0018492,,,,,
2025-08-26,165.67,168.04,165.15,167.96,166.91,965644,965644,2.29,1.38,166.705,"August 26, 25",0.0138,,,,,
2025-08-25,165.47,166.27,164.95,165.9,164.86,677832,677832,0.43,0.25987,165.6475,"August 25, 25",0.0025987,,,,,
2025-08-22,162.73,166.22,161.98,165.27,164.24,677938,677938,2.54,1.56,164.05,"August 22, 25",0.0156,,,,,
2025-08-21,162.09,163.5,161.3,162.03,161.02,754234,754234,-0.06,-0.03701647,162.23,"August 21, 25",-0.0003701647,,,,,
2025-08-20,164,164,160.65,162.47,161.45,1149100,1149100,-1.53,-0.93293,162.78,"August 20, 25",-0.0093293,,,,,
2025-08-19,164.02,165.68,163.46,164.18,163.15,1047900,1047900,0.16,0.09754908,164.335,"August 19, 25",0.0009754908,,,,,
2025-08-18,162.66,164.84,162.27,164.36,163.33,816505,816505,1.7,1.05,163.5325,"August 18, 25",0.0105,,,,,
2025-08-15,165.27,165.27,162.97,163.32,162.3,956200,956200,-1.95,-1.18,164.2075,"August 15, 25",-0.0118,,,,,
2025-08-14,164.61,165,162.75,164.67,163.64,906400,906400,0.06,0.03644979,164.2575,"August 14, 25",0.0003644979,,,,,
2025-08-13,169,169,161.19,163.84,162.81,1719830,1719830,-5.16,-3.05,165.7575,"August 13, 25",-0.0305,,,,,
2025-08-12,165.74,168.55,165.51,168.37,167.32,649538,649538,2.63,1.59,167.0425,"August 12, 25",0.0159,,,,,
2025-08-11,165.19,165.98,164.62,164.92,163.89,1123000,1123000,-0.27,-0.16345,165.1775,"August 11, 25",-0.0016345,,,,,
2025-08-08,164.2,165.56,163.5,164.92,163.89,659500,659500,0.72,0.43849,164.545,"August 08, 25",0.0043849,,,,,
2025-08-07,168,168,162.35,162.99,161.97,793800,793800,-5.01,-2.98,165.335,"August 07, 25",-0.0298,,,,,
2025-08-06,167.07,168.04,166.26,166.76,165.72,561100,561100,-0.31,-0.18555,167.0325,"August 06, 25",-0.0018555,,,,,
2025-08-05,166.48,167.61,164.77,166.62,165.58,797656,797656,0.14,0.08409419,166.37,"August 05, 25",0.0008409419,,,,,
2025-08-04,163.93,166.68,163.91,166.48,165.44,681300,681300,2.55,1.56,165.25,"August 04, 25",0.0156,,,,,
2025-08-01,164.1,164.1,160.11,163.03,162.01,960900,960900,-1.07,-0.65204,162.835,"August 01, 25",-0.0065204,,,,,
2025-07-31,168.2,170.1,166.6,167.13,166.08,885726,885726,-1.07,-0.63615,168.0075,"July 31, 25",-0.0063615,,,,,
2025-07-30,168.6,170.88,168.02,169.46,168.4,1217200,1217200,0.86,0.51008,169.24,"July 30, 25",0.0051008,,,,,
2025-07-29,168.56,169.47,166.96,168.02,166.97,877391,877391,-0.54,-0.32036,168.2525,"July 29, 25",-0.0032036,,,,,
2025-07-28,168.37,168.95,166.96,167.42,166.37,800000,800000,-0.95,-0.56423,167.925,"July 28, 25",-0.0056423,,,,,
2025-07-25,166.95,168.68,165.63,168.53,167.48,1086800,1086800,1.58,0.94639,167.4475,"July 25, 25",0.0094639,,,,,
2025-07-24,163.5,167.6,159.23,166.84,165.8,2196511,2196511,3.34,2.04,164.2925,"July 24, 25",0.0204,,,,,
2025-07-23,161.74,162.5,160.48,160.87,159.86,2525700,2525700,-0.87,-0.5379,161.3975,"July 23, 25",-0.005379,,,,,
2025-07-22,159.38,160.93,158.8,160.61,159.6,983819,983819,1.23,0.77174,159.93,"July 22, 25",0.0077174,,,,,
2025-07-21,160.97,161.98,159.32,159.38,158.38,1125700,1125700,-1.59,-0.98776,160.4125,"July 21, 25",-0.0098776,,,,,
2025-07-18,159.69,161.04,159.65,160.66,159.65,1143705,1143705,0.97,0.60743,160.26,"July 18, 25",0.0060743,,,,,
2025-07-17,155.63,159.73,155.54,159.48,158.48,939900,939900,3.85,2.47,157.595,"July 17, 25",0.0247,,,,,
2025-07-16,156.82,157.45,154.05,156.15,155.17,1340122,1340122,-0.67,-0.42724,156.1175,"July 16, 25",-0.0042724,,,,,
2025-07-15,158.8,159.46,156.26,156.27,155.29,902600,902600,-2.53,-1.59,157.6975,"July 15, 25",-0.0159,,,,,
2025-07-14,158.84,159.73,158.22,159.31,158.31,918025,918025,0.47,0.2959,159.025,"July 14, 25",0.002959,,,,,
2025-07-11,159.34,159.34,157.81,158.4,157.41,1050947,1050947,-0.94,-0.58993,158.7225,"July 11, 25",-0.0058993,,,,,
2025-07-10,159.08,161,158.16,160.2,159.2,745548,745548,1.12,0.70405,159.61,"July 10, 25",0.0070405,,,,,
2025-07-09,159.29,160,158.1,158.66,157.67,1005115,1005115,-0.63,-0.39551,159.0125,"July 09, 25",-0.0039551,,,,,
2025-07-08,157.62,158.88,156.79,157.58,156.59,843700,843700,-0.04,-0.02537749,157.7175,"July 08, 25",-0.0002537749,,,,,
2025-07-07,159.84,160.51,156.8,157.28,156.3,1062500,1062500,-2.56,-1.6,158.6075,"July 07, 25",-0.016,,,,,
2025-07-03,158.52,160.34,157.74,160,159,599900,599900,1.48,0.93364,159.15,"July 03, 25",0.0093364,,,,,
2025-07-02,155.17,158.39,154.49,158.18,157.19,1395700,1395700,3.01,1.94,156.5575,"July 02, 25",0.0194,,,,,
2025-07-01,152.4,155.35,151.7,154.64,153.67,919500,919500,2.24,1.47,153.5225,"July 01, 25",0.0147,2025-07-01,2025-07-15,2025-05-21,0.5,0.5
2025-06-30,153.66,154.52,152.08,153.37,151.91,1138200,1138200,-0.29,-0.18873,153.4075,"June 30, 25",-0.0018873,,,,,
2025-06-27,153.15,154.51,152.12,153.23,151.77,1843937,1843937,0.08,0.05223637,153.2525,"June 27, 25",0.0005223637,,,,,
2025-06-26,151.76,152.9,149.35,152.61,151.16,1176801,1176801,0.85,0.56009,151.655,"June 26, 25",0.0056009,,,,,
2025-06-25,151.23,151.99,150.04,151.73,150.29,889809,889809,0.5,0.33062,151.2475,"June 25, 25",0.0033062,,,,,
2025-06-24,152.73,153.15,150.54,150.88,149.44,1370143,1370143,-1.85,-1.21,151.825,"June 24, 25",-0.0121,,,,,
2025-06-23,149.14,151,147.18,150.96,149.52,1225702,1225702,1.82,1.22,149.57,"June 23, 25",0.0122,,,,,
2025-06-20,149.26,149.8,148.35,148.95,147.53,2143100,2143100,-0.31,-0.20769,149.09,"June 20, 25",-0.0020769,,,,,
2025-06-18,147.31,149.79,147.25,148.34,146.93,937332,937332,1.03,0.69921,148.1725,"June 18, 25",0.0069921,,,,,
2025-06-17,148,149.31,147.1,147.57,146.17,963600,963600,-0.43,-0.29054,147.995,"June 17, 25",-0.0029054,,,,,
2025-06-16,147.46,149.74,147.32,148.5,147.09,773146,773146,1.04,0.70528,148.255,"June 16, 25",0.0070528,,,,,
2025-06-13,146.94,147.91,145.33,145.62,144.23,917923,917923,-1.32,-0.89833,146.45,"June 13, 25",-0.0089833,,,,,
2025-06-12,146,148.83,145.36,148.61,147.2,866531,866531,2.61,1.79,147.2,"June 12, 25",0.0179,,,,,
2025-06-11,147.08,148.7,146.82,147.73,146.32,877500,877500,0.65,0.44194,147.5825,"June 11, 25",0.0044194,,,,,
2025-06-10,146.71,148.1,146.03,146.88,145.48,896611,896611,0.17,0.11587,146.93,"June 10, 25",0.0011587,,,,,
2025-06-09,147.24,148.13,145.97,146.96,145.56,983600,983600,-0.28,-0.19017,147.075,"June 09, 25",-0.0019017,,,,,
2025-06-06,145.57,147.2,145.12,146.75,145.35,1169628,1169628,1.18,0.81061,146.16,"June 06, 25",0.0081061,,,,,
2025-06-05,145.31,145.72,142.18,143.41,142.04,1328800,1328800,-1.9,-1.31,144.155,"June 05, 25",-0.0131,,,,,
2025-06-04,146.42,147.1,145.3,145.4,144.02,1489900,1489900,-1.02,-0.69663,146.055,"June 04, 25",-0.0069663,,,,,
2025-06-03,145.07,146.75,143.94,146.09,144.7,1061200,1061200,1.02,0.70311,145.4625,"June 03, 25",0.0070311,,,,,
2025-06-02,146.47,146.97,144.09,145.42,144.04,963900,963900,-1.05,-0.71687,145.7375,"June 02, 25",-0.0071687,,,,,
2025-05-30,147.1,148,145.9,146.98,145.58,2849600,2849600,-0.12,-0.08157716,146.995,"May 30, 25",-0.0008157716,,,,,
2025-05-29,146.61,148.02,145.48,147.73,146.32,1180300,1180300,1.12,0.76393,146.96,"May 29, 25",0.0076393,,,,,
2025-05-28,148.04,148.85,146.23,146.24,144.85,836705,836705,-1.8,-1.22,147.34,"May 28, 25",-0.0122,,,,,
2025-05-27,146.77,148.15,145.68,148.03,146.62,1079540,1079540,1.26,0.85849,147.1575,"May 27, 25",0.0085849,,,,,
2025-05-23,143.55,146.29,142.95,145.32,143.94,639600,639600,1.77,1.23,144.5275,"May 23, 25",0.0123,,,,,
2025-05-22,147.99,148.15,145.23,146.47,145.08,1170039,1170039,-1.52,-1.03,146.96,"May 22, 25",-0.0103,,,,,
2025-05-21,151.7,152.14,148.4,148.46,147.05,870500,870500,-3.24,-2.14,150.175,"May 21, 25",-0.0214,,,,,
2025-05-20,152.54,153.81,151.96,152.62,151.17,761420,761420,0.08,0.05244526,152.7325,"May 20, 25",0.0005244526,,,,,
2025-05-19,152.84,154.28,152.24,153.81,152.35,730100,730100,0.97,0.63465,153.2925,"May 19, 25",0.0063465,,,,,
2025-05-16,153.09,154.77,152.08,153.88,152.42,934300,934300,0.79,0.51604,153.455,"May 16, 25",0.0051604,,,,,
2025-05-15,151.39,153.14,150.98,152.95,151.49,725238,725238,1.56,1.03,152.115,"May 15, 25",0.0103,,,,,
2025-05-14,152.82,153.42,151.61,152.19,150.74,896832,896832,-0.63,-0.41225,152.51,"May 14, 25",-0.0041225,,,,,
2025-05-13,152,154.01,150.81,153.04,151.58,990800,990800,1.04,0.68421,152.465,"May 13, 25",0.0068421,,,,,
2025-05-12,149.76,152.42,149.68,151.58,150.14,1517436,1517436,1.83,1.22,150.86,"May 12, 25",0.0122,,,,,
2025-05-09,146.24,146.76,144.16,145.37,143.99,917541,917541,-0.87,-0.59491,145.6325,"May 09, 25",-0.0059491,,,,,
2025-05-08,144.91,147.69,144.34,145.54,144.15,1343742,1343742,0.63,0.43475,145.62,"May 08, 25",0.0043475,,,,,
2025-05-07,141.66,143.63,141.37,143.2,141.84,1029946,1029946,1.54,1.09,142.465,"May 07, 25",0.0109,,,,,
2025-05-06,140.23,142.42,139.79,141.12,139.78,921844,921844,0.89,0.63467,140.89,"May 06, 25",0.0063467,,,,,
2025-05-05,140.62,143.15,140.43,142.13,140.78,781300,781300,1.51,1.07,141.5825,"May 05, 25",0.0107,,,,,
2025-05-02,140,142.22,139.39,141.76,140.41,780418,780418,1.76,1.26,140.8425,"May 02, 25",0.0126,,,,,
2025-05-01,137.27,138.91,136.4,137.71,136.4,1019434,1019434,0.44,0.32054,137.5725,"May 01, 25",0.0032054,,,,,
2025-04-30,134.86,137.51,133.89,137.04,135.74,1253473,1253473,2.18,1.62,135.825,"April 30, 25",0.0162,,,,,
2025-04-29,137.18,138.24,135.11,138.1,136.79,864705,864705,0.92,0.67065,137.1575,"April 29, 25",0.0067065,,,,,
2025-04-28,137.63,138.19,136.09,137.58,136.27,1156700,1156700,-0.05,-0.03632929,137.3725,"April 28, 25",-0.0003632929,,,,,
2025-04-25,137.12,138.25,135.67,137.37,136.06,1139500,1139500,0.25,0.18232,137.1025,"April 25, 25",0.0018232,,,,,
2025-04-24,133.74,138.04,131.85,137.26,135.95,1750600,1750600,3.52,2.63,135.2225,"April 24, 25",0.0263,,,,,
2025-04-23,137.62,139.65,134.51,135.33,134.04,2220825,2220825,-2.29,-1.66,136.7775,"April 23, 25",-0.0166,,,,,
2025-04-22,133.08,135.05,132.28,134.77,133.49,1303090,1303090,1.69,1.27,133.795,"April 22, 25",0.0127,,,,,
2025-04-21,132.36,133.14,129.47,130.84,129.59,1592600,1592600,-1.52,-1.15,131.4525,"April 21, 25",-0.0115,,,,,
2025-04-17,133.89,135.66,133.28,133.46,132.19,2421872,2421872,-0.43,-0.32116,134.0725,"April 17, 25",-0.0032116,,,,,
2025-04-16,134.65,136.02,131.24,132.18,130.92,1509603,1509603,-2.47,-1.83,133.5225,"April 16, 25",-0.0183,,,,,
2025-04-15,135.94,138.15,135.43,136.21,134.91,1440718,1440718,0.27,0.19862,136.4325,"April 15, 25",0.0019862,,,,,
2025-04-14,137.92,137.92,133.78,135.03,133.74,1082425,1082425,-2.89,-2.1,136.1625,"April 14, 25",-0.021,,,,,
2025-04-11,130.79,136.1,129.67,135.33,134.04,2090231,2090231,4.54,3.47,132.9725,"April 11, 25",0.0347,,,,,
2025-04-10,133.33,134.14,128,132.23,130.97,2280728,2280728,-1.1,-0.82502,131.925,"April 10, 25",-0.0082502,,,,,
2025-04-09,122.81,136.93,122.81,136.28,134.98,3187612,3187612,13.47,10.97,129.7075,"April 09, 25",0.1097,,,,,
2025-04-08,129.72,130.41,123.14,124.86,123.67,2524976,2524976,-4.86,-3.75,127.0325,"April 08, 25",-0.0375,,,,,
2025-04-07,120.04,126.89,117.57,124.94,123.75,2894600,2894600,4.9,4.08,122.36,"April 07, 25",0.0408,,,,,
2025-04-04,123.77,127.51,118.57,123.65,122.47,3460841,3460841,-0.12,-0.09695403,123.375,"April 04, 25",-0.0009695403,,,,,
2025-04-03,134.64,135.32,130.09,130.28,129.04,2127831,2127831,-4.36,-3.24,132.5825,"April 03, 25",-0.0324,,,,,
2025-04-02,135.95,142.4,135.95,141.89,140.54,1793537,1793537,5.94,4.37,139.0475,"April 02, 25",0.0437,,,,,
2025-04-01,137.34,138.85,136.75,138.1,136.79,1690705,1690705,0.76,0.55337,137.76,"April 01, 25",0.0055337,2025-04-01,2025-04-15,2025-02-21,0.5,0.5
2025-03-31,137.11,139.07,135.08,138.91,137.09,2938513,2938513,1.8,1.31,137.5425,"March 31, 25",0.0131,,,,,
2025-03-28,142,142.57,138.58,139.01,137.19,1282144,1282144,-2.99,-2.11,140.54,"March 28, 25",-0.0211,,,,,
2025-03-27,142.47,144.08,141.69,142.64,140.77,1054150,1054150,0.17,0.11932,142.72,"March 27, 25",0.0011932,,,,,
2025-03-26,146.35,147.99,144.34,144.54,142.65,1314507,1314507,-1.81,-1.24,145.805,"March 26, 25",-0.0124,,,,,
2025-03-25,145.44,146.34,144.73,145.71,143.8,988500,988500,0.27,0.18564,145.555,"March 25, 25",0.0018564,,,,,
2025-03-24,143.33,145.63,142.2,144.96,143.06,1295600,1295600,1.63,1.14,144.03,"March 24, 25",0.0114,,,,,
2025-03-21,139.88,142.09,139.31,141.06,139.21,5311522,5311522,1.18,0.84358,140.585,"March 21, 25",0.0084358,,,,,
2025-03-20,144.55,145.04,140.93,141.73,139.87,1750747,1750747,-2.82,-1.95,143.0625,"March 20, 25",-0.0195,,,,,
2025-03-19,143.07,147.52,142.77,146.42,144.5,1302719,1302719,3.35,2.34,144.945,"March 19, 25",0.0234,,,,,
2025-03-18,144.37,144.79,142.28,143.74,141.86,1509924,1509924,-0.63,-0.43638,143.795,"March 18, 25",-0.0043638,,,,,
2025-03-17,142.23,145.57,141.33,144.47,142.58,1609635,1609635,2.24,1.57,143.4,"March 17, 25",0.0157,,,,,
2025-03-14,141.95,143.7,140.43,142.39,140.52,1451530,1451530,0.44,0.30997,142.1175,"March 14, 25",0.0030997,,,,,
2025-03-13,141.87,142.06,138.77,139.81,137.98,1378702,1378702,-2.06,-1.45,140.6275,"March 13, 25",-0.0145,,,,,
