date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,paymentDate,declarationDate,dividend,adjDividend
2025-03-12,142.49,142.53,139.26,141.23,139.38,1413000,1413000,-1.26,-0.88427,141.3775,"March 12, 25",-0.0088427,,,,,
2025-03-11,137.83,140.61,136.93,139.7,137.87,1610300,1610300,1.87,1.36,138.7675,"March 11, 25",0.0136,,,,,
2025-03-10,139.96,141.78,136.48,137.62,135.82,1543046,1543046,-2.34,-1.67,138.96,"March 10, 25",-0.0167,,,,,
2025-03-07,143.1,143.74,139.5,143.37,141.49,872100,872100,0.27,0.18868,142.4275,"March 07, 25",0.0018868,,,,,
2025-03-06,143.1,145.28,141.45,143.84,141.96,1090600,1090600,0.74,0.51712,143.4175,"March 06, 25",0.0051712,,,,,
2025-03-05,143.92,146.3,142.43,145.78,143.87,984700,984700,1.86,1.29,144.6075,"March 05, 25",0.0129,,,,,
2025-03-04,148.29,148.63,141.53,144.19,142.3,1528877,1528877,-4.1,-2.76,145.66,"March 04, 25",-0.0276,,,,,
2025-03-03,155.24,156,149.63,150.4,148.43,1696200,1696200,-4.84,-3.12,152.8175,"March 03, 25",-0.0312,,,,,
2025-02-28,152.52,154.89,151.48,154.67,152.64,1213948,1213948,2.15,1.41,153.39,"February 28, 25",0.0141,,,,,
2025-02-27,152.36,153.38,150.81,151.73,149.74,1093400,1093400,-0.63,-0.41349,152.07,"February 27, 25",-0.0041349,,,,,
2025-02-26,151.67,153,150.64,151.39,149.41,1073600,1073600,-0.28,-0.18461,151.675,"February 26, 25",-0.0018461,,,,,
2025-02-25,152.13,152.74,147.96,150.94,148.96,1554610,1554610,-1.19,-0.78223,150.9425,"February 25, 25",-0.0078223,,,,,
2025-02-24,152.8,153.15,150.37,151.68,149.69,1047214,1047214,-1.12,-0.73298,152,"February 24, 25",-0.0073298,,,,,
2025-02-21,155.49,156.29,150.27,151.54,149.55,1668700,1668700,-3.95,-2.54,153.3975,"February 21, 25",-0.0254,,,,,
2025-02-20,158.56,158.65,151.75,155.07,153.04,2085629,2085629,-3.49,-2.2,156.0075,"February 20, 25",-0.022,,,,,
2025-02-19,160.86,161.04,158.96,159.58,157.49,1351830,1351830,-1.28,-0.79572,160.11,"February 19, 25",-0.0079572,,,,,
2025-02-18,160.18,162.04,159.81,160.92,158.81,1583434,1583434,0.74,0.46198,160.7375,"February 18, 25",0.0046198,,,,,
2025-02-14,160.39,161.89,159.4,159.84,157.75,1699200,1699200,-0.55,-0.34291,160.38,"February 14, 25",-0.0034291,,,,,
2025-02-13,161.76,162.45,158.73,160.39,158.29,1560433,1560433,-1.37,-0.84693,160.8325,"February 13, 25",-0.0084693,,,,,
2025-02-12,161.47,162.43,160.2,161.1,158.99,1287719,1287719,-0.37,-0.22914,161.3,"February 12, 25",-0.0022914,,,,,
2025-02-11,162.27,163.45,160.49,162.95,160.82,1607600,1607600,0.68,0.41905,162.29,"February 11, 25",0.0041905,,,,,
2025-02-10,167.58,167.72,161.42,162.42,160.29,1423437,1423437,-5.16,-3.08,164.785,"February 10, 25",-0.0308,,,,,
2025-02-07,168.55,170.37,167.07,167.43,165.24,725333,725333,-1.12,-0.66449,168.355,"February 07, 25",-0.0066449,,,,,
2025-02-06,167.01,168.6,166.32,168.45,166.24,978400,978400,1.44,0.86222,167.595,"February 06, 25",0.0086222,,,,,
2025-02-05,165.33,165.96,163.19,165.64,163.47,787300,787300,0.31,0.1875,165.03,"February 05, 25",0.001875,,,,,
2025-02-04,166.43,166.69,163.6,164.68,162.52,1284520,1284520,-1.75,-1.05,165.35,"February 04, 25",-0.0105,,,,,
2025-02-03,165.67,166.85,161,165.98,163.81,1392534,1392534,0.31,0.18712,164.875,"February 03, 25",0.0018712,,,,,
2025-01-31,171.38,171.71,166.94,168.48,166.27,1651988,1651988,-2.9,-1.69,169.6275,"January 31, 25",-0.0169,,,,,
2025-01-30,170.13,172.26,164.15,170.65,168.41,2580758,2580758,0.52,0.30565,169.2975,"January 30, 25",0.0030565,,,,,
2025-01-29,171.5,174.32,171.25,172.02,169.77,1523216,1523216,0.52,0.30321,172.2725,"January 29, 25",0.0030321,,,,,
2025-01-28,168.55,172.1,168.51,171.51,169.26,1771800,1771800,2.96,1.76,170.1675,"January 28, 25",0.0176,,,,,
2025-01-27,171.11,171.79,166.07,169.34,167.12,1993100,1993100,-1.77,-1.03,169.5775,"January 27, 25",-0.0103,,,,,
2025-01-24,170.06,172.8,170.01,172.64,170.38,1313500,1313500,2.58,1.52,171.3775,"January 24, 25",0.0152,,,,,
2025-01-23,170.64,173.15,170.64,171.55,169.3,1481636,1481636,0.91,0.53329,171.495,"January 23, 25",0.0053329,,,,,
2025-01-22,169.34,170.97,169.11,170.5,168.27,1026600,1026600,1.16,0.68501,169.98,"January 22, 25",0.0068501,,,,,
2025-01-21,168.07,170.99,168,169.69,167.47,951253,951253,1.62,0.96388,169.1875,"January 21, 25",0.0096388,,,,,
2025-01-17,165,167.4,162.9,167.01,164.82,1389200,1389200,2.01,1.22,165.5775,"January 17, 25",0.0122,,,,,
2025-01-16,161.38,165.01,161.38,164.9,162.74,1714967,1714967,3.52,2.18,163.1675,"January 16, 25",0.0218,,,,,
2025-01-15,160,161.83,159.22,161.4,159.29,1278383,1278383,1.4,0.875,160.6125,"January 15, 25",0.00875,,,,,
2025-01-14,155.37,157.62,155.07,156.72,154.67,892042,892042,1.35,0.86889,156.195,"January 14, 25",0.0086889,,,,,
2025-01-13,152.87,154.83,152.67,154.21,152.19,1041326,1041326,1.34,0.87656,153.645,"January 13, 25",0.0087656,,,,,
2025-01-10,157.5,158.91,153.65,154.21,152.19,1189223,1189223,-3.29,-2.09,156.0675,"January 10, 25",-0.0209,,,,,
2025-01-08,158.86,159.63,157.05,159.38,157.29,863800,863800,0.52,0.32733,158.73,"January 08, 25",0.0032733,,,,,
2025-01-07,159.65,160.75,156.23,158.98,156.9,1459127,1459127,-0.67,-0.41967,158.9025,"January 07, 25",-0.0041967,,,,,
2025-01-06,160.82,161.85,159.29,159.87,157.78,1075573,1075573,-0.95,-0.59072,160.4575,"January 06, 25",-0.0059072,,,,,
2025-01-03,155.48,158.39,153.91,157.72,155.65,924500,924500,2.24,1.44,156.375,"January 03, 25",0.0144,,,,,
2025-01-02,155.82,156.33,153.99,155,152.97,525132,525132,-0.82,-0.52625,155.285,"January 02, 25",-0.0052625,2025-01-02,2025-01-16,2024-12-03,0.5,0.5
2024-12-31,155.99,156.5,154.67,155.33,152.8,474037,474037,-0.66,-0.4231,155.6225,"December 31, 24",-0.004231,,,,,
2024-12-30,154.72,156.1,153.94,155.33,152.8,822736,822736,0.61,0.39426,155.0225,"December 30, 24",0.0039426,,,,,
2024-12-27,157.38,159.04,156.1,156.92,154.36,565000,565000,-0.46,-0.29229,157.36,"December 27, 24",-0.0029229,,,,,
2024-12-26,156.17,158.82,156.17,158.71,156.12,710400,710400,2.54,1.63,157.4675,"December 26, 24",0.0163,,,,,
2024-12-24,156.14,157.28,155.34,157.28,154.72,242900,242900,1.14,0.73011,156.51,"December 24, 24",0.0073011,,,,,
2024-12-23,154.03,155.82,153.4,155.81,153.27,766001,766001,1.78,1.16,154.765,"December 23, 24",0.0116,,,,,
2024-12-20,150.4,155.23,150.4,155.05,152.52,3880660,3880660,4.65,3.09,152.77,"December 20, 24",0.0309,,,,,
2024-12-19,154.58,154.63,149.62,150.86,148.4,1513101,1513101,-3.72,-2.41,152.4225,"December 19, 24",-0.0241,,,,,
2024-12-18,157.97,158.09,152.31,152.42,149.94,1753747,1753747,-5.55,-3.51,155.1975,"December 18, 24",-0.0351,,,,,
2024-12-17,158.98,159.69,157.16,157.9,155.33,1026700,1026700,-1.08,-0.67933,158.4325,"December 17, 24",-0.0067933,,,,,
2024-12-16,160.38,160.66,158.91,160.41,157.8,1129149,1129149,0.03,0.01870557,160.09,"December 16, 24",0.0001870557,,,,,
2024-12-13,161.34,161.34,159.04,160.49,157.88,1643234,1643234,-0.85,-0.52684,160.5525,"December 13, 24",-0.0052684,,,,,
2024-12-12,161.61,162.77,160.06,160.37,157.76,836038,836038,-1.24,-0.76728,161.2025,"December 12, 24",-0.0076728,,,,,
2024-12-11,162.39,162.8,161.14,161.51,158.88,905623,905623,-0.88,-0.54191,161.96,"December 11, 24",-0.0054191,,,,,
2024-12-10,161.27,162.23,160.01,160.91,158.29,1052900,1052900,-0.36,-0.22323,161.105,"December 10, 24",-0.0022323,,,,,
2024-12-09,163.4,163.7,159.66,161.53,158.9,1095810,1095810,-1.87,-1.14,162.0725,"December 09, 24",-0.0114,,,,,
2024-12-06,165.1,165.36,162.63,163.4,160.74,1228883,1228883,-1.7,-1.03,164.1225,"December 06, 24",-0.0103,,,,,
2024-12-05,165.8,166.89,164.78,165.54,162.84,766100,766100,-0.26,-0.15682,165.7525,"December 05, 24",-0.0015682,,,,,
2024-12-04,165.45,166.32,164.23,165.76,163.06,1062300,1062300,0.31,0.18737,165.44,"December 04, 24",0.0018737,,,,,
2024-12-03,168.24,168.24,164.81,165.45,162.75,1246098,1246098,-2.79,-1.66,166.685,"December 03, 24",-0.0166,,,,,
2024-12-02,170.13,170.52,166.59,166.95,164.23,996519,996519,-3.18,-1.87,168.5475,"December 02, 24",-0.0187,,,,,
2024-11-29,171.38,171.38,168.94,169.28,166.52,534315,534315,-2.1,-1.23,170.245,"November 29, 24",-0.0123,,,,,
2024-11-27,169.64,170.93,168.77,170.1,167.33,1160700,1160700,0.46,0.27116,169.86,"November 27, 24",0.0027116,,,,,
2024-11-26,166.87,169.01,165.21,168.92,166.17,1233000,1233000,2.05,1.23,167.5025,"November 26, 24",0.0123,,,,,
2024-11-25,166.18,167.4,164.93,167.05,164.33,2692144,2692144,0.87,0.52353,166.39,"November 25, 24",0.0052353,,,,,
2024-11-22,163.58,165.42,163.31,165.18,162.49,793000,793000,1.6,0.97811,164.3725,"November 22, 24",0.0097811,,,,,
2024-11-21,163,164.71,162.11,163.78,161.11,742600,742600,0.78,0.47853,163.4,"November 21, 24",0.0047853,,,,,
2024-11-20,162.83,162.83,160.53,162.18,159.54,1000076,1000076,-0.65,-0.39919,162.0925,"November 20, 24",-0.0039919,,,,,
2024-11-19,161.79,163.16,161.79,162.62,159.97,1291116,1291116,0.83,0.51301,162.34,"November 19, 24",0.0051301,,,,,
2024-11-18,160.71,164.33,160.24,163.42,160.76,1001046,1001046,2.71,1.69,162.175,"November 18, 24",0.0169,,,,,
2024-11-15,160,161.57,159.7,160.68,158.06,1029940,1029940,0.68,0.425,160.4875,"November 15, 24",0.00425,,,,,
2024-11-14,162.67,163.27,159.28,160.15,157.54,984223,984223,-2.52,-1.55,161.3425,"November 14, 24",-0.0155,,,,,
2024-11-13,162.07,163.45,160.56,160.64,158.02,801010,801010,-1.43,-0.88233,161.68,"November 13, 24",-0.0088233,,,,,
2024-11-12,162.39,162.67,160.78,162.27,159.63,912300,912300,-0.12,-0.07389618,162.0275,"November 12, 24",-0.0007389618,,,,,
2024-11-11,160.81,163.39,160.81,162.71,160.06,761100,761100,1.9,1.18,161.93,"November 11, 24",0.0118,,,,,
2024-11-08,157.66,159.76,155.78,158.73,156.14,1218949,1218949,1.07,0.67868,157.9825,"November 08, 24",0.0067868,,,,,
2024-11-07,159.35,160.45,156.36,156.43,153.88,1153600,1153600,-2.92,-1.83,158.1475,"November 07, 24",-0.0183,,,,,
2024-11-06,157.44,161.76,157,160.79,158.17,2330400,2330400,3.35,2.13,159.2475,"November 06, 24",0.0213,,,,,
2024-11-05,143.57,146.49,142.44,146.45,144.06,1187330,1187330,2.88,2.01,144.7375,"November 05, 24",0.0201,,,,,
2024-11-04,144.01,146.13,143.11,145.35,142.98,1030807,1030807,1.34,0.93049,144.65,"November 04, 24",0.0093049,,,,,
2024-11-01,148.25,148.74,144.12,144.29,141.94,1540100,1540100,-3.96,-2.67,146.35,"November 01, 24",-0.0267,,,,,
2024-10-31,149.46,151.59,147.89,148.22,145.81,1174836,1174836,-1.24,-0.82965,149.29,"October 31, 24",-0.0082965,,,,,
2024-10-30,149.86,150.94,148.45,149.05,146.62,1031349,1031349,-0.81,-0.5405,149.575,"October 30, 24",-0.005405,,,,,
2024-10-29,148.57,149.54,147.84,149.02,146.59,982500,982500,0.45,0.30289,148.7425,"October 29, 24",0.0030289,,,,,
2024-10-28,146.36,148.52,146.24,148.16,145.75,930214,930214,1.8,1.23,147.32,"October 28, 24",0.0123,,,,,
2024-10-25,147.31,147.41,144.39,144.91,142.55,1497004,1497004,-2.4,-1.63,146.005,"October 25, 24",-0.0163,,,,,
2024-10-24,144.76,148.68,143.41,147.4,145,2687100,2687100,2.64,1.82,146.0625,"October 24, 24",0.0182,,,,,
2024-10-23,135.58,137.58,135.58,137.36,135.12,1992272,1992272,1.78,1.31,136.525,"October 23, 24",0.0131,,,,,
2024-10-22,136.64,137.9,135.86,136.18,133.96,907107,907107,-0.46,-0.33665,136.645,"October 22, 24",-0.0033665,,,,,
2024-10-21,138.43,138.84,136.94,137.5,135.26,1027316,1027316,-0.93,-0.67182,137.9275,"October 21, 24",-0.0067182,,,,,
2024-10-18,138.76,139.4,137.32,138.51,136.25,3790600,3790600,-0.25,-0.18017,138.4975,"October 18, 24",-0.0018017,,,,,
2024-10-17,136.95,138.2,136.24,138.15,135.9,1398622,1398622,1.2,0.87623,137.385,"October 17, 24",0.0087623,,,,,
2024-10-16,133.64,136.47,133.22,136.13,133.91,1817105,1817105,2.49,1.86,134.865,"October 16, 24",0.0186,,,,,
2024-10-15,131.05,135.37,131,133.14,130.97,1477342,1477342,2.09,1.59,132.64,"October 15, 24",0.0159,,,,,
2024-10-14,129.91,130.85,129.19,130.16,128.04,904920,904920,0.25,0.19244,130.0275,"October 14, 24",0.0019244,,,,,
2024-10-11,127.78,129.96,126.72,129.95,127.83,1094628,1094628,2.17,1.7,128.6025,"October 11, 24",0.017,,,,,
2024-10-10,127.9,128.29,126.09,126.74,124.68,2036417,2036417,-1.16,-0.90696,127.255,"October 10, 24",-0.0090696,,,,,
2024-10-09,127.1,129.11,126.27,128.28,126.19,1315200,1315200,1.18,0.9284,127.69,"October 09, 24",0.009284,,,,,
2024-10-08,125.64,125.84,124.83,124.9,122.87,637966,637966,-0.74,-0.58898,125.3025,"October 08, 24",-0.0058898,,,,,
2024-10-07,126.66,127.02,125.11,125.37,123.33,620257,620257,-1.29,-1.02,126.04,"October 07, 24",-0.0102,,,,,
2024-10-04,126.54,127.74,125.88,127.13,125.06,1035031,1035031,0.59,0.46626,126.8225,"October 04, 24",0.0046626,,,,,
2024-10-03,123.43,125.42,122.72,124.7,122.67,1527500,1527500,1.27,1.03,124.0675,"October 03, 24",0.0103,,,,,
2024-10-02,123.28,124.58,122.49,123.84,121.82,1039000,1039000,0.56,0.45425,123.5475,"October 02, 24",0.0045425,,,,,
2024-10-01,122,123.4,120.42,123,121,1411700,1411700,1,0.81967,122.205,"October 01, 24",0.0081967,2024-10-01,2024-10-15,2024-08-21,0.45,0.45
2024-09-30,122.17,123.05,120.83,122.46,120.02,869400,869400,0.29,0.23737,122.1275,"September 30, 24",0.0023737,,,,,
2024-09-27,122.61,124.07,122.16,122.46,120.02,746239,746239,-0.15,-0.12234,122.825,"September 27, 24",-0.0012234,,,,,
2024-09-26,125.08,125.73,122.04,122.52,120.08,1038710,1038710,-2.56,-2.05,123.8425,"September 26, 24",-0.0205,,,,,
2024-09-25,124.57,125.61,124.44,125.1,122.61,1006221,1006221,0.53,0.42546,124.93,"September 25, 24",0.0042546,,,,,
2024-09-24,124.89,125.21,123.96,124.16,121.69,864320,864320,-0.73,-0.58451,124.555,"September 24, 24",-0.0058451,,,,,
2024-09-23,125,125.8,124.39,124.68,122.2,872045,872045,-0.32,-0.256,124.9675,"September 23, 24",-0.00256,,,,,
2024-09-20,124.37,124.5,122.87,124.31,121.83,2076243,2076243,-0.06,-0.04824315,124.0125,"September 20, 24",-0.0004824315,,,,,
2024-09-19,122.8,124.74,121.06,124.11,121.64,1121400,1121400,1.31,1.07,123.1775,"September 19, 24",0.0107,,,,,
2024-09-18,120.58,123.32,120.42,121.12,118.71,1006508,1006508,0.54,0.44784,121.36,"September 18, 24",0.0044784,,,,,
2024-09-17,120.03,120.95,119.81,120.68,118.28,1116400,1116400,0.65,0.54153,120.3675,"September 17, 24",0.0054153,,,,,
2024-09-16,118.72,119.94,118.5,119.73,117.34,659236,659236,1.01,0.85074,119.2225,"September 16, 24",0.0085074,,,,,
2024-09-13,117.37,118.43,116.9,117.89,115.54,810507,810507,0.52,0.44304,117.6475,"September 13, 24",0.0044304,,,,,
2024-09-12,116.99,117.46,115.91,116.98,114.65,937500,937500,-0.01,-0.00854774,116.835,"September 12, 24",-8.54774e-05,,,,,
2024-09-11,115.99,116.38,113.91,115.95,113.64,1137901,1137901,-0.04,-0.03448573,115.5575,"September 11, 24",-0.0003448573,,,,,
2024-09-10,117.01,117.25,114.8,116.31,113.99,860100,860100,-0.7,-0.59824,116.3425,"September 10, 24",-0.0059824,,,,,
2024-09-09,116.49,118.16,115.73,116.85,114.52,1086129,1086129,0.36,0.30904,116.8075,"September 09, 24",0.0030904,,,,,
2024-09-06,117.58,118.55,114.49,115.2,112.91,808100,808100,-2.38,-2.02,116.455,"September 06, 24",-0.0202,,,,,
2024-09-05,119.7,119.7,117.12,117.58,115.24,861095,861095,-2.12,-1.77,118.525,"September 05, 24",-0.0177,,,,,
2024-09-04,119.13,120.26,118.21,119.15,116.78,960600,960600,0.02,0.01678838,119.1875,"September 04, 24",0.0001678838,,,,,
2024-09-03,118.64,119.58,117.98,119.28,116.9,878300,878300,0.64,0.53945,118.87,"September 03, 24",0.0053945,,,,,
2024-08-30,118.7,119.74,118.08,119.57,117.19,961449,961449,0.87,0.73294,119.0225,"August 30, 24",0.0073294,,,,,
2024-08-29,118.26,118.99,116.91,118.37,116.01,511825,511825,0.11,0.09301539,118.1325,"August 29, 24",0.0009301539,,,,,
2024-08-28,117.61,118.42,117.36,117.85,115.5,561600,561600,0.24,0.20406,117.81,"August 28, 24",0.0020406,,,,,
2024-08-27,118.27,118.53,117.37,117.68,115.34,638919,638919,-0.59,-0.49886,117.9625,"August 27, 24",-0.0049886,,,,,
2024-08-26,117.34,118.59,116.86,118.45,116.09,761446,761446,1.11,0.94597,117.81,"August 26, 24",0.0094597,,,,,
2024-08-23,117.1,117.76,116.28,116.79,114.46,633500,633500,-0.31,-0.26473,116.9825,"August 23, 24",-0.0026473,,,,,
2024-08-22,116.03,116.81,115.24,116.21,113.9,664400,664400,0.18,0.15513,116.0725,"August 22, 24",0.0015513,,,,,
2024-08-21,115.63,116.13,114.72,115.79,113.48,1009209,1009209,0.16,0.13837,115.5675,"August 21, 24",0.0013837,,,,,
2024-08-20,115.81,115.99,115.14,115.58,113.28,776059,776059,-0.23,-0.1986,115.63,"August 20, 24",-0.001986,,,,,
2024-08-19,116.03,116.6,115.4,115.93,113.62,567404,567404,-0.1,-0.08618461,115.99,"August 19, 24",-0.0008618461,,,,,
2024-08-16,115.04,116.09,114.78,115.95,113.64,722100,722100,0.91,0.79103,115.465,"August 16, 24",0.0079103,,,,,
2024-08-15,116.27,116.61,114.29,115.27,112.97,886300,886300,-1,-0.86007,115.61,"August 15, 24",-0.0086007,,,,,
2024-08-14,112.9,115.43,111.95,114.91,112.62,1435845,1435845,2.01,1.78,113.7975,"August 14, 24",0.0178,,,,,
2024-08-13,110.97,111.93,110.06,111.79,109.56,1099926,1099926,0.82,0.73894,111.1875,"August 13, 24",0.0073894,,,,,
2024-08-12,110.22,110.5,108.64,110.12,107.93,1287300,1287300,-0.1,-0.09072764,109.87,"August 12, 24",-0.0009072764,,,,,
2024-08-09,108.64,110.66,108.49,110.18,107.99,871630,871630,1.54,1.42,109.4925,"August 09, 24",0.0142,,,,,
2024-08-08,108.26,109.16,107.37,108.91,106.74,901900,901900,0.65,0.60041,108.425,"August 08, 24",0.0060041,,,,,
2024-08-07,108.96,110.16,107.17,107.28,105.14,1079400,1079400,-1.68,-1.54,108.3925,"August 07, 24",-0.0154,,,,,
2024-08-06,105.98,109.27,105.35,107.85,105.7,1810500,1810500,1.87,1.76,107.1125,"August 06, 24",0.0176,,,,,
2024-08-05,106.76,109.08,104.24,106.39,104.27,2638338,2638338,-0.37,-0.34657,106.6175,"August 05, 24",-0.0034657,,,,,
2024-08-02,110.15,111.99,106.99,109,106.83,1809700,1809700,-1.15,-1.04,109.5325,"August 02, 24",-0.0104,,,,,
2024-08-01,116.26,117.16,110.82,112.17,109.94,1406700,1406700,-4.09,-3.52,114.1025,"August 01, 24",-0.0352,,,,,
2024-07-31,116.05,117.13,114.33,116,113.69,1417542,1417542,-0.05,-0.04308488,115.8775,"July 31, 24",-0.0004308488,,,,,
2024-07-30,116.28,117.01,114.51,115.51,113.21,987700,987700,-0.77,-0.66219,115.8275,"July 30, 24",-0.0066219,,,,,
2024-07-29,116.71,117.72,114.39,115.47,113.17,1240500,1240500,-1.24,-1.06,116.0725,"July 29, 24",-0.0106,,,,,
2024-07-26,118.28,120.87,116.56,116.68,114.36,2179049,2179049,-1.6,-1.35,118.0975,"July 26, 24",-0.0135,,,,,
2024-07-25,113,118.11,113,118.01,115.66,2281922,2281922,5.01,4.43,115.53,"July 25, 24",0.0443,,,,,
2024-07-24,112.16,114.24,111.23,112.22,109.98,2426543,2426543,0.06,0.05349501,112.4625,"July 24, 24",0.0005349501,,,,,
2024-07-23,109.81,112.16,109,111.81,109.58,2352135,2352135,2,1.82,110.695,"July 23, 24",0.0182,,,,,
2024-07-22,109.24,110.26,108.57,109.98,107.79,1836500,1836500,0.74,0.67741,109.5125,"July 22, 24",0.0067741,,,,,
2024-07-19,111,111.4,108.35,108.62,106.46,3376543,3376543,-2.38,-2.14,109.8425,"July 19, 24",-0.0214,,,,,
2024-07-18,113.18,114.34,110.27,111.1,108.89,2214000,2214000,-2.08,-1.84,112.2225,"July 18, 24",-0.0184,,,,,
2024-07-17,113.55,114.13,110.81,113.36,111.1,4975800,4975800,-0.19,-0.16733,112.9625,"July 17, 24",-0.0016733,,,,,
2024-07-16,117.47,119.15,112.84,113.51,111.25,3689536,3689536,-3.96,-3.37,115.7425,"July 16, 24",-0.0337,,,,,
2024-07-15,120.9,122.25,118.49,121.11,118.7,1371100,1371100,0.21,0.1737,120.6875,"July 15, 24",0.001737,,,,,
2024-07-12,121.33,122.42,120.95,121.06,118.65,789400,789400,-0.27,-0.22253,121.44,"July 12, 24",-0.0022253,,,,,
2024-07-11,119.99,120.87,119.12,120.7,118.3,1521348,1521348,0.71,0.59172,120.17,"July 11, 24",0.0059172,,,,,
2024-07-10,118.54,120,118.02,119.79,117.4,1156544,1156544,1.25,1.05,119.0875,"July 10, 24",0.0105,,,,,
2024-07-09,117.17,119.38,117.17,118.67,116.31,962000,962000,1.5,1.28,118.0975,"July 09, 24",0.0128,,,,,
2024-07-08,119.32,120.45,117.27,117.47,115.13,843523,843523,-1.85,-1.55,118.6275,"July 08, 24",-0.0155,,,,,
2024-07-05,120.29,120.29,118.99,119.51,117.13,740721,740721,-0.78,-0.64843,119.77,"July 05, 24",-0.0064843,,,,,
2024-07-03,122.27,122.91,120.55,120.73,118.33,604012,604012,-1.54,-1.26,121.615,"July 03, 24",-0.0126,,,,,
2024-07-02,122.53,123.07,121.55,122.08,119.65,823400,823400,-0.45,-0.36726,122.3075,"July 02, 24",-0.0036726,,,,,
2024-07-01,123.56,124.82,123.04,123.2,120.75,624100,624100,-0.36,-0.29136,123.655,"July 01, 24",-0.0029136,2024-07-01,2024-07-15,2024-05-20,0.45,0.45
2024-06-28,121.85,123.75,121.32,123.61,120.71,1665130,1665130,1.76,1.44,122.6325,"June 28, 24",0.0144,,,,,
2024-06-27,121.1,122,121.02,121.59,118.74,1049609,1049609,0.49,0.40462,121.4275,"June 27, 24",0.0040462,,,,,
2024-06-26,121,121.71,120.66,121.52,118.67,770430,770430,0.52,0.42975,121.2225,"June 26, 24",0.0042975,,,,,
2024-06-25,122.09,122.99,120.98,121.69,118.84,873341,873341,-0.4,-0.32763,121.9375,"June 25, 24",-0.0032763,,,,,
2024-06-24,121.03,123.57,120.57,122.38,119.51,1235400,1235400,1.35,1.12,121.8875,"June 24, 24",0.0112,,,,,
2024-06-21,119.23,120.81,118.29,120.69,117.86,2491827,2491827,1.46,1.22,119.755,"June 21, 24",0.0122,,,,,
2024-06-20,118.84,119.15,117.45,119.06,116.27,1195800,1195800,0.22,0.18512,118.625,"June 20, 24",0.0018512,,,,,
2024-06-18,117.81,119.45,117.81,118.96,116.17,1175100,1175100,1.15,0.97615,118.5075,"June 18, 24",0.0097615,,,,,
2024-06-17,115.59,118.44,115.44,117.96,115.19,872500,872500,2.37,2.05,116.8575,"June 17, 24",0.0205,,,,,
2024-06-14,116.03,116.6,115.05,115.67,112.96,790900,790900,-0.36,-0.31026,115.8375,"June 14, 24",-0.0031026,,,,,
2024-06-13,117.97,117.97,116.58,117.23,114.48,897600,897600,-0.74,-0.62728,117.4375,"June 13, 24",-0.0062728,,,,,
2024-06-12,118.7,119.88,118.43,118.81,116.02,956400,956400,0.11,0.0926706,118.955,"June 12, 24",0.000926706,,,,,
2024-06-11,118.76,118.76,117.18,117.27,114.52,1236200,1236200,-1.49,-1.25,117.9925,"June 11, 24",-0.0125,,,,,
2024-06-10,119.38,120.47,118.26,119.55,116.75,570545,570545,0.17,0.1424,119.415,"June 10, 24",0.001424,,,,,
2024-06-07,120.21,121.6,119.77,120.03,117.21,507000,507000,-0.18,-0.14974,120.4025,"June 07, 24",-0.0014974,,,,,
2024-06-06,120.91,121.41,119.9,120.23,117.41,436300,436300,-0.68,-0.5624,120.6125,"June 06, 24",-0.005624,,,,,
2024-06-05,119.23,121.22,118.28,120.81,117.98,759633,759633,1.58,1.33,119.885,"June 05, 24",0.0133,,,,,
2024-06-04,119.93,120.93,118.78,118.97,116.18,532617,532617,-0.96,-0.80047,119.6525,"June 04, 24",-0.0080047,,,,,
2024-06-03,122.95,122.95,120.03,120.93,118.09,624207,624207,-2.02,-1.64,121.715,"June 03, 24",-0.0164,,,,,
2024-05-31,122.02,123.16,120.96,122.75,119.87,1852232,1852232,0.73,0.59826,122.2225,"May 31, 24",0.0059826,,,,,
2024-05-30,121.82,123.6,121.68,121.89,119.03,750300,750300,0.07,0.05746183,122.2475,"May 30, 24",0.0005746183,,,,,
2024-05-29,122.59,123.12,121.47,121.71,118.85,627137,627137,-0.88,-0.71784,122.2225,"May 29, 24",-0.0071784,,,,,
2024-05-28,125.73,125.89,123.35,123.54,120.64,1086541,1086541,-2.19,-1.74,124.6275,"May 28, 24",-0.0174,,,,,
2024-05-24,124.08,125.96,123.9,125.86,122.91,681200,681200,1.78,1.43,124.95,"May 24, 24",0.0143,,,,,
2024-05-23,123.65,124.78,121.71,123.39,120.5,886400,886400,-0.26,-0.21027,123.3825,"May 23, 24",-0.0021027,,,,,
2024-05-22,124.79,125.31,122.82,123.6,120.7,1013200,1013200,-1.19,-0.9536,124.13,"May 22, 24",-0.009536,,,,,
2024-05-21,125.17,125.68,124.67,124.79,121.86,695800,695800,-0.38,-0.30359,125.0775,"May 21, 24",-0.0030359,,,,,
2024-05-20,126.36,126.42,125.03,125.13,122.19,772000,772000,-1.23,-0.97341,125.735,"May 20, 24",-0.0097341,,,,,
2024-05-17,126.25,126.69,125.55,126.42,123.45,745400,745400,0.17,0.13465,126.2275,"May 17, 24",0.0013465,,,,,
2024-05-16,127,127.36,125.56,125.6,122.65,770100,770100,-1.4,-1.1,126.38,"May 16, 24",-0.011,,,,,
2024-05-15,127.26,128.35,126.88,127.3,124.31,1133400,1133400,0.04,0.03143171,127.4475,"May 15, 24",0.0003143171,,,,,
