holder,shares,dateReported,change
Mitsubishi UFJ Trust & Banking Corp,34739,2025-09-30,-642
AVIVA PLC,34227,2025-09-30,1990
ASHFORD CAPITAL MANAGEMENT INC,33098,2025-09-30,-586
LOOMIS SAYLES & CO L P,32643,2025-09-30,-7721
Universal- Beteiligungs- und Servicegesellschaft mbH,31121,2025-09-30,7742
"NATIXIS ADVISORS, L.P.",30353,2025-09-30,-21348
GABELLI FUNDS LLC,30100,2025-09-30,0
"GW&K Investment Management, LLC",29838,2025-09-30,-20
Calamos Advisors LLC,29431,2025-09-30,0
AMERIPRISE FINANCIAL INC,29045,2025-09-30,-1225
GREAT WEST LIFE ASSURANCE CO /CAN/,28970,2025-09-30,535
BLI - Banque de Luxembourg Investments,28800,2025-09-30,3700
11 Capital Partners LP,28077,2025-09-30,-2292
VICTORY CAPITAL MANAGEMENT INC,27816,2025-09-30,-1117
Spence Asset Management,27136,2025-09-30,-19659
THRIVENT FINANCIAL FOR LUTHERANS,27028,2025-09-30,2797
NORTH STAR ASSET MANAGEMENT INC,26969,2025-09-30,-105
abrdn plc,26263,2025-09-30,498
"Ensign Peak Advisors, Inc",25960,2025-09-30,-5145
"Pacer Advisors, Inc.",25801,2025-09-30,-2668
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",24906,2025-09-30,-29
TWINBEECH CAPITAL LP,24436,2025-09-30,24436
"Asset Management One Co., Ltd.",24215,2025-09-30,-3189
BANK OF MONTREAL /CAN/,24031,2025-09-30,5277
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,23800,2025-09-30,-700
C WorldWide Group Holding A/S,23675,2025-09-30,-43
Korea Investment CORP,23554,2025-09-30,10948
KLP KAPITALFORVALTNING AS,23450,2025-09-30,0
PRUDENTIAL FINANCIAL INC,23403,2025-09-30,-1272
Creative Planning,23357,2025-09-30,-81
OPPENHEIMER ASSET MANAGEMENT INC.,23333,2025-09-30,-43
ROYAL LONDON ASSET MANAGEMENT LTD,23300,2025-09-30,318
AMERICAN CAPITAL MANAGEMENT INC,23086,2025-09-30,-1890
STRS OHIO,23029,2025-09-30,-1500
Assenagon Asset Management S.A.,22573,2025-09-30,-6914
"Chevy Chase Trust Holdings, LLC",22286,2025-09-30,-491
"Aptus Capital Advisors, LLC",22160,2025-09-30,1000
Man Group plc,21405,2025-09-30,4013
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",21310,2025-09-30,-8416
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",21268,2025-09-30,0
"Rakuten Investment Management, Inc.",21122,2025-09-30,21122
LPL Financial LLC,20903,2025-09-30,2168
OSSIAM,20819,2025-09-30,20317
NATIONAL BANK OF CANADA /FI/,20597,2025-09-30,-9562
DANSKE BANK A/S,19789,2025-09-30,-3400
Avalon Trust Co,19605,2025-09-30,-59
US BANCORP \DE\,19435,2025-09-30,-581
Pictet Asset Management Holding SA,19419,2025-09-30,-937
NORRIS PERNE & FRENCH LLP/MI,19358,2025-09-30,-266
Treasurer of the State of North Carolina,19349,2025-09-30,-758
"Resona Asset Management Co.,Ltd.",18993,2025-09-30,-649
"D. E. Shaw & Co., Inc.",18618,2025-09-30,-23785
KORNITZER CAPITAL MANAGEMENT INC /KS,18489,2025-09-30,0
"Susquehanna Portfolio Strategies, LLC",18408,2025-09-30,17533
Progressive Investment Management Corp,17997,2025-09-30,-182
BALYASNY ASSET MANAGEMENT L.P.,17917,2025-09-30,17259
FIRST TRUST ADVISORS LP,17719,2025-09-30,-21964
COMERICA BANK,17682,2025-09-30,-1282
CITADEL ADVISORS LLC,17653,2025-09-30,-8711
"Motley Fool Wealth Management, LLC",17597,2025-09-30,-2123
Azimuth Capital Investment Management LLC,17213,2025-09-30,-420
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",16976,2025-09-30,7978
Cetera Investment Advisers,16963,2025-09-30,4327
"Dai-Ichi Life Insurance Company, Ltd",16923,2025-09-30,2458
TORONTO DOMINION BANK,16628,2025-09-30,-1595
Mn Services Vermogensbeheer B.V.,16100,2025-09-30,0
THOMPSON SIEGEL & WALMSLEY LLC,15839,2025-09-30,4100
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,15728,2025-09-30,2189
McCollum Christoferson Group LLC,15435,2025-09-30,-30
BROWN ADVISORY INC,15381,2025-09-30,-482
JOHNSON INVESTMENT COUNSEL INC,15187,2025-09-30,377
"ExodusPoint Capital Management, LP",15153,2025-09-30,15153
"NISA INVESTMENT ADVISORS, LLC",14856,2025-09-30,-2801
"SG Americas Securities, LLC",14823,2025-09-30,8439
COMMERCE BANK,14741,2025-09-30,975
"Rafferty Asset Management, LLC",14587,2025-09-30,503
Texas Yale Capital Corp.,14535,2025-09-30,0
State of New Jersey Common Pension Fund D,14519,2025-09-30,486
"CENTAURUS FINANCIAL, INC.",14374,2025-09-30,156
Quantinno Capital Management LP,14021,2025-09-30,760
VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.,14014,2025-09-30,316
"PNC FINANCIAL SERVICES GROUP, INC.",13912,2025-09-30,1604
NOMURA ASSET MANAGEMENT CO LTD,13781,2025-09-30,-20
"Gotham Asset Management, LLC",13585,2025-09-30,6625
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,13539,2025-09-30,90
Motley Fool Asset Management LLC,13362,2025-09-30,-606
Weiss Asset Management LP,13245,2025-09-30,13245
"Reliant Investment Management, LLC",13244,2025-09-30,116
"Waverly Advisors, LLC",13120,2025-09-30,328
Lansforsakringar Fondforvaltning AB (publ),13093,2025-09-30,0
"COMMONWEALTH EQUITY SERVICES, LLC",12982,2025-09-30,-452
Atom Investors LP,12703,2025-09-30,5357
Arizona State Retirement System,12680,2025-09-30,81
BNP Paribas Asset Management Holding S.A.,12450,2025-09-30,4872
"MetLife Investment Management, LLC",12423,2025-09-30,-190
FRONTIER CAPITAL MANAGEMENT CO LLC,12318,2025-09-30,-380
INTECH INVESTMENT MANAGEMENT LLC,12248,2025-09-30,-4457
Choate Investment Advisors,12157,2025-09-30,-1050
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,12107,2025-09-30,-434
FIL Ltd,11943,2025-09-30,9864
STATE OF MICHIGAN RETIREMENT SYSTEM,11737,2025-09-30,0
Engineers Gate Manager LP,11502,2025-09-30,11502
IFM Investors Pty Ltd,11103,2025-09-30,1695
Czech National Bank,10988,2025-09-30,447
Ownership Capital B.V.,10956,2025-09-30,-91469
WESTWOOD HOLDINGS GROUP INC,10890,2025-09-30,0
Verition Fund Management LLC,10698,2025-09-30,4694
"CIBC Private Wealth Group, LLC",10569,2025-09-30,-28
UniSuper Management Pty Ltd,10498,2025-09-30,249
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,10389,2025-09-30,-187
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",10233,2025-09-30,4047
"State of Tennessee, Treasury Department",10113,2025-09-30,-11590
VOYA INVESTMENT MANAGEMENT LLC,10089,2025-09-30,-13383
"Pathstone Holdings, LLC",10034,2025-09-30,-251
AMICA MUTUAL INSURANCE CO,9880,2025-09-30,1321
ProShare Advisors LLC,9838,2025-09-30,-1673
"Sumitomo Mitsui DS Asset Management Company, Ltd",9823,2025-09-30,76
TORRAY INVESTMENT PARTNERS LLC,9693,2025-09-30,-319
AMALGAMATED BANK,9682,2025-09-30,106
Y-Intercept (Hong Kong) Ltd,9607,2025-09-30,9607
Voleon Capital Management LP,9592,2025-09-30,4772
"Mariner, LLC",9511,2025-09-30,-1028
Magnetar Financial LLC,9463,2025-09-30,9463
"XPONANCE, INC.",9390,2025-09-30,-102
"Legal Advantage Investments, Inc.",9248,2025-09-30,0
Retirement Systems of Alabama,9228,2025-09-30,-27
"Tandem Investment Advisors, Inc.",9228,2025-09-30,470
FORSTA AP-FONDEN,9200,2025-09-30,800
"PARTNERS CAPITAL INVESTMENT GROUP, LLP",9197,2025-09-30,0
Janney Montgomery Scott LLC,9155,2025-09-30,-814
"Kestra Advisory Services, LLC",9092,2025-09-30,1
NATIXIS,8955,2025-09-30,1402
"VAUGHAN NELSON INVESTMENT MANAGEMENT, L.P.",8890,2025-09-30,-70288
CONNORS INVESTOR SERVICES INC,8634,2025-09-30,-99
"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC",8536,2025-09-30,8536
GREENUP STREET WEALTH MANAGEMENT LLC,8530,2025-09-30,-401
Old Port Advisors,8342,2025-09-30,-152
DnB Asset Management AS,8278,2025-09-30,727
"Empowered Funds, LLC",7846,2025-09-30,679
"HB Wealth Management, LLC",7843,2025-09-30,2607
"BRASADA CAPITAL MANAGEMENT, LP",7701,2025-09-30,-362
"PineBridge Investments, L.P.",7604,2025-09-30,-24404
AZZAD ASSET MANAGEMENT INC /ADV,7598,2025-09-30,1990
Vanderbilt University,7343,2025-09-30,641
CAPTRUST FINANCIAL ADVISORS,7333,2025-09-30,44
"New Age Alpha Advisors, LLC",7311,2025-09-30,-456
Astoria Portfolio Advisors LLC.,7110,2025-09-30,-500
"Latitude Advisors, LLC",7110,2025-09-30,-500
Utah Retirement Systems,7100,2025-09-30,85
BUCKHEAD CAPITAL MANAGEMENT LLC,6996,2025-09-30,201
Police & Firemen's Retirement System of New Jersey,6919,2025-09-30,369
Daiwa Securities Group Inc.,6841,2025-09-30,276
"ADVISOR GROUP HOLDINGS, INC.",6723,2025-09-30,2673
2Xideas AG,6695,2025-09-30,-1968
"BRIGHT ROCK CAPITAL MANAGEMENT, LLC",6250,2025-09-30,0
"Bank Julius Baer & Co. Ltd, Zurich",6243,2025-09-30,-6883
TRUIST FINANCIAL CORP,6236,2025-09-30,378
AGF MANAGEMENT LTD,6206,2025-09-30,1212
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,6199,2025-09-30,-584
CIBC Asset Management Inc,5906,2025-09-30,8
"BURLING WEALTH PARTNERS, LLC",5901,2025-09-30,3224
"Ameritas Investment Partners, Inc.",5873,2025-09-30,-230
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,5853,2025-09-30,6
"Mirae Asset Global Investments Co., Ltd.",5808,2025-09-30,580
BANK OF NOVA SCOTIA,5803,2025-09-30,890
PRUDENTIAL PLC,5799,2025-09-30,2773
Tsai Capital Corp,5700,2025-09-30,78
TEACHER RETIREMENT SYSTEM OF TEXAS,5645,2025-09-30,-12002
Mediolanum International Funds Ltd,5630,2025-09-30,5630
OSTRUM ASSET MANAGEMENT,5619,2025-09-30,-236
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,5434,2025-09-30,51
M&T BANK CORP,5422,2025-09-30,-347
"Inspire Investing, LLC",5279,2025-09-30,421
"Cambridge Investment Research Advisors, Inc.",5229,2025-09-30,184
"NFJ INVESTMENT GROUP, LLC",5178,2025-09-30,-85
Settian Capital LP,5125,2025-09-30,0
ICON ADVISERS INC/CO,5057,2025-09-30,0
"Bouvel Investment Partners, LLC",5021,2025-09-30,76
"CROWN ADVISORS MANAGEMENT, INC.",5000,2025-09-30,0
Lazard Freres Gestion S.A.S.,5000,2025-09-30,3000
"Vanguard Personalized Indexing Management, LLC",4972,2025-09-30,-126
"Summit Trail Advisors, LLC",4958,2025-09-30,2638
MERCER GLOBAL ADVISORS INC /ADV,4939,2025-09-30,50
GARRISON BRADFORD & ASSOCIATES INC,4931,2025-09-30,-10
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,4915,2025-09-30,1147
SYNOVUS FINANCIAL CORP,4891,2025-09-30,-14
"YOUSIF CAPITAL MANAGEMENT, LLC",4861,2025-09-30,-321
PARK AVENUE SECURITIES LLC,4832,2025-09-30,338
"State of Alaska, Department of Revenue",4733,2025-09-30,-124
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,4689,2025-09-30,-255
"Brinker Capital Investments, LLC",4676,2025-09-30,702
"Reynders McVeigh Capital Management, LLC",4630,2025-09-30,-261
Delta Global Management LP,4569,2025-09-30,152
Robocap Asset Management Ltd,4556,2025-09-30,1137
PUBLIC SECTOR PENSION INVESTMENT BOARD,4542,2025-09-30,410
"Atria Investments, Inc",4410,2025-09-30,-52
RITHOLTZ WEALTH MANAGEMENT,4373,2025-09-30,4373
"Linden Thomas Advisory Services, LLC",4347,2025-09-30,-44
"OARSMAN CAPITAL, INC.",4334,2025-09-30,48
MACKENZIE FINANCIAL CORP,4318,2025-09-30,128
REGIONS FINANCIAL CORP,4310,2025-09-30,-30
DekaBank Deutsche Girozentrale,4282,2025-09-30,0
"MML INVESTORS SERVICES, LLC",4274,2025-09-30,241
Norway Savings Bank,4269,2025-09-30,-15
"Knollwood Investment Advisory, LLC",4253,2025-09-30,-18
GEORGE KAISER FAMILY FOUNDATION,4221,2025-09-30,0
"Chicago Capital, LLC",4156,2025-09-30,0
Ethic Inc.,4146,2025-09-30,-616
BENJAMIN EDWARDS INC,4118,2025-09-30,1673
"CI Private Wealth, LLC",4116,2025-09-30,-623
Achmea Investment Management B.V.,4070,2025-09-30,0
NORDEA INVESTMENT MANAGEMENT AB,4062,2025-09-30,525
ICICI Prudential Asset Management Co Ltd,4035,2025-09-30,4035
"JANE STREET GROUP, LLC",4019,2025-09-30,4019
Saturna Capital CORP,3977,2025-09-30,-226
"Gibraltar Capital Management, Inc.",3920,2025-09-30,0
MAI Capital Management,3869,2025-09-30,961
"Allred Capital Management, LLC",3860,2025-09-30,0
BOSTON FAMILY OFFICE LLC,3829,2025-09-30,-25
Andra AP-fonden,3815,2025-09-30,1296
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,3809,2025-09-30,-1350
Tredje AP-fonden,3791,2025-09-30,76
"Redmond Asset Management, LLC",3786,2025-09-30,-12
Mint Tower Capital Management B.V.,3700,2025-09-30,3700
Arkadios Wealth Advisors,3628,2025-09-30,323
CenterBook Partners LP,3597,2025-09-30,3597
Robeco Institutional Asset Management B.V.,3577,2025-09-30,-23554
"HighTower Advisors, LLC",3462,2025-09-30,-367
BI Asset Management Fondsmaeglerselskab A/S,3453,2025-09-30,1311
DUNCKER STREETT & CO INC,3408,2025-09-30,-83
LOS ANGELES CAPITAL MANAGEMENT LLC,3370,2025-09-30,-42935
Atlantic Union Bankshares Corp,3343,2025-09-30,3343
"Virtus Investment Advisers, Inc.",3294,2025-09-30,3294
Krilogy Financial LLC,3256,2025-09-30,3256
Candriam S.C.A.,3218,2025-09-30,-140
"Toroso Investments, LLC",3213,2025-09-30,750
La Banque Postale Asset Management SA,3211,2025-09-30,-54
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",3179,2025-09-30,-279
LECAP ASSET MANAGEMENT LTD,3159,2025-09-30,3159
MIZUHO SECURITIES USA LLC,3151,2025-09-30,165
NAVELLIER & ASSOCIATES INC,3125,2025-09-30,0
"Vident Advisory, LLC",3100,2025-09-30,1429
STEPHENS INC /AR/,3036,2025-09-30,-12
WASATCH ADVISORS LP,3009,2025-09-30,1880
"Mesirow Financial Investment Management, Inc.",3008,2025-09-30,25
"Private Advisor Group, LLC",2980,2025-09-30,13
Rockefeller Capital Management L.P.,2953,2025-09-30,2953
Avanza Fonder AB,2926,2025-09-30,0
"WILEY BROS.-AINTREE CAPITAL, LLC",2921,2025-09-30,431
Crestwood Advisors Group LLC,2883,2025-09-30,-70
WHITTIER TRUST CO,2877,2025-09-30,-140
"SRS Capital Advisors, Inc.",2862,2025-09-30,1824
"Capital Analysts, LLC",2830,2025-09-30,60
Strategic Investment Advisors / MI,2723,2025-09-30,508
Kentucky Retirement Systems,2702,2025-09-30,-15
"Leelyn Smith, LLC",2675,2025-09-30,432
AXA Investment Managers S.A.,2659,2025-09-30,2659
ACADIAN ASSET MANAGEMENT LLC,2659,2025-09-30,-24738
Cerity Partners LLC,2656,2025-09-30,-303
"Norinchukin Bank, The",2593,2025-09-30,101
MCF Advisors LLC,2591,2025-09-30,-180
Fiduciary Alliance LLC,2567,2025-09-30,-153
HARTFORD INVESTMENT MANAGEMENT CO,2553,2025-09-30,-50
SVB WEALTH LLC,2498,2025-09-30,-757
"Moors & Cabot, Inc.",2494,2025-09-30,431
Optimize Financial Inc,2468,2025-09-30,2468
PARAGON CAPITAL MANAGEMENT INC,2467,2025-09-30,-57
Allianz Asset Management GmbH,2461,2025-09-30,19
BNP PARIBAS,2450,2025-09-30,-21
ABN AMRO Bank N.V.,2439,2025-09-30,213
Barbara Oil Co.,2400,2025-09-30,0
INCEPTIONR LLC,2384,2025-09-30,2384
"PARR MCKNIGHT WEALTH MANAGEMENT GROUP, LLC",2373,2025-09-30,115
"Caitlin John, LLC",2349,2025-09-30,162
"BOKF, NA",2315,2025-09-30,-109
Louisiana State Employees Retirement System,2300,2025-09-30,0
Snowden Capital Advisors LLC,2240,2025-09-30,-805
"Kovitz Investment Group Partners, LLC",2239,2025-09-30,-296
MADDEN SECURITIES Corp,2229,2025-09-30,0
TRUSTMARK NATIONAL BANK TRUST DEPARTMENT,2191,2025-09-30,-56
"Kensington Investment Counsel, LLC",2186,2025-09-30,-223
"West Tower Group, LLC",2175,2025-09-30,0
"SECURIAN ASSET MANAGEMENT, INC",2171,2025-09-30,-107
"LANDSCAPE CAPITAL MANAGEMENT, L.L.C.",2144,2025-09-30,1405
SHELL ASSET MANAGEMENT CO,2142,2025-09-30,-887
"NICOLET ADVISORY SERVICES, LLC",2120,2025-09-30,113
Wealthfront Advisers LLC,2109,2025-09-30,-275
"Goodman Advisory Group, LLC",2093,2025-09-30,-8682
Maryland State Retirement & Pension System,2092,2025-09-30,0
Gulf International Bank (UK) Ltd,2076,2025-09-30,-46
Hills Bank & Trust Co,2063,2025-09-30,1254
JONES FINANCIAL COMPANIES LLLP,2057,2025-09-30,273
"Lido Advisors, LLC",2036,2025-09-30,457
"TWO SIGMA SECURITIES, LLC",2023,2025-09-30,2023
Investment Management Corp of Ontario,2008,2025-09-30,903
VIKING FUND MANAGEMENT LLC,2000,2025-09-30,2000
Roundview Capital LLC,1957,2025-09-30,8
SCHRODER INVESTMENT MANAGEMENT GROUP,1953,2025-09-30,-498
"Merit Financial Group, LLC",1937,2025-09-30,1112
FIRST MANHATTAN CO. LLC.,1934,2025-09-30,-185
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,1900,2025-09-30,-100
"Atomi Financial Group, Inc.",1899,2025-09-30,-205
"FORA Capital, LLC",1884,2025-09-30,-248
Brevan Howard Capital Management LP,1880,2025-09-30,1880
AG2R LA MONDIALE GESTION D'ACTIFS,1877,2025-09-30,0
"UNITED CAPITAL FINANCIAL ADVISERS, LLC",1874,2025-09-30,722
"JACKSON SQUARE CAPITAL, LLC",1825,2025-09-30,-438
"Envestnet Portfolio Solutions, Inc.",1792,2025-09-30,-1485
"Metis Global Partners, LLC",1792,2025-09-30,-102
"CONSILIO WEALTH ADVISORS, LLC",1779,2025-09-30,0
ALLSTATE CORP,1775,2025-09-30,1775
GAMMA Investing LLC,1773,2025-09-30,151
EVERENCE CAPITAL MANAGEMENT INC,1770,2025-09-30,0
Bell Bank,1769,2025-09-30,-14
CREDIT AGRICOLE S A,1765,2025-09-30,1765
"DIVERSIFY WEALTH MANAGEMENT, LLC",1757,2025-09-30,71
E. Ohman J:or Asset Management AB,1750,2025-09-30,0
"AIGEN INVESTMENT MANAGEMENT, LP",1728,2025-09-30,1728
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,1713,2025-09-30,-7
"KIRTLAND HILLS CAPITAL MANAGEMENT, LLC",1678,2025-09-30,-92
Cartesian Growth Corp,1674,2025-09-30,1674
Yorktown Management & Research Co Inc,1650,2025-09-30,0
Tenon Financial LLC,1649,2025-09-30,0
"Cavalier Investments, LLC",1617,2025-09-30,62
Jefferies Financial Group Inc.,1600,2025-09-30,-2483
Vestcor Inc,1594,2025-09-30,-631
"Voya Financial Advisors, Inc.",1582,2025-09-30,-50
Baron Wealth Management LLC,1581,2025-09-30,7
TOKIO MARINE ASSET MANAGEMENT CO LTD,1571,2025-09-30,50
"17 CAPITAL PARTNERS, LLC",1558,2025-09-30,8
"Qsemble Capital Management, LP",1545,2025-09-30,1545
PIER 88 INVESTMENT PARTNERS LLC,1530,2025-09-30,-260
OMERS ADMINISTRATION Corp,1516,2025-09-30,0
"Meeder Advisory Services, Inc.",1494,2025-09-30,78
"QRG CAPITAL MANAGEMENT, INC.",1486,2025-09-30,-198
BESSEMER GROUP INC,1478,2025-09-30,-1926
"TRITONPOINT WEALTH, LLC",1472,2025-09-30,-44
DAVENPORT & Co LLC,1472,2025-09-30,226
"West Financial Advisors, LLC",1449,2025-09-30,9
"Smith, Salley & Associates",1445,2025-09-30,0
"Plum Street Advisors, LLC",1438,2025-09-30,1438
Verdence Capital Advisors LLC,1434,2025-09-30,925
Federation des caisses Desjardins du Quebec,1428,2025-09-30,491
"Empirical Finance, LLC",1412,2025-09-30,14
CHICAGO TRUST Co NA,1409,2025-09-30,-1165
"ARMISTICE CAPITAL, LLC",1397,2025-09-30,1397
