symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
BR,2025-06-30,243.03,117100000,28458813000,561500000,3459000000,31356313000
BR,2024-06-30,196.56,117700000,23135112000,304400000,3576900000,26407612000
BR,2023-06-30,165.63,117700000,19494651000,252300000,3652600000,22894951000
BR,2022-06-30,142.55,116700000,16635585000,224700000,4066200000,20477085000
BR,2021-06-30,161.53,115700000,18689021000,274500000,4190900000,22605421000
BR,2020-06-30,126.19,114700000,14473993000,476600000,2111100000,16108493000
BR,2019-06-30,129.37,115900000,14993983000,273200000,1470400000,16191183000
BR,2018-06-30,115.1,116800000,13443680000,263900000,1053400000,14233180000
BR,2017-06-30,75.56,118000000,8916080000,271100000,1102100000,9747080000
BR,2016-06-30,65.2,118300000,7713160000,727700000,1015500000,8000960000
BR,2015-06-30,50.01,119900000,5996199000,324100000,689400000,6361499000
BR,2014-06-30,41.64,119600000,4980144000,347600000,524100000,5156644000
BR,2013-06-30,27.09,121900000,3302271000,266000000,524500000,3560771000
BR,2012-06-30,21.27,124100000,2639607000,320500000,524400000,2843507000
BR,2011-06-30,24.07,124800000,3003936000,241500000,524300000,3286736000
BR,2010-06-30,19.05,135900000,2588895000,412600000,324100000,2500395000
BR,2009-06-30,16.58,140000000,2321199999,280900000,324100000,2364399999
BR,2008-06-30,21.05,139600000,2938580000,198300000,447900000,3188180000
BR,2007-06-30,19.12,138800000,2653856000,88600000,726900000,3292156000
BR,2006-06-30,20.1,138800000,2789880000,50100000,0,2739780000
BR,2005-06-30,20.1,140200000,2818020000,236300000,65200000,2646920000
