date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2026-01-02,301.65,302.67,298,300.59,300.59,538732,538732,-1.06,-0.3514,300.7275,"January 02, 26",-0.003514
2025-12-31,304.91,305.63,300.57,300.93,300.93,369700,369700,-3.98,-1.31,303.01,"December 31, 25",-0.0131
2025-12-30,307.72,309.67,304.64,305.1,305.1,291000,291000,-2.62,-0.85142,306.7825,"December 30, 25",-0.0085142
2025-12-29,310.67,312.54,308.22,308.97,308.97,526727,526727,-1.7,-0.5472,310.1,"December 29, 25",-0.005472
2025-12-26,311.45,312.96,309.38,310.18,310.18,254838,254838,-1.27,-0.40777,310.9925,"December 26, 25",-0.0040777
2025-12-24,309.79,313.27,307.65,311.57,311.57,145300,145300,1.78,0.57458,310.57,"December 24, 25",0.0057458
2025-12-23,314.19,316.01,307.19,309.77,309.77,357429,357429,-4.42,-1.41,311.79,"December 23, 25",-0.0141
2025-12-22,310.05,315.04,309.97,313.97,313.97,369645,369645,3.92,1.26,312.2575,"December 22, 25",0.0126
2025-12-19,305.32,311.27,304.68,309.81,309.81,1445700,1445700,4.49,1.47,307.77,"December 19, 25",0.0147
2025-12-18,309.44,310.82,305.57,306.27,306.27,361709,361709,-3.17,-1.02,308.025,"December 18, 25",-0.0102
2025-12-17,312.04,315.94,307.44,308.58,308.58,554600,554600,-3.46,-1.11,311,"December 17, 25",-0.0111
2025-12-16,313.17,315.86,310.44,312.42,312.42,1074663,1074663,-0.75,-0.23949,312.9725,"December 16, 25",-0.0023949
2025-12-15,317.08,317.08,308.04,312.16,312.16,606028,606028,-4.92,-1.55,313.59,"December 15, 25",-0.0155
2025-12-12,317.37,319.56,313.35,316.09,316.09,559633,559633,-1.28,-0.40331,316.5925,"December 12, 25",-0.0040331
2025-12-11,311.04,317.47,309.58,316.3,316.3,422300,422300,5.26,1.69,313.5975,"December 11, 25",0.0169
2025-12-10,301.65,314,301.65,311.57,311.57,514032,514032,9.92,3.29,307.2175,"December 10, 25",0.0329
2025-12-09,302.81,305.93,300.03,300.28,300.28,571856,571856,-2.53,-0.83551,302.2625,"December 09, 25",-0.0083551
2025-12-08,308.42,311.5,302.86,303.7,303.7,641943,641943,-4.72,-1.53,306.62,"December 08, 25",-0.0153
2025-12-05,301.85,312.28,299.18,310.64,310.64,711630,711630,8.79,2.91,305.9875,"December 05, 25",0.0291
2025-12-04,300,301.44,296.79,297.39,297.39,587308,587308,-2.61,-0.87,298.905,"December 04, 25",-0.0087
2025-12-03,296.73,300.14,293.12,299.89,299.89,397237,397237,3.16,1.06,297.47,"December 03, 25",0.0106
2025-12-02,296.8,299.01,293.41,294.95,294.95,436700,436700,-1.85,-0.62332,296.0425,"December 02, 25",-0.0062332
2025-12-01,293.18,299.7,292.03,296.27,296.27,545127,545127,3.09,1.05,295.295,"December 01, 25",0.0105
2025-11-28,294.68,297.96,293.27,295.8,295.8,370536,370536,1.12,0.38007,295.4275,"November 28, 25",0.0038007
2025-11-26,291.46,295.94,291.05,293.34,293.34,504717,504717,1.88,0.64503,292.9475,"November 26, 25",0.0064503
2025-11-25,287.15,293.63,285.91,291.98,291.98,540200,540200,4.83,1.68,289.6675,"November 25, 25",0.0168
2025-11-24,288.4,291.78,285.9,287.03,287.03,931837,931837,-1.37,-0.47503,288.2775,"November 24, 25",-0.0047503
2025-11-21,279.44,289.93,277.44,288.82,288.82,631000,631000,9.38,3.36,283.9075,"November 21, 25",0.0336
2025-11-20,279.33,284.9,276.82,277.3,277.3,632718,632718,-2.03,-0.72674,279.5875,"November 20, 25",-0.0072674
2025-11-19,272.83,277.07,272.83,276.46,276.46,467022,467022,3.63,1.33,274.7975,"November 19, 25",0.0133
2025-11-18,273.42,276.77,271.22,272.78,272.78,575709,575709,-0.64,-0.23407,273.5475,"November 18, 25",-0.0023407
2025-11-17,279.42,281.97,273.7,274.18,274.18,472300,472300,-5.24,-1.88,277.3175,"November 17, 25",-0.0188
2025-11-14,282.11,284.12,278.01,279.07,279.07,580409,580409,-3.04,-1.08,280.8275,"November 14, 25",-0.0108
2025-11-13,284.86,289.6,281.6,283.12,283.12,638946,638946,-1.74,-0.61083,284.795,"November 13, 25",-0.0061083
2025-11-12,289.47,294.45,285.96,286.72,286.72,1112728,1112728,-2.75,-0.95001,289.15,"November 12, 25",-0.0095001
2025-11-11,282.33,291.19,280.2,290.67,290.67,719400,719400,8.34,2.95,286.0975,"November 11, 25",0.0295
2025-11-10,276.6,284.25,276.6,281.08,281.08,556000,556000,4.48,1.62,279.6325,"November 10, 25",0.0162
2025-11-07,276,280.87,271.45,276.53,276.53,643600,643600,0.53,0.19203,276.2125,"November 07, 25",0.0019203
2025-11-06,271.46,281.49,259.06,278,278,1100800,1100800,6.54,2.41,272.5025,"November 06, 25",0.0241
2025-11-05,261.07,263.21,256.38,261.69,261.69,939300,939300,0.62,0.23748,260.5875,"November 05, 25",0.0023748
2025-11-04,263.2,263.3,258.8,261.17,261.17,651800,651800,-2.03,-0.77128,261.6175,"November 04, 25",-0.0077128
