symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
MRNA,2024-12-31,41.58,384000000,15966720000,1927000000,747000000,14786720000
MRNA,2023-12-31,99.45,382000000,37989900000,2907000000,1243000000,36325900000
MRNA,2022-12-31,179.62,394000000,70770280000,3205000000,1200000000,68765280000
MRNA,2021-12-31,253.98,403000000,102353940000,6848000000,916000000,96421940000
MRNA,2020-12-31,104.47,381333059,39837864673,2624000000,237000000,37450864673
MRNA,2019-12-31,19.56,330802136,6470489780,235876000,132364000,6366977780
MRNA,2018-12-31,15.27,328804445,5020843875,658364000,33489000,4395968875
MRNA,2017-12-31,18.6,376000000,6993600000,134859000,15687000,6874428000
MRNA,2016-12-31,18.6,64093777,1192144252,50080000,12500000,1154564252
